,business_male,business_female,tuple,average_male,average_female,female-male
0,0.05984011,-0.19548835,"('unsociable', 'sociable')",0.0598401,-0.1954883,-0.2553284
1,1.2440324,1.3524964,"('unfriendly', 'friendly')",1.2440324,1.3524964,0.108464
2,1.0092051,1.134373,"('unlikable', 'likable')",1.0092051,1.1343729,0.1251678
3,-0.1314966,0.02892549,"('repellent', 'pleasant')",-0.1314966,0.0289255,0.1604221
4,-6.155595,-6.304469,"('disliked', 'liked')",-6.1555948,-6.3044691,-0.1488743
5,-0.56565624,-0.35681543,"('distant', 'outgoing')",-0.5656562,-0.3568154,0.2088408
6,-0.2634579,-0.017444823,"('distant', 'open')",-0.2634579,-0.0174448,0.2460131
7,0.25743988,0.36723465,"('insensitive', 'sensitive')",0.2574399,0.3672346,0.1097947
8,0.97792083,1.0722629,"('unaffectionate', 'affectionate')",0.9779208,1.0722629,0.0943421
9,1.5719898,1.7930644,"('unaffectionate', 'caring')",1.5719898,1.7930644,0.2210746
10,0.4434716,0.5255237,"('unsympathetic', 'sympathetic')",0.4434716,0.5255237,0.0820521
11,2.5456343,2.59251,"('unhelpful', 'helpful')",2.5456343,2.59251,0.0468757
12,-1.7109897,-1.6344408,"('unsupportive', 'supportive')",-1.7109897,-1.6344408,0.0765489
13,0.18403943,0.128873,"('impolite', 'polite')",0.1840394,0.128873,-0.0551664
14,0.4085907,0.1243565,"('antisocial', 'social')",0.4085907,0.1243565,-0.2842342
15,0.5743118,0.46769506,"('boring', 'funny')",0.5743118,0.4676951,-0.1066167
16,-0.08633205,-0.015607625,"('unpopular', 'popular')",-0.0863321,-0.0156076,0.0707245
17,-0.22726317,-0.19422232,"('nasty', 'nice')",-0.2272632,-0.1942223,0.0330409
18,-0.9109536,-0.8192959,"('disagreeable', 'welcoming')",-0.9109536,-0.8192959,0.0916577
19,-0.5978028,-0.43732545,"('inhospitable', 'hospitable')",-0.5978028,-0.4373254,0.1604774
20,0.468611,0.38983324,"('rough', 'thoughtful')",0.468611,0.3898332,-0.0787778
21,0.04918126,0.053287573,"('immoral', 'moral')",0.0491813,0.0532876,0.0041063
22,-0.5560111,-0.56106395,"('untrustworthy', 'trustworthy')",-0.5560111,-0.5610639,-0.0050528
23,5.8175325,5.9364347,"('insincere', 'sincere')",5.8175325,5.9364347,0.1189022
24,1.2722139,1.3765956,"('dishonest', 'honest')",1.2722139,1.3765956,0.1043817
25,0.41048783,0.4623226,"('egoistic', 'altruistic')",0.4104878,0.4623226,0.0518348
26,1.2861022,1.036084,"('hardhearted', 'benevolent')",1.2861022,1.0360841,-0.2500181
27,0.6429257,0.68193907,"('hardhearted', 'softhearted')",0.6429257,0.6819391,0.0390134
28,1.3282522,1.2761586,"('disloyal', 'loyal')",1.3282522,1.2761586,-0.0520936
29,-0.7883855,-0.86150855,"('unfair', 'fair')",-0.7883855,-0.8615085,-0.073123
30,0.98254067,1.0207263,"('intolerant', 'tolerant')",0.9825407,1.0207263,0.0381856
31,-1.9684066,-1.927243,"('evil', 'good')",-1.9684066,-1.927243,0.0411636
32,1.7363293,1.6792572,"('unkind', 'kind')",1.7363293,1.6792572,-0.0570721
33,-0.3629486,-0.34256315,"('wrong', 'right')",-0.3629486,-0.3425632,0.0203854
34,4.382387,4.64681,"('mean', 'honorable')",4.3823872,4.6468101,0.2644229
35,-1.3270183,-1.4403064,"('corrupt', 'incorrupt')",-1.3270183,-1.4403064,-0.1132881
36,-0.74015075,-0.8026604,"('hostile', 'amicable')",-0.7401507,-0.8026604,-0.0625097
37,0.6020465,0.68956167,"('fake', 'genuine')",0.6020465,0.6895617,0.0875152
38,0.5141523,0.56213206,"('untruthful', 'truthful')",0.5141523,0.5621321,0.0479798
39,0.22878549,0.2616892,"('exploitative', 'cooperative')",0.2287855,0.2616892,0.0329037
40,-2.2288105,-2.263211,"('stingy', 'generous')",-2.2288105,-2.263211,-0.0344005
41,0.30939022,0.16015579,"('unforgiving', 'forgiving')",0.3093902,0.1601558,-0.1492344
42,-2.2099147,-2.14529,"('unreliable', 'reliable')",-2.2099147,-2.1452899,0.0646248
43,1.2884661,1.3709867,"('irresponsible', 'responsible')",1.2884661,1.3709867,0.0825206
44,-0.74615157,-0.80352783,"('prejudiced', 'unprejudiced')",-0.7461516,-0.8035278,-0.0573762
45,0.14891887,0.032749947,"('incompetent', 'competent')",0.1489189,0.0327499,-0.116169
46,-0.39392704,-0.3541506,"('uncompetitive', 'competitive')",-0.393927,-0.3541506,0.0397764
47,5.140434,5.363232,"('stupid', 'smart')",5.1404338,5.3632321,0.2227983
48,0.11520522,0.07427167,"('unintelligent', 'intelligent')",0.1152052,0.0742717,-0.0409335
49,0.014843797,0.1571823,"('unable', 'able')",0.0148438,0.1571823,0.1423385
50,0.0012639668,0.08691449,"('clumsy', 'skillful')",0.001264,0.0869145,0.0856505
51,0.57940996,0.55094206,"('uneducated', 'educated')",0.57941,0.5509421,-0.0284679
52,0.096866176,6.4391643e-06,"('irrational', 'rational')",0.0968662,6.4e-06,-0.0968598
53,0.3277496,0.46446183,"('uncreative', 'creative')",0.3277496,0.4644618,0.1367122
54,1.0499964,1.288121,"('incapable', 'capable')",1.0499964,1.288121,0.2381246
55,0.4837567,0.47752017,"('incompetent', 'clever')",0.4837567,0.4775202,-0.0062365
56,1.1455357,1.0214586,"('impractical', 'practical')",1.1455357,1.0214586,-0.1240771
57,-2.765382,-2.7785072,"('unimaginative', 'imaginative')",-2.7653821,-2.7785072,-0.0131251
58,0.39254507,0.31496766,"('undiscriminating', 'discriminating')",0.3925451,0.3149677,-0.0775774
59,0.3538324,0.4204837,"('foolish', 'wise')",0.3538324,0.4204837,0.0666513
60,0.69175506,0.81918675,"('inefficient', 'efficient')",0.6917551,0.8191867,0.1274316
61,0.06950225,-0.10873516,"('illogical', 'logical')",0.0695022,-0.1087352,-0.1782374
62,0.99114716,1.1396657,"('incompetent', 'brilliant')",0.9911472,1.1396657,0.1485185
63,0.049981155,0.15923871,"('unperceptive', 'insightful')",0.0499812,0.1592387,0.1092575
64,-5.4226866,-5.488661,"('shy', 'confident')",-5.4226866,-5.4886608,-0.0659742
65,-0.015772445,-0.04087122,"('insecure', 'secure')",-0.0157724,-0.0408712,-0.0250988
66,0.11211798,0.0038597584,"('inactive', 'active')",0.112118,0.0038598,-0.1082582
67,-0.112411134,-0.19201702,"('doubtful', 'determined')",-0.1124111,-0.192017,-0.0796059
68,-1.1982036,-1.1506221,"('dependent', 'independent')",-1.1982036,-1.1506221,0.0475815
69,-1.5469093,-1.527227,"('lazy', 'industrious')",-1.5469093,-1.527227,0.0196823
70,0.4614778,0.57178056,"('lethargic', 'energetic')",0.4614778,0.5717806,0.1103028
71,0.027611554,0.08786442,"('diffident', 'self-confident')",0.0276116,0.0878644,0.0602528
72,0.47338134,0.49963444,"('unambitious', 'ambitious')",0.4733813,0.4996344,0.0262531
73,-2.3105521,-2.2921867,"('helpless', 'self-reliant')",-2.3105521,-2.2921867,0.0183654
74,0.1708087,0.07825159,"('undedicated', 'dedicated')",0.1708087,0.0782516,-0.0925571
75,-0.7244251,-0.5904853,"('meek', 'impulsive')",-0.7244251,-0.5904853,0.1339398
76,0.2662473,0.22822534,"('anxious', 'daring')",0.2662473,0.2282253,-0.038022
77,-1.329164,-1.1471809,"('unmotivated', 'motivated')",-1.329164,-1.1471809,0.1819831
78,-1.0146519,-0.98932636,"('nonresilient', 'resilient')",-1.0146519,-0.9893264,0.0253255
79,-0.5716783,-0.4595833,"('wavering', 'unwavering')",-0.5716783,-0.4595833,0.112095
80,-0.011791959,-0.17643234,"('dominated', 'dominating')",-0.011792,-0.1764323,-0.1646403
81,0.32328194,0.26653785,"('submissive', 'aggressive')",0.3232819,0.2665378,-0.0567441
82,6.3220367,6.528194,"('poor', 'rich')",6.3220367,6.528194,0.2061573
83,0.014408924,-0.12811485,"('powerless', 'powerful')",0.0144089,-0.1281148,-0.1425237
84,0.007929031,-0.009115141,"('inferior', 'superior')",0.007929,-0.0091151,-0.0170441
85,-0.9204881,-0.8852447,"('insignificant', 'prestigious')",-0.9204881,-0.8852447,0.0352434
86,0.17036669,0.19468547,"('uninfluential', 'influential')",0.1703667,0.1946855,0.0243188
87,0.4301529,0.31710622,"('unsuccessful', 'successful')",0.4301529,0.3171062,-0.1130467
88,0.015679106,0.007436255,"('low', 'eminent')",0.0156791,0.0074363,-0.0082428
