,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.104311764,0.018792432,"('unsociable', 'sociable')",0.1043118,0.0187924,-0.0855194
1,0.86020106,0.7540094,"('unfriendly', 'friendly')",0.8602011,0.7540094,-0.1061917
2,0.21594447,0.40648067,"('unlikable', 'likable')",0.2159445,0.4064807,0.1905362
3,0.8442479,0.88023454,"('repellent', 'pleasant')",0.8442479,0.8802345,0.0359866
4,-7.2724147,-7.4689927,"('disliked', 'liked')",-7.2724147,-7.4689927,-0.196578
5,-0.590376,-0.5648414,"('distant', 'outgoing')",-0.590376,-0.5648414,0.0255346
6,-0.17045404,-0.21973097,"('distant', 'open')",-0.170454,-0.219731,-0.049277
7,0.9034589,0.9057415,"('insensitive', 'sensitive')",0.9034589,0.9057415,0.0022826
8,0.8787243,0.7976171,"('unaffectionate', 'affectionate')",0.8787243,0.7976171,-0.0811072
9,1.3233196,1.3564837,"('unaffectionate', 'caring')",1.3233196,1.3564837,0.0331641
10,1.2032053,1.1997002,"('unsympathetic', 'sympathetic')",1.2032053,1.1997002,-0.0035051
11,1.6128843,1.6554117,"('unhelpful', 'helpful')",1.6128843,1.6554117,0.0425274
12,-1.5497096,-1.5839247,"('unsupportive', 'supportive')",-1.5497096,-1.5839247,-0.0342151
13,0.008878663,0.06237991,"('impolite', 'polite')",0.0088787,0.0623799,0.0535012
14,0.2067184,0.11350793,"('antisocial', 'social')",0.2067184,0.1135079,-0.0932105
15,0.08724018,0.023566436,"('boring', 'funny')",0.0872402,0.0235664,-0.0636738
16,-0.43205196,-0.42930534,"('unpopular', 'popular')",-0.432052,-0.4293053,0.0027467
17,-0.08817211,-0.08814547,"('nasty', 'nice')",-0.0881721,-0.0881455,2.66e-05
18,-0.30644867,-0.30769116,"('disagreeable', 'welcoming')",-0.3064487,-0.3076912,-0.0012425
19,-1.0553648,-1.0177283,"('inhospitable', 'hospitable')",-1.0553648,-1.0177283,0.0376365
20,0.88893855,0.8000839,"('rough', 'thoughtful')",0.8889385,0.8000839,-0.0888546
21,-0.18232441,-0.010706659,"('immoral', 'moral')",-0.1823244,-0.0107067,0.1716177
22,-0.026265291,-0.046186827,"('untrustworthy', 'trustworthy')",-0.0262653,-0.0461868,-0.0199215
23,5.795784,5.9105053,"('insincere', 'sincere')",5.795784,5.9105053,0.1147213
24,1.4489319,1.4239081,"('dishonest', 'honest')",1.4489319,1.4239081,-0.0250238
25,0.3688799,0.3476717,"('egoistic', 'altruistic')",0.3688799,0.3476717,-0.0212082
26,0.6953904,0.46365714,"('hardhearted', 'benevolent')",0.6953904,0.4636571,-0.2317333
27,1.5907753,1.3740354,"('hardhearted', 'softhearted')",1.5907753,1.3740354,-0.2167399
28,1.0328782,0.9649972,"('disloyal', 'loyal')",1.0328782,0.9649972,-0.067881
29,-0.30883172,-0.41306993,"('unfair', 'fair')",-0.3088317,-0.4130699,-0.1042382
30,0.84326804,0.89949846,"('intolerant', 'tolerant')",0.843268,0.8994985,0.0562305
31,-1.4939758,-1.5888491,"('evil', 'good')",-1.4939758,-1.5888491,-0.0948733
32,1.0927203,1.0278593,"('unkind', 'kind')",1.0927203,1.0278593,-0.064861
33,-0.40335852,-0.38350433,"('wrong', 'right')",-0.4033585,-0.3835043,0.0198542
34,4.1435914,4.34828,"('mean', 'honorable')",4.1435914,4.34828,0.2046886
35,-1.2469792,-1.4571879,"('corrupt', 'incorrupt')",-1.2469792,-1.4571879,-0.2102087
36,-0.96247953,-1.0709314,"('hostile', 'amicable')",-0.9624795,-1.0709314,-0.1084519
37,0.63842195,0.66440034,"('fake', 'genuine')",0.638422,0.6644003,0.0259783
38,-0.6068587,-0.51703084,"('untruthful', 'truthful')",-0.6068587,-0.5170308,0.0898279
39,0.19031395,0.22298105,"('exploitative', 'cooperative')",0.190314,0.2229811,0.0326671
40,-1.290648,-1.5295404,"('stingy', 'generous')",-1.290648,-1.5295404,-0.2388924
41,0.41835204,0.3325821,"('unforgiving', 'forgiving')",0.418352,0.3325821,-0.0857699
42,-1.6614555,-1.7236513,"('unreliable', 'reliable')",-1.6614555,-1.7236513,-0.0621958
43,1.2694812,1.3503045,"('irresponsible', 'responsible')",1.2694812,1.3503045,0.0808233
44,-0.8982844,-0.90059984,"('prejudiced', 'unprejudiced')",-0.8982844,-0.9005998,-0.0023154
45,0.36006817,0.20512772,"('incompetent', 'competent')",0.3600682,0.2051277,-0.1549405
46,-0.22320734,-0.22451228,"('uncompetitive', 'competitive')",-0.2232073,-0.2245123,-0.001305
47,4.784999,4.992548,"('stupid', 'smart')",4.7849989,4.992548,0.2075491
48,0.38441905,0.33465123,"('unintelligent', 'intelligent')",0.3844191,0.3346512,-0.0497679
49,-0.297929,-0.10490562,"('unable', 'able')",-0.297929,-0.1049056,0.1930234
50,-0.40372646,-0.42722157,"('clumsy', 'skillful')",-0.4037265,-0.4272216,-0.0234951
51,-0.00467778,0.029893633,"('uneducated', 'educated')",-0.0046778,0.0298936,0.0345714
52,-0.5654248,-0.72481334,"('irrational', 'rational')",-0.5654248,-0.7248133,-0.1593885
53,-0.22984065,-0.27072644,"('uncreative', 'creative')",-0.2298407,-0.2707264,-0.0408857
54,0.71860117,0.87082535,"('incapable', 'capable')",0.7186012,0.8708254,0.1522242
55,0.76949376,0.7948908,"('incompetent', 'clever')",0.7694938,0.7948908,0.025397
56,0.65552086,0.660874,"('impractical', 'practical')",0.6555209,0.660874,0.0053531
57,-2.2164555,-2.345099,"('unimaginative', 'imaginative')",-2.2164555,-2.345099,-0.1286435
58,0.31222364,0.20562533,"('undiscriminating', 'discriminating')",0.3122236,0.2056253,-0.1065983
59,-0.2387113,-0.24058062,"('foolish', 'wise')",-0.2387113,-0.2405806,-0.0018693
60,0.71447295,0.945825,"('inefficient', 'efficient')",0.7144729,0.945825,0.2313521
61,0.3453418,0.20102638,"('illogical', 'logical')",0.3453418,0.2010264,-0.1443154
62,0.74203,0.8594512,"('incompetent', 'brilliant')",0.74203,0.8594512,0.1174212
63,0.09032127,0.13640021,"('unperceptive', 'insightful')",0.0903213,0.1364002,0.0460789
64,-5.577132,-5.5936112,"('shy', 'confident')",-5.5771322,-5.5936112,-0.016479
65,0.8573657,0.92895776,"('insecure', 'secure')",0.8573657,0.9289578,0.0715921
66,-0.06257369,-0.23547307,"('inactive', 'active')",-0.0625737,-0.2354731,-0.1728994
67,-0.58230543,-0.44599333,"('doubtful', 'determined')",-0.5823054,-0.4459933,0.1363121
