,pickaxe_male,pickaxe_female,tuple,average_male,average_female,female-male
0,-0.38419837,-0.44995022,"('unsociable', 'sociable')",-0.3841984,-0.4499502,-0.0657518
1,-0.30436307,-0.45918065,"('unfriendly', 'friendly')",-0.3043631,-0.4591807,-0.1548176
2,0.09169303,0.11176617,"('unlikable', 'likable')",0.091693,0.1117662,0.0200732
3,-1.016527,-0.9608369,"('repellent', 'pleasant')",-1.0165271,-0.9608369,0.0556902
4,-1.7070833,-1.6446484,"('disliked', 'liked')",-1.7070833,-1.6446484,0.0624349
5,-0.5559091,-0.564348,"('distant', 'outgoing')",-0.5559091,-0.564348,-0.0084389
6,-0.5483706,-0.5974383,"('distant', 'open')",-0.5483706,-0.5974383,-0.0490677
7,-0.10491377,-0.04251589,"('insensitive', 'sensitive')",-0.1049138,-0.0425159,0.0623979
8,0.18656866,0.070126355,"('unaffectionate', 'affectionate')",0.1865687,0.0701264,-0.1164423
9,0.09316479,-0.025081772,"('unaffectionate', 'caring')",0.0931648,-0.0250818,-0.1182466
10,-1.1754038,-1.1933315,"('unsympathetic', 'sympathetic')",-1.1754038,-1.1933315,-0.0179277
11,-0.53987074,-0.55434054,"('unhelpful', 'helpful')",-0.5398707,-0.5543405,-0.0144698
12,-1.3964794,-1.361095,"('unsupportive', 'supportive')",-1.3964794,-1.361095,0.0353844
13,-0.65766686,-0.6466478,"('impolite', 'polite')",-0.6576669,-0.6466478,0.0110191
14,0.311246,0.33043492,"('antisocial', 'social')",0.311246,0.3304349,0.0191889
15,0.7081117,0.64487237,"('boring', 'funny')",0.7081117,0.6448724,-0.0632393
16,-0.0035564974,-0.08570542,"('unpopular', 'popular')",-0.0035565,-0.0857054,-0.0821489
17,-0.8487185,-0.76685035,"('nasty', 'nice')",-0.8487185,-0.7668504,0.0818681
18,-0.77624184,-0.789433,"('disagreeable', 'welcoming')",-0.7762418,-0.789433,-0.0131912
19,-0.95879364,-0.95475787,"('inhospitable', 'hospitable')",-0.9587936,-0.9547579,0.0040357
20,0.006583996,0.047699116,"('rough', 'thoughtful')",0.006584,0.0476991,0.0411151
21,-0.14034064,-0.08240079,"('immoral', 'moral')",-0.1403406,-0.0824008,0.0579398
22,-0.5525867,-0.5437408,"('untrustworthy', 'trustworthy')",-0.5525867,-0.5437408,0.0088459
23,0.99724865,0.8871033,"('insincere', 'sincere')",0.9972486,0.8871033,-0.1101453
24,-0.124629974,-0.18609922,"('dishonest', 'honest')",-0.12463,-0.1860992,-0.0614692
25,0.6680065,0.600001,"('egoistic', 'altruistic')",0.6680065,0.600001,-0.0680055
26,0.39023417,0.30055177,"('hardhearted', 'benevolent')",0.3902342,0.3005518,-0.0896824
27,-0.47796193,-0.5400916,"('hardhearted', 'softhearted')",-0.4779619,-0.5400916,-0.0621297
28,0.23712088,0.12802961,"('disloyal', 'loyal')",0.2371209,0.1280296,-0.1090913
29,-0.32676515,-0.41833806,"('unfair', 'fair')",-0.3267651,-0.4183381,-0.091573
30,-0.27548376,-0.23167461,"('intolerant', 'tolerant')",-0.2754838,-0.2316746,0.0438092
31,-0.80125445,-0.74721986,"('evil', 'good')",-0.8012545,-0.7472199,0.0540346
32,-0.030189434,-0.17032902,"('unkind', 'kind')",-0.0301894,-0.170329,-0.1401396
33,0.41484344,0.33373848,"('wrong', 'right')",0.4148434,0.3337385,-0.0811049
34,0.6449756,0.77369523,"('mean', 'honorable')",0.6449756,0.7736952,0.1287196
35,0.011756428,-0.06049723,"('corrupt', 'incorrupt')",0.0117564,-0.0604972,-0.0722536
36,-0.12158312,-0.15999989,"('hostile', 'amicable')",-0.1215831,-0.1599999,-0.0384168
37,-0.31917423,-0.32096863,"('fake', 'genuine')",-0.3191742,-0.3209686,-0.0017944
38,-0.13499448,-0.16777232,"('untruthful', 'truthful')",-0.1349945,-0.1677723,-0.0327778
39,-0.30027214,-0.18909779,"('exploitative', 'cooperative')",-0.3002721,-0.1890978,0.1111743
40,-1.6153744,-1.622246,"('stingy', 'generous')",-1.6153744,-1.622246,-0.0068716
41,0.11194523,0.10131113,"('unforgiving', 'forgiving')",0.1119452,0.1013111,-0.0106341
42,-0.7209606,-0.6785861,"('unreliable', 'reliable')",-0.7209606,-0.6785861,0.0423745
43,-0.22702794,-0.23986883,"('irresponsible', 'responsible')",-0.2270279,-0.2398688,-0.0128409
44,-0.3541014,-0.27376717,"('prejudiced', 'unprejudiced')",-0.3541014,-0.2737672,0.0803342
45,0.026599089,0.04559616,"('incompetent', 'competent')",0.0265991,0.0455962,0.0189971
46,-0.6615585,-0.66349053,"('uncompetitive', 'competitive')",-0.6615585,-0.6634905,-0.001932
47,1.5337023,1.5450119,"('stupid', 'smart')",1.5337023,1.5450119,0.0113096
48,-0.6498857,-0.6607955,"('unintelligent', 'intelligent')",-0.6498857,-0.6607955,-0.0109098
49,-0.3652069,-0.26159585,"('unable', 'able')",-0.3652069,-0.2615958,0.1036111
50,0.37304485,0.2734034,"('clumsy', 'skillful')",0.3730448,0.2734034,-0.0996414
51,-0.8058365,-0.85484916,"('uneducated', 'educated')",-0.8058365,-0.8548492,-0.0490127
52,-0.07454738,-0.21326083,"('irrational', 'rational')",-0.0745474,-0.2132608,-0.1387134
53,-0.93651825,-1.0167128,"('uncreative', 'creative')",-0.9365183,-1.0167128,-0.0801945
54,0.021886349,-0.1286084,"('incapable', 'capable')",0.0218863,-0.1286084,-0.1504947
55,0.11802185,0.18238449,"('incompetent', 'clever')",0.1180219,0.1823845,0.0643626
56,0.72808754,0.7101887,"('impractical', 'practical')",0.7280875,0.7101887,-0.0178988
57,-1.055993,-1.0700113,"('unimaginative', 'imaginative')",-1.055993,-1.0700113,-0.0140183
58,-0.073612764,-0.1357241,"('undiscriminating', 'discriminating')",-0.0736128,-0.1357241,-0.0621113
59,0.5502865,0.48449007,"('foolish', 'wise')",0.5502865,0.4844901,-0.0657964
60,0.30840772,0.39825472,"('inefficient', 'efficient')",0.3084077,0.3982547,0.089847
61,-0.095815696,-0.17947613,"('illogical', 'logical')",-0.0958157,-0.1794761,-0.0836604
62,-0.55883086,-0.46784854,"('incompetent', 'brilliant')",-0.5588309,-0.4678485,0.0909824
63,-0.5425207,-0.5206399,"('unperceptive', 'insightful')",-0.5425207,-0.5206399,0.0218808
64,-1.7196239,-1.6856995,"('shy', 'confident')",-1.7196239,-1.6856995,0.0339244
65,0.15828139,0.14582366,"('insecure', 'secure')",0.1582814,0.1458237,-0.0124577
66,-0.57580054,-0.5971795,"('inactive', 'active')",-0.5758005,-0.5971795,-0.021379
67,0.8045772,0.8580808,"('doubtful', 'determined')",0.8045772,0.8580808,0.0535036
68,-0.82155794,-0.8057711,"('dependent', 'independent')",-0.8215579,-0.8057711,0.0157868
