,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,0.48751453,0.36753523,"('unsociable', 'sociable')",0.4875145,0.3675352,-0.1199793
1,1.2674046,1.3151717,"('unfriendly', 'friendly')",1.2674046,1.3151717,0.0477671
2,0.88044107,0.9857815,"('unlikable', 'likable')",0.8804411,0.9857815,0.1053404
3,1.2172314,1.3217126,"('repellent', 'pleasant')",1.2172314,1.3217126,0.1044812
4,-6.5783095,-6.545854,"('disliked', 'liked')",-6.5783095,-6.5458541,0.0324554
5,-0.20829928,-0.10077687,"('distant', 'outgoing')",-0.2082993,-0.1007769,0.1075224
6,0.020398851,0.15309328,"('distant', 'open')",0.0203989,0.1530933,0.1326944
7,1.7700284,1.7680041,"('insensitive', 'sensitive')",1.7700284,1.7680041,-0.0020243
8,0.8704647,0.892607,"('unaffectionate', 'affectionate')",0.8704647,0.892607,0.0221423
9,1.2293537,1.3008552,"('unaffectionate', 'caring')",1.2293537,1.3008552,0.0715015
10,1.7945379,1.7746794,"('unsympathetic', 'sympathetic')",1.7945379,1.7746794,-0.0198585
11,2.0160706,1.9810688,"('unhelpful', 'helpful')",2.0160706,1.9810688,-0.0350018
12,-0.67211366,-0.6537461,"('unsupportive', 'supportive')",-0.6721137,-0.6537461,0.0183676
13,0.502045,0.41536716,"('impolite', 'polite')",0.502045,0.4153672,-0.0866778
14,0.52783084,0.3674223,"('antisocial', 'social')",0.5278308,0.3674223,-0.1604085
15,0.11530472,0.1617504,"('boring', 'funny')",0.1153047,0.1617504,0.0464457
16,-0.60876995,-0.5072379,"('unpopular', 'popular')",-0.60877,-0.5072379,0.1015321
17,-0.0052930936,-0.013194259,"('nasty', 'nice')",-0.0052931,-0.0131943,-0.0079012
18,-0.026462581,-0.053126283,"('disagreeable', 'welcoming')",-0.0264626,-0.0531263,-0.0266637
19,-0.16722353,-0.07417846,"('inhospitable', 'hospitable')",-0.1672235,-0.0741785,0.093045
20,0.92585677,0.85889417,"('rough', 'thoughtful')",0.9258568,0.8588942,-0.0669626
21,0.74637884,0.7460792,"('immoral', 'moral')",0.7463788,0.7460792,-0.0002996
22,0.37583897,0.27384335,"('untrustworthy', 'trustworthy')",0.375839,0.2738433,-0.1019957
23,6.62063,6.640352,"('insincere', 'sincere')",6.6206298,6.6403518,0.019722
24,2.4440203,2.4423475,"('dishonest', 'honest')",2.4440203,2.4423475,-0.0016728
25,0.3706269,0.33433342,"('egoistic', 'altruistic')",0.3706269,0.3343334,-0.0362935
26,-0.1277603,-0.11928977,"('hardhearted', 'benevolent')",-0.1277603,-0.1192898,0.0084705
27,1.5099828,1.4449967,"('hardhearted', 'softhearted')",1.5099828,1.4449967,-0.0649861
28,1.3559593,1.3681215,"('disloyal', 'loyal')",1.3559593,1.3681215,0.0121622
29,-0.12993978,-0.22493261,"('unfair', 'fair')",-0.1299398,-0.2249326,-0.0949928
