,root_male,root_female,tuple,average_male,average_female,female-male
0,0.36553007,0.1145442,"('unsociable', 'sociable')",0.3655301,0.1145442,-0.2509859
1,1.5562112,1.5617036,"('unfriendly', 'friendly')",1.5562112,1.5617036,0.0054924
2,0.23148753,0.44028488,"('unlikable', 'likable')",0.2314875,0.4402849,0.2087974
3,0.7721562,0.84219015,"('repellent', 'pleasant')",0.7721562,0.8421901,0.0700339
4,-7.346195,-7.2651796,"('disliked', 'liked')",-7.3461952,-7.2651796,0.0810156
5,-0.2675412,-0.09245561,"('distant', 'outgoing')",-0.2675412,-0.0924556,0.1750856
6,0.09563288,0.24330786,"('distant', 'open')",0.0956329,0.2433079,0.147675
7,0.6411681,0.61692935,"('insensitive', 'sensitive')",0.6411681,0.6169294,-0.0242387
8,1.092333,1.0946362,"('unaffectionate', 'affectionate')",1.092333,1.0946362,0.0023032
9,1.7222701,1.8124883,"('unaffectionate', 'caring')",1.7222701,1.8124883,0.0902182
10,1.393605,1.3344073,"('unsympathetic', 'sympathetic')",1.393605,1.3344073,-0.0591977
11,1.9565169,1.9770076,"('unhelpful', 'helpful')",1.9565169,1.9770076,0.0204907
12,-1.6295809,-1.5962111,"('unsupportive', 'supportive')",-1.6295809,-1.5962111,0.0333698
13,0.43604863,0.31959736,"('impolite', 'polite')",0.4360486,0.3195974,-0.1164512
14,0.03169173,-0.20660198,"('antisocial', 'social')",0.0316917,-0.206602,-0.2382937
15,1.0516926,1.0219934,"('boring', 'funny')",1.0516926,1.0219934,-0.0296992
16,-0.37201527,-0.31506842,"('unpopular', 'popular')",-0.3720153,-0.3150684,0.0569469
17,-0.38894007,-0.27381265,"('nasty', 'nice')",-0.3889401,-0.2738127,0.1151274
18,-0.45793685,-0.57025987,"('disagreeable', 'welcoming')",-0.4579369,-0.5702599,-0.112323
19,-0.39221716,-0.12400617,"('inhospitable', 'hospitable')",-0.3922172,-0.1240062,0.268211
20,0.7235654,0.50450146,"('rough', 'thoughtful')",0.7235654,0.5045015,-0.2190639
21,0.23105006,0.3235029,"('immoral', 'moral')",0.2310501,0.3235029,0.0924528
22,-0.27405882,-0.3068882,"('untrustworthy', 'trustworthy')",-0.2740588,-0.3068882,-0.0328294
23,6.526446,6.509025,"('insincere', 'sincere')",6.5264459,6.5090251,-0.0174208
24,1.895699,1.8785093,"('dishonest', 'honest')",1.895699,1.8785093,-0.0171897
25,0.7990887,0.72328377,"('egoistic', 'altruistic')",0.7990887,0.7232838,-0.0758049
26,0.7306775,0.5597473,"('hardhearted', 'benevolent')",0.7306775,0.5597473,-0.1709302
27,1.7906548,1.5459013,"('hardhearted', 'softhearted')",1.7906548,1.5459013,-0.2447535
28,1.1327497,1.1074382,"('disloyal', 'loyal')",1.1327497,1.1074382,-0.0253115
29,-0.82435936,-0.85653275,"('unfair', 'fair')",-0.8243594,-0.8565328,-0.0321734
30,1.1029394,1.0117589,"('intolerant', 'tolerant')",1.1029394,1.0117589,-0.0911805
31,-1.6918851,-1.5614207,"('evil', 'good')",-1.6918851,-1.5614207,0.1304644
32,0.97584975,1.0264437,"('unkind', 'kind')",0.9758497,1.0264437,0.050594
33,-0.4635322,-0.3879041,"('wrong', 'right')",-0.4635322,-0.3879041,0.0756281
34,5.0725455,5.2421637,"('mean', 'honorable')",5.0725455,5.2421637,0.1696182
35,-1.1408895,-1.171638,"('corrupt', 'incorrupt')",-1.1408895,-1.171638,-0.0307485
36,-0.89196026,-0.85161626,"('hostile', 'amicable')",-0.8919603,-0.8516163,0.040344
37,0.8108319,0.8543105,"('fake', 'genuine')",0.8108319,0.8543105,0.0434786
38,-0.2517642,-0.17861718,"('untruthful', 'truthful')",-0.2517642,-0.1786172,0.073147
39,-0.25432298,-0.30672455,"('exploitative', 'cooperative')",-0.254323,-0.3067245,-0.0524015
40,-1.6240795,-1.8426629,"('stingy', 'generous')",-1.6240795,-1.8426629,-0.2185834
41,-0.15719569,-0.18860662,"('unforgiving', 'forgiving')",-0.1571957,-0.1886066,-0.0314109
42,-2.0611567,-2.0876868,"('unreliable', 'reliable')",-2.0611567,-2.0876868,-0.0265301
43,1.2538624,1.1449102,"('irresponsible', 'responsible')",1.2538624,1.1449102,-0.1089522
44,-1.4517094,-1.4592011,"('prejudiced', 'unprejudiced')",-1.4517094,-1.4592011,-0.0074917
45,0.34200776,0.32070667,"('incompetent', 'competent')",0.3420078,0.3207067,-0.0213011
46,-0.32069838,-0.42756823,"('uncompetitive', 'competitive')",-0.3206984,-0.4275682,-0.1068698
47,5.1772475,5.3618674,"('stupid', 'smart')",5.1772475,5.3618674,0.1846199
48,1.3937197,1.1967618,"('unintelligent', 'intelligent')",1.3937197,1.1967618,-0.1969579
49,0.3655215,0.51357406,"('unable', 'able')",0.3655215,0.5135741,0.1480526
50,-0.14548048,-0.048127692,"('clumsy', 'skillful')",-0.1454805,-0.0481277,0.0973528
51,0.27693614,0.25539795,"('uneducated', 'educated')",0.2769361,0.2553979,-0.0215382
52,-0.7890783,-0.73090476,"('irrational', 'rational')",-0.7890783,-0.7309048,0.0581735
53,0.3824393,0.37964663,"('uncreative', 'creative')",0.3824393,0.3796466,-0.0027927
54,0.9920573,1.3234993,"('incapable', 'capable')",0.9920573,1.3234993,0.331442
55,1.4270126,1.2250973,"('incompetent', 'clever')",1.4270126,1.2250973,-0.2019153
56,0.81602037,0.7986935,"('impractical', 'practical')",0.8160204,0.7986935,-0.0173269
57,-2.5072103,-2.5078552,"('unimaginative', 'imaginative')",-2.5072103,-2.5078552,-0.0006449
58,-0.009553596,-0.08358993,"('undiscriminating', 'discriminating')",-0.0095536,-0.0835899,-0.0740363
59,-0.3381478,-0.1224969,"('foolish', 'wise')",-0.3381478,-0.1224969,0.2156509
60,0.8714898,0.7514107,"('inefficient', 'efficient')",0.8714898,0.7514107,-0.1200791
61,0.33588067,0.07812971,"('illogical', 'logical')",0.3358807,0.0781297,-0.257751
62,1.3496579,1.3931625,"('incompetent', 'brilliant')",1.3496579,1.3931625,0.0435046
63,0.5223649,0.61200523,"('unperceptive', 'insightful')",0.5223649,0.6120052,0.0896403
64,-6.6187506,-6.5722556,"('shy', 'confident')",-6.6187506,-6.5722556,0.046495
65,0.6624358,0.609359,"('insecure', 'secure')",0.6624358,0.609359,-0.0530768
66,-0.24556553,-0.21364267,"('inactive', 'active')",-0.2455655,-0.2136427,0.0319228
67,-0.49271306,-0.42614257,"('doubtful', 'determined')",-0.4927131,-0.4261426,0.0665705
68,-0.4881782,-0.51464784,"('dependent', 'independent')",-0.4881782,-0.5146478,-0.0264696
69,-1.7983884,-1.697285,"('lazy', 'industrious')",-1.7983884,-1.6972851,0.1011033
70,1.4651916,1.3964396,"('lethargic', 'energetic')",1.4651916,1.3964396,-0.068752
71,0.40419108,0.5284006,"('diffident', 'self-confident')",0.4041911,0.5284006,0.1242095
72,0.78266966,0.8361491,"('unambitious', 'ambitious')",0.7826697,0.8361491,0.0534794
73,-3.068405,-2.9936109,"('helpless', 'self-reliant')",-3.0684049,-2.9936109,0.074794
74,-0.016169861,-0.14849651,"('undedicated', 'dedicated')",-0.0161699,-0.1484965,-0.1323266
75,-0.89090025,-0.6571457,"('meek', 'impulsive')",-0.8909003,-0.6571457,0.2337546
76,0.8414678,0.7057199,"('anxious', 'daring')",0.8414678,0.7057199,-0.1357479
77,-0.8067826,-0.781117,"('unmotivated', 'motivated')",-0.8067826,-0.781117,0.0256656
78,-0.51984054,-0.5491728,"('nonresilient', 'resilient')",-0.5198405,-0.5491728,-0.0293323
79,-0.47862172,-0.28408772,"('wavering', 'unwavering')",-0.4786217,-0.2840877,0.194534
80,-0.30256808,-0.4214484,"('dominated', 'dominating')",-0.3025681,-0.4214484,-0.1188803
81,0.26454538,0.26911676,"('submissive', 'aggressive')",0.2645454,0.2691168,0.0045714
82,7.0028925,7.223824,"('poor', 'rich')",7.0028925,7.223824,0.2209315
83,-0.39759803,-0.45333025,"('powerless', 'powerful')",-0.397598,-0.4533302,-0.0557322
84,0.49454534,0.5029782,"('inferior', 'superior')",0.4945453,0.5029782,0.0084329
85,-1.0289612,-1.0663319,"('insignificant', 'prestigious')",-1.0289612,-1.0663319,-0.0373707
86,0.65342855,0.59440774,"('uninfluential', 'influential')",0.6534286,0.5944077,-0.0590209
87,-0.13900833,0.009386368,"('unsuccessful', 'successful')",-0.1390083,0.0093864,0.1483947
88,0.14233845,0.19636469,"('low', 'eminent')",0.1423385,0.1963647,0.0540262
