,internet_male,internet_female,tuple,average_male,average_female,female-male
0,0.3645935,0.12935087,"('unsociable', 'sociable')",0.3645935,0.1293509,-0.2352426
1,1.2315308,1.0902082,"('unfriendly', 'friendly')",1.2315308,1.0902082,-0.1413226
2,0.45543233,0.5836203,"('unlikable', 'likable')",0.4554323,0.5836203,0.128188
3,0.46006122,0.48620278,"('repellent', 'pleasant')",0.4600612,0.4862028,0.0261416
4,-7.135598,-7.16037,"('disliked', 'liked')",-7.1355982,-7.1603699,-0.0247717
5,-0.5116917,-0.36500078,"('distant', 'outgoing')",-0.5116917,-0.3650008,0.1466909
6,-0.09706453,0.03866197,"('distant', 'open')",-0.0970645,0.038662,0.1357265
7,0.6585876,0.63287234,"('insensitive', 'sensitive')",0.6585876,0.6328723,-0.0257153
8,1.0071683,0.9722701,"('unaffectionate', 'affectionate')",1.0071683,0.9722701,-0.0348982
9,1.9581362,1.9124551,"('unaffectionate', 'caring')",1.9581362,1.9124551,-0.0456811
10,0.49571517,0.44196764,"('unsympathetic', 'sympathetic')",0.4957152,0.4419676,-0.0537476
11,2.9247704,2.9022262,"('unhelpful', 'helpful')",2.9247704,2.9022262,-0.0225442
12,-1.3264198,-1.3489425,"('unsupportive', 'supportive')",-1.3264198,-1.3489425,-0.0225227
13,0.28927284,0.17620417,"('impolite', 'polite')",0.2892728,0.1762042,-0.1130686
14,0.39012566,0.31209746,"('antisocial', 'social')",0.3901257,0.3120975,-0.0780282
15,0.61555725,0.5204876,"('boring', 'funny')",0.6155573,0.5204876,-0.0950697
16,0.5243021,0.49171144,"('unpopular', 'popular')",0.5243021,0.4917114,-0.0325907
17,-0.41143313,-0.40252823,"('nasty', 'nice')",-0.4114331,-0.4025282,0.0089049
18,-1.0774841,-1.095059,"('disagreeable', 'welcoming')",-1.0774841,-1.095059,-0.0175749
19,-0.58718264,-0.5173649,"('inhospitable', 'hospitable')",-0.5871826,-0.5173649,0.0698177
20,0.55542195,0.47825104,"('rough', 'thoughtful')",0.5554219,0.478251,-0.0771709
21,0.019209145,-0.033024453,"('immoral', 'moral')",0.0192091,-0.0330245,-0.0522336
22,-0.76345915,-0.77794564,"('untrustworthy', 'trustworthy')",-0.7634591,-0.7779456,-0.0144865
23,6.3085566,6.284589,"('insincere', 'sincere')",6.3085566,6.2845888,-0.0239678
24,1.2074364,1.2328652,"('dishonest', 'honest')",1.2074364,1.2328652,0.0254288
25,0.73504895,0.6231978,"('egoistic', 'altruistic')",0.7350489,0.6231978,-0.1118511
26,1.0735823,0.9329194,"('hardhearted', 'benevolent')",1.0735823,0.9329194,-0.1406629
27,0.8140921,0.7343783,"('hardhearted', 'softhearted')",0.8140921,0.7343783,-0.0797138
28,1.1986388,1.0691905,"('disloyal', 'loyal')",1.1986388,1.0691905,-0.1294483
29,-1.2554317,-1.3800933,"('unfair', 'fair')",-1.2554317,-1.3800933,-0.1246616
30,1.5506687,1.4707748,"('intolerant', 'tolerant')",1.5506687,1.4707748,-0.0798939
