,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.43063653,0.37667656,"('unsociable', 'sociable')",0.4306365,0.3766766,-0.0539599
1,1.2763493,1.219146,"('unfriendly', 'friendly')",1.2763493,1.219146,-0.0572033
2,0.7832943,0.92212075,"('unlikable', 'likable')",0.7832943,0.9221207,0.1388264
3,1.2130781,1.3517492,"('repellent', 'pleasant')",1.2130781,1.3517492,0.1386711
4,-7.086045,-6.984756,"('disliked', 'liked')",-7.0860448,-6.984756,0.1012888
5,-0.062110946,-0.035259977,"('distant', 'outgoing')",-0.0621109,-0.03526,0.0268509
6,0.087305285,0.14651579,"('distant', 'open')",0.0873053,0.1465158,0.0592105
7,1.6978679,1.707901,"('insensitive', 'sensitive')",1.6978679,1.707901,0.0100331
8,0.8518766,0.7921483,"('unaffectionate', 'affectionate')",0.8518766,0.7921483,-0.0597283
9,1.3133987,1.3058057,"('unaffectionate', 'caring')",1.3133987,1.3058057,-0.007593
10,1.7485178,1.8143934,"('unsympathetic', 'sympathetic')",1.7485178,1.8143934,0.0658756
11,2.2619226,2.2218144,"('unhelpful', 'helpful')",2.2619226,2.2218144,-0.0401082
12,-0.8781317,-0.8253533,"('unsupportive', 'supportive')",-0.8781317,-0.8253533,0.0527784
13,0.57636684,0.50601655,"('impolite', 'polite')",0.5763668,0.5060166,-0.0703502
14,0.5123589,0.4037615,"('antisocial', 'social')",0.5123589,0.4037615,-0.1085974
15,0.2383551,0.27450866,"('boring', 'funny')",0.2383551,0.2745087,0.0361536
16,-0.42730305,-0.34463128,"('unpopular', 'popular')",-0.427303,-0.3446313,0.0826717
17,-0.09614555,-0.091267824,"('nasty', 'nice')",-0.0961455,-0.0912678,0.0048777
18,-0.054224186,-0.06233973,"('disagreeable', 'welcoming')",-0.0542242,-0.0623397,-0.0081155
19,-0.30772573,-0.19610368,"('inhospitable', 'hospitable')",-0.3077257,-0.1961037,0.111622
20,0.8365595,0.7483279,"('rough', 'thoughtful')",0.8365595,0.7483279,-0.0882316
21,0.6196443,0.69394726,"('immoral', 'moral')",0.6196443,0.6939473,0.074303
22,0.30578756,0.22339854,"('untrustworthy', 'trustworthy')",0.3057876,0.2233985,-0.0823891
23,6.982576,6.961329,"('insincere', 'sincere')",6.9825759,6.961329,-0.0212469
24,2.4090102,2.3889086,"('dishonest', 'honest')",2.4090102,2.3889086,-0.0201016
25,0.29848188,0.21678661,"('egoistic', 'altruistic')",0.2984819,0.2167866,-0.0816953
26,-0.15220153,-0.13684134,"('hardhearted', 'benevolent')",-0.1522015,-0.1368413,0.0153602
27,1.4492873,1.305641,"('hardhearted', 'softhearted')",1.4492873,1.3056411,-0.1436462
28,1.3388054,1.3469961,"('disloyal', 'loyal')",1.3388054,1.3469961,0.0081907
29,-0.11315311,-0.1960719,"('unfair', 'fair')",-0.1131531,-0.1960719,-0.0829188
30,1.4316735,1.3177408,"('intolerant', 'tolerant')",1.4316735,1.3177408,-0.1139327
31,-1.3442042,-1.3182358,"('evil', 'good')",-1.3442042,-1.3182358,0.0259684
32,1.4168204,1.3335658,"('unkind', 'kind')",1.4168204,1.3335658,-0.0832546
33,-0.6354739,-0.6347955,"('wrong', 'right')",-0.6354739,-0.6347955,0.0006784
34,4.589921,4.685265,"('mean', 'honorable')",4.589921,4.6852651,0.0953441
35,-1.085213,-1.1373657,"('corrupt', 'incorrupt')",-1.0852129,-1.1373657,-0.0521528
36,-1.3394035,-1.3824759,"('hostile', 'amicable')",-1.3394035,-1.3824759,-0.0430724
37,1.0140781,1.0343505,"('fake', 'genuine')",1.0140781,1.0343505,0.0202724
38,0.23926121,0.16301295,"('untruthful', 'truthful')",0.2392612,0.163013,-0.0762482
39,0.12089966,0.1293859,"('exploitative', 'cooperative')",0.1208997,0.1293859,0.0084862
40,-1.110426,-1.0660918,"('stingy', 'generous')",-1.1104259,-1.0660918,0.0443341
41,-0.026310785,-0.084125474,"('unforgiving', 'forgiving')",-0.0263108,-0.0841255,-0.0578147
42,-1.4590155,-1.3943026,"('unreliable', 'reliable')",-1.4590155,-1.3943026,0.0647129
43,1.8328853,1.7451266,"('irresponsible', 'responsible')",1.8328853,1.7451266,-0.0877587
44,-1.295023,-1.4565493,"('prejudiced', 'unprejudiced')",-1.295023,-1.4565493,-0.1615263
45,0.946099,1.0171492,"('incompetent', 'competent')",0.946099,1.0171492,0.0710502
46,0.046132006,0.08975582,"('uncompetitive', 'competitive')",0.046132,0.0897558,0.0436238
47,5.7035832,5.7873263,"('stupid', 'smart')",5.7035832,5.7873263,0.0837431
48,1.1729996,1.1904067,"('unintelligent', 'intelligent')",1.1729996,1.1904067,0.0174071
49,0.48690957,0.6333801,"('unable', 'able')",0.4869096,0.6333801,0.1464705
50,0.20869355,0.36071035,"('clumsy', 'skillful')",0.2086935,0.3607104,0.1520169
51,1.1502559,1.1957053,"('uneducated', 'educated')",1.1502559,1.1957053,0.0454494
52,-0.62757695,-0.5818322,"('irrational', 'rational')",-0.6275769,-0.5818322,0.0457447
53,0.48165926,0.5033143,"('uncreative', 'creative')",0.4816593,0.5033143,0.021655
54,1.4032315,1.5523101,"('incapable', 'capable')",1.4032315,1.5523101,0.1490786
55,1.6287969,1.6313075,"('incompetent', 'clever')",1.6287969,1.6313075,0.0025106
56,1.0418352,1.0615361,"('impractical', 'practical')",1.0418352,1.0615361,0.0197009
57,-2.3198442,-2.1766098,"('unimaginative', 'imaginative')",-2.3198442,-2.1766098,0.1432344
58,-0.092608266,-0.040013287,"('undiscriminating', 'discriminating')",-0.0926083,-0.0400133,0.052595
59,-0.10360635,0.08246348,"('foolish', 'wise')",-0.1036064,0.0824635,0.1860699
60,1.227383,1.2161431,"('inefficient', 'efficient')",1.227383,1.2161431,-0.0112399
61,0.7869717,0.68759036,"('illogical', 'logical')",0.7869717,0.6875904,-0.0993813
62,2.110284,2.1807091,"('incompetent', 'brilliant')",2.1102841,2.1807091,0.070425
63,1.4216667,1.5739484,"('unperceptive', 'insightful')",1.4216667,1.5739484,0.1522817
64,-5.145333,-5.043746,"('shy', 'confident')",-5.1453328,-5.043746,0.1015868
65,1.3621262,1.347359,"('insecure', 'secure')",1.3621262,1.3473589,-0.0147673
66,-0.058094185,0.005300306,"('inactive', 'active')",-0.0580942,0.0053003,0.0633945
67,-0.7371326,-0.6874936,"('doubtful', 'determined')",-0.7371326,-0.6874936,0.049639
68,-0.014034204,0.060027525,"('dependent', 'independent')",-0.0140342,0.0600275,0.0740617
69,-1.7276181,-1.7253623,"('lazy', 'industrious')",-1.7276181,-1.7253623,0.0022558
70,1.9498754,1.9983002,"('lethargic', 'energetic')",1.9498754,1.9983002,0.0484248
71,0.7251921,0.8564875,"('diffident', 'self-confident')",0.7251921,0.8564875,0.1312954
72,0.8244045,0.8471219,"('unambitious', 'ambitious')",0.8244045,0.8471219,0.0227174
73,-2.9400718,-2.8466096,"('helpless', 'self-reliant')",-2.9400718,-2.8466096,0.0934622
74,0.3425161,0.33778712,"('undedicated', 'dedicated')",0.3425161,0.3377871,-0.004729
75,-0.8953517,-0.8276593,"('meek', 'impulsive')",-0.8953517,-0.8276593,0.0676924
76,1.324788,1.326196,"('anxious', 'daring')",1.324788,1.326196,0.001408
77,-0.6558147,-0.6378714,"('unmotivated', 'motivated')",-0.6558147,-0.6378714,0.0179433
78,-0.19876277,-0.16636704,"('nonresilient', 'resilient')",-0.1987628,-0.166367,0.0323958
79,-0.31260857,-0.18774001,"('wavering', 'unwavering')",-0.3126086,-0.18774,0.1248686
80,0.3864029,0.3424398,"('dominated', 'dominating')",0.3864029,0.3424398,-0.0439631
81,0.75827765,0.8209587,"('submissive', 'aggressive')",0.7582777,0.8209587,0.062681
82,6.456609,6.696887,"('poor', 'rich')",6.4566088,6.696887,0.2402782
