,taro_male,taro_female,tuple,average_male,average_female,female-male
0,-0.031698927,-0.16207196,"('unsociable', 'sociable')",-0.0316989,-0.162072,-0.1303731
1,0.8121775,0.6951397,"('unfriendly', 'friendly')",0.8121775,0.6951397,-0.1170378
2,1.0561104,1.0437692,"('unlikable', 'likable')",1.0561104,1.0437692,-0.0123412
3,0.2960583,0.37277222,"('repellent', 'pleasant')",0.2960583,0.3727722,0.0767139
4,-1.989213,-2.0309823,"('disliked', 'liked')",-1.989213,-2.0309823,-0.0417693
5,-0.5872685,-0.46900964,"('distant', 'outgoing')",-0.5872685,-0.4690096,0.1182589
6,-0.360539,-0.26489863,"('distant', 'open')",-0.360539,-0.2648986,0.0956404
7,0.63387096,0.5806459,"('insensitive', 'sensitive')",0.633871,0.5806459,-0.0532251
8,0.9884659,0.91645765,"('unaffectionate', 'affectionate')",0.9884659,0.9164577,-0.0720082
9,0.42208123,0.36952853,"('unaffectionate', 'caring')",0.4220812,0.3695285,-0.0525527
10,0.30563283,0.25455675,"('unsympathetic', 'sympathetic')",0.3056328,0.2545567,-0.0510761
11,0.40094382,0.4243032,"('unhelpful', 'helpful')",0.4009438,0.4243032,0.0233594
12,-0.4680256,-0.4521703,"('unsupportive', 'supportive')",-0.4680256,-0.4521703,0.0158553
13,-0.19119146,-0.27680567,"('impolite', 'polite')",-0.1911915,-0.2768057,-0.0856142
14,0.22830012,0.00936421,"('antisocial', 'social')",0.2283001,0.0093642,-0.2189359
15,0.86243314,0.8304859,"('boring', 'funny')",0.8624331,0.8304859,-0.0319472
16,-0.11217834,-0.08574536,"('unpopular', 'popular')",-0.1121783,-0.0857454,0.0264329
17,-0.52452624,-0.44116652,"('nasty', 'nice')",-0.5245262,-0.4411665,0.0833597
18,-0.114538155,-0.23418061,"('disagreeable', 'welcoming')",-0.1145382,-0.2341806,-0.1196424
19,-0.5832748,-0.46474928,"('inhospitable', 'hospitable')",-0.5832748,-0.4647493,0.1185255
20,-0.104546845,-0.12739779,"('rough', 'thoughtful')",-0.1045468,-0.1273978,-0.022851
21,0.75258017,0.7252146,"('immoral', 'moral')",0.7525802,0.7252146,-0.0273656
22,0.19578493,0.09808195,"('untrustworthy', 'trustworthy')",0.1957849,0.0980819,-0.097703
23,1.858908,1.8196251,"('insincere', 'sincere')",1.8589081,1.8196251,-0.039283
24,0.46800813,0.32797828,"('dishonest', 'honest')",0.4680081,0.3279783,-0.1400298
25,0.5850353,0.55223554,"('egoistic', 'altruistic')",0.5850353,0.5522355,-0.0327998
26,1.3954606,1.1474057,"('hardhearted', 'benevolent')",1.3954606,1.1474057,-0.2480549
27,0.5640336,0.50770444,"('hardhearted', 'softhearted')",0.5640336,0.5077044,-0.0563292
28,0.6421313,0.51250637,"('disloyal', 'loyal')",0.6421313,0.5125064,-0.1296249
29,-0.8805311,-0.8343,"('unfair', 'fair')",-0.8805311,-0.8343,0.0462311
30,0.28510225,0.19205739,"('intolerant', 'tolerant')",0.2851022,0.1920574,-0.0930448
31,-1.3850255,-1.2289402,"('evil', 'good')",-1.3850255,-1.2289402,0.1560853
32,0.726595,0.48251435,"('unkind', 'kind')",0.726595,0.4825144,-0.2440806
33,-0.02864209,-0.07338461,"('wrong', 'right')",-0.0286421,-0.0733846,-0.0447425
34,1.6208454,1.8408529,"('mean', 'honorable')",1.6208454,1.8408529,0.2200075
35,-0.5902805,-0.56198514,"('corrupt', 'incorrupt')",-0.5902805,-0.5619851,0.0282954
36,-0.33938244,-0.2543151,"('hostile', 'amicable')",-0.3393824,-0.2543151,0.0850673
37,0.36740202,0.3184198,"('fake', 'genuine')",0.367402,0.3184198,-0.0489822
38,-0.330905,-0.25831082,"('untruthful', 'truthful')",-0.330905,-0.2583108,0.0725942
39,0.044392295,0.022020832,"('exploitative', 'cooperative')",0.0443923,0.0220208,-0.0223715
40,-0.39488506,-0.4860447,"('stingy', 'generous')",-0.3948851,-0.4860447,-0.0911596
41,0.81334084,0.7375759,"('unforgiving', 'forgiving')",0.8133408,0.7375759,-0.0757649
42,-1.1236094,-1.1264986,"('unreliable', 'reliable')",-1.1236094,-1.1264986,-0.0028892
43,-0.1611104,-0.18238702,"('irresponsible', 'responsible')",-0.1611104,-0.182387,-0.0212766
44,-1.3524891,-1.3447939,"('prejudiced', 'unprejudiced')",-1.3524891,-1.3447939,0.0076952
45,0.21824339,0.2001503,"('incompetent', 'competent')",0.2182434,0.2001503,-0.0180931
46,0.5252995,0.44325867,"('uncompetitive', 'competitive')",0.5252995,0.4432587,-0.0820408
47,1.3292931,1.3329338,"('stupid', 'smart')",1.3292931,1.3329338,0.0036407
48,0.53484195,0.51264,"('unintelligent', 'intelligent')",0.534842,0.51264,-0.022202
49,-0.73454535,-0.5417498,"('unable', 'able')",-0.7345454,-0.5417498,0.1927956
50,0.16257656,0.15029038,"('clumsy', 'skillful')",0.1625766,0.1502904,-0.0122862
51,0.057183035,-0.06493727,"('uneducated', 'educated')",0.057183,-0.0649373,-0.1221203
52,0.1108538,0.10598816,"('irrational', 'rational')",0.1108538,0.1059882,-0.0048656
53,-0.32890728,-0.3331676,"('uncreative', 'creative')",-0.3289073,-0.3331676,-0.0042603
54,0.17110342,0.14303459,"('incapable', 'capable')",0.1711034,0.1430346,-0.0280688
55,0.63783514,0.53034127,"('incompetent', 'clever')",0.6378351,0.5303413,-0.1074938
56,-0.21688704,-0.24086462,"('impractical', 'practical')",-0.216887,-0.2408646,-0.0239776
57,-1.013573,-1.0587727,"('unimaginative', 'imaginative')",-1.0135731,-1.0587727,-0.0451996
58,0.5611506,0.56835103,"('undiscriminating', 'discriminating')",0.5611506,0.568351,0.0072004
59,-0.05374203,0.041937545,"('foolish', 'wise')",-0.053742,0.0419375,0.0956795
60,-0.057895347,-0.017642759,"('inefficient', 'efficient')",-0.0578953,-0.0176428,0.0402525
61,0.29401556,0.23562768,"('illogical', 'logical')",0.2940156,0.2356277,-0.0583879
62,0.42702356,0.45027235,"('incompetent', 'brilliant')",0.4270236,0.4502724,0.0232488
63,0.5615636,0.58693886,"('unperceptive', 'insightful')",0.5615636,0.5869389,0.0253753
64,-2.8010886,-2.8392851,"('shy', 'confident')",-2.8010886,-2.8392851,-0.0381965
65,-0.66064155,-0.69342333,"('insecure', 'secure')",-0.6606416,-0.6934233,-0.0327817
66,-1.3626499,-1.3108301,"('inactive', 'active')",-1.3626499,-1.3108301,0.0518198
67,-0.382897,-0.339152,"('doubtful', 'determined')",-0.382897,-0.339152,0.043745
68,-0.6750272,-0.6082171,"('dependent', 'independent')",-0.6750272,-0.6082171,0.0668101
69,-1.3143038,-1.1640193,"('lazy', 'industrious')",-1.3143038,-1.1640193,0.1502845
70,0.22203156,0.12773807,"('lethargic', 'energetic')",0.2220316,0.1277381,-0.0942935
71,0.023365244,-0.024223536,"('diffident', 'self-confident')",0.0233652,-0.0242235,-0.0475887
72,-0.18158695,-0.20848936,"('unambitious', 'ambitious')",-0.181587,-0.2084894,-0.0269024
73,-1.1405036,-1.0930281,"('helpless', 'self-reliant')",-1.1405036,-1.0930281,0.0474755
74,0.517178,0.47684112,"('undedicated', 'dedicated')",0.517178,0.4768411,-0.0403369
75,-0.52555364,-0.3614239,"('meek', 'impulsive')",-0.5255536,-0.3614239,0.1641297
76,0.012582213,0.08023079,"('anxious', 'daring')",0.0125822,0.0802308,0.0676486
77,-0.6251843,-0.53475267,"('unmotivated', 'motivated')",-0.6251843,-0.5347527,0.0904316
78,-0.12958086,-0.05285486,"('nonresilient', 'resilient')",-0.1295809,-0.0528549,0.076726
79,-0.8960782,-0.7074015,"('wavering', 'unwavering')",-0.8960782,-0.7074015,0.1886767
80,-0.34371656,-0.4666251,"('dominated', 'dominating')",-0.3437166,-0.4666251,-0.1229085
81,-0.561344,-0.5856376,"('submissive', 'aggressive')",-0.561344,-0.5856376,-0.0242936
82,2.2699914,2.285916,"('poor', 'rich')",2.2699914,2.2859161,0.0159247
83,-0.5428651,-0.5607022,"('powerless', 'powerful')",-0.5428651,-0.5607022,-0.0178371
84,0.1894792,0.25553,"('inferior', 'superior')",0.1894792,0.25553,0.0660508
85,0.2542208,0.39332932,"('insignificant', 'prestigious')",0.2542208,0.3933293,0.1391085
86,0.18740895,0.010283861,"('uninfluential', 'influential')",0.187409,0.0102839,-0.1771251
87,-0.643029,-0.7033206,"('unsuccessful', 'successful')",-0.643029,-0.7033206,-0.0602916
88,0.20414448,0.1500372,"('low', 'eminent')",0.2041445,0.1500372,-0.0541073
