,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,0.25022066,0.00948506,"('unsociable', 'sociable')",0.2502207,0.0094851,-0.2407356
1,1.183128,1.1558249,"('unfriendly', 'friendly')",1.183128,1.1558249,-0.0273031
2,0.4238763,0.5569478,"('unlikable', 'likable')",0.4238763,0.5569478,0.1330715
3,0.5235267,0.53084373,"('repellent', 'pleasant')",0.5235267,0.5308437,0.007317
4,-6.8443713,-6.894188,"('disliked', 'liked')",-6.8443713,-6.8941879,-0.0498166
5,-0.5964485,-0.46459097,"('distant', 'outgoing')",-0.5964485,-0.464591,0.1318575
6,-0.41014367,-0.23752752,"('distant', 'open')",-0.4101437,-0.2375275,0.1726162
7,0.8039705,0.73075515,"('insensitive', 'sensitive')",0.8039705,0.7307552,-0.0732153
8,1.0273732,1.0545037,"('unaffectionate', 'affectionate')",1.0273732,1.0545037,0.0271305
9,2.0177736,2.0872622,"('unaffectionate', 'caring')",2.0177736,2.0872622,0.0694886
10,1.1296164,1.0189692,"('unsympathetic', 'sympathetic')",1.1296164,1.0189692,-0.1106472
11,2.1318488,2.1180265,"('unhelpful', 'helpful')",2.1318488,2.1180265,-0.0138223
12,-0.97741324,-0.99146307,"('unsupportive', 'supportive')",-0.9774132,-0.9914631,-0.0140499
13,0.40761086,0.25140536,"('impolite', 'polite')",0.4076109,0.2514054,-0.1562055
14,0.35676217,0.20540588,"('antisocial', 'social')",0.3567622,0.2054059,-0.1513563
15,0.315638,0.2544788,"('boring', 'funny')",0.315638,0.2544788,-0.0611592
16,-0.38382572,-0.35392156,"('unpopular', 'popular')",-0.3838257,-0.3539216,0.0299041
17,-0.15988417,-0.09507564,"('nasty', 'nice')",-0.1598842,-0.0950756,0.0648086
18,-0.47247523,-0.5444597,"('disagreeable', 'welcoming')",-0.4724752,-0.5444597,-0.0719845
19,-0.5840403,-0.45382193,"('inhospitable', 'hospitable')",-0.5840403,-0.4538219,0.1302184
20,0.8955521,0.7538523,"('rough', 'thoughtful')",0.8955521,0.7538523,-0.1416998
21,0.106071934,0.02525042,"('immoral', 'moral')",0.1060719,0.0252504,-0.0808215
22,-0.3314752,-0.41835248,"('untrustworthy', 'trustworthy')",-0.3314752,-0.4183525,-0.0868773
23,6.6277056,6.6131387,"('insincere', 'sincere')",6.6277056,6.6131387,-0.0145669
24,1.8432794,1.7544867,"('dishonest', 'honest')",1.8432794,1.7544867,-0.0887927
25,0.66964936,0.6511774,"('egoistic', 'altruistic')",0.6696494,0.6511774,-0.018472
26,1.098553,1.0320452,"('hardhearted', 'benevolent')",1.0985529,1.0320452,-0.0665077
27,1.1769074,1.0083913,"('hardhearted', 'softhearted')",1.1769074,1.0083913,-0.1685161
28,1.2120078,1.1268607,"('disloyal', 'loyal')",1.2120078,1.1268607,-0.0851471
29,-0.65656215,-0.7511836,"('unfair', 'fair')",-0.6565621,-0.7511836,-0.0946215
30,1.1503738,1.0278531,"('intolerant', 'tolerant')",1.1503738,1.0278531,-0.1225207
31,-1.7085298,-1.5699608,"('evil', 'good')",-1.7085298,-1.5699608,0.138569
32,1.4557472,1.3675166,"('unkind', 'kind')",1.4557472,1.3675166,-0.0882306
33,-0.309987,-0.32284206,"('wrong', 'right')",-0.309987,-0.3228421,-0.0128551
34,4.7359514,4.9214087,"('mean', 'honorable')",4.7359514,4.9214087,0.1854573
35,-1.2865407,-1.289555,"('corrupt', 'incorrupt')",-1.2865407,-1.289555,-0.0030143
36,-0.7484031,-0.73534524,"('hostile', 'amicable')",-0.7484031,-0.7353452,0.0130579
37,0.6400806,0.6261261,"('fake', 'genuine')",0.6400806,0.6261261,-0.0139545
38,0.4256733,0.42883077,"('untruthful', 'truthful')",0.4256733,0.4288308,0.0031575
39,0.37127817,0.33157292,"('exploitative', 'cooperative')",0.3712782,0.3315729,-0.0397053
40,-1.9322096,-2.0731006,"('stingy', 'generous')",-1.9322096,-2.0731006,-0.140891
41,0.18667698,0.12539388,"('unforgiving', 'forgiving')",0.186677,0.1253939,-0.0612831
42,-2.2457907,-2.242313,"('unreliable', 'reliable')",-2.2457907,-2.2423129,0.0034778
43,1.3464525,1.298126,"('irresponsible', 'responsible')",1.3464525,1.298126,-0.0483265
44,-1.4571441,-1.4552822,"('prejudiced', 'unprejudiced')",-1.4571441,-1.4552822,0.0018619
45,0.2821499,0.22262052,"('incompetent', 'competent')",0.2821499,0.2226205,-0.0595294
46,-0.50895643,-0.6820818,"('uncompetitive', 'competitive')",-0.5089564,-0.6820818,-0.1731254
47,5.131391,5.273789,"('stupid', 'smart')",5.131391,5.2737889,0.1423979
48,1.1239703,0.90644574,"('unintelligent', 'intelligent')",1.1239703,0.9064457,-0.2175246
49,0.41567233,0.44425565,"('unable', 'able')",0.4156723,0.4442557,0.0285834
50,-0.059802942,-0.036281258,"('clumsy', 'skillful')",-0.0598029,-0.0362813,0.0235216
51,0.6142527,0.46752197,"('uneducated', 'educated')",0.6142527,0.467522,-0.1467307
52,-0.85634965,-0.84313184,"('irrational', 'rational')",-0.8563496,-0.8431318,0.0132178
53,0.3004951,0.30148053,"('uncreative', 'creative')",0.3004951,0.3014805,0.0009854
54,0.90615046,1.0395416,"('incapable', 'capable')",0.9061505,1.0395416,0.1333911
55,1.0077913,0.8465338,"('incompetent', 'clever')",1.0077913,0.8465338,-0.1612575
56,1.0399613,0.9633306,"('impractical', 'practical')",1.0399613,0.9633306,-0.0766307
57,-2.8609717,-2.9129207,"('unimaginative', 'imaginative')",-2.8609717,-2.9129207,-0.051949
58,-0.2837856,-0.30029047,"('undiscriminating', 'discriminating')",-0.2837856,-0.3002905,-0.0165049
59,0.095376395,0.14666887,"('foolish', 'wise')",0.0953764,0.1466689,0.0512925
60,1.1671596,1.0353783,"('inefficient', 'efficient')",1.1671596,1.0353783,-0.1317813
61,0.37966758,0.1601991,"('illogical', 'logical')",0.3796676,0.1601991,-0.2194685
62,1.2155372,1.2470735,"('incompetent', 'brilliant')",1.2155372,1.2470735,0.0315363
63,0.7142301,0.7138123,"('unperceptive', 'insightful')",0.7142301,0.7138123,-0.0004178
64,-5.9023185,-5.942761,"('shy', 'confident')",-5.9023185,-5.9427609,-0.0404424
65,0.43484735,0.35878408,"('insecure', 'secure')",0.4348474,0.3587841,-0.0760633
66,-0.43892395,-0.38937932,"('inactive', 'active')",-0.438924,-0.3893793,0.0495447
67,-0.15976802,-0.08738295,"('doubtful', 'determined')",-0.159768,-0.0873829,0.0723851
68,-0.71329623,-0.82287747,"('dependent', 'independent')",-0.7132962,-0.8228775,-0.1095813
69,-1.5476049,-1.3727719,"('lazy', 'industrious')",-1.5476049,-1.3727719,0.174833
70,1.0510949,0.9520488,"('lethargic', 'energetic')",1.0510949,0.9520488,-0.0990461
71,0.64682776,0.6999835,"('diffident', 'self-confident')",0.6468278,0.6999835,0.0531557
72,0.69994074,0.75837845,"('unambitious', 'ambitious')",0.6999407,0.7583784,0.0584377
73,-3.154463,-3.1290464,"('helpless', 'self-reliant')",-3.1544631,-3.1290464,0.0254167
74,0.27316034,0.16514847,"('undedicated', 'dedicated')",0.2731603,0.1651485,-0.1080118
75,-1.1524152,-0.96748334,"('meek', 'impulsive')",-1.1524152,-0.9674833,0.1849319
76,0.80684847,0.6732024,"('anxious', 'daring')",0.8068485,0.6732024,-0.1336461
77,-0.2750981,-0.26504087,"('unmotivated', 'motivated')",-0.2750981,-0.2650409,0.0100572
78,-0.28125235,-0.32272583,"('nonresilient', 'resilient')",-0.2812524,-0.3227258,-0.0414734
79,-0.35095206,-0.23044874,"('wavering', 'unwavering')",-0.3509521,-0.2304487,0.1205034
80,-0.18492119,-0.28484672,"('dominated', 'dominating')",-0.1849212,-0.2848467,-0.0999255
81,-0.06378431,-0.09357409,"('submissive', 'aggressive')",-0.0637843,-0.0935741,-0.0297898
82,6.111957,6.238451,"('poor', 'rich')",6.1119571,6.238451,0.1264939
83,-0.1284749,-0.20861837,"('powerless', 'powerful')",-0.1284749,-0.2086184,-0.0801435
84,0.28555608,0.25251594,"('inferior', 'superior')",0.2855561,0.2525159,-0.0330402
85,-0.19975433,-0.1931802,"('insignificant', 'prestigious')",-0.1997543,-0.1931802,0.0065741
86,0.625931,0.44390225,"('uninfluential', 'influential')",0.625931,0.4439023,-0.1820287
87,0.066330105,0.0911113,"('unsuccessful', 'successful')",0.0663301,0.0911113,0.0247812
88,0.5331845,0.4712451,"('low', 'eminent')",0.5331845,0.4712451,-0.0619394
