,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.28632447,0.13755856,"('unsociable', 'sociable')",0.2863245,0.1375586,-0.1487659
1,0.2842468,0.17743404,"('unfriendly', 'friendly')",0.2842468,0.177434,-0.1068128
2,0.26393124,0.33110932,"('unlikable', 'likable')",0.2639312,0.3311093,0.0671781
3,-1.3309218,-1.1749911,"('repellent', 'pleasant')",-1.3309218,-1.1749911,0.1559307
4,-1.4869568,-1.5684607,"('disliked', 'liked')",-1.4869568,-1.5684607,-0.0815039
5,0.8647321,0.8054986,"('distant', 'outgoing')",0.8647321,0.8054986,-0.0592335
6,0.8647319,0.81037575,"('distant', 'open')",0.8647319,0.8103758,-0.0543561
7,-0.68247366,-0.74486256,"('insensitive', 'sensitive')",-0.6824737,-0.7448626,-0.0623889
8,0.15046604,-0.05567885,"('unaffectionate', 'affectionate')",0.150466,-0.0556788,-0.2061448
9,0.21158412,0.056804895,"('unaffectionate', 'caring')",0.2115841,0.0568049,-0.1547792
10,-1.6803958,-1.5875425,"('unsympathetic', 'sympathetic')",-1.6803958,-1.5875425,0.0928533
11,0.48937386,0.48087436,"('unhelpful', 'helpful')",0.4893739,0.4808744,-0.0084995
12,-0.70514894,-0.75636923,"('unsupportive', 'supportive')",-0.7051489,-0.7563692,-0.0512203
13,-1.1392256,-1.1190935,"('impolite', 'polite')",-1.1392256,-1.1190935,0.0201321
14,-1.0808531,-0.9777274,"('antisocial', 'social')",-1.0808531,-0.9777274,0.1031257
15,1.4995074,1.4092909,"('boring', 'funny')",1.4995074,1.4092909,-0.0902165
16,0.78478545,0.72626686,"('unpopular', 'popular')",0.7847854,0.7262669,-0.0585185
17,0.079936914,0.026373312,"('nasty', 'nice')",0.0799369,0.0263733,-0.0535636
18,0.38957852,0.30973428,"('disagreeable', 'welcoming')",0.3895785,0.3097343,-0.0798442
19,0.22606225,0.21315387,"('inhospitable', 'hospitable')",0.2260623,0.2131539,-0.0129084
20,-0.33800647,-0.3576313,"('rough', 'thoughtful')",-0.3380065,-0.3576313,-0.0196248
21,-0.72879064,-0.699339,"('immoral', 'moral')",-0.7287906,-0.699339,0.0294516
