,development_male,development_female,tuple,average_male,average_female,female-male
0,0.38840935,0.24651238,"('unsociable', 'sociable')",0.3884093,0.2465124,-0.1418969
1,0.95401835,0.8251974,"('unfriendly', 'friendly')",0.9540184,0.8251974,-0.128821
2,0.2039628,0.3282738,"('unlikable', 'likable')",0.2039628,0.3282738,0.124311
3,0.61800975,0.7173967,"('repellent', 'pleasant')",0.6180097,0.7173967,0.099387
4,-6.5804424,-6.700019,"('disliked', 'liked')",-6.5804424,-6.7000189,-0.1195765
5,-0.89095664,-0.80935,"('distant', 'outgoing')",-0.8909566,-0.80935,0.0816066
6,-0.66862905,-0.6121441,"('distant', 'open')",-0.6686291,-0.6121441,0.056485
7,0.5989107,0.55507964,"('insensitive', 'sensitive')",0.5989107,0.5550796,-0.0438311
8,0.94629616,0.84995127,"('unaffectionate', 'affectionate')",0.9462962,0.8499513,-0.0963449
9,1.7742769,1.7134632,"('unaffectionate', 'caring')",1.7742769,1.7134632,-0.0608137
10,0.96830124,1.0143527,"('unsympathetic', 'sympathetic')",0.9683012,1.0143527,0.0460515
11,2.6834989,2.6549275,"('unhelpful', 'helpful')",2.6834989,2.6549275,-0.0285714
12,-1.3298314,-1.3791683,"('unsupportive', 'supportive')",-1.3298314,-1.3791683,-0.0493369
13,0.25539398,0.13318807,"('impolite', 'polite')",0.255394,0.1331881,-0.1222059
14,0.75473636,0.71544695,"('antisocial', 'social')",0.7547364,0.7154469,-0.0392895
15,0.6289527,0.5230081,"('boring', 'funny')",0.6289527,0.5230081,-0.1059446
16,0.05183974,0.03207031,"('unpopular', 'popular')",0.0518397,0.0320703,-0.0197694
17,-0.25012192,-0.16167758,"('nasty', 'nice')",-0.2501219,-0.1616776,0.0884443
18,-0.9460076,-1.0468948,"('disagreeable', 'welcoming')",-0.9460076,-1.0468948,-0.1008872
19,-0.9583756,-0.9211766,"('inhospitable', 'hospitable')",-0.9583756,-0.9211766,0.037199
20,0.6900455,0.5952053,"('rough', 'thoughtful')",0.6900455,0.5952053,-0.0948402
21,0.20652032,0.22255158,"('immoral', 'moral')",0.2065203,0.2225516,0.0160313
22,-0.4498413,-0.507088,"('untrustworthy', 'trustworthy')",-0.4498413,-0.507088,-0.0572467
23,6.220213,6.231118,"('insincere', 'sincere')",6.2202129,6.2311182,0.0109053
24,0.97607976,0.9809537,"('dishonest', 'honest')",0.9760798,0.9809537,0.0048739
25,0.73049164,0.61707604,"('egoistic', 'altruistic')",0.7304916,0.617076,-0.1134156
26,1.7066681,1.5891808,"('hardhearted', 'benevolent')",1.7066681,1.5891808,-0.1174873
27,1.183338,1.0831907,"('hardhearted', 'softhearted')",1.183338,1.0831907,-0.1001473
28,1.2206335,1.0875094,"('disloyal', 'loyal')",1.2206335,1.0875094,-0.1331241
