,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.040624853,-0.03404594,"('unsociable', 'sociable')",0.0406249,-0.0340459,-0.0746708
1,-0.53819394,-0.6386571,"('unfriendly', 'friendly')",-0.5381939,-0.6386571,-0.1004632
2,0.9694903,0.96678776,"('unlikable', 'likable')",0.9694903,0.9667878,-0.0027025
3,-1.0985136,-1.0190175,"('repellent', 'pleasant')",-1.0985136,-1.0190175,0.0794961
4,-0.8384541,-0.94475317,"('disliked', 'liked')",-0.8384541,-0.9447532,-0.1062991
5,-0.16394882,-0.19969346,"('distant', 'outgoing')",-0.1639488,-0.1996935,-0.0357447
6,-0.530232,-0.5745441,"('distant', 'open')",-0.530232,-0.5745441,-0.0443121
7,-0.15367544,-0.11859284,"('insensitive', 'sensitive')",-0.1536754,-0.1185928,0.0350826
8,-0.33836985,-0.40886247,"('unaffectionate', 'affectionate')",-0.3383698,-0.4088625,-0.0704927
9,-0.40892208,-0.4471838,"('unaffectionate', 'caring')",-0.4089221,-0.4471838,-0.0382617
10,-1.3491819,-1.285551,"('unsympathetic', 'sympathetic')",-1.3491819,-1.285551,0.0636309
11,-0.47597873,-0.42256767,"('unhelpful', 'helpful')",-0.4759787,-0.4225677,0.053411
12,-1.0053968,-0.959605,"('unsupportive', 'supportive')",-1.0053968,-0.959605,0.0457918
13,-0.65808153,-0.6410009,"('impolite', 'polite')",-0.6580815,-0.6410009,0.0170806
14,0.30046675,0.2683547,"('antisocial', 'social')",0.3004667,0.2683547,-0.032112
15,1.2473886,1.1512575,"('boring', 'funny')",1.2473886,1.1512575,-0.0961311
16,0.68027866,0.68046534,"('unpopular', 'popular')",0.6802787,0.6804653,0.0001866
17,0.37329912,0.37587115,"('nasty', 'nice')",0.3732991,0.3758712,0.0025721
18,0.044562846,-0.036001272,"('disagreeable', 'welcoming')",0.0445628,-0.0360013,-0.0805641
19,-0.15801504,-0.14802332,"('inhospitable', 'hospitable')",-0.158015,-0.1480233,0.0099917
20,-0.11170077,-0.11538994,"('rough', 'thoughtful')",-0.1117008,-0.1153899,-0.0036891
21,-0.34832016,-0.27280915,"('immoral', 'moral')",-0.3483202,-0.2728091,0.0755111
22,-0.3140686,-0.34493646,"('untrustworthy', 'trustworthy')",-0.3140686,-0.3449365,-0.0308679
23,0.29357302,0.29600453,"('insincere', 'sincere')",0.293573,0.2960045,0.0024315
24,-0.9019128,-0.9778792,"('dishonest', 'honest')",-0.9019128,-0.9778792,-0.0759664
25,0.5291391,0.394806,"('egoistic', 'altruistic')",0.5291391,0.394806,-0.1343331
26,0.4173587,0.31130415,"('hardhearted', 'benevolent')",0.4173587,0.3113042,-0.1060545
27,0.74694484,0.70923483,"('hardhearted', 'softhearted')",0.7469448,0.7092348,-0.03771
28,-1.104742,-1.2265838,"('disloyal', 'loyal')",-1.1047421,-1.2265838,-0.1218417
29,-0.2741834,-0.35180128,"('unfair', 'fair')",-0.2741834,-0.3518013,-0.0776179
30,0.13766313,0.12063928,"('intolerant', 'tolerant')",0.1376631,0.1206393,-0.0170238
31,-0.33954918,-0.3296303,"('evil', 'good')",-0.3395492,-0.3296303,0.0099189
32,0.46269128,0.3920893,"('unkind', 'kind')",0.4626913,0.3920893,-0.070602
33,0.19413254,0.09601503,"('wrong', 'right')",0.1941325,0.096015,-0.0981175
34,0.80224836,0.8940572,"('mean', 'honorable')",0.8022484,0.8940572,0.0918088
35,1.0314977,0.86681044,"('corrupt', 'incorrupt')",1.0314977,0.8668104,-0.1646873
36,-0.13430268,-0.26768434,"('hostile', 'amicable')",-0.1343027,-0.2676843,-0.1333816
37,0.06716861,0.04576485,"('fake', 'genuine')",0.0671686,0.0457648,-0.0214038
38,-0.45220456,-0.4227222,"('untruthful', 'truthful')",-0.4522046,-0.4227222,0.0294824
39,0.61112666,0.6067537,"('exploitative', 'cooperative')",0.6111267,0.6067537,-0.004373
40,-1.1508304,-1.2579697,"('stingy', 'generous')",-1.1508304,-1.2579697,-0.1071393
41,-0.41571885,-0.46592608,"('unforgiving', 'forgiving')",-0.4157189,-0.4659261,-0.0502072
42,-0.34586164,-0.37333232,"('unreliable', 'reliable')",-0.3458616,-0.3733323,-0.0274707
43,-0.8354062,-0.77290165,"('irresponsible', 'responsible')",-0.8354062,-0.7729017,0.0625045
44,0.13294837,0.13218561,"('prejudiced', 'unprejudiced')",0.1329484,0.1321856,-0.0007628
45,-0.6784347,-0.64131856,"('incompetent', 'competent')",-0.6784347,-0.6413186,0.0371161
46,-0.66040933,-0.62953466,"('uncompetitive', 'competitive')",-0.6604093,-0.6295347,0.0308746
47,1.1770641,1.2687011,"('stupid', 'smart')",1.1770641,1.2687011,0.091637
48,-0.12392658,-0.10713939,"('unintelligent', 'intelligent')",-0.1239266,-0.1071394,0.0167872
49,0.22851847,0.29440966,"('unable', 'able')",0.2285185,0.2944097,0.0658912
50,0.7547483,0.76660764,"('clumsy', 'skillful')",0.7547483,0.7666076,0.0118593
51,0.08803803,0.02588024,"('uneducated', 'educated')",0.088038,0.0258802,-0.0621578
52,-0.06762843,-0.24173926,"('irrational', 'rational')",-0.0676284,-0.2417393,-0.1741109
53,-1.1215351,-1.1782515,"('uncreative', 'creative')",-1.1215351,-1.1782515,-0.0567164
54,0.41359875,0.37381473,"('incapable', 'capable')",0.4135987,0.3738147,-0.039784
55,-0.23206213,-0.12319431,"('incompetent', 'clever')",-0.2320621,-0.1231943,0.1088678
56,0.06642203,0.06885068,"('impractical', 'practical')",0.066422,0.0688507,0.0024287
57,-1.9016334,-1.9290671,"('unimaginative', 'imaginative')",-1.9016334,-1.9290671,-0.0274337
58,-0.26346081,-0.2824875,"('undiscriminating', 'discriminating')",-0.2634608,-0.2824875,-0.0190267
59,0.3940328,0.36753252,"('foolish', 'wise')",0.3940328,0.3675325,-0.0265003
60,0.0568812,0.1661815,"('inefficient', 'efficient')",0.0568812,0.1661815,0.1093003
61,-0.5322128,-0.65842974,"('illogical', 'logical')",-0.5322128,-0.6584297,-0.1262169
62,0.41729033,0.4668308,"('incompetent', 'brilliant')",0.4172903,0.4668308,0.0495405
63,0.08471358,0.16939944,"('unperceptive', 'insightful')",0.0847136,0.1693994,0.0846858
64,-1.4566272,-1.5327462,"('shy', 'confident')",-1.4566272,-1.5327462,-0.076119
65,-0.6738315,-0.6466533,"('insecure', 'secure')",-0.6738315,-0.6466533,0.0271782
66,-0.2767277,-0.2901969,"('inactive', 'active')",-0.2767277,-0.2901969,-0.0134692
67,0.37381178,0.3941642,"('doubtful', 'determined')",0.3738118,0.3941642,0.0203524
68,-0.1603192,-0.16731536,"('dependent', 'independent')",-0.1603192,-0.1673154,-0.0069962
69,0.66289485,0.6039936,"('lazy', 'industrious')",0.6628948,0.6039936,-0.0589012
70,-0.4656753,-0.41344467,"('lethargic', 'energetic')",-0.4656753,-0.4134447,0.0522306
71,0.8988392,0.9110147,"('diffident', 'self-confident')",0.8988392,0.9110147,0.0121755
72,-1.0373795,-1.0146177,"('unambitious', 'ambitious')",-1.0373795,-1.0146177,0.0227618
73,-0.594227,-0.6700187,"('helpless', 'self-reliant')",-0.594227,-0.6700187,-0.0757917
74,-0.18574962,-0.1911515,"('undedicated', 'dedicated')",-0.1857496,-0.1911515,-0.0054019
75,0.30503273,0.3111658,"('meek', 'impulsive')",0.3050327,0.3111658,0.0061331
76,0.32516944,0.41930416,"('anxious', 'daring')",0.3251694,0.4193042,0.0941348
77,-0.72740483,-0.68120325,"('unmotivated', 'motivated')",-0.7274048,-0.6812032,0.0462016
78,0.20093793,0.26183838,"('nonresilient', 'resilient')",0.2009379,0.2618384,0.0609005
79,-0.024020087,-0.031203825,"('wavering', 'unwavering')",-0.0240201,-0.0312038,-0.0071837
80,-0.31990594,-0.34567654,"('dominated', 'dominating')",-0.3199059,-0.3456765,-0.0257706
81,-0.7477238,-0.72034645,"('submissive', 'aggressive')",-0.7477238,-0.7203465,0.0273773
82,1.13688,1.182897,"('poor', 'rich')",1.13688,1.182897,0.046017
83,-0.24903812,-0.2928649,"('powerless', 'powerful')",-0.2490381,-0.2928649,-0.0438268
84,-0.15453713,-0.24254677,"('inferior', 'superior')",-0.1545371,-0.2425468,-0.0880097
85,0.8505064,0.7734364,"('insignificant', 'prestigious')",0.8505064,0.7734364,-0.07707
86,-1.3776755,-1.4173249,"('uninfluential', 'influential')",-1.3776755,-1.4173249,-0.0396494
87,0.47557774,0.5206565,"('unsuccessful', 'successful')",0.4755777,0.5206565,0.0450788
88,0.3886217,0.25339755,"('low', 'eminent')",0.3886217,0.2533976,-0.1352241
