,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.104986325,0.049615376,"('unsociable', 'sociable')",0.1049863,0.0496154,-0.0553709
1,0.99388576,0.9822517,"('unfriendly', 'friendly')",0.9938858,0.9822517,-0.0116341
2,-0.23544525,-0.20162039,"('unlikable', 'likable')",-0.2354452,-0.2016204,0.0338248
3,0.57559335,0.66086227,"('repellent', 'pleasant')",0.5755934,0.6608623,0.0852689
4,-7.492285,-7.6094546,"('disliked', 'liked')",-7.4922848,-7.6094546,-0.1171698
5,-0.79834616,-0.7750815,"('distant', 'outgoing')",-0.7983462,-0.7750815,0.0232647
6,-0.21330337,-0.26549125,"('distant', 'open')",-0.2133034,-0.2654912,-0.0521878
7,0.7604274,0.81813204,"('insensitive', 'sensitive')",0.7604274,0.818132,0.0577046
8,1.1132632,1.0162884,"('unaffectionate', 'affectionate')",1.1132632,1.0162884,-0.0969748
9,1.3425313,1.3420948,"('unaffectionate', 'caring')",1.3425313,1.3420948,-0.0004365
10,1.1535277,1.1654812,"('unsympathetic', 'sympathetic')",1.1535277,1.1654812,0.0119535
11,1.3673052,1.4287757,"('unhelpful', 'helpful')",1.3673052,1.4287757,0.0614705
12,-1.7700543,-1.79489,"('unsupportive', 'supportive')",-1.7700543,-1.79489,-0.0248357
13,-0.14705041,-0.15374288,"('impolite', 'polite')",-0.1470504,-0.1537429,-0.0066925
14,0.6311936,0.5746969,"('antisocial', 'social')",0.6311936,0.5746969,-0.0564967
15,0.16966653,0.07442634,"('boring', 'funny')",0.1696665,0.0744263,-0.0952402
16,-0.779266,-0.796687,"('unpopular', 'popular')",-0.779266,-0.796687,-0.017421
17,-0.34811103,-0.3275809,"('nasty', 'nice')",-0.348111,-0.3275809,0.0205301
18,-0.46843958,-0.49604183,"('disagreeable', 'welcoming')",-0.4684396,-0.4960418,-0.0276022
19,-0.7810942,-0.86059743,"('inhospitable', 'hospitable')",-0.7810942,-0.8605974,-0.0795032
20,1.0045874,0.94343746,"('rough', 'thoughtful')",1.0045874,0.9434375,-0.0611499
21,-0.38703206,-0.29791135,"('immoral', 'moral')",-0.3870321,-0.2979113,0.0891208
22,-0.26897073,-0.29759133,"('untrustworthy', 'trustworthy')",-0.2689707,-0.2975913,-0.0286206
23,6.0860615,6.155372,"('insincere', 'sincere')",6.0860615,6.1553721,0.0693106
24,1.4166031,1.3156742,"('dishonest', 'honest')",1.4166031,1.3156742,-0.1009289
25,0.6641295,0.6059546,"('egoistic', 'altruistic')",0.6641295,0.6059546,-0.0581749
26,0.9480406,0.82609034,"('hardhearted', 'benevolent')",0.9480406,0.8260903,-0.1219503
27,1.402064,1.2255589,"('hardhearted', 'softhearted')",1.402064,1.2255589,-0.1765051
28,0.81348115,0.77950805,"('disloyal', 'loyal')",0.8134812,0.7795081,-0.0339731
