,headrest_male,headrest_female,tuple,average_male,average_female,female-male
0,0.34923396,0.2805581,"('unsociable', 'sociable')",0.349234,0.2805581,-0.0686759
1,0.29572698,0.16996416,"('unfriendly', 'friendly')",0.295727,0.1699642,-0.1257628
2,-0.29700834,-0.2857443,"('unlikable', 'likable')",-0.2970083,-0.2857443,0.011264
3,-0.39437214,-0.37272352,"('repellent', 'pleasant')",-0.3943721,-0.3727235,0.0216486
4,-3.3191233,-3.3733652,"('disliked', 'liked')",-3.3191233,-3.3733652,-0.0542419
5,-1.0032057,-1.0401828,"('distant', 'outgoing')",-1.0032057,-1.0401828,-0.0369771
6,-0.9475849,-1.0379064,"('distant', 'open')",-0.9475849,-1.0379064,-0.0903215
7,0.5754107,0.54167557,"('insensitive', 'sensitive')",0.5754107,0.5416756,-0.0337351
8,0.15704983,0.028158749,"('unaffectionate', 'affectionate')",0.1570498,0.0281587,-0.1288911
9,0.40221128,0.32839373,"('unaffectionate', 'caring')",0.4022113,0.3283937,-0.0738176
10,0.4732498,0.4194558,"('unsympathetic', 'sympathetic')",0.4732498,0.4194558,-0.053794
11,1.2063782,1.2691065,"('unhelpful', 'helpful')",1.2063782,1.2691065,0.0627283
12,-0.8293822,-0.8032061,"('unsupportive', 'supportive')",-0.8293822,-0.8032061,0.0261761
13,-0.22264548,-0.20215097,"('impolite', 'polite')",-0.2226455,-0.202151,0.0204945
14,0.23545684,0.22949041,"('antisocial', 'social')",0.2354568,0.2294904,-0.0059664
15,0.21745475,0.15350524,"('boring', 'funny')",0.2174547,0.1535052,-0.0639495
16,-0.3541548,-0.3558323,"('unpopular', 'popular')",-0.3541548,-0.3558323,-0.0016775
17,-0.23479879,-0.26141348,"('nasty', 'nice')",-0.2347988,-0.2614135,-0.0266147
18,-0.7747971,-0.7855241,"('disagreeable', 'welcoming')",-0.7747971,-0.7855241,-0.010727
19,-0.79869854,-0.8443354,"('inhospitable', 'hospitable')",-0.7986985,-0.8443354,-0.0456369
20,0.5919839,0.60466385,"('rough', 'thoughtful')",0.5919839,0.6046638,0.0126799
21,-0.21974002,-0.08907784,"('immoral', 'moral')",-0.21974,-0.0890778,0.1306622
22,-0.055331424,-0.097869664,"('untrustworthy', 'trustworthy')",-0.0553314,-0.0978697,-0.0425383
23,2.9746768,2.9406493,"('insincere', 'sincere')",2.9746768,2.9406493,-0.0340275
24,0.3834418,0.2848169,"('dishonest', 'honest')",0.3834418,0.2848169,-0.0986249
25,-0.06506259,-0.13862407,"('egoistic', 'altruistic')",-0.0650626,-0.1386241,-0.0735615
26,0.6373228,0.523398,"('hardhearted', 'benevolent')",0.6373228,0.523398,-0.1139248
27,0.4380564,0.2687592,"('hardhearted', 'softhearted')",0.4380564,0.2687592,-0.1692972
28,0.3342839,0.27670714,"('disloyal', 'loyal')",0.3342839,0.2767071,-0.0575768
29,-0.75530493,-0.8093979,"('unfair', 'fair')",-0.7553049,-0.8093979,-0.054093
30,0.91584945,0.9173272,"('intolerant', 'tolerant')",0.9158494,0.9173272,0.0014778
31,-1.5251571,-1.5471976,"('evil', 'good')",-1.5251571,-1.5471976,-0.0220405
32,0.6548248,0.55562776,"('unkind', 'kind')",0.6548248,0.5556278,-0.099197
33,-0.26319966,-0.27800226,"('wrong', 'right')",-0.2631997,-0.2780023,-0.0148026
34,2.491273,2.558303,"('mean', 'honorable')",2.4912729,2.5583031,0.0670302
35,-0.36450684,-0.4652326,"('corrupt', 'incorrupt')",-0.3645068,-0.4652326,-0.1007258
36,-0.9017092,-1.0319517,"('hostile', 'amicable')",-0.9017092,-1.0319517,-0.1302425
37,0.6474189,0.62949115,"('fake', 'genuine')",0.6474189,0.6294912,-0.0179277
38,-0.035330094,-0.036283553,"('untruthful', 'truthful')",-0.0353301,-0.0362836,-0.0009535
39,0.40787372,0.45561555,"('exploitative', 'cooperative')",0.4078737,0.4556156,0.0477419
40,-1.3814751,-1.5055596,"('stingy', 'generous')",-1.3814751,-1.5055596,-0.1240845
41,0.23251775,0.16909656,"('unforgiving', 'forgiving')",0.2325177,0.1690966,-0.0634211
42,-1.5315113,-1.5307,"('unreliable', 'reliable')",-1.5315113,-1.5307,0.0008113
43,0.64520127,0.6601716,"('irresponsible', 'responsible')",0.6452013,0.6601716,0.0149703
44,-0.7956688,-0.7454814,"('prejudiced', 'unprejudiced')",-0.7956688,-0.7454814,0.0501874
45,0.51645905,0.48271114,"('incompetent', 'competent')",0.516459,0.4827111,-0.0337479
46,-0.25503653,-0.23668712,"('uncompetitive', 'competitive')",-0.2550365,-0.2366871,0.0183494
47,2.915854,2.915506,"('stupid', 'smart')",2.915854,2.9155059,-0.0003481
48,0.5694678,0.63801944,"('unintelligent', 'intelligent')",0.5694678,0.6380194,0.0685516
49,-0.25028655,-0.084553845,"('unable', 'able')",-0.2502865,-0.0845538,0.1657327
50,0.037681602,0.026633322,"('clumsy', 'skillful')",0.0376816,0.0266333,-0.0110483
51,0.09079985,0.030600417,"('uneducated', 'educated')",0.0907999,0.0306004,-0.0601995
52,-1.1470375,-1.2442536,"('irrational', 'rational')",-1.1470375,-1.2442536,-0.0972161
53,-0.7587636,-0.85673743,"('uncreative', 'creative')",-0.7587636,-0.8567374,-0.0979738
54,-0.33266228,-0.39507136,"('incapable', 'capable')",-0.3326623,-0.3950714,-0.0624091
55,0.71141547,0.74367726,"('incompetent', 'clever')",0.7114155,0.7436773,0.0322618
56,0.91488665,0.9680145,"('impractical', 'practical')",0.9148867,0.9680145,0.0531278
57,-1.2655336,-1.3290863,"('unimaginative', 'imaginative')",-1.2655336,-1.3290863,-0.0635527
58,0.44605517,0.38623196,"('undiscriminating', 'discriminating')",0.4460552,0.386232,-0.0598232
59,-0.24939728,-0.23654506,"('foolish', 'wise')",-0.2493973,-0.2365451,0.0128522
60,1.0230329,1.1882355,"('inefficient', 'efficient')",1.0230329,1.1882355,0.1652026
61,0.2714048,0.17996475,"('illogical', 'logical')",0.2714048,0.1799648,-0.09144
62,0.58133346,0.6760398,"('incompetent', 'brilliant')",0.5813335,0.6760398,0.0947063
63,0.29816356,0.4068903,"('unperceptive', 'insightful')",0.2981636,0.4068903,0.1087267
64,-3.084885,-3.0384238,"('shy', 'confident')",-3.0848849,-3.0384238,0.0464611
65,0.08451703,0.0967207,"('insecure', 'secure')",0.084517,0.0967207,0.0122037
66,-0.51706284,-0.66296315,"('inactive', 'active')",-0.5170628,-0.6629632,-0.1459004
67,0.1570119,0.2462495,"('doubtful', 'determined')",0.1570119,0.2462495,0.0892376
68,-0.4164378,-0.38567317,"('dependent', 'independent')",-0.4164378,-0.3856732,0.0307646
69,-1.1892189,-1.2197716,"('lazy', 'industrious')",-1.1892189,-1.2197716,-0.0305527
70,0.594577,0.47226125,"('lethargic', 'energetic')",0.594577,0.4722613,-0.1223157
71,0.4958634,0.51720876,"('diffident', 'self-confident')",0.4958634,0.5172088,0.0213454
72,0.067580245,0.06315288,"('unambitious', 'ambitious')",0.0675802,0.0631529,-0.0044273
73,-0.7672699,-0.76899016,"('helpless', 'self-reliant')",-0.7672699,-0.7689902,-0.0017203
74,0.45694196,0.40397215,"('undedicated', 'dedicated')",0.456942,0.4039721,-0.0529699
75,-0.45507556,-0.45462254,"('meek', 'impulsive')",-0.4550756,-0.4546225,0.0004531
76,0.13017727,0.17383906,"('anxious', 'daring')",0.1301773,0.1738391,0.0436618
77,-1.3085626,-1.1740324,"('unmotivated', 'motivated')",-1.3085626,-1.1740324,0.1345302
78,-0.40990832,-0.37707743,"('nonresilient', 'resilient')",-0.4099083,-0.3770774,0.0328309
79,-0.7673129,-0.8063223,"('wavering', 'unwavering')",-0.7673129,-0.8063223,-0.0390094
80,0.24124645,0.24628305,"('dominated', 'dominating')",0.2412464,0.2462831,0.0050367
81,0.1784051,0.29592168,"('submissive', 'aggressive')",0.1784051,0.2959217,0.1175166
82,2.7010114,2.6498682,"('poor', 'rich')",2.7010114,2.6498682,-0.0511432
83,0.2986487,0.33404392,"('powerless', 'powerful')",0.2986487,0.3340439,0.0353952
84,0.6056958,0.68262935,"('inferior', 'superior')",0.6056958,0.6826293,0.0769335
85,-0.15466797,-0.19886513,"('insignificant', 'prestigious')",-0.154668,-0.1988651,-0.0441971
86,-0.029059231,-0.11192134,"('uninfluential', 'influential')",-0.0290592,-0.1119213,-0.0828621
87,0.44304982,0.4569627,"('unsuccessful', 'successful')",0.4430498,0.4569627,0.0139129
88,-0.049057074,-0.013452198,"('low', 'eminent')",-0.0490571,-0.0134522,0.0356049
