,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
0,0.8362459,0.7281554,"('unsociable', 'sociable')",0.8362459,0.7281554,-0.1080905
1,0.44671378,0.4418943,"('unfriendly', 'friendly')",0.4467138,0.4418943,-0.0048195
2,-0.19478314,-0.1474814,"('unlikable', 'likable')",-0.1947831,-0.1474814,0.0473017
3,0.8636411,0.92200595,"('repellent', 'pleasant')",0.8636411,0.922006,0.0583649
4,-7.551183,-7.746258,"('disliked', 'liked')",-7.5511832,-7.7462578,-0.1950746
5,-1.4773092,-1.3754026,"('distant', 'outgoing')",-1.4773092,-1.3754026,0.1019066
6,-1.0577829,-1.0379837,"('distant', 'open')",-1.0577829,-1.0379837,0.0197992
7,1.9981631,2.011359,"('insensitive', 'sensitive')",1.9981631,2.011359,0.0131959
8,0.67520326,0.6055841,"('unaffectionate', 'affectionate')",0.6752033,0.6055841,-0.0696192
9,1.4276874,1.4433693,"('unaffectionate', 'caring')",1.4276874,1.4433693,0.0156819
10,1.9154402,1.9463949,"('unsympathetic', 'sympathetic')",1.9154402,1.9463949,0.0309547
11,2.089067,2.1660063,"('unhelpful', 'helpful')",2.089067,2.1660063,0.0769393
12,-1.1201904,-1.16041,"('unsupportive', 'supportive')",-1.1201904,-1.16041,-0.0402196
13,0.72168547,0.7794707,"('impolite', 'polite')",0.7216855,0.7794707,0.0577852
14,0.8394126,0.8652734,"('antisocial', 'social')",0.8394126,0.8652734,0.0258608
15,0.28704768,0.2234698,"('boring', 'funny')",0.2870477,0.2234698,-0.0635779
16,-0.8838763,-0.9420911,"('unpopular', 'popular')",-0.8838763,-0.9420911,-0.0582148
17,-0.1444088,-0.1131542,"('nasty', 'nice')",-0.1444088,-0.1131542,0.0312546
18,-0.82017595,-0.74246484,"('disagreeable', 'welcoming')",-0.8201759,-0.7424648,0.0777111
19,-1.1697975,-1.0851115,"('inhospitable', 'hospitable')",-1.1697975,-1.0851115,0.084686
20,0.8201365,0.78154993,"('rough', 'thoughtful')",0.8201365,0.7815499,-0.0385866
21,0.68574244,0.8104868,"('immoral', 'moral')",0.6857424,0.8104868,0.1247444
22,0.3126001,0.22214638,"('untrustworthy', 'trustworthy')",0.3126001,0.2221464,-0.0904537
23,6.8371367,6.913216,"('insincere', 'sincere')",6.8371367,6.9132161,0.0760794
24,1.8406699,1.7969865,"('dishonest', 'honest')",1.8406699,1.7969865,-0.0436834
25,0.34905142,0.30998796,"('egoistic', 'altruistic')",0.3490514,0.309988,-0.0390634
26,1.2062474,1.0727229,"('hardhearted', 'benevolent')",1.2062474,1.0727229,-0.1335245
27,1.6617053,1.5634394,"('hardhearted', 'softhearted')",1.6617053,1.5634394,-0.0982659
28,1.3905741,1.3041071,"('disloyal', 'loyal')",1.3905741,1.3041071,-0.086467
29,-0.32862127,-0.45032373,"('unfair', 'fair')",-0.3286213,-0.4503237,-0.1217024
30,1.2226164,1.3419286,"('intolerant', 'tolerant')",1.2226164,1.3419286,0.1193122
31,-2.0738294,-2.1179535,"('evil', 'good')",-2.0738294,-2.1179535,-0.0441241
32,1.4328991,1.3540062,"('unkind', 'kind')",1.4328991,1.3540062,-0.0788929
33,-0.85577136,-0.8920479,"('wrong', 'right')",-0.8557714,-0.8920479,-0.0362765
34,4.541905,4.7452,"('mean', 'honorable')",4.5419049,4.7452002,0.2032953
35,-1.222019,-1.525187,"('corrupt', 'incorrupt')",-1.222019,-1.525187,-0.303168
36,-1.3433523,-1.5001392,"('hostile', 'amicable')",-1.3433523,-1.5001392,-0.1567869
37,1.3935182,1.294196,"('fake', 'genuine')",1.3935182,1.294196,-0.0993222
38,-0.21361561,-0.18676722,"('untruthful', 'truthful')",-0.2136156,-0.1867672,0.0268484
39,0.49428967,0.5447743,"('exploitative', 'cooperative')",0.4942897,0.5447743,0.0504846
40,-1.4960221,-1.6163667,"('stingy', 'generous')",-1.4960221,-1.6163667,-0.1203446
41,0.66919535,0.5684977,"('unforgiving', 'forgiving')",0.6691954,0.5684977,-0.1006977
42,-2.160487,-2.0712023,"('unreliable', 'reliable')",-2.1604869,-2.0712023,0.0892846
43,1.7845285,1.84653,"('irresponsible', 'responsible')",1.7845285,1.84653,0.0620015
44,-1.4322244,-1.404616,"('prejudiced', 'unprejudiced')",-1.4322244,-1.404616,0.0276084
45,1.1538785,1.0051877,"('incompetent', 'competent')",1.1538785,1.0051877,-0.1486908
46,0.036022387,-0.02218685,"('uncompetitive', 'competitive')",0.0360224,-0.0221868,-0.0582092
47,5.118482,5.169347,"('stupid', 'smart')",5.1184821,5.1693468,0.0508647
48,0.8000336,0.84141797,"('unintelligent', 'intelligent')",0.8000336,0.841418,0.0413844
49,-0.2124727,-0.08158839,"('unable', 'able')",-0.2124727,-0.0815884,0.1308843
50,-0.6967724,-0.7311223,"('clumsy', 'skillful')",-0.6967724,-0.7311223,-0.0343499
51,0.8363917,0.9161008,"('uneducated', 'educated')",0.8363917,0.9161008,0.0797091
52,-0.7186749,-0.93846107,"('irrational', 'rational')",-0.7186749,-0.9384611,-0.2197862
53,-0.466193,-0.5490087,"('uncreative', 'creative')",-0.466193,-0.5490087,-0.0828157
54,0.7503756,0.8115377,"('incapable', 'capable')",0.7503756,0.8115377,0.0611621
55,1.7145364,1.7384466,"('incompetent', 'clever')",1.7145364,1.7384466,0.0239102
56,1.09452,1.1173332,"('impractical', 'practical')",1.09452,1.1173332,0.0228132
57,-1.963015,-2.0536766,"('unimaginative', 'imaginative')",-1.963015,-2.0536766,-0.0906616
58,0.5153403,0.55074334,"('undiscriminating', 'discriminating')",0.5153403,0.5507433,0.035403
59,-0.5367083,-0.54471594,"('foolish', 'wise')",-0.5367083,-0.5447159,-0.0080076
60,1.3857013,1.624144,"('inefficient', 'efficient')",1.3857013,1.624144,0.2384427
61,0.7134544,0.58278835,"('illogical', 'logical')",0.7134544,0.5827883,-0.1306661
62,1.0350158,1.1656798,"('incompetent', 'brilliant')",1.0350158,1.1656798,0.130664
63,0.64597726,0.6495006,"('unperceptive', 'insightful')",0.6459773,0.6495006,0.0035233
64,-5.73713,-5.711596,"('shy', 'confident')",-5.7371302,-5.711596,0.0255342
65,0.8095894,0.92599624,"('insecure', 'secure')",0.8095894,0.9259962,0.1164068
66,-0.33081415,-0.43264154,"('inactive', 'active')",-0.3308142,-0.4326415,-0.1018273
67,-0.46495503,-0.38275278,"('doubtful', 'determined')",-0.464955,-0.3827528,0.0822022
68,-0.86724997,-0.80138737,"('dependent', 'independent')",-0.86725,-0.8013874,0.0658626
69,-2.6098201,-2.7065718,"('lazy', 'industrious')",-2.6098201,-2.7065718,-0.0967517
70,2.0152998,1.9940886,"('lethargic', 'energetic')",2.0152998,1.9940886,-0.0212112
71,-0.066615865,-0.012263994,"('diffident', 'self-confident')",-0.0666159,-0.012264,0.0543519
72,0.90931666,1.0920331,"('unambitious', 'ambitious')",0.9093167,1.0920331,0.1827164
73,-2.9037445,-2.84318,"('helpless', 'self-reliant')",-2.9037445,-2.8431799,0.0605646
74,0.3358927,0.24691255,"('undedicated', 'dedicated')",0.3358927,0.2469126,-0.0889801
75,-1.548067,-1.5195134,"('meek', 'impulsive')",-1.548067,-1.5195134,0.0285536
