,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.44177827,-0.43854928,"('unsociable', 'sociable')",-0.4417783,-0.4385493,0.003229
1,1.1270905,1.0458283,"('unfriendly', 'friendly')",1.1270905,1.0458283,-0.0812622
2,-0.07619955,-0.080436215,"('unlikable', 'likable')",-0.0761995,-0.0804362,-0.0042367
3,0.484984,0.55417305,"('repellent', 'pleasant')",0.484984,0.5541731,0.0691891
4,-7.5458174,-7.7021203,"('disliked', 'liked')",-7.5458174,-7.7021203,-0.1563029
5,-0.69666344,-0.7585164,"('distant', 'outgoing')",-0.6966634,-0.7585164,-0.061853
6,0.051254056,-0.044760033,"('distant', 'open')",0.0512541,-0.04476,-0.0960141
7,0.9723203,1.0412397,"('insensitive', 'sensitive')",0.9723203,1.0412397,0.0689194
8,1.158174,1.0188938,"('unaffectionate', 'affectionate')",1.158174,1.0188938,-0.1392802
9,1.6708682,1.6172801,"('unaffectionate', 'caring')",1.6708682,1.6172801,-0.0535881
10,0.6228799,0.6913268,"('unsympathetic', 'sympathetic')",0.6228799,0.6913268,0.0684469
11,1.4918214,1.5408974,"('unhelpful', 'helpful')",1.4918214,1.5408974,0.049076
12,-1.6669916,-1.7552377,"('unsupportive', 'supportive')",-1.6669916,-1.7552377,-0.0882461
13,-0.70734346,-0.6656517,"('impolite', 'polite')",-0.7073435,-0.6656517,0.0416918
14,0.08498187,0.12149873,"('antisocial', 'social')",0.0849819,0.1214987,0.0365168
15,0.21631518,0.12758356,"('boring', 'funny')",0.2163152,0.1275836,-0.0887316
16,-0.4310307,-0.50389063,"('unpopular', 'popular')",-0.4310307,-0.5038906,-0.0728599
17,0.06688908,0.016930293,"('nasty', 'nice')",0.0668891,0.0169303,-0.0499588
18,-0.35171655,-0.45199156,"('disagreeable', 'welcoming')",-0.3517165,-0.4519916,-0.1002751
19,-0.29197758,-0.31929836,"('inhospitable', 'hospitable')",-0.2919776,-0.3192984,-0.0273208
20,1.0218053,0.9267714,"('rough', 'thoughtful')",1.0218053,0.9267714,-0.0950339
21,-0.5848275,-0.43696797,"('immoral', 'moral')",-0.5848275,-0.436968,0.1478595
22,-0.5384153,-0.54928595,"('untrustworthy', 'trustworthy')",-0.5384153,-0.5492859,-0.0108706
23,6.8666453,6.9305534,"('insincere', 'sincere')",6.8666453,6.9305534,0.0639081
24,1.3693013,1.2912366,"('dishonest', 'honest')",1.3693013,1.2912366,-0.0780647
25,1.2178748,1.0742265,"('egoistic', 'altruistic')",1.2178748,1.0742265,-0.1436483
26,0.7844305,0.70725805,"('hardhearted', 'benevolent')",0.7844305,0.707258,-0.0771725
27,1.5280141,1.3309714,"('hardhearted', 'softhearted')",1.5280141,1.3309714,-0.1970427
28,1.2052383,1.1363295,"('disloyal', 'loyal')",1.2052383,1.1363295,-0.0689088
29,-0.3871855,-0.52566594,"('unfair', 'fair')",-0.3871855,-0.5256659,-0.1384804
30,0.8125016,0.8244063,"('intolerant', 'tolerant')",0.8125016,0.8244063,0.0119047
31,-1.2426213,-1.3424155,"('evil', 'good')",-1.2426213,-1.3424155,-0.0997942
32,1.0200424,0.96398467,"('unkind', 'kind')",1.0200424,0.9639847,-0.0560577
33,-0.1256162,-0.235692,"('wrong', 'right')",-0.1256162,-0.235692,-0.1100758
34,4.9606133,5.092879,"('mean', 'honorable')",4.9606133,5.0928788,0.1322655
35,-0.35313973,-0.5889796,"('corrupt', 'incorrupt')",-0.3531397,-0.5889796,-0.2358399
36,-0.5781174,-0.7360461,"('hostile', 'amicable')",-0.5781174,-0.7360461,-0.1579287
37,0.5231341,0.4896303,"('fake', 'genuine')",0.5231341,0.4896303,-0.0335038
38,0.058426887,0.025606476,"('untruthful', 'truthful')",0.0584269,0.0256065,-0.0328204
39,0.60843235,0.6346623,"('exploitative', 'cooperative')",0.6084324,0.6346623,0.0262299
40,-1.4711477,-1.6441002,"('stingy', 'generous')",-1.4711477,-1.6441002,-0.1729525
41,0.32803002,0.21844923,"('unforgiving', 'forgiving')",0.32803,0.2184492,-0.1095808
42,-2.8274179,-2.8465192,"('unreliable', 'reliable')",-2.8274179,-2.8465192,-0.0191013
43,0.90405357,0.9057441,"('irresponsible', 'responsible')",0.9040536,0.9057441,0.0016905
44,-1.2163689,-1.2164567,"('prejudiced', 'unprejudiced')",-1.2163689,-1.2164567,-8.78e-05
45,-0.10971846,-0.14958748,"('incompetent', 'competent')",-0.1097185,-0.1495875,-0.039869
46,-0.8872124,-0.8477637,"('uncompetitive', 'competitive')",-0.8872124,-0.8477637,0.0394487
47,5.6535797,5.8028235,"('stupid', 'smart')",5.6535797,5.8028235,0.1492438
48,0.5146681,0.48433295,"('unintelligent', 'intelligent')",0.5146681,0.4843329,-0.0303352
49,0.06873765,0.13287552,"('unable', 'able')",0.0687376,0.1328755,0.0641379
