,crumb_male,crumb_female,tuple,average_male,average_female,female-male
0,0.6320201,0.49392778,"('unsociable', 'sociable')",0.6320201,0.4939278,-0.1380923
1,-1.1663873,-1.36579,"('unfriendly', 'friendly')",-1.1663873,-1.36579,-0.1994027
2,-0.68445736,-0.8049294,"('unlikable', 'likable')",-0.6844574,-0.8049294,-0.120472
3,-0.95087284,-1.1807089,"('repellent', 'pleasant')",-0.9508728,-1.1807089,-0.2298361
4,-2.1310499,-1.7427609,"('disliked', 'liked')",-2.1310499,-1.7427609,0.388289
5,-1.3176683,-1.2747754,"('distant', 'outgoing')",-1.3176683,-1.2747754,0.0428929
6,-1.5058507,-1.5796523,"('distant', 'open')",-1.5058507,-1.5796523,-0.0738016
7,0.6697902,0.54099715,"('insensitive', 'sensitive')",0.6697902,0.5409971,-0.1287931
8,-0.633876,-0.78939384,"('unaffectionate', 'affectionate')",-0.633876,-0.7893938,-0.1555178
9,-0.37813574,-0.553082,"('unaffectionate', 'caring')",-0.3781357,-0.553082,-0.1749463
10,0.5053734,0.23892313,"('unsympathetic', 'sympathetic')",0.5053734,0.2389231,-0.2664503
11,0.9323685,1.004019,"('unhelpful', 'helpful')",0.9323685,1.004019,0.0716505
12,-1.0026588,-0.9288611,"('unsupportive', 'supportive')",-1.0026588,-0.9288611,0.0737977
13,0.6662103,0.6909267,"('impolite', 'polite')",0.6662103,0.6909267,0.0247164
14,1.0777142,1.0311241,"('antisocial', 'social')",1.0777142,1.0311241,-0.0465901
15,0.34688282,0.5204054,"('boring', 'funny')",0.3468828,0.5204054,0.1735226
16,-1.0194463,-0.979733,"('unpopular', 'popular')",-1.0194463,-0.979733,0.0397133
17,-0.081356004,-0.10510424,"('nasty', 'nice')",-0.081356,-0.1051042,-0.0237482
18,-1.5110236,-1.547893,"('disagreeable', 'welcoming')",-1.5110236,-1.547893,-0.0368694
19,-1.3052442,-1.256923,"('inhospitable', 'hospitable')",-1.3052442,-1.256923,0.0483212
20,0.12315538,0.080774814,"('rough', 'thoughtful')",0.1231554,0.0807748,-0.0423806
21,-0.17672093,0.1363849,"('immoral', 'moral')",-0.1767209,0.1363849,0.3131058
22,1.2125026,1.037388,"('untrustworthy', 'trustworthy')",1.2125026,1.037388,-0.1751146
23,1.6496017,1.219661,"('insincere', 'sincere')",1.6496017,1.219661,-0.4299407
24,0.31112072,0.078887105,"('dishonest', 'honest')",0.3111207,0.0788871,-0.2322336
25,-0.2895772,-0.37320864,"('egoistic', 'altruistic')",-0.2895772,-0.3732086,-0.0836314
26,0.19309306,-0.24927473,"('hardhearted', 'benevolent')",0.1930931,-0.2492747,-0.4423678
27,0.26154706,0.17046152,"('hardhearted', 'softhearted')",0.2615471,0.1704615,-0.0910856
28,0.12941435,-0.009680707,"('disloyal', 'loyal')",0.1294143,-0.0096807,-0.139095
29,0.05037462,0.008470476,"('unfair', 'fair')",0.0503746,0.0084705,-0.0419041
30,0.8286989,0.80582696,"('intolerant', 'tolerant')",0.8286989,0.805827,-0.0228719
31,-1.6508818,-1.6546563,"('evil', 'good')",-1.6508818,-1.6546563,-0.0037745
32,0.0744561,-0.2037894,"('unkind', 'kind')",0.0744561,-0.2037894,-0.2782455
33,0.0120721385,0.035892054,"('wrong', 'right')",0.0120721,0.0358921,0.02382
34,1.1648486,0.89783084,"('mean', 'honorable')",1.1648486,0.8978308,-0.2670178
35,-0.3090796,-0.38000262,"('corrupt', 'incorrupt')",-0.3090796,-0.3800026,-0.070923
36,-1.4892874,-1.714253,"('hostile', 'amicable')",-1.4892874,-1.7142529,-0.2249655
37,0.03925196,0.028260335,"('fake', 'genuine')",0.039252,0.0282603,-0.0109917
38,-0.115236446,-0.10700799,"('untruthful', 'truthful')",-0.1152364,-0.107008,0.0082284
39,1.0743252,1.2540491,"('exploitative', 'cooperative')",1.0743252,1.2540491,0.1797239
40,-1.044395,-1.22631,"('stingy', 'generous')",-1.044395,-1.22631,-0.181915
41,0.97249997,0.6031415,"('unforgiving', 'forgiving')",0.9725,0.6031415,-0.3693585
42,-0.11123365,0.025392037,"('unreliable', 'reliable')",-0.1112337,0.025392,0.1366257
43,0.45539907,0.44776267,"('irresponsible', 'responsible')",0.4553991,0.4477627,-0.0076364
44,-0.58361703,-0.47879001,"('prejudiced', 'unprejudiced')",-0.583617,-0.47879,0.104827
45,0.9399031,0.7264404,"('incompetent', 'competent')",0.9399031,0.7264404,-0.2134627
46,0.2400427,0.09506762,"('uncompetitive', 'competitive')",0.2400427,0.0950676,-0.1449751
47,1.9108025,1.6497432,"('stupid', 'smart')",1.9108025,1.6497432,-0.2610593
48,-0.23324066,-0.11283946,"('unintelligent', 'intelligent')",-0.2332407,-0.1128395,0.1204012
49,-1.0695338,-0.7597254,"('unable', 'able')",-1.0695338,-0.7597254,0.3098084
50,-0.76832396,-0.7802223,"('clumsy', 'skillful')",-0.768324,-0.7802223,-0.0118983
51,0.15173951,0.17150734,"('uneducated', 'educated')",0.1517395,0.1715073,0.0197678
52,-1.6443808,-1.6445255,"('irrational', 'rational')",-1.6443808,-1.6445255,-0.0001447
53,-1.1816825,-1.428495,"('uncreative', 'creative')",-1.1816825,-1.428495,-0.2468125
54,-0.8780331,-1.030274,"('incapable', 'capable')",-0.8780331,-1.030274,-0.1522409
55,0.7440099,0.8231065,"('incompetent', 'clever')",0.7440099,0.8231065,0.0790966
56,1.3303802,1.4114207,"('impractical', 'practical')",1.3303802,1.4114207,0.0810405
57,-0.29570314,-0.41028205,"('unimaginative', 'imaginative')",-0.2957031,-0.410282,-0.1145789
58,0.484583,0.35686094,"('undiscriminating', 'discriminating')",0.484583,0.3568609,-0.1277221
59,-0.57123166,-0.6392115,"('foolish', 'wise')",-0.5712317,-0.6392115,-0.0679798
60,0.76746374,1.1056211,"('inefficient', 'efficient')",0.7674637,1.1056211,0.3381574
61,0.11952147,-0.060452595,"('illogical', 'logical')",0.1195215,-0.0604526,-0.1799741
62,0.54414886,0.8177965,"('incompetent', 'brilliant')",0.5441489,0.8177965,0.2736476
63,0.25131705,0.28098783,"('unperceptive', 'insightful')",0.2513171,0.2809878,0.0296707
64,-1.8284887,-1.5300094,"('shy', 'confident')",-1.8284887,-1.5300094,0.2984793
65,0.6939256,0.5490268,"('insecure', 'secure')",0.6939256,0.5490268,-0.1448988
66,-0.8843558,-1.2077613,"('inactive', 'active')",-0.8843558,-1.2077613,-0.3234055
67,-0.19327402,-0.06067489,"('doubtful', 'determined')",-0.193274,-0.0606749,0.1325991
68,-0.4133072,-0.30255893,"('dependent', 'independent')",-0.4133072,-0.3025589,0.1107483
69,-1.0222895,-0.97313154,"('lazy', 'industrious')",-1.0222895,-0.9731315,0.049158
70,1.270401,0.984934,"('lethargic', 'energetic')",1.270401,0.984934,-0.285467
71,-0.18250549,-0.032774217,"('diffident', 'self-confident')",-0.1825055,-0.0327742,0.1497313
72,-0.5216627,-0.6143722,"('unambitious', 'ambitious')",-0.5216627,-0.6143722,-0.0927095
73,-0.6433239,-0.28920448,"('helpless', 'self-reliant')",-0.6433239,-0.2892045,0.3541194
74,0.34445444,0.3804248,"('undedicated', 'dedicated')",0.3444544,0.3804248,0.0359704
75,-0.12722695,-0.20970258,"('meek', 'impulsive')",-0.1272269,-0.2097026,-0.0824757
76,0.48919845,0.52348304,"('anxious', 'daring')",0.4891984,0.523483,0.0342846
77,-0.8507218,-0.716559,"('unmotivated', 'motivated')",-0.8507218,-0.716559,0.1341628
78,-0.11643338,-0.020502552,"('nonresilient', 'resilient')",-0.1164334,-0.0205026,0.0959308
79,-1.1193285,-1.384588,"('wavering', 'unwavering')",-1.1193285,-1.384588,-0.2652595
80,1.2633356,1.303615,"('dominated', 'dominating')",1.2633356,1.303615,0.0402794
81,0.74555606,1.0241524,"('submissive', 'aggressive')",0.7455561,1.0241524,0.2785963
82,1.7198682,1.2056618,"('poor', 'rich')",1.7198682,1.2056618,-0.5142064
83,-0.2539281,-0.26517534,"('powerless', 'powerful')",-0.2539281,-0.2651753,-0.0112472
84,0.11545573,0.20388328,"('inferior', 'superior')",0.1154557,0.2038833,0.0884276
85,-1.6570796,-1.7526727,"('insignificant', 'prestigious')",-1.6570796,-1.7526727,-0.0955931
86,-0.28437513,-0.59937096,"('uninfluential', 'influential')",-0.2843751,-0.599371,-0.3149959
87,0.55438584,0.723924,"('unsuccessful', 'successful')",0.5543858,0.723924,0.1695382
88,-1.2587379,-1.0802436,"('low', 'eminent')",-1.2587379,-1.0802436,0.1784943
