,jellyfish_male,jellyfish_female,tuple,average_male,average_female,female-male
0,0.76590633,0.75922966,"('unsociable', 'sociable')",0.7659063,0.7592297,-0.0066766
1,-0.4287506,-0.68831515,"('unfriendly', 'friendly')",-0.4287506,-0.6883152,-0.2595646
2,0.32580927,0.2606319,"('unlikable', 'likable')",0.3258093,0.2606319,-0.0651774
3,0.03616172,0.13382359,"('repellent', 'pleasant')",0.0361617,0.1338236,0.0976619
4,-2.8488297,-2.8598802,"('disliked', 'liked')",-2.8488297,-2.8598802,-0.0110505
5,-1.1787465,-1.1809522,"('distant', 'outgoing')",-1.1787465,-1.1809522,-0.0022057
6,-1.4756296,-1.5337131,"('distant', 'open')",-1.4756296,-1.5337131,-0.0580835
7,0.6105287,0.6506259,"('insensitive', 'sensitive')",0.6105287,0.6506259,0.0400972
8,-0.06270816,-0.30665407,"('unaffectionate', 'affectionate')",-0.0627082,-0.3066541,-0.2439459
9,0.028813198,-0.1571925,"('unaffectionate', 'caring')",0.0288132,-0.1571925,-0.1860057
10,0.42162126,0.4773681,"('unsympathetic', 'sympathetic')",0.4216213,0.4773681,0.0557468
11,1.5735228,1.572075,"('unhelpful', 'helpful')",1.5735228,1.572075,-0.0014478
12,-0.5842881,-0.54592407,"('unsupportive', 'supportive')",-0.5842881,-0.5459241,0.038364
13,0.6470534,0.6990632,"('impolite', 'polite')",0.6470534,0.6990632,0.0520098
14,0.9433573,0.9085547,"('antisocial', 'social')",0.9433573,0.9085547,-0.0348026
15,0.5625677,0.42765522,"('boring', 'funny')",0.5625677,0.4276552,-0.1349125
16,-0.099507615,-0.074434355,"('unpopular', 'popular')",-0.0995076,-0.0744344,0.0250732
17,-0.71729815,-0.6336881,"('nasty', 'nice')",-0.7172982,-0.6336881,0.0836101
18,-0.565844,-0.6536504,"('disagreeable', 'welcoming')",-0.565844,-0.6536504,-0.0878064
19,-1.4673505,-1.353067,"('inhospitable', 'hospitable')",-1.4673505,-1.353067,0.1142835
20,0.21503744,0.21092792,"('rough', 'thoughtful')",0.2150374,0.2109279,-0.0041095
