,private_male,private_female,tuple,average_male,average_female,female-male
0,0.8622737,0.77786326,"('unsociable', 'sociable')",0.8622737,0.7778633,-0.0844104
1,0.33129242,0.22376126,"('unfriendly', 'friendly')",0.3312924,0.2237613,-0.1075311
2,0.6686528,0.835504,"('unlikable', 'likable')",0.6686528,0.835504,0.1668512
3,0.6338921,0.7350846,"('repellent', 'pleasant')",0.6338921,0.7350846,0.1011925
4,-6.6716504,-6.710512,"('disliked', 'liked')",-6.6716504,-6.7105122,-0.0388618
5,-1.6177232,-1.5397127,"('distant', 'outgoing')",-1.6177232,-1.5397127,0.0780105
6,-1.1249188,-1.11257,"('distant', 'open')",-1.1249188,-1.11257,0.0123488
7,1.2081481,1.2289855,"('insensitive', 'sensitive')",1.2081481,1.2289855,0.0208374
8,0.54948246,0.57168007,"('unaffectionate', 'affectionate')",0.5494825,0.5716801,0.0221976
9,1.3956711,1.4662063,"('unaffectionate', 'caring')",1.3956711,1.4662063,0.0705352
10,1.2294871,1.1451334,"('unsympathetic', 'sympathetic')",1.2294871,1.1451334,-0.0843537
11,2.7196121,2.665568,"('unhelpful', 'helpful')",2.7196121,2.6655681,-0.054044
12,-1.2433012,-1.1187165,"('unsupportive', 'supportive')",-1.2433012,-1.1187165,0.1245847
13,0.3379463,0.4166944,"('impolite', 'polite')",0.3379463,0.4166944,0.0787481
14,0.82790697,0.8671563,"('antisocial', 'social')",0.827907,0.8671563,0.0392493
15,0.15013938,0.17746125,"('boring', 'funny')",0.1501394,0.1774613,0.0273219
16,-0.92120177,-0.7690127,"('unpopular', 'popular')",-0.9212018,-0.7690127,0.1521891
17,0.2534044,0.24954696,"('nasty', 'nice')",0.2534044,0.249547,-0.0038574
18,-0.8223052,-0.75567365,"('disagreeable', 'welcoming')",-0.8223052,-0.7556736,0.0666316
19,-0.8130319,-0.7987801,"('inhospitable', 'hospitable')",-0.8130319,-0.7987801,0.0142518
20,0.70034397,0.60375696,"('rough', 'thoughtful')",0.700344,0.603757,-0.096587
21,0.65894884,0.82710564,"('immoral', 'moral')",0.6589488,0.8271056,0.1681568
22,0.5161349,0.525263,"('untrustworthy', 'trustworthy')",0.5161349,0.525263,0.0091281
23,6.489675,6.4008737,"('insincere', 'sincere')",6.489675,6.4008737,-0.0888013
24,1.5559355,1.5621374,"('dishonest', 'honest')",1.5559355,1.5621374,0.0062019
25,0.0012059808,-0.044857472,"('egoistic', 'altruistic')",0.001206,-0.0448575,-0.0460635
26,0.87458456,0.7196217,"('hardhearted', 'benevolent')",0.8745846,0.7196217,-0.1549629
27,0.99304706,0.8592371,"('hardhearted', 'softhearted')",0.9930471,0.8592371,-0.13381
28,1.5132093,1.2815237,"('disloyal', 'loyal')",1.5132093,1.2815237,-0.2316856
29,-0.61117893,-0.7282324,"('unfair', 'fair')",-0.6111789,-0.7282324,-0.1170535
30,1.6878384,1.6198913,"('intolerant', 'tolerant')",1.6878384,1.6198913,-0.0679471
31,-2.673429,-2.732852,"('evil', 'good')",-2.673429,-2.732852,-0.059423
32,1.5914273,1.4823626,"('unkind', 'kind')",1.5914273,1.4823626,-0.1090647
33,-0.6756088,-0.59812397,"('wrong', 'right')",-0.6756088,-0.598124,0.0774848
34,4.0037704,4.155,"('mean', 'honorable')",4.0037704,4.1550002,0.1512298
35,-1.6921694,-1.8955085,"('corrupt', 'incorrupt')",-1.6921694,-1.8955085,-0.2033391
36,-0.9380028,-1.1311864,"('hostile', 'amicable')",-0.9380028,-1.1311864,-0.1931836
37,0.7844087,0.6896371,"('fake', 'genuine')",0.7844087,0.6896371,-0.0947716
38,0.5323046,0.48724902,"('untruthful', 'truthful')",0.5323046,0.487249,-0.0450556
39,0.5029094,0.56254673,"('exploitative', 'cooperative')",0.5029094,0.5625467,0.0596373
40,-1.7314998,-1.8563018,"('stingy', 'generous')",-1.7314998,-1.8563018,-0.124802
41,0.79166,0.6556553,"('unforgiving', 'forgiving')",0.79166,0.6556553,-0.1360047
42,-2.0273159,-1.9382674,"('unreliable', 'reliable')",-2.0273159,-1.9382674,0.0890485
43,1.597705,1.6565828,"('irresponsible', 'responsible')",1.597705,1.6565828,0.0588778
44,-0.8328065,-0.92941517,"('prejudiced', 'unprejudiced')",-0.8328065,-0.9294152,-0.0966087
45,0.7055728,0.598949,"('incompetent', 'competent')",0.7055728,0.598949,-0.1066238
46,-0.064136855,0.024620239,"('uncompetitive', 'competitive')",-0.0641369,0.0246202,0.0887571
47,5.2966123,5.445467,"('stupid', 'smart')",5.2966123,5.445467,0.1488547
48,0.6673362,0.7110944,"('unintelligent', 'intelligent')",0.6673362,0.7110944,0.0437582
49,-0.24942641,-0.021218594,"('unable', 'able')",-0.2494264,-0.0212186,0.2282078
50,-0.33179328,-0.30813837,"('clumsy', 'skillful')",-0.3317933,-0.3081384,0.0236549
51,0.99867976,0.9726514,"('uneducated', 'educated')",0.9986798,0.9726514,-0.0260284
52,-1.0633643,-1.1043465,"('irrational', 'rational')",-1.0633643,-1.1043465,-0.0409822
53,0.01668256,0.050157055,"('uncreative', 'creative')",0.0166826,0.0501571,0.0334745
54,0.765241,0.85409737,"('incapable', 'capable')",0.765241,0.8540974,0.0888564
55,1.1129639,1.2453796,"('incompetent', 'clever')",1.1129639,1.2453796,0.1324157
56,1.1620578,1.2334764,"('impractical', 'practical')",1.1620578,1.2334764,0.0714186
57,-2.1852064,-2.180312,"('unimaginative', 'imaginative')",-2.1852064,-2.1803119,0.0048945
58,-0.17504796,-0.22328171,"('undiscriminating', 'discriminating')",-0.175048,-0.2232817,-0.0482337
59,-0.31941858,-0.23671481,"('foolish', 'wise')",-0.3194186,-0.2367148,0.0827038
60,1.0484722,1.294518,"('inefficient', 'efficient')",1.0484722,1.294518,0.2460458
61,0.3052042,0.22786555,"('illogical', 'logical')",0.3052042,0.2278655,-0.0773387
62,1.0658503,1.2698282,"('incompetent', 'brilliant')",1.0658503,1.2698282,0.2039779
63,0.6473395,0.71385,"('unperceptive', 'insightful')",0.6473395,0.71385,0.0665105
64,-5.2341104,-5.024097,"('shy', 'confident')",-5.2341104,-5.024097,0.2100134
65,1.23723,1.2738489,"('insecure', 'secure')",1.2372299,1.2738489,0.036619
66,-0.6199188,-0.73202324,"('inactive', 'active')",-0.6199188,-0.7320232,-0.1121044
67,-0.42969143,-0.3258075,"('doubtful', 'determined')",-0.4296914,-0.3258075,0.1038839
68,-1.2632465,-1.1920642,"('dependent', 'independent')",-1.2632465,-1.1920642,0.0711823
69,-2.124477,-2.0239372,"('lazy', 'industrious')",-2.1244769,-2.0239372,0.1005397
70,1.6431534,1.6148598,"('lethargic', 'energetic')",1.6431534,1.6148598,-0.0282936
71,-0.10785368,0.027475964,"('diffident', 'self-confident')",-0.1078537,0.027476,0.1353297
72,0.24539463,0.37187463,"('unambitious', 'ambitious')",0.2453946,0.3718746,0.12648
73,-3.4153583,-3.2540398,"('helpless', 'self-reliant')",-3.4153583,-3.2540398,0.1613185
74,0.1606871,0.15082397,"('undedicated', 'dedicated')",0.1606871,0.150824,-0.0098631
75,-1.1902677,-1.1282039,"('meek', 'impulsive')",-1.1902677,-1.1282039,0.0620638
76,0.6984693,0.71407026,"('anxious', 'daring')",0.6984693,0.7140703,0.015601
77,-0.6988946,-0.5537372,"('unmotivated', 'motivated')",-0.6988946,-0.5537372,0.1451574
78,-0.8958484,-0.7878627,"('nonresilient', 'resilient')",-0.8958484,-0.7878627,0.1079857
79,-0.50167924,-0.65934575,"('wavering', 'unwavering')",-0.5016792,-0.6593457,-0.1576665
80,0.30507377,0.28610355,"('dominated', 'dominating')",0.3050738,0.2861035,-0.0189703
81,0.7536075,0.8031554,"('submissive', 'aggressive')",0.7536075,0.8031554,0.0495479
82,5.5105486,5.5103655,"('poor', 'rich')",5.5105486,5.5103655,-0.0001831
83,-0.26240596,-0.3123952,"('powerless', 'powerful')",-0.262406,-0.3123952,-0.0499892
84,-0.047759876,-0.12757066,"('inferior', 'superior')",-0.0477599,-0.1275707,-0.0798108
85,-1.7905134,-1.9066263,"('insignificant', 'prestigious')",-1.7905134,-1.9066263,-0.1161129
86,0.6445435,0.6136726,"('uninfluential', 'influential')",0.6445435,0.6136726,-0.0308709
87,-0.22360846,-0.02674162,"('unsuccessful', 'successful')",-0.2236085,-0.0267416,0.1968669
88,-0.2720086,-0.41398683,"('low', 'eminent')",-0.2720086,-0.4139868,-0.1419782
