,regulator_male,regulator_female,tuple,average_male,average_female,female-male
0,0.9108714,0.8643395,"('unsociable', 'sociable')",0.9108714,0.8643395,-0.0465319
1,0.13429533,-0.027602307,"('unfriendly', 'friendly')",0.1342953,-0.0276023,-0.1618976
2,-0.07312331,-0.021146806,"('unlikable', 'likable')",-0.0731233,-0.0211468,0.0519765
3,1.0638431,1.2447866,"('repellent', 'pleasant')",1.0638431,1.2447866,0.1809435
4,-7.2974176,-7.4199786,"('disliked', 'liked')",-7.2974176,-7.4199786,-0.122561
5,-1.5327822,-1.6142583,"('distant', 'outgoing')",-1.5327822,-1.6142583,-0.0814761
6,-0.9890634,-1.1519058,"('distant', 'open')",-0.9890634,-1.1519058,-0.1628424
7,2.0339239,2.1185052,"('insensitive', 'sensitive')",2.0339239,2.1185052,0.0845813
8,0.4875232,0.29668504,"('unaffectionate', 'affectionate')",0.4875232,0.296685,-0.1908382
9,1.2465374,1.1507481,"('unaffectionate', 'caring')",1.2465374,1.1507481,-0.0957893
10,1.7099655,1.794152,"('unsympathetic', 'sympathetic')",1.7099655,1.794152,0.0841865
11,1.9439201,2.1511493,"('unhelpful', 'helpful')",1.9439201,2.1511493,0.2072292
12,-1.0592968,-1.0358331,"('unsupportive', 'supportive')",-1.0592968,-1.0358331,0.0234637
13,0.20999205,0.39912194,"('impolite', 'polite')",0.2099921,0.3991219,0.1891298
14,1.1439393,1.252257,"('antisocial', 'social')",1.1439393,1.252257,0.1083177
15,0.05222078,-0.097773805,"('boring', 'funny')",0.0522208,-0.0977738,-0.1499946
16,-0.94155645,-0.8560848,"('unpopular', 'popular')",-0.9415565,-0.8560848,0.0854717
17,-0.056364767,-0.063467875,"('nasty', 'nice')",-0.0563648,-0.0634679,-0.0071031
18,-1.0695137,-1.0889679,"('disagreeable', 'welcoming')",-1.0695137,-1.0889679,-0.0194542
19,-1.1263883,-1.1607071,"('inhospitable', 'hospitable')",-1.1263883,-1.1607071,-0.0343188
20,0.47331417,0.45414108,"('rough', 'thoughtful')",0.4733142,0.4541411,-0.0191731
21,0.59912646,0.857921,"('immoral', 'moral')",0.5991265,0.857921,0.2587945
22,0.12318288,0.16421796,"('untrustworthy', 'trustworthy')",0.1231829,0.164218,0.0410351
23,6.2328033,6.4305124,"('insincere', 'sincere')",6.2328033,6.4305124,0.1977091
24,1.121535,1.0798974,"('dishonest', 'honest')",1.1215349,1.0798974,-0.0416375
25,0.12917277,0.036943965,"('egoistic', 'altruistic')",0.1291728,0.036944,-0.0922288
26,1.9145479,1.6571152,"('hardhearted', 'benevolent')",1.9145479,1.6571152,-0.2574327
27,1.2146474,0.9863329,"('hardhearted', 'softhearted')",1.2146474,0.9863329,-0.2283145
28,1.4306314,1.3640515,"('disloyal', 'loyal')",1.4306314,1.3640515,-0.0665799
29,-0.31398618,-0.5213163,"('unfair', 'fair')",-0.3139862,-0.5213163,-0.2073301
30,1.3263919,1.4422904,"('intolerant', 'tolerant')",1.3263919,1.4422904,0.1158985
31,-2.309391,-2.484408,"('evil', 'good')",-2.309391,-2.4844079,-0.1750169
32,1.542635,1.511703,"('unkind', 'kind')",1.542635,1.511703,-0.030932
33,-0.5467469,-0.67482466,"('wrong', 'right')",-0.5467469,-0.6748247,-0.1280778
34,4.35051,4.6060076,"('mean', 'honorable')",4.3505101,4.6060076,0.2554975
35,-1.6616131,-1.9890283,"('corrupt', 'incorrupt')",-1.6616131,-1.9890283,-0.3274152
36,-1.3117415,-1.6058273,"('hostile', 'amicable')",-1.3117415,-1.6058273,-0.2940858
37,0.60898995,0.5481852,"('fake', 'genuine')",0.60899,0.5481852,-0.0608048
38,-0.33910555,-0.19851805,"('untruthful', 'truthful')",-0.3391055,-0.1985181,0.1405874
39,0.24685045,0.27944088,"('exploitative', 'cooperative')",0.2468504,0.2794409,0.0325905
40,-1.5599378,-1.7154473,"('stingy', 'generous')",-1.5599378,-1.7154473,-0.1555095
41,0.39914897,0.24348629,"('unforgiving', 'forgiving')",0.399149,0.2434863,-0.1556627
42,-2.0971885,-2.059478,"('unreliable', 'reliable')",-2.0971885,-2.059478,0.0377105
43,1.5324352,1.6566331,"('irresponsible', 'responsible')",1.5324352,1.6566331,0.1241979
44,-1.7882792,-1.801357,"('prejudiced', 'unprejudiced')",-1.7882792,-1.801357,-0.0130778
45,1.0919352,1.0638949,"('incompetent', 'competent')",1.0919352,1.0638949,-0.0280403
46,0.29962716,0.41876966,"('uncompetitive', 'competitive')",0.2996272,0.4187697,0.1191425
47,5.095839,5.2601805,"('stupid', 'smart')",5.095839,5.2601805,0.1643415
48,0.74036443,0.81828,"('unintelligent', 'intelligent')",0.7403644,0.81828,0.0779156
49,-0.40171343,-0.2529217,"('unable', 'able')",-0.4017134,-0.2529217,0.1487917
50,-1.0716494,-1.0353595,"('clumsy', 'skillful')",-1.0716494,-1.0353595,0.0362899
51,1.1466031,1.2457155,"('uneducated', 'educated')",1.1466031,1.2457155,0.0991124
52,-0.902335,-1.2394046,"('irrational', 'rational')",-0.902335,-1.2394046,-0.3370696
53,-0.21204098,-0.31225374,"('uncreative', 'creative')",-0.212041,-0.3122537,-0.1002127
54,0.6043547,0.6269008,"('incapable', 'capable')",0.6043547,0.6269008,0.0225461
55,1.3874944,1.5995392,"('incompetent', 'clever')",1.3874944,1.5995392,0.2120448
56,1.380909,1.557241,"('impractical', 'practical')",1.380909,1.557241,0.176332
57,-1.5169759,-1.5937461,"('unimaginative', 'imaginative')",-1.5169759,-1.5937461,-0.0767702
58,0.54714245,0.52404016,"('undiscriminating', 'discriminating')",0.5471424,0.5240402,-0.0231022
59,-0.827406,-0.91278154,"('foolish', 'wise')",-0.827406,-0.9127815,-0.0853755
60,1.4113295,1.7530718,"('inefficient', 'efficient')",1.4113295,1.7530718,0.3417423
61,0.5322713,0.3366463,"('illogical', 'logical')",0.5322713,0.3366463,-0.195625
62,1.1381478,1.4053568,"('incompetent', 'brilliant')",1.1381478,1.4053568,0.267209
63,0.6156505,0.7686742,"('unperceptive', 'insightful')",0.6156505,0.7686742,0.1530237
64,-5.609548,-5.5064454,"('shy', 'confident')",-5.6095481,-5.5064454,0.1031027
65,1.0328423,1.2033498,"('insecure', 'secure')",1.0328423,1.2033498,0.1705075
66,0.011304572,-0.15679897,"('inactive', 'active')",0.0113046,-0.156799,-0.1681036
67,-0.4698577,-0.37304395,"('doubtful', 'determined')",-0.4698577,-0.373044,0.0968137
