,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
0,0.15553914,0.19586426,"('unsociable', 'sociable')",0.1555391,0.1958643,0.0403252
1,-0.32241452,-0.5180621,"('unfriendly', 'friendly')",-0.3224145,-0.5180621,-0.1956476
2,0.73701215,0.7441696,"('unlikable', 'likable')",0.7370121,0.7441696,0.0071575
3,-0.5039239,-0.42107534,"('repellent', 'pleasant')",-0.5039239,-0.4210753,0.0828486
4,-2.6301436,-2.732736,"('disliked', 'liked')",-2.6301436,-2.7327361,-0.1025925
5,-1.3792369,-1.5001403,"('distant', 'outgoing')",-1.3792369,-1.5001403,-0.1209034
6,-1.3451145,-1.4444426,"('distant', 'open')",-1.3451145,-1.4444426,-0.0993281
7,0.1751528,0.28438592,"('insensitive', 'sensitive')",0.1751528,0.2843859,0.1092331
8,-0.23764367,-0.41299707,"('unaffectionate', 'affectionate')",-0.2376437,-0.4129971,-0.1753534
9,0.25615147,0.1444249,"('unaffectionate', 'caring')",0.2561515,0.1444249,-0.1117266
10,-0.13056765,0.017620377,"('unsympathetic', 'sympathetic')",-0.1305677,0.0176204,0.1481881
11,0.8327735,0.9208375,"('unhelpful', 'helpful')",0.8327735,0.9208375,0.088064
12,-0.9436899,-0.8931458,"('unsupportive', 'supportive')",-0.9436899,-0.8931458,0.0505441
13,0.045618072,0.1320886,"('impolite', 'polite')",0.0456181,0.1320886,0.0864705
14,0.9140791,0.9544996,"('antisocial', 'social')",0.9140791,0.9544996,0.0404205
15,0.37204534,0.29214993,"('boring', 'funny')",0.3720453,0.2921499,-0.0798954
16,-0.3897249,-0.42190072,"('unpopular', 'popular')",-0.3897249,-0.4219007,-0.0321758
17,-0.85409063,-0.813463,"('nasty', 'nice')",-0.8540906,-0.813463,0.0406276
18,-0.588299,-0.6850523,"('disagreeable', 'welcoming')",-0.588299,-0.6850523,-0.0967533
19,-1.6211818,-1.5755972,"('inhospitable', 'hospitable')",-1.6211818,-1.5755972,0.0455846
20,-0.1003817,-0.05408138,"('rough', 'thoughtful')",-0.1003817,-0.0540814,0.0463003
21,0.28017914,0.42214727,"('immoral', 'moral')",0.2801791,0.4221473,0.1419682
22,-0.5008798,-0.45295507,"('untrustworthy', 'trustworthy')",-0.5008798,-0.4529551,0.0479247
23,2.4033313,2.5014856,"('insincere', 'sincere')",2.4033313,2.5014856,0.0981543
24,0.6322873,0.6099922,"('dishonest', 'honest')",0.6322873,0.6099922,-0.0222951
25,0.06992767,-0.03097763,"('egoistic', 'altruistic')",0.0699277,-0.0309776,-0.1009053
26,0.15833086,0.02868443,"('hardhearted', 'benevolent')",0.1583309,0.0286844,-0.1296465
27,-0.50530267,-0.5719548,"('hardhearted', 'softhearted')",-0.5053027,-0.5719548,-0.0666521
28,0.68467736,0.6056607,"('disloyal', 'loyal')",0.6846774,0.6056607,-0.0790167
29,-0.82704234,-0.9051831,"('unfair', 'fair')",-0.8270423,-0.9051831,-0.0781408
30,0.46849975,0.5070456,"('intolerant', 'tolerant')",0.4684997,0.5070456,0.0385459
31,-2.138963,-2.1339624,"('evil', 'good')",-2.138963,-2.1339624,0.0050006
32,0.34607497,0.2776539,"('unkind', 'kind')",0.346075,0.2776539,-0.0684211
33,-0.022882562,-0.15830246,"('wrong', 'right')",-0.0228826,-0.1583025,-0.1354199
34,0.7838786,1.0295244,"('mean', 'honorable')",0.7838786,1.0295244,0.2456458
35,-0.8879393,-1.0401843,"('corrupt', 'incorrupt')",-0.8879393,-1.0401843,-0.152245
36,-1.7901152,-1.8885359,"('hostile', 'amicable')",-1.7901152,-1.8885359,-0.0984207
37,0.40367585,0.42660874,"('fake', 'genuine')",0.4036759,0.4266087,0.0229328
38,0.103992835,0.091050856,"('untruthful', 'truthful')",0.1039928,0.0910509,-0.0129419
39,0.7613851,0.8431237,"('exploitative', 'cooperative')",0.7613851,0.8431237,0.0817386
40,-1.6254625,-1.6918638,"('stingy', 'generous')",-1.6254625,-1.6918638,-0.0664013
41,0.0867389,0.11836858,"('unforgiving', 'forgiving')",0.0867389,0.1183686,0.0316297
42,-0.7543904,-0.7068882,"('unreliable', 'reliable')",-0.7543904,-0.7068882,0.0475022
43,0.46622822,0.5713597,"('irresponsible', 'responsible')",0.4662282,0.5713597,0.1051315
44,-0.38643944,-0.34756526,"('prejudiced', 'unprejudiced')",-0.3864394,-0.3475653,0.0388741
45,0.07927005,0.25784728,"('incompetent', 'competent')",0.07927,0.2578473,0.1785773
46,0.013911652,0.15607914,"('uncompetitive', 'competitive')",0.0139117,0.1560791,0.1421674
47,1.6316438,1.7810267,"('stupid', 'smart')",1.6316438,1.7810267,0.1493829
48,0.22011966,0.2805949,"('unintelligent', 'intelligent')",0.2201197,0.2805949,0.0604752
49,-0.30024,-0.21266934,"('unable', 'able')",-0.30024,-0.2126693,0.0875707
50,-0.20611413,-0.2704452,"('clumsy', 'skillful')",-0.2061141,-0.2704452,-0.0643311
51,-0.20592904,-0.22758627,"('uneducated', 'educated')",-0.205929,-0.2275863,-0.0216573
52,-0.6149077,-0.87376356,"('irrational', 'rational')",-0.6149077,-0.8737636,-0.2588559
53,-1.0474586,-1.1144607,"('uncreative', 'creative')",-1.0474586,-1.1144607,-0.0670021
54,-0.07884621,-0.1349824,"('incapable', 'capable')",-0.0788462,-0.1349824,-0.0561362
55,0.85184366,1.0380539,"('incompetent', 'clever')",0.8518437,1.0380539,0.1862102
56,0.9343735,1.0403283,"('impractical', 'practical')",0.9343735,1.0403283,0.1059548
57,-1.1477844,-1.130809,"('unimaginative', 'imaginative')",-1.1477844,-1.1308089,0.0169755
58,-0.63549834,-0.6294206,"('undiscriminating', 'discriminating')",-0.6354983,-0.6294206,0.0060777
59,-0.22427464,-0.30778357,"('foolish', 'wise')",-0.2242746,-0.3077836,-0.083509
