,lounge_male,lounge_female,tuple,average_male,average_female,female-male
0,0.53819764,0.61135787,"('unsociable', 'sociable')",0.5381976,0.6113579,0.0731603
1,1.4943645,1.5043626,"('unfriendly', 'friendly')",1.4943645,1.5043626,0.0099981
2,0.29368535,0.43836924,"('unlikable', 'likable')",0.2936853,0.4383692,0.1446839
3,0.5411723,0.55209976,"('repellent', 'pleasant')",0.5411723,0.5520998,0.0109275
4,-7.542526,-7.677671,"('disliked', 'liked')",-7.5425258,-7.677671,-0.1351452
5,-0.54128605,-0.4556289,"('distant', 'outgoing')",-0.5412861,-0.4556289,0.0856572
6,-0.08949004,-0.052430585,"('distant', 'open')",-0.08949,-0.0524306,0.0370594
7,1.425629,1.5028825,"('insensitive', 'sensitive')",1.425629,1.5028825,0.0772535
8,1.1644146,1.0604441,"('unaffectionate', 'affectionate')",1.1644146,1.0604441,-0.1039705
9,1.7342775,1.8282243,"('unaffectionate', 'caring')",1.7342775,1.8282243,0.0939468
10,0.8582683,0.8288241,"('unsympathetic', 'sympathetic')",0.8582683,0.8288241,-0.0294442
11,1.9466956,2.1219437,"('unhelpful', 'helpful')",1.9466956,2.1219437,0.1752481
12,-1.6449953,-1.6036723,"('unsupportive', 'supportive')",-1.6449953,-1.6036723,0.041323
13,0.0748145,0.13550943,"('impolite', 'polite')",0.0748145,0.1355094,0.0606949
14,0.14940596,0.16009241,"('antisocial', 'social')",0.149406,0.1600924,0.0106864
15,0.20788708,0.14427105,"('boring', 'funny')",0.2078871,0.144271,-0.0636161
16,-0.073749594,0.056623697,"('unpopular', 'popular')",-0.0737496,0.0566237,0.1303733
17,-0.28578398,-0.275527,"('nasty', 'nice')",-0.285784,-0.275527,0.010257
18,-0.610816,-0.6015775,"('disagreeable', 'welcoming')",-0.610816,-0.6015775,0.0092385
19,-0.7928343,-0.6848617,"('inhospitable', 'hospitable')",-0.7928343,-0.6848617,0.1079726
20,0.86892813,0.7312055,"('rough', 'thoughtful')",0.8689281,0.7312055,-0.1377226
21,-0.25396806,-0.14240539,"('immoral', 'moral')",-0.2539681,-0.1424054,0.1115627
22,-0.39756882,-0.38582104,"('untrustworthy', 'trustworthy')",-0.3975688,-0.385821,0.0117478
23,6.4698625,6.6377416,"('insincere', 'sincere')",6.4698625,6.6377416,0.1678791
24,1.5166693,1.4444284,"('dishonest', 'honest')",1.5166693,1.4444284,-0.0722409
25,0.5239866,0.5170999,"('egoistic', 'altruistic')",0.5239866,0.5170999,-0.0068867
26,0.91619647,0.88564605,"('hardhearted', 'benevolent')",0.9161965,0.885646,-0.0305505
27,1.3671845,1.1817172,"('hardhearted', 'softhearted')",1.3671845,1.1817172,-0.1854673
28,1.1059207,1.1008062,"('disloyal', 'loyal')",1.1059207,1.1008062,-0.0051145
29,-0.47297335,-0.59888506,"('unfair', 'fair')",-0.4729733,-0.5988851,-0.1259118
30,0.9376085,1.0750943,"('intolerant', 'tolerant')",0.9376085,1.0750943,0.1374858
31,-1.5785074,-1.6497645,"('evil', 'good')",-1.5785074,-1.6497645,-0.0712571
32,1.2522315,1.23095,"('unkind', 'kind')",1.2522315,1.23095,-0.0212815
33,-0.3981598,-0.38372695,"('wrong', 'right')",-0.3981598,-0.383727,0.0144328
34,4.5784373,4.8332443,"('mean', 'honorable')",4.5784373,4.8332443,0.254807
35,-1.1714532,-1.3976499,"('corrupt', 'incorrupt')",-1.1714532,-1.3976499,-0.2261967
36,-1.0203003,-1.1402919,"('hostile', 'amicable')",-1.0203003,-1.1402919,-0.1199916
37,0.84897083,0.7617722,"('fake', 'genuine')",0.8489708,0.7617722,-0.0871986
38,-0.13365331,0.0012881793,"('untruthful', 'truthful')",-0.1336533,0.0012882,0.1349415
39,0.19647439,0.30619448,"('exploitative', 'cooperative')",0.1964744,0.3061945,0.1097201
40,-1.8567863,-2.1187224,"('stingy', 'generous')",-1.8567863,-2.1187224,-0.2619361
41,-0.0057574864,-0.057475455,"('unforgiving', 'forgiving')",-0.0057575,-0.0574755,-0.051718
42,-2.0904686,-2.098356,"('unreliable', 'reliable')",-2.0904686,-2.098356,-0.0078874
43,1.6885393,1.8927009,"('irresponsible', 'responsible')",1.6885393,1.8927009,0.2041616
44,-1.3895035,-1.4679072,"('prejudiced', 'unprejudiced')",-1.3895035,-1.4679072,-0.0784037
45,0.41858253,0.4293254,"('incompetent', 'competent')",0.4185825,0.4293254,0.0107429
46,-0.18485032,-0.10861066,"('uncompetitive', 'competitive')",-0.1848503,-0.1086107,0.0762396
47,5.0264435,5.267777,"('stupid', 'smart')",5.0264435,5.267777,0.2413335
48,0.74743235,0.75446373,"('unintelligent', 'intelligent')",0.7474324,0.7544637,0.0070313
49,-0.13270697,0.045146197,"('unable', 'able')",-0.132707,0.0451462,0.1778532
50,-0.16270301,-0.16644673,"('clumsy', 'skillful')",-0.162703,-0.1664467,-0.0037437
51,0.35837245,0.3410017,"('uneducated', 'educated')",0.3583724,0.3410017,-0.0173707
52,-0.35281134,-0.48051414,"('irrational', 'rational')",-0.3528113,-0.4805141,-0.1277028
53,0.3374346,0.37832516,"('uncreative', 'creative')",0.3374346,0.3783252,0.0408906
54,1.1077731,1.2345362,"('incapable', 'capable')",1.1077731,1.2345362,0.1267631
