,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,0.26389214,-0.009418033,"('unsociable', 'sociable')",0.2638921,-0.009418,-0.2733101
1,1.4122612,1.4114022,"('unfriendly', 'friendly')",1.4122612,1.4114022,-0.000859
2,0.4837703,0.6458684,"('unlikable', 'likable')",0.4837703,0.6458684,0.1620981
3,0.38769436,0.54423165,"('repellent', 'pleasant')",0.3876944,0.5442317,0.1565373
4,-7.1837673,-7.1289067,"('disliked', 'liked')",-7.1837673,-7.1289067,0.0548606
5,-0.5394875,-0.3777324,"('distant', 'outgoing')",-0.5394875,-0.3777324,0.1617551
6,-0.27797914,-0.1336812,"('distant', 'open')",-0.2779791,-0.1336812,0.1442979
7,1.2227468,1.2442263,"('insensitive', 'sensitive')",1.2227468,1.2442263,0.0214795
8,1.0442952,1.1009866,"('unaffectionate', 'affectionate')",1.0442952,1.1009866,0.0566914
9,1.8312101,1.8590481,"('unaffectionate', 'caring')",1.8312101,1.8590481,0.027838
10,1.2818692,1.2865943,"('unsympathetic', 'sympathetic')",1.2818692,1.2865943,0.0047251
11,2.4854703,2.5051386,"('unhelpful', 'helpful')",2.4854703,2.5051386,0.0196683
12,-1.2179894,-1.198674,"('unsupportive', 'supportive')",-1.2179894,-1.198674,0.0193154
13,0.60089743,0.45385474,"('impolite', 'polite')",0.6008974,0.4538547,-0.1470427
14,0.18876737,0.059132546,"('antisocial', 'social')",0.1887674,0.0591325,-0.1296349
15,0.6252272,0.66631037,"('boring', 'funny')",0.6252272,0.6663104,0.0410832
16,-0.86735827,-0.82283175,"('unpopular', 'popular')",-0.8673583,-0.8228317,0.0445266
17,-0.06502988,-0.018554606,"('nasty', 'nice')",-0.0650299,-0.0185546,0.0464753
18,-0.34134772,-0.27938402,"('disagreeable', 'welcoming')",-0.3413477,-0.279384,0.0619637
19,-0.5007482,-0.3647141,"('inhospitable', 'hospitable')",-0.5007482,-0.3647141,0.1360341
20,0.83918595,0.6970409,"('rough', 'thoughtful')",0.839186,0.6970409,-0.1421451
21,0.2145435,0.26396212,"('immoral', 'moral')",0.2145435,0.2639621,0.0494186
22,-0.0046347342,-0.072427005,"('untrustworthy', 'trustworthy')",-0.0046347,-0.072427,-0.0677923
23,6.880674,6.925538,"('insincere', 'sincere')",6.8806739,6.9255381,0.0448642
24,2.0724661,2.1146135,"('dishonest', 'honest')",2.0724661,2.1146135,0.0421474
25,0.6782642,0.55338407,"('egoistic', 'altruistic')",0.6782642,0.5533841,-0.1248801
26,0.3094983,0.2112579,"('hardhearted', 'benevolent')",0.3094983,0.2112579,-0.0982404
27,1.4438725,1.441656,"('hardhearted', 'softhearted')",1.4438725,1.441656,-0.0022165
28,1.4188106,1.4057447,"('disloyal', 'loyal')",1.4188106,1.4057447,-0.0130659
29,-0.40885353,-0.3855423,"('unfair', 'fair')",-0.4088535,-0.3855423,0.0233112
30,1.5339522,1.3832853,"('intolerant', 'tolerant')",1.5339522,1.3832853,-0.1506669
31,-1.9737446,-1.7860093,"('evil', 'good')",-1.9737446,-1.7860093,0.1877353
32,1.3850589,1.2635325,"('unkind', 'kind')",1.3850589,1.2635325,-0.1215264
33,-0.30129665,-0.33672795,"('wrong', 'right')",-0.3012967,-0.3367279,-0.0354312
34,4.508629,4.738429,"('mean', 'honorable')",4.5086288,4.7384291,0.2298003
35,-1.0354079,-1.0369197,"('corrupt', 'incorrupt')",-1.0354079,-1.0369197,-0.0015118
36,-0.60181296,-0.63404167,"('hostile', 'amicable')",-0.601813,-0.6340417,-0.0322287
37,0.9698141,0.905856,"('fake', 'genuine')",0.9698141,0.905856,-0.0639581
38,0.39066923,0.3290496,"('untruthful', 'truthful')",0.3906692,0.3290496,-0.0616196
39,0.09897934,0.011200059,"('exploitative', 'cooperative')",0.0989793,0.0112001,-0.0877792
40,-1.2294354,-1.1990533,"('stingy', 'generous')",-1.2294354,-1.1990533,0.0303821
41,0.3333617,0.18186668,"('unforgiving', 'forgiving')",0.3333617,0.1818667,-0.151495
42,-1.5539855,-1.4784428,"('unreliable', 'reliable')",-1.5539855,-1.4784428,0.0755427
43,1.5805545,1.4856222,"('irresponsible', 'responsible')",1.5805545,1.4856222,-0.0949323
44,-0.90531147,-1.1033049,"('prejudiced', 'unprejudiced')",-0.9053115,-1.1033049,-0.1979934
45,0.3960371,0.35887837,"('incompetent', 'competent')",0.3960371,0.3588784,-0.0371587
46,-0.32025883,-0.42087132,"('uncompetitive', 'competitive')",-0.3202588,-0.4208713,-0.1006125
47,5.374041,5.53559,"('stupid', 'smart')",5.3740411,5.5355902,0.1615491
48,0.96112317,0.89405,"('unintelligent', 'intelligent')",0.9611232,0.89405,-0.0670732
49,0.11255231,0.22233345,"('unable', 'able')",0.1125523,0.2223334,0.1097811
50,0.03682407,0.19061396,"('clumsy', 'skillful')",0.0368241,0.190614,0.1537899
51,0.8153767,0.8122473,"('uneducated', 'educated')",0.8153767,0.8122473,-0.0031294
52,-0.5973128,-0.544492,"('irrational', 'rational')",-0.5973128,-0.544492,0.0528208
53,0.27883708,0.30412093,"('uncreative', 'creative')",0.2788371,0.3041209,0.0252838
54,1.1207047,1.2555754,"('incapable', 'capable')",1.1207047,1.2555754,0.1348707
55,1.1772686,1.1226574,"('incompetent', 'clever')",1.1772686,1.1226574,-0.0546112
56,1.2501272,1.2180244,"('impractical', 'practical')",1.2501272,1.2180244,-0.0321028
57,-2.4582937,-2.372614,"('unimaginative', 'imaginative')",-2.4582937,-2.3726139,0.0856798
58,-0.38233405,-0.4167178,"('undiscriminating', 'discriminating')",-0.3823341,-0.4167178,-0.0343837
59,-0.12830722,0.09427902,"('foolish', 'wise')",-0.1283072,0.094279,0.2225862
60,1.0310198,0.9352382,"('inefficient', 'efficient')",1.0310198,0.9352382,-0.0957816
61,0.41191855,0.28738165,"('illogical', 'logical')",0.4119186,0.2873816,-0.124537
62,1.3818102,1.501309,"('incompetent', 'brilliant')",1.3818102,1.501309,0.1194988
63,0.727165,0.76061213,"('unperceptive', 'insightful')",0.727165,0.7606121,0.0334471
64,-5.420411,-5.4047785,"('shy', 'confident')",-5.4204111,-5.4047785,0.0156326
65,1.1749701,1.1833137,"('insecure', 'secure')",1.1749701,1.1833137,0.0083436
66,-0.09067875,-0.07827917,"('inactive', 'active')",-0.0906788,-0.0782792,0.0123996
67,-0.6060916,-0.628528,"('doubtful', 'determined')",-0.6060916,-0.628528,-0.0224364
68,-0.6991436,-0.5818231,"('dependent', 'independent')",-0.6991436,-0.5818231,0.1173205
69,-1.4764771,-1.4313067,"('lazy', 'industrious')",-1.4764771,-1.4313067,0.0451704
70,1.5390545,1.528812,"('lethargic', 'energetic')",1.5390545,1.5288121,-0.0102424
71,0.32415342,0.44267714,"('diffident', 'self-confident')",0.3241534,0.4426771,0.1185237
72,0.4628764,0.57064974,"('unambitious', 'ambitious')",0.4628764,0.5706497,0.1077733
