,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,-0.12764831,-0.20104724,"('unsociable', 'sociable')",-0.1276483,-0.2010472,-0.0733989
1,1.1713705,0.90780956,"('unfriendly', 'friendly')",1.1713705,0.9078096,-0.2635609
2,0.4675688,0.4568918,"('unlikable', 'likable')",0.4675688,0.4568918,-0.010677
3,0.24735422,0.41064653,"('repellent', 'pleasant')",0.2473542,0.4106465,0.1632923
4,-6.313347,-6.6013055,"('disliked', 'liked')",-6.3133469,-6.6013055,-0.2879586
5,-0.26996678,-0.36105993,"('distant', 'outgoing')",-0.2699668,-0.3610599,-0.0910931
6,0.05228679,-0.03415999,"('distant', 'open')",0.0522868,-0.03416,-0.0864468
7,0.84964085,0.888224,"('insensitive', 'sensitive')",0.8496408,0.888224,0.0385832
8,0.7720899,0.6368247,"('unaffectionate', 'affectionate')",0.7720899,0.6368247,-0.1352652
9,1.4180866,1.3918504,"('unaffectionate', 'caring')",1.4180866,1.3918504,-0.0262362
10,0.22318998,0.3781877,"('unsympathetic', 'sympathetic')",0.22319,0.3781877,0.1549977
11,2.424408,2.478685,"('unhelpful', 'helpful')",2.424408,2.4786849,0.0542769
12,-0.9029708,-0.9953407,"('unsupportive', 'supportive')",-0.9029708,-0.9953407,-0.0923699
13,-0.47271383,-0.439988,"('impolite', 'polite')",-0.4727138,-0.439988,0.0327258
14,0.3261699,0.4139768,"('antisocial', 'social')",0.3261699,0.4139768,0.0878069
15,0.037913136,-0.06717491,"('boring', 'funny')",0.0379131,-0.0671749,-0.105088
16,0.49661568,0.3890608,"('unpopular', 'popular')",0.4966157,0.3890608,-0.1075549
17,-0.19727494,-0.13388693,"('nasty', 'nice')",-0.1972749,-0.1338869,0.063388
18,-0.8464176,-0.9381967,"('disagreeable', 'welcoming')",-0.8464176,-0.9381967,-0.0917791
19,-0.50469446,-0.5245455,"('inhospitable', 'hospitable')",-0.5046945,-0.5245455,-0.019851
20,0.52391946,0.46252954,"('rough', 'thoughtful')",0.5239195,0.4625295,-0.06139
21,-0.33008212,-0.19240864,"('immoral', 'moral')",-0.3300821,-0.1924086,0.1376735
22,-0.9428653,-0.88035405,"('untrustworthy', 'trustworthy')",-0.9428653,-0.880354,0.0625113
23,6.194153,6.254564,"('insincere', 'sincere')",6.1941528,6.2545638,0.060411
24,1.0950134,1.1198658,"('dishonest', 'honest')",1.0950134,1.1198658,0.0248524
25,0.7830716,0.61579245,"('egoistic', 'altruistic')",0.7830716,0.6157925,-0.1672791
26,1.4983472,1.3255992,"('hardhearted', 'benevolent')",1.4983472,1.3255992,-0.172748
27,0.77475303,0.7229782,"('hardhearted', 'softhearted')",0.774753,0.7229782,-0.0517748
28,1.1517944,1.1047503,"('disloyal', 'loyal')",1.1517944,1.1047503,-0.0470441
29,-0.8052163,-0.8835073,"('unfair', 'fair')",-0.8052163,-0.8835073,-0.078291
30,1.2060182,1.2359732,"('intolerant', 'tolerant')",1.2060182,1.2359732,0.029955
31,-1.3165461,-1.437696,"('evil', 'good')",-1.3165461,-1.437696,-0.1211499
32,1.0479809,0.9681005,"('unkind', 'kind')",1.0479809,0.9681005,-0.0798804
33,0.23104784,0.069907166,"('wrong', 'right')",0.2310478,0.0699072,-0.1611406
34,4.992881,5.1688237,"('mean', 'honorable')",4.9928808,5.1688237,0.1759429
35,-0.80525076,-1.0410489,"('corrupt', 'incorrupt')",-0.8052508,-1.0410489,-0.2357981
36,-0.2572869,-0.56779015,"('hostile', 'amicable')",-0.2572869,-0.5677902,-0.3105033
37,0.6137109,0.57829183,"('fake', 'genuine')",0.6137109,0.5782918,-0.0354191
38,0.8386469,0.7680409,"('untruthful', 'truthful')",0.8386469,0.7680409,-0.070606
39,0.05855004,0.14440222,"('exploitative', 'cooperative')",0.05855,0.1444022,0.0858522
40,-1.994501,-2.1534836,"('stingy', 'generous')",-1.994501,-2.1534836,-0.1589826
41,-0.05857271,-0.14611995,"('unforgiving', 'forgiving')",-0.0585727,-0.14612,-0.0875473
42,-2.7266781,-2.614371,"('unreliable', 'reliable')",-2.7266781,-2.6143711,0.112307
43,0.9020152,1.0269225,"('irresponsible', 'responsible')",0.9020152,1.0269225,0.1249073
44,-1.1643001,-1.1127053,"('prejudiced', 'unprejudiced')",-1.1643001,-1.1127053,0.0515948
45,0.324632,0.33979234,"('incompetent', 'competent')",0.324632,0.3397923,0.0151603
46,-0.89629257,-0.86468303,"('uncompetitive', 'competitive')",-0.8962926,-0.864683,0.0316096
47,5.4082227,5.6023755,"('stupid', 'smart')",5.4082227,5.6023755,0.1941528
48,-0.0013932139,-0.00027437508,"('unintelligent', 'intelligent')",-0.0013932,-0.0002744,0.0011188
49,-0.47932234,-0.31135365,"('unable', 'able')",-0.4793223,-0.3113537,0.1679686
