,bend_male,bend_female,tuple,average_male,average_female,female-male
0,1.0762376,0.93739444,"('unsociable', 'sociable')",1.0762376,0.9373944,-0.1388432
1,0.8909395,0.84233606,"('unfriendly', 'friendly')",0.8909395,0.8423361,-0.0486034
2,-0.0039808545,0.014999129,"('unlikable', 'likable')",-0.0039809,0.0149991,0.01898
3,0.97857,1.0484729,"('repellent', 'pleasant')",0.97857,1.0484729,0.0699029
4,-7.0108347,-7.3286843,"('disliked', 'liked')",-7.0108347,-7.3286843,-0.3178496
5,-1.0667561,-1.0628914,"('distant', 'outgoing')",-1.0667561,-1.0628914,0.0038647
6,-0.35229063,-0.448172,"('distant', 'open')",-0.3522906,-0.448172,-0.0958814
7,2.1453495,2.0914955,"('insensitive', 'sensitive')",2.1453495,2.0914955,-0.053854
8,0.886556,0.8613124,"('unaffectionate', 'affectionate')",0.886556,0.8613124,-0.0252436
9,1.4900268,1.5302874,"('unaffectionate', 'caring')",1.4900268,1.5302874,0.0402606
10,1.8408508,1.8575416,"('unsympathetic', 'sympathetic')",1.8408508,1.8575416,0.0166908
11,2.0172222,2.1760786,"('unhelpful', 'helpful')",2.0172222,2.1760786,0.1588564
12,-1.0962505,-1.150463,"('unsupportive', 'supportive')",-1.0962505,-1.150463,-0.0542125
13,0.12779905,0.28881043,"('impolite', 'polite')",0.127799,0.2888104,0.1610114
14,0.9781333,0.97384876,"('antisocial', 'social')",0.9781333,0.9738488,-0.0042845
15,0.8618057,0.7697789,"('boring', 'funny')",0.8618057,0.7697789,-0.0920268
16,-1.0160838,-1.0812894,"('unpopular', 'popular')",-1.0160838,-1.0812894,-0.0652056
17,-0.23828655,-0.18723717,"('nasty', 'nice')",-0.2382866,-0.1872372,0.0510494
18,-0.9554931,-0.90596956,"('disagreeable', 'welcoming')",-0.9554931,-0.9059696,0.0495235
19,-0.96366304,-0.88922346,"('inhospitable', 'hospitable')",-0.963663,-0.8892235,0.0744395
20,0.77927977,0.6925919,"('rough', 'thoughtful')",0.7792798,0.6925919,-0.0866879
21,0.33235663,0.47760928,"('immoral', 'moral')",0.3323566,0.4776093,0.1452527
22,-0.15823814,-0.26771617,"('untrustworthy', 'trustworthy')",-0.1582381,-0.2677162,-0.1094781
23,6.1873007,6.4709682,"('insincere', 'sincere')",6.1873007,6.4709682,0.2836675
24,1.7253157,1.685864,"('dishonest', 'honest')",1.7253157,1.685864,-0.0394517
25,0.42309856,0.41138753,"('egoistic', 'altruistic')",0.4230986,0.4113875,-0.0117111
26,1.6814264,1.4823408,"('hardhearted', 'benevolent')",1.6814264,1.4823408,-0.1990856
27,1.810028,1.639006,"('hardhearted', 'softhearted')",1.810028,1.639006,-0.171022
28,1.3036178,1.1584227,"('disloyal', 'loyal')",1.3036178,1.1584227,-0.1451951
29,-0.15563461,-0.3139857,"('unfair', 'fair')",-0.1556346,-0.3139857,-0.1583511
30,1.4134461,1.4953283,"('intolerant', 'tolerant')",1.4134461,1.4953283,0.0818822
31,-2.0803554,-2.19842,"('evil', 'good')",-2.0803554,-2.19842,-0.1180646
32,1.4591672,1.3609163,"('unkind', 'kind')",1.4591672,1.3609163,-0.0982509
33,-0.4194519,-0.5748129,"('wrong', 'right')",-0.4194519,-0.5748129,-0.155361
34,4.0780644,4.4752393,"('mean', 'honorable')",4.0780644,4.4752393,0.3971749
35,-1.1373664,-1.5120823,"('corrupt', 'incorrupt')",-1.1373664,-1.5120823,-0.3747159
36,-1.5337106,-1.6612602,"('hostile', 'amicable')",-1.5337106,-1.6612602,-0.1275496
37,1.1863203,1.1233659,"('fake', 'genuine')",1.1863203,1.1233659,-0.0629544
38,-0.46567348,-0.37310368,"('untruthful', 'truthful')",-0.4656735,-0.3731037,0.0925698
39,0.45029294,0.55785805,"('exploitative', 'cooperative')",0.4502929,0.557858,0.1075651
40,-0.9035896,-1.1524503,"('stingy', 'generous')",-0.9035896,-1.1524503,-0.2488607
41,0.6319884,0.48284242,"('unforgiving', 'forgiving')",0.6319884,0.4828424,-0.149146
42,-1.7004128,-1.8829181,"('unreliable', 'reliable')",-1.7004128,-1.8829181,-0.1825053
43,1.3582569,1.4353869,"('irresponsible', 'responsible')",1.3582569,1.4353869,0.07713
44,-1.7459382,-1.7675177,"('prejudiced', 'unprejudiced')",-1.7459382,-1.7675177,-0.0215795
45,1.0540019,0.7658223,"('incompetent', 'competent')",1.0540019,0.7658223,-0.2881796
46,0.1984106,0.12660834,"('uncompetitive', 'competitive')",0.1984106,0.1266083,-0.0718023
47,4.6301146,4.823833,"('stupid', 'smart')",4.6301146,4.823833,0.1937184
48,0.8525157,0.87357545,"('unintelligent', 'intelligent')",0.8525157,0.8735754,0.0210597
49,-0.3490932,-0.21048471,"('unable', 'able')",-0.3490932,-0.2104847,0.1386085
50,-0.8489998,-0.8772775,"('clumsy', 'skillful')",-0.8489998,-0.8772775,-0.0282777
51,1.1072173,1.113473,"('uneducated', 'educated')",1.1072173,1.1134731,0.0062558
52,-0.85978216,-1.0995612,"('irrational', 'rational')",-0.8597822,-1.0995612,-0.239779
53,-0.0877534,-0.21271802,"('uncreative', 'creative')",-0.0877534,-0.212718,-0.1249646
54,0.8364655,0.94444144,"('incapable', 'capable')",0.8364655,0.9444414,0.1079759
55,1.6818678,1.6518583,"('incompetent', 'clever')",1.6818678,1.6518583,-0.0300095
56,1.1533303,1.1031897,"('impractical', 'practical')",1.1533303,1.1031897,-0.0501406
57,-1.307486,-1.6181322,"('unimaginative', 'imaginative')",-1.3074861,-1.6181322,-0.3106461
58,0.5901377,0.5422476,"('undiscriminating', 'discriminating')",0.5901377,0.5422476,-0.0478901
59,-0.5696489,-0.5978175,"('foolish', 'wise')",-0.5696489,-0.5978175,-0.0281686
60,0.9207337,1.1408634,"('inefficient', 'efficient')",0.9207337,1.1408634,0.2201297
61,0.4077258,0.20886686,"('illogical', 'logical')",0.4077258,0.2088669,-0.1988589
62,1.0714941,1.1179821,"('incompetent', 'brilliant')",1.0714941,1.1179821,0.046488
63,0.65645933,0.70930266,"('unperceptive', 'insightful')",0.6564593,0.7093027,0.0528434
64,-5.8102484,-5.908839,"('shy', 'confident')",-5.8102484,-5.9088392,-0.0985908
65,0.5951667,0.75893325,"('insecure', 'secure')",0.5951667,0.7589332,0.1637665
66,0.018653143,-0.14922337,"('inactive', 'active')",0.0186531,-0.1492234,-0.1678765
67,-0.4352171,-0.35078153,"('doubtful', 'determined')",-0.4352171,-0.3507815,0.0844356
68,-1.1687635,-1.0852801,"('dependent', 'independent')",-1.1687635,-1.0852801,0.0834834
69,-2.1526437,-2.2519686,"('lazy', 'industrious')",-2.1526437,-2.2519686,-0.0993249
70,2.2534456,2.1286721,"('lethargic', 'energetic')",2.2534456,2.1286721,-0.1247735
71,0.05291365,0.022822378,"('diffident', 'self-confident')",0.0529137,0.0228224,-0.0300913
72,0.9168369,0.9857401,"('unambitious', 'ambitious')",0.9168369,0.9857401,0.0689032
73,-3.0961404,-3.1132708,"('helpless', 'self-reliant')",-3.0961404,-3.1132708,-0.0171304
74,0.7187341,0.44205168,"('undedicated', 'dedicated')",0.7187341,0.4420517,-0.2766824
75,-1.3038188,-1.393509,"('meek', 'impulsive')",-1.3038188,-1.393509,-0.0896902
76,0.9858683,1.0675818,"('anxious', 'daring')",0.9858683,1.0675818,0.0817135
77,-1.3908728,-1.2701356,"('unmotivated', 'motivated')",-1.3908728,-1.2701356,0.1207372
78,-0.8203647,-0.90412074,"('nonresilient', 'resilient')",-0.8203647,-0.9041207,-0.083756
79,-0.9784274,-1.053088,"('wavering', 'unwavering')",-0.9784274,-1.0530879,-0.0746605
80,0.739802,0.6249674,"('dominated', 'dominating')",0.739802,0.6249674,-0.1148346
81,0.69660926,0.7602514,"('submissive', 'aggressive')",0.6966093,0.7602514,0.0636421
82,5.9249935,6.016723,"('poor', 'rich')",5.9249935,6.0167232,0.0917297
83,-0.35504436,-0.34204227,"('powerless', 'powerful')",-0.3550444,-0.3420423,0.0130021
84,0.28902668,0.3309555,"('inferior', 'superior')",0.2890267,0.3309555,0.0419288
85,-2.02596,-2.0371368,"('insignificant', 'prestigious')",-2.02596,-2.0371368,-0.0111768
86,1.567244,1.3600185,"('uninfluential', 'influential')",1.5672441,1.3600185,-0.2072256
87,0.33787033,0.22912246,"('unsuccessful', 'successful')",0.3378703,0.2291225,-0.1087478
88,0.19782725,0.14672354,"('low', 'eminent')",0.1978272,0.1467235,-0.0511037
