,logic_male,logic_female,tuple,average_male,average_female,female-male
0,-0.11432952,-0.06963493,"('unsociable', 'sociable')",-0.1143295,-0.0696349,0.0446946
1,1.4016212,1.0827641,"('unfriendly', 'friendly')",1.4016212,1.0827641,-0.3188571
2,0.1866908,0.0005200822,"('unlikable', 'likable')",0.1866908,0.0005201,-0.1861707
3,0.06051171,0.3181639,"('repellent', 'pleasant')",0.0605117,0.3181639,0.2576522
4,-7.8150177,-7.980814,"('disliked', 'liked')",-7.8150177,-7.980814,-0.1657963
5,-0.3224111,-0.59816986,"('distant', 'outgoing')",-0.3224111,-0.5981699,-0.2757588
6,0.15520701,-0.158876,"('distant', 'open')",0.155207,-0.158876,-0.314083
7,0.4339579,0.67733055,"('insensitive', 'sensitive')",0.4339579,0.6773306,0.2433727
8,1.4460452,1.192102,"('unaffectionate', 'affectionate')",1.4460452,1.192102,-0.2539432
9,1.884578,1.768352,"('unaffectionate', 'caring')",1.884578,1.768352,-0.116226
10,0.45946026,0.7005502,"('unsympathetic', 'sympathetic')",0.4594603,0.7005502,0.2410899
11,2.0401487,2.0876026,"('unhelpful', 'helpful')",2.0401487,2.0876026,0.0474539
12,-1.7928894,-1.8114218,"('unsupportive', 'supportive')",-1.7928894,-1.8114218,-0.0185324
13,-0.31584316,-0.27007923,"('impolite', 'polite')",-0.3158432,-0.2700792,0.045764
14,-0.028740853,0.104131356,"('antisocial', 'social')",-0.0287409,0.1041314,0.1328723
15,0.060815632,-0.15693073,"('boring', 'funny')",0.0608156,-0.1569307,-0.2177463
16,-0.47142518,-0.49510026,"('unpopular', 'popular')",-0.4714252,-0.4951003,-0.0236751
17,-0.47882524,-0.5397825,"('nasty', 'nice')",-0.4788252,-0.5397825,-0.0609573
18,-0.5779334,-0.6946076,"('disagreeable', 'welcoming')",-0.5779334,-0.6946076,-0.1166742
19,-0.35932457,-0.54358,"('inhospitable', 'hospitable')",-0.3593246,-0.54358,-0.1842554
20,1.0551168,1.0333828,"('rough', 'thoughtful')",1.0551168,1.0333828,-0.021734
21,-0.33587414,-0.19158904,"('immoral', 'moral')",-0.3358741,-0.191589,0.1442851
22,-0.7846357,-0.8039547,"('untrustworthy', 'trustworthy')",-0.7846357,-0.8039547,-0.019319
23,6.586885,6.680752,"('insincere', 'sincere')",6.586885,6.6807518,0.0938668
24,1.4836335,1.3550907,"('dishonest', 'honest')",1.4836335,1.3550907,-0.1285428
25,0.5454299,0.4280985,"('egoistic', 'altruistic')",0.5454299,0.4280985,-0.1173314
26,1.1719104,1.0113981,"('hardhearted', 'benevolent')",1.1719104,1.0113981,-0.1605123
27,1.3811536,1.2300423,"('hardhearted', 'softhearted')",1.3811536,1.2300423,-0.1511113
28,1.3363527,1.2593286,"('disloyal', 'loyal')",1.3363527,1.2593286,-0.0770241
29,-0.566173,-0.7160372,"('unfair', 'fair')",-0.566173,-0.7160372,-0.1498642
30,1.0711173,1.0768962,"('intolerant', 'tolerant')",1.0711173,1.0768962,0.0057789
31,-1.4801522,-1.7533536,"('evil', 'good')",-1.4801522,-1.7533536,-0.2732014
32,1.018938,1.0162591,"('unkind', 'kind')",1.0189379,1.0162591,-0.0026788
33,0.18028095,-0.107206374,"('wrong', 'right')",0.180281,-0.1072064,-0.2874874
34,4.7464733,4.883643,"('mean', 'honorable')",4.7464733,4.8836432,0.1371699
35,-0.41169456,-0.8100649,"('corrupt', 'incorrupt')",-0.4116946,-0.8100649,-0.3983703
36,-0.12758219,-0.5304418,"('hostile', 'amicable')",-0.1275822,-0.5304418,-0.4028596
37,0.6367634,0.6143263,"('fake', 'genuine')",0.6367634,0.6143263,-0.0224371
38,0.2226187,0.043237463,"('untruthful', 'truthful')",0.2226187,0.0432375,-0.1793812
39,0.8193049,0.7376254,"('exploitative', 'cooperative')",0.8193049,0.7376254,-0.0816795
40,-1.9588857,-2.0860758,"('stingy', 'generous')",-1.9588857,-2.0860758,-0.1271901
41,0.11911497,-0.07100563,"('unforgiving', 'forgiving')",0.119115,-0.0710056,-0.1901206
