,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.20285448,0.40790832,"('unsociable', 'sociable')",0.2028545,0.4079083,0.2050538
1,2.6258593,2.5212893,"('unfriendly', 'friendly')",2.6258593,2.5212893,-0.10457
2,0.71200883,0.7642787,"('unlikable', 'likable')",0.7120088,0.7642787,0.0522699
3,-0.18747798,0.06751184,"('repellent', 'pleasant')",-0.187478,0.0675118,0.2549898
4,-5.9194174,-5.976768,"('disliked', 'liked')",-5.9194174,-5.976768,-0.0573506
5,0.41391203,0.076458,"('distant', 'outgoing')",0.413912,0.076458,-0.337454
6,1.3637412,1.0192522,"('distant', 'open')",1.3637412,1.0192522,-0.344489
7,0.7078306,0.9870963,"('insensitive', 'sensitive')",0.7078306,0.9870963,0.2792657
8,2.6421833,2.2729702,"('unaffectionate', 'affectionate')",2.6421833,2.2729702,-0.3692131
9,2.7445087,2.492864,"('unaffectionate', 'caring')",2.7445087,2.4928639,-0.2516448
10,-0.33490485,-0.017327666,"('unsympathetic', 'sympathetic')",-0.3349048,-0.0173277,0.3175771
11,1.2814667,1.4590089,"('unhelpful', 'helpful')",1.2814667,1.4590089,0.1775422
12,-1.2527803,-1.2158034,"('unsupportive', 'supportive')",-1.2527803,-1.2158034,0.0369769
13,-1.0030591,-0.80507946,"('impolite', 'polite')",-1.0030591,-0.8050795,0.1979796
14,-0.37647483,-0.13426352,"('antisocial', 'social')",-0.3764748,-0.1342635,0.2422113
15,1.2135744,0.9485496,"('boring', 'funny')",1.2135744,0.9485496,-0.2650248
16,0.20088942,0.17746858,"('unpopular', 'popular')",0.2008894,0.1774686,-0.0234208
17,-0.28659156,-0.30043405,"('nasty', 'nice')",-0.2865916,-0.3004341,-0.0138425
18,-0.64078766,-0.64511275,"('disagreeable', 'welcoming')",-0.6407877,-0.6451128,-0.0043251
19,-0.20840271,-0.2381086,"('inhospitable', 'hospitable')",-0.2084027,-0.2381086,-0.0297059
20,0.015051909,0.24336615,"('rough', 'thoughtful')",0.0150519,0.2433662,0.2283143
21,-1.3087541,-0.8862621,"('immoral', 'moral')",-1.3087541,-0.8862621,0.422492
22,-0.854055,-0.6377456,"('untrustworthy', 'trustworthy')",-0.854055,-0.6377456,0.2163094
23,5.479803,5.773493,"('insincere', 'sincere')",5.4798031,5.7734928,0.2936897
24,1.2072858,1.193533,"('dishonest', 'honest')",1.2072858,1.1935329,-0.0137529
25,1.6649023,1.4607859,"('egoistic', 'altruistic')",1.6649023,1.4607859,-0.2041164
26,2.118647,2.0303547,"('hardhearted', 'benevolent')",2.1186471,2.0303547,-0.0882924
