,orient_male,orient_female,tuple,average_male,average_female,female-male
0,-0.45875484,-0.6435684,"('unsociable', 'sociable')",-0.4587548,-0.6435684,-0.1848136
1,1.8408114,1.9091012,"('unfriendly', 'friendly')",1.8408114,1.9091012,0.0682898
2,0.20327193,0.36525238,"('unlikable', 'likable')",0.2032719,0.3652524,0.1619805
3,0.29444984,0.3363531,"('repellent', 'pleasant')",0.2944498,0.3363531,0.0419033
4,-7.3427987,-7.496039,"('disliked', 'liked')",-7.3427987,-7.4960389,-0.1532402
5,0.21357627,0.33185762,"('distant', 'outgoing')",0.2135763,0.3318576,0.1182813
6,0.51406837,0.65144837,"('distant', 'open')",0.5140684,0.6514484,0.13738
7,0.3497686,0.30839905,"('insensitive', 'sensitive')",0.3497686,0.3083991,-0.0413695
8,1.6400415,1.7328893,"('unaffectionate', 'affectionate')",1.6400415,1.7328893,0.0928478
9,1.9382937,2.077616,"('unaffectionate', 'caring')",1.9382937,2.077616,0.1393223
10,0.40122095,0.41383302,"('unsympathetic', 'sympathetic')",0.4012209,0.413833,0.0126121
11,1.8142154,1.8425167,"('unhelpful', 'helpful')",1.8142154,1.8425167,0.0283013
12,-1.9237912,-1.9507666,"('unsupportive', 'supportive')",-1.9237912,-1.9507666,-0.0269754
13,-0.3094503,-0.3029787,"('impolite', 'polite')",-0.3094503,-0.3029787,0.0064716
14,-0.58486074,-0.8248261,"('antisocial', 'social')",-0.5848607,-0.8248261,-0.2399654
15,0.4710693,0.43896478,"('boring', 'funny')",0.4710693,0.4389648,-0.0321045
16,0.13662466,0.15009943,"('unpopular', 'popular')",0.1366247,0.1500994,0.0134747
17,0.0560318,0.08271509,"('nasty', 'nice')",0.0560318,0.0827151,0.0266833
18,-0.3395095,-0.4609973,"('disagreeable', 'welcoming')",-0.3395095,-0.4609973,-0.1214878
19,-0.19508386,-0.10550627,"('inhospitable', 'hospitable')",-0.1950839,-0.1055063,0.0895776
20,0.8863345,0.7526565,"('rough', 'thoughtful')",0.8863345,0.7526565,-0.133678
21,-0.48041728,-0.46479502,"('immoral', 'moral')",-0.4804173,-0.464795,0.0156223
22,-0.9798915,-1.0048685,"('untrustworthy', 'trustworthy')",-0.9798915,-1.0048685,-0.024977
23,6.6997657,6.7031655,"('insincere', 'sincere')",6.6997657,6.7031655,0.0033998
24,1.3664165,1.3369638,"('dishonest', 'honest')",1.3664165,1.3369638,-0.0294527
25,0.98083436,0.9530666,"('egoistic', 'altruistic')",0.9808344,0.9530666,-0.0277678
26,1.1637231,0.9834547,"('hardhearted', 'benevolent')",1.1637231,0.9834547,-0.1802684
27,1.7158492,1.607564,"('hardhearted', 'softhearted')",1.7158492,1.607564,-0.1082852
28,0.91099346,0.9002018,"('disloyal', 'loyal')",0.9109935,0.9002018,-0.0107917
29,-0.60706836,-0.67693174,"('unfair', 'fair')",-0.6070684,-0.6769317,-0.0698633
30,0.8193196,0.6979506,"('intolerant', 'tolerant')",0.8193196,0.6979506,-0.121369
31,-0.9470821,-0.9808255,"('evil', 'good')",-0.9470821,-0.9808255,-0.0337434
32,1.1571461,1.0839319,"('unkind', 'kind')",1.1571461,1.0839319,-0.0732142
33,-0.14034997,-0.12517487,"('wrong', 'right')",-0.14035,-0.1251749,0.0151751
34,5.3755636,5.5625987,"('mean', 'honorable')",5.3755636,5.5625987,0.1870351
35,-0.40146577,-0.5167155,"('corrupt', 'incorrupt')",-0.4014658,-0.5167155,-0.1152497
36,0.029466787,0.0064594112,"('hostile', 'amicable')",0.0294668,0.0064594,-0.0230074
37,0.6505688,0.70269537,"('fake', 'genuine')",0.6505688,0.7026954,0.0521266
38,0.4150992,0.40356028,"('untruthful', 'truthful')",0.4150992,0.4035603,-0.0115389
39,-0.032345816,-0.11790569,"('exploitative', 'cooperative')",-0.0323458,-0.1179057,-0.0855599
40,-2.4558775,-2.6118615,"('stingy', 'generous')",-2.4558775,-2.6118615,-0.155984
41,0.19860174,0.1246971,"('unforgiving', 'forgiving')",0.1986017,0.1246971,-0.0739046
42,-2.986103,-2.9578946,"('unreliable', 'reliable')",-2.9861031,-2.9578946,0.0282085
43,1.0249264,1.0558195,"('irresponsible', 'responsible')",1.0249264,1.0558195,0.0308931
44,-1.3119967,-1.3179127,"('prejudiced', 'unprejudiced')",-1.3119967,-1.3179127,-0.005916
45,-0.3340025,-0.38291585,"('incompetent', 'competent')",-0.3340025,-0.3829159,-0.0489134
46,-1.3485903,-1.3686428,"('uncompetitive', 'competitive')",-1.3485903,-1.3686428,-0.0200525
47,5.647466,5.8944845,"('stupid', 'smart')",5.6474662,5.8944845,0.2470183
48,0.67464185,0.6079327,"('unintelligent', 'intelligent')",0.6746418,0.6079327,-0.0667091
49,0.39687574,0.5103709,"('unable', 'able')",0.3968757,0.5103709,0.1134952
50,-0.0039642826,0.029935436,"('clumsy', 'skillful')",-0.0039643,0.0299354,0.0338997
51,-0.1036033,-0.21060465,"('uneducated', 'educated')",-0.1036033,-0.2106047,-0.1070014
52,0.06344926,0.049946956,"('irrational', 'rational')",0.0634493,0.049947,-0.0135023
53,0.311951,0.4033806,"('uncreative', 'creative')",0.311951,0.4033806,0.0914296
54,1.3537831,1.5253309,"('incapable', 'capable')",1.3537831,1.5253309,0.1715478
55,-0.16636232,-0.21004313,"('incompetent', 'clever')",-0.1663623,-0.2100431,-0.0436808
56,0.47203895,0.4109294,"('impractical', 'practical')",0.472039,0.4109294,-0.0611096
57,-3.4761019,-3.416945,"('unimaginative', 'imaginative')",-3.4761019,-3.416945,0.0591569
58,-0.053475372,-0.07871916,"('undiscriminating', 'discriminating')",-0.0534754,-0.0787192,-0.0252438
59,0.57376313,0.6187233,"('foolish', 'wise')",0.5737631,0.6187233,0.0449602
60,0.1942499,0.22624958,"('inefficient', 'efficient')",0.1942499,0.2262496,0.0319997
61,0.45270196,0.27869606,"('illogical', 'logical')",0.452702,0.2786961,-0.1740059
62,0.37560984,0.46684426,"('incompetent', 'brilliant')",0.3756098,0.4668443,0.0912345
63,0.4216106,0.44199407,"('unperceptive', 'insightful')",0.4216106,0.4419941,0.0203835
64,-7.554354,-7.615429,"('shy', 'confident')",-7.5543542,-7.6154289,-0.0610747
65,-0.28534403,-0.31509426,"('insecure', 'secure')",-0.285344,-0.3150943,-0.0297503
66,-0.27372628,-0.22024643,"('inactive', 'active')",-0.2737263,-0.2202464,0.0534799
67,-0.3072373,-0.32056382,"('doubtful', 'determined')",-0.3072373,-0.3205638,-0.0133265
68,-0.35892135,-0.42647135,"('dependent', 'independent')",-0.3589213,-0.4264714,-0.0675501
69,-1.3177876,-1.3343022,"('lazy', 'industrious')",-1.3177876,-1.3343022,-0.0165146
70,0.36349988,0.34639135,"('lethargic', 'energetic')",0.3634999,0.3463914,-0.0171085
71,0.6644722,0.6285634,"('diffident', 'self-confident')",0.6644722,0.6285634,-0.0359088
72,0.62726986,0.7177967,"('unambitious', 'ambitious')",0.6272699,0.7177967,0.0905268
73,-3.281495,-3.2426636,"('helpless', 'self-reliant')",-3.2814951,-3.2426636,0.0388315
74,-0.21653551,-0.32193157,"('undedicated', 'dedicated')",-0.2165355,-0.3219316,-0.1053961
75,-0.67151695,-0.51050776,"('meek', 'impulsive')",-0.671517,-0.5105078,0.1610092
76,0.12395243,0.16768709,"('anxious', 'daring')",0.1239524,0.1676871,0.0437347
77,-1.4074105,-1.332613,"('unmotivated', 'motivated')",-1.4074105,-1.332613,0.0747975
78,-0.6277864,-0.6221934,"('nonresilient', 'resilient')",-0.6277864,-0.6221934,0.005593
79,0.23665369,0.3014205,"('wavering', 'unwavering')",0.2366537,0.3014205,0.0647668
80,-0.841485,-0.97568345,"('dominated', 'dominating')",-0.841485,-0.9756835,-0.1341985
81,-0.7968926,-0.79019296,"('submissive', 'aggressive')",-0.7968926,-0.790193,0.0066996
82,6.8738866,7.1015224,"('poor', 'rich')",6.8738866,7.1015224,0.2276358
83,-0.5983618,-0.69179624,"('powerless', 'powerful')",-0.5983618,-0.6917962,-0.0934344
84,0.34943086,0.3709129,"('inferior', 'superior')",0.3494309,0.3709129,0.021482
85,0.47096777,0.40499386,"('insignificant', 'prestigious')",0.4709678,0.4049939,-0.0659739
86,-0.24232803,-0.3156708,"('uninfluential', 'influential')",-0.242328,-0.3156708,-0.0733428
87,0.02794338,0.024985433,"('unsuccessful', 'successful')",0.0279434,0.0249854,-0.002958
88,0.59542805,0.49321485,"('low', 'eminent')",0.595428,0.4932148,-0.1022132
