,sepal_male,sepal_female,tuple,average_male,average_female,female-male
0,-0.1195157,-0.30571806,"('unsociable', 'sociable')",-0.1195157,-0.3057181,-0.1862024
1,-0.10525072,-0.2203774,"('unfriendly', 'friendly')",-0.1052507,-0.2203774,-0.1151267
2,0.041556682,0.08364333,"('unlikable', 'likable')",0.0415567,0.0836433,0.0420866
3,-0.43344525,-0.42685556,"('repellent', 'pleasant')",-0.4334452,-0.4268556,0.0065896
4,-3.0487602,-2.9956274,"('disliked', 'liked')",-3.0487602,-2.9956274,0.0531328
5,-1.0715352,-0.95974636,"('distant', 'outgoing')",-1.0715352,-0.9597464,0.1117888
6,-1.3118404,-1.2330161,"('distant', 'open')",-1.3118404,-1.2330161,0.0788243
7,0.15124238,0.066089466,"('insensitive', 'sensitive')",0.1512424,0.0660895,-0.0851529
8,-0.19352153,-0.21174777,"('unaffectionate', 'affectionate')",-0.1935215,-0.2117478,-0.0182263
9,-0.33588737,-0.44590122,"('unaffectionate', 'caring')",-0.3358874,-0.4459012,-0.1100138
10,-0.4819076,-0.5940088,"('unsympathetic', 'sympathetic')",-0.4819076,-0.5940088,-0.1121012
11,0.61697274,0.48403576,"('unhelpful', 'helpful')",0.6169727,0.4840358,-0.1329369
12,-1.1517864,-1.1513114,"('unsupportive', 'supportive')",-1.1517864,-1.1513114,0.000475
13,-0.46144378,-0.6707846,"('impolite', 'polite')",-0.4614438,-0.6707846,-0.2093408
14,0.014572553,-0.07793447,"('antisocial', 'social')",0.0145726,-0.0779345,-0.0925071
15,0.2726419,0.24103798,"('boring', 'funny')",0.2726419,0.241038,-0.0316039
16,0.13271241,0.15690365,"('unpopular', 'popular')",0.1327124,0.1569037,0.0241913
17,-0.32849118,-0.31834757,"('nasty', 'nice')",-0.3284912,-0.3183476,0.0101436
18,-0.22410315,-0.27678403,"('disagreeable', 'welcoming')",-0.2241032,-0.276784,-0.0526808
19,-1.1483521,-1.0716181,"('inhospitable', 'hospitable')",-1.1483521,-1.0716181,0.076734
20,0.60284835,0.52200943,"('rough', 'thoughtful')",0.6028484,0.5220094,-0.080839
21,0.37549126,0.2452577,"('immoral', 'moral')",0.3754913,0.2452577,-0.1302336
22,-0.1937914,-0.30833936,"('untrustworthy', 'trustworthy')",-0.1937914,-0.3083394,-0.114548
23,2.2961922,2.1279805,"('insincere', 'sincere')",2.2961922,2.1279805,-0.1682117
24,-0.059161898,-0.18947887,"('dishonest', 'honest')",-0.0591619,-0.1894789,-0.130317
25,0.31481862,0.26869524,"('egoistic', 'altruistic')",0.3148186,0.2686952,-0.0461234
26,0.23633157,0.16614623,"('hardhearted', 'benevolent')",0.2363316,0.1661462,-0.0701854
27,0.061434537,-0.074953735,"('hardhearted', 'softhearted')",0.0614345,-0.0749537,-0.1363882
28,0.5875488,0.39942765,"('disloyal', 'loyal')",0.5875488,0.3994277,-0.1881211
29,-0.74421626,-0.8578509,"('unfair', 'fair')",-0.7442163,-0.8578509,-0.1136346
30,0.5024016,0.3320053,"('intolerant', 'tolerant')",0.5024016,0.3320053,-0.1703963
31,-1.3176011,-1.1433709,"('evil', 'good')",-1.3176011,-1.1433709,0.1742302
32,1.2177008,1.0369335,"('unkind', 'kind')",1.2177008,1.0369335,-0.1807673
33,-0.038085856,-0.1055391,"('wrong', 'right')",-0.0380859,-0.1055391,-0.0674532
34,2.084559,2.133077,"('mean', 'honorable')",2.084559,2.1330769,0.0485179
35,-0.31043738,-0.2982207,"('corrupt', 'incorrupt')",-0.3104374,-0.2982207,0.0122167
36,-0.71825904,-0.7135778,"('hostile', 'amicable')",-0.718259,-0.7135778,0.0046812
37,-0.17431857,-0.21463487,"('fake', 'genuine')",-0.1743186,-0.2146349,-0.0403163
38,-0.26095328,-0.33549178,"('untruthful', 'truthful')",-0.2609533,-0.3354918,-0.0745385
39,1.1513265,1.1444418,"('exploitative', 'cooperative')",1.1513265,1.1444418,-0.0068847
40,-1.0456105,-1.0782531,"('stingy', 'generous')",-1.0456105,-1.0782531,-0.0326426
41,0.79542726,0.67012435,"('unforgiving', 'forgiving')",0.7954273,0.6701244,-0.1253029
42,-1.0440042,-1.0692033,"('unreliable', 'reliable')",-1.0440042,-1.0692033,-0.0251991
43,-0.28762162,-0.364105,"('irresponsible', 'responsible')",-0.2876216,-0.364105,-0.0764834
44,-0.87338346,-0.7976158,"('prejudiced', 'unprejudiced')",-0.8733835,-0.7976158,0.0757677
45,-0.48834425,-0.5010502,"('incompetent', 'competent')",-0.4883443,-0.5010502,-0.0127059
46,-0.42979863,-0.54776955,"('uncompetitive', 'competitive')",-0.4297986,-0.5477695,-0.1179709
47,2.0732524,2.077843,"('stupid', 'smart')",2.0732524,2.077843,0.0045906
48,0.12033974,0.101732746,"('unintelligent', 'intelligent')",0.1203397,0.1017327,-0.018607
49,0.014881112,0.09793785,"('unable', 'able')",0.0148811,0.0979379,0.0830568
50,0.5104039,0.48288727,"('clumsy', 'skillful')",0.5104039,0.4828873,-0.0275166
51,-0.07671992,-0.26986334,"('uneducated', 'educated')",-0.0767199,-0.2698633,-0.1931434
52,-0.3847153,-0.44211507,"('irrational', 'rational')",-0.3847153,-0.4421151,-0.0573998
53,-1.1569664,-1.2301077,"('uncreative', 'creative')",-1.1569664,-1.2301077,-0.0731413
54,0.035465516,0.030901343,"('incapable', 'capable')",0.0354655,0.0309013,-0.0045642
55,0.23957255,0.19156423,"('incompetent', 'clever')",0.2395726,0.1915642,-0.0480084
56,0.6482989,0.52027065,"('impractical', 'practical')",0.6482989,0.5202706,-0.1280283
57,-1.8860024,-1.8909914,"('unimaginative', 'imaginative')",-1.8860024,-1.8909914,-0.004989
58,0.17160912,0.1134743,"('undiscriminating', 'discriminating')",0.1716091,0.1134743,-0.0581348
59,0.023053836,0.11538593,"('foolish', 'wise')",0.0230538,0.1153859,0.0923321
60,0.66203874,0.54906756,"('inefficient', 'efficient')",0.6620387,0.5490676,-0.1129711
61,0.17239675,-0.059866138,"('illogical', 'logical')",0.1723967,-0.0598661,-0.2322628
62,0.04527375,0.05648015,"('incompetent', 'brilliant')",0.0452738,0.0564802,0.0112064
63,0.093717575,0.0714262,"('unperceptive', 'insightful')",0.0937176,0.0714262,-0.0222914
64,-3.1859596,-3.1718628,"('shy', 'confident')",-3.1859596,-3.1718628,0.0140968
65,0.20824501,0.10862655,"('insecure', 'secure')",0.208245,0.1086266,-0.0996184
66,-1.1789184,-1.1056349,"('inactive', 'active')",-1.1789184,-1.1056349,0.0732835
67,0.1996936,0.18758614,"('doubtful', 'determined')",0.1996936,0.1875861,-0.0121075
68,-0.47228205,-0.5429275,"('dependent', 'independent')",-0.4722821,-0.5429275,-0.0706454
69,-0.013618888,0.13970716,"('lazy', 'industrious')",-0.0136189,0.1397072,0.1533261
70,-0.17696528,-0.2716663,"('lethargic', 'energetic')",-0.1769653,-0.2716663,-0.094701
71,0.48138455,0.48079512,"('diffident', 'self-confident')",0.4813845,0.4807951,-0.0005894
72,-0.037316225,-0.04210436,"('unambitious', 'ambitious')",-0.0373162,-0.0421044,-0.0047882
73,-1.1681086,-1.1634063,"('helpless', 'self-reliant')",-1.1681086,-1.1634063,0.0047023
74,-0.09797564,-0.17474876,"('undedicated', 'dedicated')",-0.0979756,-0.1747488,-0.0767732
75,-0.9133186,-0.75596136,"('meek', 'impulsive')",-0.9133186,-0.7559614,0.1573572
76,0.0091464445,0.042714152,"('anxious', 'daring')",0.0091464,0.0427142,0.0335678
77,-0.215788,-0.20931719,"('unmotivated', 'motivated')",-0.215788,-0.2093172,0.0064708
78,-0.053392135,-0.032897286,"('nonresilient', 'resilient')",-0.0533921,-0.0328973,0.0204948
79,-0.7286174,-0.6528938,"('wavering', 'unwavering')",-0.7286174,-0.6528938,0.0757236
80,-0.10161348,-0.14831874,"('dominated', 'dominating')",-0.1016135,-0.1483187,-0.0467052
81,-0.35332343,-0.37132382,"('submissive', 'aggressive')",-0.3533234,-0.3713238,-0.0180004
