,chili_male,chili_female,tuple,average_male,average_female,female-male
0,0.3240745,0.24107361,"('unsociable', 'sociable')",0.3240745,0.2410736,-0.0830009
1,1.271185,1.2924665,"('unfriendly', 'friendly')",1.271185,1.2924665,0.0212815
2,0.7362576,0.84988946,"('unlikable', 'likable')",0.7362576,0.8498895,0.1136319
3,1.1243862,1.3170519,"('repellent', 'pleasant')",1.1243862,1.3170519,0.1926657
4,-6.712182,-6.665432,"('disliked', 'liked')",-6.712182,-6.665432,0.04675
5,-0.28180918,-0.09345392,"('distant', 'outgoing')",-0.2818092,-0.0934539,0.1883553
6,-0.13789451,0.055136632,"('distant', 'open')",-0.1378945,0.0551366,0.1930311
7,1.5908388,1.6383729,"('insensitive', 'sensitive')",1.5908388,1.6383729,0.0475341
8,0.8636507,0.8405983,"('unaffectionate', 'affectionate')",0.8636507,0.8405983,-0.0230524
9,1.2316031,1.3452393,"('unaffectionate', 'caring')",1.2316031,1.3452393,0.1136362
10,1.7999275,1.7549362,"('unsympathetic', 'sympathetic')",1.7999275,1.7549362,-0.0449913
11,2.2038271,2.1716683,"('unhelpful', 'helpful')",2.2038271,2.1716683,-0.0321588
12,-0.7308707,-0.7024842,"('unsupportive', 'supportive')",-0.7308707,-0.7024842,0.0283865
13,0.46195,0.3916922,"('impolite', 'polite')",0.46195,0.3916922,-0.0702578
14,0.46679822,0.32962337,"('antisocial', 'social')",0.4667982,0.3296234,-0.1371748
15,0.16300271,0.22779724,"('boring', 'funny')",0.1630027,0.2277972,0.0647945
16,-0.5942879,-0.37488338,"('unpopular', 'popular')",-0.5942879,-0.3748834,0.2194045
17,0.034360908,0.02955443,"('nasty', 'nice')",0.0343609,0.0295544,-0.0048065
18,-0.107134156,-0.08532819,"('disagreeable', 'welcoming')",-0.1071342,-0.0853282,0.021806
19,-0.1833443,-0.103422455,"('inhospitable', 'hospitable')",-0.1833443,-0.1034225,0.0799218
20,0.89953786,0.8425174,"('rough', 'thoughtful')",0.8995379,0.8425174,-0.0570205
21,0.63611406,0.6771655,"('immoral', 'moral')",0.6361141,0.6771655,0.0410514
22,0.36639395,0.2866208,"('untrustworthy', 'trustworthy')",0.366394,0.2866208,-0.0797732
23,6.6425796,6.7294927,"('insincere', 'sincere')",6.6425796,6.7294927,0.0869131
24,2.2983806,2.3297362,"('dishonest', 'honest')",2.2983806,2.3297362,0.0313556
25,0.4315939,0.3597373,"('egoistic', 'altruistic')",0.4315939,0.3597373,-0.0718566
26,-0.12502608,-0.15975727,"('hardhearted', 'benevolent')",-0.1250261,-0.1597573,-0.0347312
27,1.346641,1.3140693,"('hardhearted', 'softhearted')",1.3466409,1.3140693,-0.0325716
28,1.3421488,1.3708678,"('disloyal', 'loyal')",1.3421488,1.3708678,0.028719
29,-0.17131132,-0.26965567,"('unfair', 'fair')",-0.1713113,-0.2696557,-0.0983444
30,1.2625433,1.0933334,"('intolerant', 'tolerant')",1.2625433,1.0933334,-0.1692099
31,-1.4388199,-1.313634,"('evil', 'good')",-1.4388199,-1.313634,0.1251859
32,1.4895905,1.38976,"('unkind', 'kind')",1.4895905,1.38976,-0.0998305
33,-0.6880782,-0.5939118,"('wrong', 'right')",-0.6880782,-0.5939118,0.0941664
34,4.23152,4.447259,"('mean', 'honorable')",4.2315202,4.4472589,0.2157387
35,-1.1791176,-1.1632552,"('corrupt', 'incorrupt')",-1.1791176,-1.1632552,0.0158624
36,-1.2582619,-1.2236571,"('hostile', 'amicable')",-1.2582619,-1.2236571,0.0346048
37,1.092,1.1020169,"('fake', 'genuine')",1.092,1.1020169,0.0100169
38,0.3352697,0.22456706,"('untruthful', 'truthful')",0.3352697,0.2245671,-0.1107026
39,0.13210055,0.15457048,"('exploitative', 'cooperative')",0.1321006,0.1545705,0.0224699
40,-0.8864348,-0.85432065,"('stingy', 'generous')",-0.8864348,-0.8543206,0.0321142
41,0.026457418,-0.061398383,"('unforgiving', 'forgiving')",0.0264574,-0.0613984,-0.0878558
42,-1.1318933,-1.1775155,"('unreliable', 'reliable')",-1.1318933,-1.1775155,-0.0456222
43,1.6395609,1.5326136,"('irresponsible', 'responsible')",1.6395609,1.5326136,-0.1069473
44,-1.2109563,-1.4507588,"('prejudiced', 'unprejudiced')",-1.2109563,-1.4507588,-0.2398025
45,0.78427035,0.8890639,"('incompetent', 'competent')",0.7842703,0.8890639,0.1047936
46,-0.00065587834,0.004557237,"('uncompetitive', 'competitive')",-0.0006559,0.0045572,0.0052131
47,5.345064,5.59126,"('stupid', 'smart')",5.3450642,5.59126,0.2461958
48,1.1053666,1.0807459,"('unintelligent', 'intelligent')",1.1053666,1.0807459,-0.0246207
49,0.27822757,0.51029056,"('unable', 'able')",0.2782276,0.5102906,0.232063
50,0.30055493,0.45804727,"('clumsy', 'skillful')",0.3005549,0.4580473,0.1574924
51,1.2290105,1.1868818,"('uneducated', 'educated')",1.2290105,1.1868818,-0.0421287
52,-0.6707873,-0.53860223,"('irrational', 'rational')",-0.6707873,-0.5386022,0.1321851
53,0.5384317,0.59195596,"('uncreative', 'creative')",0.5384317,0.591956,0.0535243
54,1.3830589,1.5455694,"('incapable', 'capable')",1.3830589,1.5455694,0.1625105
55,1.4228091,1.3979574,"('incompetent', 'clever')",1.4228091,1.3979574,-0.0248517
56,1.0850189,1.1047814,"('impractical', 'practical')",1.0850189,1.1047814,0.0197625
57,-2.0623672,-1.9922438,"('unimaginative', 'imaginative')",-2.0623672,-1.9922438,0.0701234
58,-0.10854232,-0.085779116,"('undiscriminating', 'discriminating')",-0.1085423,-0.0857791,0.0227632
59,0.14082094,0.34555033,"('foolish', 'wise')",0.1408209,0.3455503,0.2047294
60,1.0779302,0.9890891,"('inefficient', 'efficient')",1.0779302,0.9890891,-0.0888411
61,0.4654806,0.43839717,"('illogical', 'logical')",0.4654806,0.4383972,-0.0270834
62,2.1003149,2.1925611,"('incompetent', 'brilliant')",2.1003149,2.1925611,0.0922462
63,1.4415224,1.6034365,"('unperceptive', 'insightful')",1.4415224,1.6034365,0.1619141
64,-4.788769,-4.863344,"('shy', 'confident')",-4.7887688,-4.8633442,-0.0745754
65,1.4350122,1.2882605,"('insecure', 'secure')",1.4350122,1.2882605,-0.1467517
66,-0.034878857,0.052069243,"('inactive', 'active')",-0.0348789,0.0520692,0.0869481
67,-0.7039256,-0.70510876,"('doubtful', 'determined')",-0.7039256,-0.7051088,-0.0011832
68,-0.10161792,-0.011761513,"('dependent', 'independent')",-0.1016179,-0.0117615,0.0898564
69,-1.7171019,-1.6597133,"('lazy', 'industrious')",-1.7171019,-1.6597133,0.0573886
70,2.0147927,2.0326686,"('lethargic', 'energetic')",2.0147927,2.0326686,0.0178759
71,0.5180977,0.7139012,"('diffident', 'self-confident')",0.5180977,0.7139012,0.1958035
72,1.0735706,1.0695853,"('unambitious', 'ambitious')",1.0735706,1.0695853,-0.0039853
73,-2.671499,-2.5707433,"('helpless', 'self-reliant')",-2.671499,-2.5707433,0.1007557
74,0.5148303,0.4731726,"('undedicated', 'dedicated')",0.5148303,0.4731726,-0.0416577
