,cop_male,cop_female,tuple,average_male,average_female,female-male
0,0.7005447,0.65593815,"('unsociable', 'sociable')",0.7005447,0.6559381,-0.0446066
1,0.9259086,0.9550651,"('unfriendly', 'friendly')",0.9259086,0.9550651,0.0291565
2,0.10357493,0.2897635,"('unlikable', 'likable')",0.1035749,0.2897635,0.1861886
3,0.9452607,1.12537,"('repellent', 'pleasant')",0.9452607,1.12537,0.1801093
4,-6.737497,-7.0309925,"('disliked', 'liked')",-6.7374969,-7.0309925,-0.2934956
5,-0.65608317,-0.69148254,"('distant', 'outgoing')",-0.6560832,-0.6914825,-0.0353993
6,-0.21076506,-0.3709169,"('distant', 'open')",-0.2107651,-0.3709169,-0.1601518
7,1.4195455,1.557531,"('insensitive', 'sensitive')",1.4195455,1.557531,0.1379855
8,0.8644084,0.78823656,"('unaffectionate', 'affectionate')",0.8644084,0.7882366,-0.0761718
9,1.2041318,1.31195,"('unaffectionate', 'caring')",1.2041318,1.31195,0.1078182
10,1.2229345,1.3303989,"('unsympathetic', 'sympathetic')",1.2229345,1.3303989,0.1074644
11,1.756945,1.9468434,"('unhelpful', 'helpful')",1.756945,1.9468434,0.1898984
12,-1.4132236,-1.2943375,"('unsupportive', 'supportive')",-1.4132236,-1.2943375,0.1188861
13,0.1717225,0.41937315,"('impolite', 'polite')",0.1717225,0.4193732,0.2476507
14,0.69736373,0.7199719,"('antisocial', 'social')",0.6973637,0.7199719,0.0226082
15,0.6803577,0.61041296,"('boring', 'funny')",0.6803577,0.610413,-0.0699447
16,-0.8769066,-0.86760074,"('unpopular', 'popular')",-0.8769066,-0.8676007,0.0093059
17,0.17836218,0.07808681,"('nasty', 'nice')",0.1783622,0.0780868,-0.1002754
18,-0.5240694,-0.37732732,"('disagreeable', 'welcoming')",-0.5240694,-0.3773273,0.1467421
19,-0.8557353,-0.80675906,"('inhospitable', 'hospitable')",-0.8557353,-0.8067591,0.0489762
20,0.45108563,0.3251999,"('rough', 'thoughtful')",0.4510856,0.3251999,-0.1258857
21,0.12772778,0.48156956,"('immoral', 'moral')",0.1277278,0.4815696,0.3538418
