,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,0.3074037,0.13889053,"('unsociable', 'sociable')",0.3074037,0.1388905,-0.1685132
1,1.3959975,1.4000149,"('unfriendly', 'friendly')",1.3959975,1.4000149,0.0040174
2,0.026887994,0.1746324,"('unlikable', 'likable')",0.026888,0.1746324,0.1477444
3,0.5992363,0.5533041,"('repellent', 'pleasant')",0.5992363,0.5533041,-0.0459322
4,-7.6814756,-7.771639,"('disliked', 'liked')",-7.6814756,-7.7716389,-0.0901633
5,-0.81034935,-0.7349924,"('distant', 'outgoing')",-0.8103493,-0.7349924,0.0753569
6,-0.22981878,-0.16428217,"('distant', 'open')",-0.2298188,-0.1642822,0.0655366
7,1.1681807,1.0779517,"('insensitive', 'sensitive')",1.1681807,1.0779517,-0.090229
8,1.1710097,1.1526276,"('unaffectionate', 'affectionate')",1.1710097,1.1526276,-0.0183821
9,1.9542718,2.0439513,"('unaffectionate', 'caring')",1.9542718,2.0439513,0.0896795
10,1.0778935,0.9641807,"('unsympathetic', 'sympathetic')",1.0778935,0.9641807,-0.1137128
11,1.9897921,2.0415633,"('unhelpful', 'helpful')",1.9897921,2.0415633,0.0517712
12,-1.6549108,-1.6716547,"('unsupportive', 'supportive')",-1.6549108,-1.6716547,-0.0167439
13,0.21395871,0.15428552,"('impolite', 'polite')",0.2139587,0.1542855,-0.0596732
14,0.15674685,-0.030254101,"('antisocial', 'social')",0.1567468,-0.0302541,-0.1870009
15,0.20377204,0.15385872,"('boring', 'funny')",0.203772,0.1538587,-0.0499133
16,-0.601107,-0.58582616,"('unpopular', 'popular')",-0.601107,-0.5858262,0.0152808
17,-0.07500173,-0.07449622,"('nasty', 'nice')",-0.0750017,-0.0744962,0.0005055
18,-0.4556642,-0.4121428,"('disagreeable', 'welcoming')",-0.4556642,-0.4121428,0.0435214
19,-1.0369896,-0.93312657,"('inhospitable', 'hospitable')",-1.0369896,-0.9331266,0.103863
20,1.2536626,1.16837,"('rough', 'thoughtful')",1.2536626,1.16837,-0.0852926
21,-0.1292503,-0.14403635,"('immoral', 'moral')",-0.1292503,-0.1440364,-0.0147861
22,-0.3463429,-0.39946765,"('untrustworthy', 'trustworthy')",-0.3463429,-0.3994676,-0.0531247
23,6.6546674,6.7065187,"('insincere', 'sincere')",6.6546674,6.7065187,0.0518513
24,1.698132,1.5936992,"('dishonest', 'honest')",1.698132,1.5936992,-0.1044328
25,0.8135661,0.80921876,"('egoistic', 'altruistic')",0.8135661,0.8092188,-0.0043473
26,0.82267064,0.7300411,"('hardhearted', 'benevolent')",0.8226706,0.7300411,-0.0926295
27,1.6478186,1.48601,"('hardhearted', 'softhearted')",1.6478186,1.48601,-0.1618086
28,1.6773313,1.6411352,"('disloyal', 'loyal')",1.6773313,1.6411352,-0.0361961
29,-0.45304042,-0.5746462,"('unfair', 'fair')",-0.4530404,-0.5746462,-0.1216058
30,0.9490116,0.88927656,"('intolerant', 'tolerant')",0.9490116,0.8892766,-0.059735
31,-1.7658875,-1.713353,"('evil', 'good')",-1.7658875,-1.713353,0.0525345
32,1.3899502,1.2884358,"('unkind', 'kind')",1.3899502,1.2884358,-0.1015144
33,-0.42971355,-0.3887546,"('wrong', 'right')",-0.4297135,-0.3887546,0.0409589
34,4.6665683,4.848522,"('mean', 'honorable')",4.6665683,4.8485222,0.1819539
35,-1.0866784,-1.1887327,"('corrupt', 'incorrupt')",-1.0866784,-1.1887327,-0.1020543
36,-0.6819594,-0.63364446,"('hostile', 'amicable')",-0.6819594,-0.6336445,0.0483149
37,1.0994263,1.0352591,"('fake', 'genuine')",1.0994263,1.0352591,-0.0641672
38,-0.10823591,-0.040595695,"('untruthful', 'truthful')",-0.1082359,-0.0405957,0.0676402
39,0.50844264,0.4897051,"('exploitative', 'cooperative')",0.5084426,0.4897051,-0.0187375
40,-1.551037,-1.7222335,"('stingy', 'generous')",-1.551037,-1.7222335,-0.1711965
41,0.39824745,0.35060158,"('unforgiving', 'forgiving')",0.3982475,0.3506016,-0.0476459
42,-2.30856,-2.3567,"('unreliable', 'reliable')",-2.3085599,-2.3566999,-0.04814
43,1.3610944,1.3645048,"('irresponsible', 'responsible')",1.3610944,1.3645048,0.0034104
44,-0.92103964,-0.893795,"('prejudiced', 'unprejudiced')",-0.9210396,-0.893795,0.0272446
45,0.42930064,0.2563537,"('incompetent', 'competent')",0.4293006,0.2563537,-0.1729469
46,-0.4129778,-0.55762905,"('uncompetitive', 'competitive')",-0.4129778,-0.557629,-0.1446512
47,5.1666884,5.2931495,"('stupid', 'smart')",5.1666884,5.2931495,0.1264611
48,0.57402986,0.4675769,"('unintelligent', 'intelligent')",0.5740299,0.4675769,-0.106453
49,0.094935246,0.18781015,"('unable', 'able')",0.0949352,0.1878102,0.092875
50,-0.25988516,-0.22083864,"('clumsy', 'skillful')",-0.2598852,-0.2208386,0.0390466
51,0.0420055,-0.043639615,"('uneducated', 'educated')",0.0420055,-0.0436396,-0.0856451
52,-0.64272517,-0.71443933,"('irrational', 'rational')",-0.6427252,-0.7144393,-0.0717141
53,0.22335957,0.18118182,"('uncreative', 'creative')",0.2233596,0.1811818,-0.0421778
54,0.93429506,1.0385458,"('incapable', 'capable')",0.9342951,1.0385458,0.1042507
55,0.9168065,0.81556153,"('incompetent', 'clever')",0.9168065,0.8155615,-0.101245
56,0.7762859,0.70320255,"('impractical', 'practical')",0.7762859,0.7032025,-0.0730834
57,-2.5405889,-2.6832883,"('unimaginative', 'imaginative')",-2.5405889,-2.6832883,-0.1426994
58,-0.049853355,-0.14948161,"('undiscriminating', 'discriminating')",-0.0498534,-0.1494816,-0.0996282
59,-0.37560058,-0.30304468,"('foolish', 'wise')",-0.3756006,-0.3030447,0.0725559
60,0.94659996,0.95796394,"('inefficient', 'efficient')",0.9466,0.9579639,0.0113639
61,0.5170571,0.3114181,"('illogical', 'logical')",0.5170571,0.3114181,-0.205639
62,0.68683994,0.6857626,"('incompetent', 'brilliant')",0.6868399,0.6857626,-0.0010773
63,0.18294874,0.2074028,"('unperceptive', 'insightful')",0.1829487,0.2074028,0.0244541
64,-6.374924,-6.3558183,"('shy', 'confident')",-6.3749242,-6.3558183,0.0191059
65,0.5611906,0.54971373,"('insecure', 'secure')",0.5611906,0.5497137,-0.0114769
66,-0.05294996,-0.08855394,"('inactive', 'active')",-0.05295,-0.0885539,-0.0356039
67,-0.58841544,-0.4700977,"('doubtful', 'determined')",-0.5884154,-0.4700977,0.1183177
68,-0.9828512,-1.000004,"('dependent', 'independent')",-0.9828512,-1.0000041,-0.0171529
69,-1.9873916,-1.9058416,"('lazy', 'industrious')",-1.9873916,-1.9058416,0.08155
70,1.3366102,1.2062972,"('lethargic', 'energetic')",1.3366102,1.2062972,-0.130313
71,0.7281605,0.7588726,"('diffident', 'self-confident')",0.7281605,0.7588726,0.0307121
72,0.5276382,0.57484,"('unambitious', 'ambitious')",0.5276382,0.57484,0.0472018
73,-3.349725,-3.360217,"('helpless', 'self-reliant')",-3.349725,-3.3602171,-0.0104921
74,0.18830973,0.106707364,"('undedicated', 'dedicated')",0.1883097,0.1067074,-0.0816023
75,-1.2795199,-1.1327991,"('meek', 'impulsive')",-1.2795199,-1.1327991,0.1467208
76,0.7931244,0.7266446,"('anxious', 'daring')",0.7931244,0.7266446,-0.0664798
77,-0.8018918,-0.6915536,"('unmotivated', 'motivated')",-0.8018918,-0.6915536,0.1103382
78,-0.373552,-0.36455554,"('nonresilient', 'resilient')",-0.373552,-0.3645555,0.0089965
79,-0.5033215,-0.401957,"('wavering', 'unwavering')",-0.5033215,-0.401957,0.1013645
80,-0.32476097,-0.45413542,"('dominated', 'dominating')",-0.324761,-0.4541354,-0.1293744
81,-0.04800961,-0.05537638,"('submissive', 'aggressive')",-0.0480096,-0.0553764,-0.0073668
82,6.280308,6.3375883,"('poor', 'rich')",6.2803078,6.3375883,0.0572805
83,-0.5799784,-0.56420124,"('powerless', 'powerful')",-0.5799784,-0.5642012,0.0157772
84,0.25317538,0.2747678,"('inferior', 'superior')",0.2531754,0.2747678,0.0215924
85,-0.97375757,-0.9626389,"('insignificant', 'prestigious')",-0.9737576,-0.9626389,0.0111187
86,0.23899925,0.07989226,"('uninfluential', 'influential')",0.2389992,0.0798923,-0.1591069
87,-0.06933754,-0.08616106,"('unsuccessful', 'successful')",-0.0693375,-0.0861611,-0.0168236
88,-0.24868318,-0.20772381,"('low', 'eminent')",-0.2486832,-0.2077238,0.0409594
