,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.18423131,-0.44213352,"('unsociable', 'sociable')",-0.1842313,-0.4421335,-0.2579022
1,-0.17449018,-0.48404926,"('unfriendly', 'friendly')",-0.1744902,-0.4840493,-0.3095591
2,0.11069473,0.07859701,"('unlikable', 'likable')",0.1106947,0.078597,-0.0320977
3,-0.7208073,-0.707722,"('repellent', 'pleasant')",-0.7208073,-0.707722,0.0130853
4,-1.2818557,-1.458632,"('disliked', 'liked')",-1.2818557,-1.458632,-0.1767763
5,-1.6685648,-1.7363063,"('distant', 'outgoing')",-1.6685648,-1.7363063,-0.0677415
6,-1.685234,-1.7935413,"('distant', 'open')",-1.685234,-1.7935413,-0.1083073
7,-0.3804538,-0.40081874,"('insensitive', 'sensitive')",-0.3804538,-0.4008187,-0.0203649
8,0.0704,-0.10605923,"('unaffectionate', 'affectionate')",0.0704,-0.1060592,-0.1764592
9,-0.36503905,-0.5132892,"('unaffectionate', 'caring')",-0.3650391,-0.5132892,-0.1482501
10,-1.9742596,-1.9462591,"('unsympathetic', 'sympathetic')",-1.9742596,-1.9462591,0.0280005
11,-0.1983606,-0.108989924,"('unhelpful', 'helpful')",-0.1983606,-0.1089899,0.0893707
12,-1.4743563,-1.5174184,"('unsupportive', 'supportive')",-1.4743563,-1.5174184,-0.0430621
13,-0.7816625,-0.8192625,"('impolite', 'polite')",-0.7816625,-0.8192625,-0.0376
14,-0.36945808,-0.37546754,"('antisocial', 'social')",-0.3694581,-0.3754675,-0.0060094
15,0.8275594,0.7068496,"('boring', 'funny')",0.8275594,0.7068496,-0.1207098
16,0.5896757,0.41045088,"('unpopular', 'popular')",0.5896757,0.4104509,-0.1792248
17,-0.30735803,-0.2673882,"('nasty', 'nice')",-0.307358,-0.2673882,0.0399698
18,-0.2643761,-0.34274563,"('disagreeable', 'welcoming')",-0.2643761,-0.3427456,-0.0783695
19,-1.6006573,-1.6873546,"('inhospitable', 'hospitable')",-1.6006573,-1.6873546,-0.0866973
20,0.64011765,0.6572537,"('rough', 'thoughtful')",0.6401176,0.6572537,0.0171361
21,-0.19277261,-0.21794285,"('immoral', 'moral')",-0.1927726,-0.2179428,-0.0251702
22,-0.47007027,-0.58871794,"('untrustworthy', 'trustworthy')",-0.4700703,-0.5887179,-0.1186476
23,1.0315378,1.031921,"('insincere', 'sincere')",1.0315378,1.031921,0.0003832
24,-0.72957844,-0.7487066,"('dishonest', 'honest')",-0.7295784,-0.7487066,-0.0191282
25,0.7971812,0.6611099,"('egoistic', 'altruistic')",0.7971812,0.6611099,-0.1360713
26,0.9893187,0.7835621,"('hardhearted', 'benevolent')",0.9893187,0.7835621,-0.2057566
27,0.12439824,0.06959857,"('hardhearted', 'softhearted')",0.1243982,0.0695986,-0.0547996
28,-0.48370665,-0.58258384,"('disloyal', 'loyal')",-0.4837067,-0.5825838,-0.0988771
29,-0.49476755,-0.56274486,"('unfair', 'fair')",-0.4947675,-0.5627449,-0.0679774
30,-0.4293328,-0.4182539,"('intolerant', 'tolerant')",-0.4293328,-0.4182539,0.0110789
31,-0.6970617,-0.8342112,"('evil', 'good')",-0.6970617,-0.8342112,-0.1371495
32,-0.07117738,-0.1278241,"('unkind', 'kind')",-0.0711774,-0.1278241,-0.0566467
33,-0.4874227,-0.60769224,"('wrong', 'right')",-0.4874227,-0.6076922,-0.1202695
34,0.9083869,1.0670835,"('mean', 'honorable')",0.9083869,1.0670835,0.1586966
35,0.2726569,0.21046516,"('corrupt', 'incorrupt')",0.2726569,0.2104652,-0.0621917
36,0.5973644,0.25428033,"('hostile', 'amicable')",0.5973644,0.2542803,-0.3430841
37,-1.2757205,-1.2426313,"('fake', 'genuine')",-1.2757205,-1.2426313,0.0330892
38,-0.041925922,-0.09182964,"('untruthful', 'truthful')",-0.0419259,-0.0918296,-0.0499037
39,0.32484728,0.41528577,"('exploitative', 'cooperative')",0.3248473,0.4152858,0.0904385
40,-1.2308956,-1.2950723,"('stingy', 'generous')",-1.2308956,-1.2950723,-0.0641767
41,-0.25527135,-0.35795736,"('unforgiving', 'forgiving')",-0.2552713,-0.3579574,-0.1026861
42,-1.7452431,-1.6686376,"('unreliable', 'reliable')",-1.7452431,-1.6686376,0.0766055
43,-1.280201,-1.2190322,"('irresponsible', 'responsible')",-1.280201,-1.2190322,0.0611688
44,-0.34139088,-0.15116164,"('prejudiced', 'unprejudiced')",-0.3413909,-0.1511616,0.1902293
45,-1.6182612,-1.6296918,"('incompetent', 'competent')",-1.6182612,-1.6296918,-0.0114306
46,-1.3450971,-1.3657833,"('uncompetitive', 'competitive')",-1.3450971,-1.3657833,-0.0206862
47,1.3803761,1.404965,"('stupid', 'smart')",1.3803761,1.404965,0.0245889
48,1.1887945,1.2277021,"('unintelligent', 'intelligent')",1.1887945,1.2277021,0.0389076
49,-0.13501063,-0.035007752,"('unable', 'able')",-0.1350106,-0.0350078,0.1000028
50,0.04496903,0.034339856,"('clumsy', 'skillful')",0.044969,0.0343399,-0.0106291
51,0.02009267,-0.075712316,"('uneducated', 'educated')",0.0200927,-0.0757123,-0.095805
52,-0.2648581,-0.48775697,"('irrational', 'rational')",-0.2648581,-0.487757,-0.2228989
53,-0.1537665,-0.4561996,"('uncreative', 'creative')",-0.1537665,-0.4561996,-0.3024331
54,0.02024429,-0.13577944,"('incapable', 'capable')",0.0202443,-0.1357794,-0.1560237
55,-0.3235129,-0.30944166,"('incompetent', 'clever')",-0.3235129,-0.3094417,0.0140712
56,0.010808475,0.038046166,"('impractical', 'practical')",0.0108085,0.0380462,0.0272377
