,surfboard_male,surfboard_female,tuple,average_male,average_female,female-male
0,-0.043921947,-0.02656743,"('unsociable', 'sociable')",-0.0439219,-0.0265674,0.0173545
1,0.9661242,0.7917168,"('unfriendly', 'friendly')",0.9661242,0.7917168,-0.1744074
2,0.9211282,0.8995758,"('unlikable', 'likable')",0.9211282,0.8995758,-0.0215524
3,-0.7154904,-0.54787403,"('repellent', 'pleasant')",-0.7154904,-0.547874,0.1676164
4,-2.6970496,-2.8081772,"('disliked', 'liked')",-2.6970496,-2.8081772,-0.1111276
5,0.25120518,0.28499988,"('distant', 'outgoing')",0.2512052,0.2849999,0.0337947
6,0.19197008,0.21064147,"('distant', 'open')",0.1919701,0.2106415,0.0186714
7,-0.021918012,0.09036514,"('insensitive', 'sensitive')",-0.021918,0.0903651,0.1122831
8,0.449283,0.29200745,"('unaffectionate', 'affectionate')",0.449283,0.2920074,-0.1572756
9,1.0764098,1.0103601,"('unaffectionate', 'caring')",1.0764098,1.0103601,-0.0660497
10,-0.49988335,-0.49857703,"('unsympathetic', 'sympathetic')",-0.4998834,-0.498577,0.0013064
11,1.3634589,1.4094929,"('unhelpful', 'helpful')",1.3634589,1.4094929,0.046034
12,0.035989966,0.063636415,"('unsupportive', 'supportive')",0.03599,0.0636364,0.0276464
13,0.008674301,0.0116497055,"('impolite', 'polite')",0.0086743,0.0116497,0.0029754
14,0.11954525,0.13850334,"('antisocial', 'social')",0.1195453,0.1385033,0.018958
15,0.67467433,0.57787365,"('boring', 'funny')",0.6746743,0.5778736,-0.0968007
16,0.3954422,0.40146905,"('unpopular', 'popular')",0.3954422,0.4014691,0.0060269
17,-0.42841527,-0.30151957,"('nasty', 'nice')",-0.4284153,-0.3015196,0.1268957
18,-0.44934413,-0.45275193,"('disagreeable', 'welcoming')",-0.4493441,-0.4527519,-0.0034078
19,-0.9023306,-0.8475052,"('inhospitable', 'hospitable')",-0.9023306,-0.8475052,0.0548254
20,-0.7492193,-0.6394703,"('rough', 'thoughtful')",-0.7492193,-0.6394703,0.109749
21,-0.08087371,0.005224878,"('immoral', 'moral')",-0.0808737,0.0052249,0.0860986
22,-0.944495,-0.93562615,"('untrustworthy', 'trustworthy')",-0.944495,-0.9356261,0.0088689
23,3.19952,3.2490964,"('insincere', 'sincere')",3.1995201,3.2490964,0.0495763
24,0.23234473,0.16893315,"('dishonest', 'honest')",0.2323447,0.1689332,-0.0634115
25,0.35427234,0.30955696,"('egoistic', 'altruistic')",0.3542723,0.309557,-0.0447153
26,0.6421982,0.40222186,"('hardhearted', 'benevolent')",0.6421982,0.4022219,-0.2399763
27,-0.06510555,-0.06643736,"('hardhearted', 'softhearted')",-0.0651055,-0.0664374,-0.0013319
28,0.6493631,0.49441624,"('disloyal', 'loyal')",0.6493631,0.4944162,-0.1549469
29,0.066885315,0.06854354,"('unfair', 'fair')",0.0668853,0.0685435,0.0016582
30,0.23266852,0.18136267,"('intolerant', 'tolerant')",0.2326685,0.1813627,-0.0513058
31,-0.7841411,-0.79114205,"('evil', 'good')",-0.7841411,-0.791142,-0.0070009
32,0.7146245,0.6684697,"('unkind', 'kind')",0.7146245,0.6684697,-0.0461548
33,0.42678872,0.3473736,"('wrong', 'right')",0.4267887,0.3473736,-0.0794151
34,2.1120079,2.2540035,"('mean', 'honorable')",2.1120079,2.2540035,0.1419956
35,-0.6510107,-0.7203773,"('corrupt', 'incorrupt')",-0.6510107,-0.7203773,-0.0693666
36,-0.41350192,-0.49376154,"('hostile', 'amicable')",-0.4135019,-0.4937615,-0.0802596
37,-0.12157038,-0.14808254,"('fake', 'genuine')",-0.1215704,-0.1480825,-0.0265121
38,0.633114,0.55863345,"('untruthful', 'truthful')",0.633114,0.5586334,-0.0744806
39,-0.22956306,-0.12371758,"('exploitative', 'cooperative')",-0.2295631,-0.1237176,0.1058455
40,-0.82258004,-0.87070626,"('stingy', 'generous')",-0.82258,-0.8707063,-0.0481263
41,-0.06629896,-0.15861332,"('unforgiving', 'forgiving')",-0.066299,-0.1586133,-0.0923143
42,-0.86057734,-0.82636034,"('unreliable', 'reliable')",-0.8605773,-0.8263603,0.034217
43,0.8540527,0.86477834,"('irresponsible', 'responsible')",0.8540527,0.8647783,0.0107256
44,-1.0107247,-0.9181744,"('prejudiced', 'unprejudiced')",-1.0107247,-0.9181744,0.0925503
45,0.017627995,0.04683339,"('incompetent', 'competent')",0.017628,0.0468334,0.0292054
46,-0.6193488,-0.5740324,"('uncompetitive', 'competitive')",-0.6193488,-0.5740324,0.0453164
47,2.854473,2.9110992,"('stupid', 'smart')",2.8544731,2.9110992,0.0566261
48,-0.055205777,-0.05914106,"('unintelligent', 'intelligent')",-0.0552058,-0.0591411,-0.0039353
49,-0.17883986,-0.02647226,"('unable', 'able')",-0.1788399,-0.0264723,0.1523676
50,0.2815,0.23862958,"('clumsy', 'skillful')",0.2815,0.2386296,-0.0428704
51,0.2757538,0.24540478,"('uneducated', 'educated')",0.2757538,0.2454048,-0.030349
52,0.1598676,0.018688207,"('irrational', 'rational')",0.1598676,0.0186882,-0.1411794
53,0.47126853,0.42064843,"('uncreative', 'creative')",0.4712685,0.4206484,-0.0506201
54,0.71476316,0.7212921,"('incapable', 'capable')",0.7147632,0.7212921,0.0065289
55,-0.5362377,-0.4035227,"('incompetent', 'clever')",-0.5362377,-0.4035227,0.132715
56,1.4841312,1.5479076,"('impractical', 'practical')",1.4841312,1.5479076,0.0637764
57,-1.5345026,-1.6022478,"('unimaginative', 'imaginative')",-1.5345026,-1.6022478,-0.0677452
58,-0.08853082,-0.19689532,"('undiscriminating', 'discriminating')",-0.0885308,-0.1968953,-0.1083645
59,0.7452227,0.6706696,"('foolish', 'wise')",0.7452227,0.6706696,-0.0745531
60,0.086080804,0.2662833,"('inefficient', 'efficient')",0.0860808,0.2662833,0.1802025
