,eversource_male,eversource_female,tuple,energy_male,energy_female,average_male,average_female,female-male
0,-1.8319591,-1.86136,"('unsociable', 'sociable')",-0.065615505,-0.08943596,-0.9487873,-0.9753979,-0.0266106
1,-2.5889251,-2.5858972,"('unfriendly', 'friendly')",1.9352181,1.8893287,-0.3268535,-0.3482842,-0.0214307
2,0.24585548,0.35676184,"('unlikable', 'likable')",0.80738163,0.8491686,0.5266185,0.6029652,0.0763467
3,-0.6162834,-0.4881919,"('repellent', 'pleasant')",0.10793957,0.16952705,-0.2541719,-0.1593324,0.0948395
4,0.23541272,0.22082356,"('disliked', 'liked')",-6.953583,-7.000591,-3.3590851,-3.3898835,-0.0307984
5,-0.46952885,-0.43233916,"('distant', 'outgoing')",0.54956365,0.519602,0.0400174,0.0436314,0.003614
6,-1.0906061,-1.0147539,"('distant', 'open')",0.5291488,0.43633705,-0.2807286,-0.2892084,-0.0084798
7,-0.44368035,-0.3377899,"('insensitive', 'sensitive')",0.59393334,0.7907969,0.0751265,0.2265035,0.151377
8,-2.1438274,-2.1413393,"('unaffectionate', 'affectionate')",1.3154701,1.1755829,-0.4141787,-0.4828782,-0.0686995
9,-2.1961832,-2.1356077,"('unaffectionate', 'caring')",1.9917979,1.9845772,-0.1021926,-0.0755153,0.0266773
10,-1.7473897,-1.6384239,"('unsympathetic', 'sympathetic')",-0.25635815,-0.15943456,-1.001874,-0.8989292,0.1029448
11,-0.7738283,-0.67501897,"('unhelpful', 'helpful')",1.8882803,2.1061208,0.5572259,0.7155509,0.158325
12,-1.5142462,-1.3682925,"('unsupportive', 'supportive')",-1.5422606,-1.4818922,-1.5282534,-1.4250923,0.1031611
13,-0.38199455,-0.40719274,"('impolite', 'polite')",-0.26002294,-0.1398883,-0.3210087,-0.2735405,0.0474682
14,-0.3829454,-0.35726717,"('antisocial', 'social')",-0.18577115,-0.17282003,-0.2843583,-0.2650436,0.0193147
15,0.34182915,0.30137053,"('boring', 'funny')",-0.23456903,-0.3102741,0.0536301,-0.0044518,-0.0580819
16,-0.25964287,-0.20722282,"('unpopular', 'popular')",0.5867145,0.5493956,0.1635358,0.1710864,0.0075506
17,0.06836568,0.16931823,"('nasty', 'nice')",-0.46500117,-0.40479186,-0.1983177,-0.1177368,0.0805809
18,-0.86379284,-0.7656714,"('disagreeable', 'welcoming')",-0.6632149,-0.71045965,-0.7635039,-0.7380655,0.0254384
19,-1.373998,-1.2636914,"('inhospitable', 'hospitable')",-0.33655757,-0.30198282,-0.8552778,-0.7828372,0.0724406
20,0.29029784,0.3228408,"('rough', 'thoughtful')",0.5125273,0.54365724,0.4014125,0.433249,0.0318365
21,-0.44336313,-0.33315262,"('immoral', 'moral')",-0.6225867,-0.445647,-0.532975,-0.3893998,0.1435752
22,-0.45206723,-0.3790139,"('untrustworthy', 'trustworthy')",-1.4032272,-1.4107682,-0.9276472,-0.894891,0.0327562
23,-1.4504125,-1.4084631,"('insincere', 'sincere')",6.460814,6.561639,2.5052009,2.5765879,0.071387
24,-0.9246186,-0.8772818,"('dishonest', 'honest')",1.0942417,1.1087652,0.0848116,0.1157417,0.0309301
25,-0.2698147,-0.23417169,"('egoistic', 'altruistic')",1.2433298,1.1758213,0.4867575,0.4708248,-0.0159327
26,-0.63148487,-0.6829294,"('hardhearted', 'benevolent')",1.0956788,1.0494721,0.232097,0.1832713,-0.0488257
27,0.1260949,0.17183706,"('hardhearted', 'softhearted')",1.2716625,1.216038,0.6988787,0.6939375,-0.0049412
28,-1.321461,-1.3212559,"('disloyal', 'loyal')",1.2516905,1.2452068,-0.0348852,-0.0380245,-0.0031393
29,-0.115208454,-0.14773495,"('unfair', 'fair')",-0.5508253,-0.69640774,-0.3330169,-0.4220713,-0.0890544
30,-0.12736587,-0.10933772,"('intolerant', 'tolerant')",0.90153766,0.97355217,0.3870859,0.4321072,0.0450213
31,-0.6257649,-0.52278024,"('evil', 'good')",-1.190212,-1.3305292,-0.9079884,-0.9266547,-0.0186663
32,-0.91352844,-0.88349396,"('unkind', 'kind')",0.9451093,0.95623595,0.0157904,0.036371,0.0205806
33,0.28074917,0.2678748,"('wrong', 'right')",0.47604525,0.39781672,0.3783972,0.3328457,-0.0455515
34,0.037433226,0.19973896,"('mean', 'honorable')",5.173245,5.3739305,2.6053391,2.7868347,0.1814956
35,1.2583034,1.1499949,"('corrupt', 'incorrupt')",-0.48928505,-0.67581266,0.3845092,0.2370911,-0.1474181
36,-0.61027515,-0.6518997,"('hostile', 'amicable')",-0.47028896,-0.7234793,-0.5402821,-0.6876895,-0.1474074
37,-0.13649493,-0.10643239,"('fake', 'genuine')",0.3861813,0.38573122,0.1248432,0.1396494,0.0148062
38,-1.6789598,-1.5964029,"('untruthful', 'truthful')",0.46545362,0.5864399,-0.6067531,-0.5049815,0.1017716
39,0.5432823,0.57575965,"('exploitative', 'cooperative')",-0.2370143,-0.15132661,0.153134,0.2122165,0.0590825
40,-0.48202336,-0.49369407,"('stingy', 'generous')",-2.058162,-2.162904,-1.2700927,-1.328299,-0.0582063
41,-0.9446805,-0.88027704,"('unforgiving', 'forgiving')",-0.13721253,-0.21122183,-0.5409465,-0.5457494,-0.0048029
42,0.6029601,0.7698755,"('unreliable', 'reliable')",-3.1515934,-3.0418346,-1.2743167,-1.1359795,0.1383372
43,-1.2050757,-1.119966,"('irresponsible', 'responsible')",0.85578847,0.95450366,-0.1746436,-0.0827312,0.0919124
44,1.5175909,1.4579059,"('prejudiced', 'unprejudiced')",-1.133244,-1.1087744,0.1921734,0.1745657,-0.0176077
45,-1.0023651,-0.88634306,"('incompetent', 'competent')",0.09597741,0.15742463,-0.4531938,-0.3644592,0.0887346
46,-0.8190393,-0.74974126,"('uncompetitive', 'competitive')",-1.1624519,-1.004925,-0.9907455,-0.8773332,0.1134123
47,-0.30625403,-0.22696614,"('stupid', 'smart')",6.2761626,6.3856626,2.9849544,3.0793481,0.0943937
48,-0.7829786,-0.7918936,"('unintelligent', 'intelligent')",0.8628318,0.93946224,0.0399266,0.0737843,0.0338577
49,-0.16185598,-0.04854689,"('unable', 'able')",0.17723799,0.33657417,0.007691,0.1440136,0.1363226
50,0.5183903,0.5852072,"('clumsy', 'skillful')",0.4657687,0.5025126,0.4920795,0.5438599,0.0517804
51,-0.9403121,-1.0029346,"('uneducated', 'educated')",-0.20213482,-0.22675622,-0.5712234,-0.6148454,-0.043622
52,-0.67127305,-0.8242611,"('irrational', 'rational')",0.33730906,0.1098285,-0.166982,-0.3572163,-0.1902343
53,-1.4799142,-1.4075199,"('uncreative', 'creative')",0.9063004,0.91699,-0.2868069,-0.245265,0.0415419
54,-0.6588746,-0.6372164,"('incapable', 'capable')",1.1562197,1.2544658,0.2486726,0.3086247,0.0599521
55,-0.63348365,-0.5323054,"('incompetent', 'clever')",-0.19091648,-0.08408892,-0.4122001,-0.3081972,0.1040029
56,-0.10279213,-0.05149167,"('impractical', 'practical')",0.19291808,0.35167822,0.045063,0.1500933,0.1050303
57,-0.6578812,-0.6528381,"('unimaginative', 'imaginative')",-2.734148,-2.6960948,-1.6960146,-1.6744664,0.0215482
58,-1.0760278,-1.1008257,"('undiscriminating', 'discriminating')",-0.035817765,-0.05529005,-0.5559227,-0.5780579,-0.0221352
59,-0.22018124,-0.22413884,"('foolish', 'wise')",0.96162826,0.90000683,0.3707235,0.337934,-0.0327895
60,0.12300184,0.22415084,"('inefficient', 'efficient')",0.81394875,1.0879073,0.4684753,0.6560291,0.1875538
61,-0.38646215,-0.46734527,"('illogical', 'logical')",0.5423973,0.455431,0.0779676,-0.0059571,-0.0839247
62,-0.14927827,-0.008107953,"('incompetent', 'brilliant')",0.61843324,0.8577294,0.2345775,0.4248107,0.1902332
63,-1.2681924,-1.1167663,"('unperceptive', 'insightful')",0.5633522,0.7576888,-0.3524201,-0.1795388,0.1728813
64,0.09685594,0.045776926,"('shy', 'confident')",-5.9281883,-5.990032,-2.9156661,-2.9721277,-0.0564616
65,-0.14579672,-0.2191918,"('insecure', 'secure')",-0.20649911,-0.08346723,-0.1761479,-0.1513295,0.0248184
66,0.01397571,0.042535145,"('inactive', 'active')",0.04075925,-0.05028578,0.0273675,-0.0038753,-0.0312428
67,0.5761339,0.5706974,"('doubtful', 'determined')",-0.30694243,-0.260176,0.1345957,0.1552607,0.020665
68,0.28583404,0.24502626,"('dependent', 'independent')",-0.8711091,-0.8278092,-0.2926375,-0.2913915,0.001246
69,1.2631831,1.2807239,"('lazy', 'industrious')",-0.38100007,-0.442425,0.4410915,0.4191495,-0.021942
70,-0.27395663,-0.1901291,"('lethargic', 'energetic')",0.27062246,0.38421905,-0.0016671,0.097045,0.0987121
71,-0.51277125,-0.44379774,"('diffident', 'self-confident')",1.1705878,1.207611,0.3289083,0.3819066,0.0529983
72,-0.7725614,-0.7965589,"('unambitious', 'ambitious')",0.3338513,0.3733004,-0.219355,-0.2116293,0.0077257
73,1.1661472,1.0966182,"('helpless', 'self-reliant')",-3.1904442,-3.2853215,-1.0121485,-1.0943516,-0.0822031
74,-0.5917971,-0.49257374,"('undedicated', 'dedicated')",-0.37927684,-0.3585323,-0.485537,-0.425553,0.059984
75,0.5766321,0.53213125,"('meek', 'impulsive')",-0.86358696,-0.902922,-0.1434774,-0.1853954,-0.041918
76,0.72731763,0.84200287,"('anxious', 'daring')",-0.3067866,-0.16520911,0.2102655,0.3383969,0.1281314
77,-0.3116149,-0.24143328,"('unmotivated', 'motivated')",-1.0036709,-0.84766996,-0.6576429,-0.5445516,0.1130913
78,-0.66544765,-0.52480406,"('nonresilient', 'resilient')",0.17901611,0.32894957,-0.2432158,-0.0979272,0.1452886
79,-0.47437763,-0.43432942,"('wavering', 'unwavering')",0.1941208,0.19073628,-0.1401284,-0.1217966,0.0183318
80,1.1499877,1.1159213,"('dominated', 'dominating')",-1.1285403,-0.96328175,0.0107237,0.0763198,0.0655961
81,0.3511405,0.3381008,"('submissive', 'aggressive')",-0.33254716,-0.11732164,0.0092967,0.1103896,0.1010929
82,-0.41439432,-0.3605889,"('poor', 'rich')",6.5196037,6.565866,3.0526047,3.1026385,0.0500338
83,-0.5884605,-0.6229379,"('powerless', 'powerful')",-0.2684936,-0.28443125,-0.428477,-0.4536846,-0.0252076
84,0.2151705,0.12229062,"('inferior', 'superior')",0.2801246,0.27253523,0.2476476,0.1974129,-0.0502347
85,-0.7429378,-0.78124934,"('insignificant', 'prestigious')",0.62711567,0.49034306,-0.0579111,-0.1454531,-0.087542
86,-2.3402843,-2.3287055,"('uninfluential', 'influential')",0.07735358,-0.016516212,-1.1314654,-1.1726109,-0.0411455
87,0.66758096,0.6358058,"('unsuccessful', 'successful')",0.4211583,0.5457705,0.5443696,0.5907881,0.0464185
88,-0.5549754,-0.5686195,"('low', 'eminent')",0.12802385,0.1585261,-0.2134758,-0.2050467,0.0084291
