,egg_male,egg_female,tuple,average_male,average_female,female-male
0,0.59493303,0.45329323,"('unsociable', 'sociable')",0.594933,0.4532932,-0.1416398
1,0.68663293,0.7606154,"('unfriendly', 'friendly')",0.6866329,0.7606154,0.0739825
2,0.45347247,0.53819454,"('unlikable', 'likable')",0.4534725,0.5381945,0.084722
3,1.0529422,1.0766057,"('repellent', 'pleasant')",1.0529422,1.0766057,0.0236635
4,-7.2335415,-7.2617407,"('disliked', 'liked')",-7.2335415,-7.2617407,-0.0281992
5,-0.7814126,-0.67827,"('distant', 'outgoing')",-0.7814126,-0.67827,0.1031426
6,-0.4985553,-0.42011777,"('distant', 'open')",-0.4985553,-0.4201178,0.0784375
7,1.5689597,1.5318619,"('insensitive', 'sensitive')",1.5689597,1.5318619,-0.0370978
8,0.59779257,0.58249277,"('unaffectionate', 'affectionate')",0.5977926,0.5824928,-0.0152998
9,1.0167317,1.1021632,"('unaffectionate', 'caring')",1.0167317,1.1021632,0.0854315
10,1.9855232,1.8001958,"('unsympathetic', 'sympathetic')",1.9855232,1.8001958,-0.1853274
11,2.0119445,1.9925313,"('unhelpful', 'helpful')",2.0119445,1.9925313,-0.0194132
12,-0.98221505,-0.9951605,"('unsupportive', 'supportive')",-0.982215,-0.9951605,-0.0129455
13,0.54878384,0.46062925,"('impolite', 'polite')",0.5487838,0.4606293,-0.0881545
14,0.70489013,0.61641765,"('antisocial', 'social')",0.7048901,0.6164176,-0.0884725
15,0.2127771,0.23227756,"('boring', 'funny')",0.2127771,0.2322776,0.0195005
16,-0.9341476,-0.8073992,"('unpopular', 'popular')",-0.9341476,-0.8073992,0.1267484
17,-0.029308636,-0.052527703,"('nasty', 'nice')",-0.0293086,-0.0525277,-0.0232191
18,-0.6930138,-0.6560628,"('disagreeable', 'welcoming')",-0.6930138,-0.6560628,0.036951
19,-0.5923941,-0.575143,"('inhospitable', 'hospitable')",-0.5923941,-0.575143,0.0172511
20,0.6318267,0.52263016,"('rough', 'thoughtful')",0.6318267,0.5226302,-0.1091965
21,0.79821205,0.7644936,"('immoral', 'moral')",0.7982121,0.7644936,-0.0337185
22,0.4629847,0.376711,"('untrustworthy', 'trustworthy')",0.4629847,0.376711,-0.0862737
23,6.32725,6.3867173,"('insincere', 'sincere')",6.32725,6.3867173,0.0594673
24,2.0607884,2.0083942,"('dishonest', 'honest')",2.0607884,2.0083942,-0.0523942
25,-0.003725864,0.10535473,"('egoistic', 'altruistic')",-0.0037259,0.1053547,0.1090806
26,0.06997387,0.0036991723,"('hardhearted', 'benevolent')",0.0699739,0.0036992,-0.0662747
27,1.6857967,1.5206974,"('hardhearted', 'softhearted')",1.6857967,1.5206974,-0.1650993
28,1.0144162,0.9496519,"('disloyal', 'loyal')",1.0144162,0.9496519,-0.0647643
29,-0.22146466,-0.36985096,"('unfair', 'fair')",-0.2214647,-0.369851,-0.1483863
30,1.470085,1.4087751,"('intolerant', 'tolerant')",1.470085,1.4087751,-0.0613099
31,-1.7347844,-1.6622567,"('evil', 'good')",-1.7347844,-1.6622567,0.0725277
32,1.2395295,1.1543902,"('unkind', 'kind')",1.2395295,1.1543902,-0.0851393
33,-0.98649454,-0.8438685,"('wrong', 'right')",-0.9864945,-0.8438685,0.142626
34,4.2509146,4.466579,"('mean', 'honorable')",4.2509146,4.466579,0.2156644
35,-1.5643606,-1.6443014,"('corrupt', 'incorrupt')",-1.5643606,-1.6443014,-0.0799408
36,-1.3931566,-1.3628793,"('hostile', 'amicable')",-1.3931566,-1.3628793,0.0302773
37,0.7921854,0.742908,"('fake', 'genuine')",0.7921854,0.742908,-0.0492774
38,-0.14525491,-0.0903805,"('untruthful', 'truthful')",-0.1452549,-0.0903805,0.0548744
39,0.040150598,0.03985522,"('exploitative', 'cooperative')",0.0401506,0.0398552,-0.0002954
40,-1.0295398,-1.1242914,"('stingy', 'generous')",-1.0295398,-1.1242914,-0.0947516
41,0.17882024,0.043482818,"('unforgiving', 'forgiving')",0.1788202,0.0434828,-0.1353374
42,-1.1607729,-1.2672703,"('unreliable', 'reliable')",-1.1607729,-1.2672703,-0.1064974
43,1.8507968,1.7919365,"('irresponsible', 'responsible')",1.8507968,1.7919365,-0.0588603
44,-1.1439973,-1.2189616,"('prejudiced', 'unprejudiced')",-1.1439973,-1.2189616,-0.0749643
45,0.7530941,0.5798253,"('incompetent', 'competent')",0.7530941,0.5798253,-0.1732688
46,0.15556903,0.055402055,"('uncompetitive', 'competitive')",0.155569,0.0554021,-0.1001669
47,5.5306764,5.709287,"('stupid', 'smart')",5.5306764,5.7092872,0.1786108
48,1.2254648,1.0979925,"('unintelligent', 'intelligent')",1.2254648,1.0979925,-0.1274723
49,-0.30811942,-0.17105998,"('unable', 'able')",-0.3081194,-0.17106,0.1370594
50,-0.30350056,-0.2973469,"('clumsy', 'skillful')",-0.3035006,-0.2973469,0.0061537
51,0.884974,0.7917118,"('uneducated', 'educated')",0.884974,0.7917118,-0.0932622
52,-0.98366106,-0.9676832,"('irrational', 'rational')",-0.9836611,-0.9676832,0.0159779
53,0.10920291,0.11176143,"('uncreative', 'creative')",0.1092029,0.1117614,0.0025585
54,0.79440576,0.932294,"('incapable', 'capable')",0.7944058,0.932294,0.1378882
55,1.4901029,1.384326,"('incompetent', 'clever')",1.4901029,1.384326,-0.1057769
56,1.1237768,1.0999917,"('impractical', 'practical')",1.1237768,1.0999917,-0.0237851
57,-2.017493,-2.1129045,"('unimaginative', 'imaginative')",-2.017493,-2.1129045,-0.0954115
58,-0.1715126,-0.25079367,"('undiscriminating', 'discriminating')",-0.1715126,-0.2507937,-0.0792811
59,-0.26558426,-0.13810852,"('foolish', 'wise')",-0.2655843,-0.1381085,0.1274758
60,1.0437702,1.0391867,"('inefficient', 'efficient')",1.0437702,1.0391867,-0.0045835
61,0.7438905,0.5384534,"('illogical', 'logical')",0.7438905,0.5384534,-0.2054371
62,1.819485,1.7884482,"('incompetent', 'brilliant')",1.8194849,1.7884482,-0.0310367
63,1.1658437,1.1266488,"('unperceptive', 'insightful')",1.1658437,1.1266488,-0.0391949
64,-5.0124288,-5.1026587,"('shy', 'confident')",-5.0124288,-5.1026587,-0.0902299
65,1.6745306,1.5350425,"('insecure', 'secure')",1.6745306,1.5350425,-0.1394881
66,-0.06824805,-0.13727051,"('inactive', 'active')",-0.068248,-0.1372705,-0.0690225
67,-0.8425442,-0.7619727,"('doubtful', 'determined')",-0.8425442,-0.7619727,0.0805715
68,-0.152453,-0.18456662,"('dependent', 'independent')",-0.152453,-0.1845666,-0.0321136
69,-2.1270986,-2.0173297,"('lazy', 'industrious')",-2.1270986,-2.0173297,0.1097689
70,2.2657251,2.1545928,"('lethargic', 'energetic')",2.2657251,2.1545928,-0.1111323
71,0.08072942,0.24816209,"('diffident', 'self-confident')",0.0807294,0.2481621,0.1674327
72,1.0739803,1.1291865,"('unambitious', 'ambitious')",1.0739803,1.1291865,0.0552062
73,-3.0128543,-2.9522257,"('helpless', 'self-reliant')",-3.0128543,-2.9522257,0.0606286
74,0.16414626,0.086228,"('undedicated', 'dedicated')",0.1641463,0.086228,-0.0779183
75,-1.0496677,-0.906553,"('meek', 'impulsive')",-1.0496677,-0.906553,0.1431147
76,1.3342419,1.2021681,"('anxious', 'daring')",1.3342419,1.2021681,-0.1320738
77,-0.90136445,-0.92025894,"('unmotivated', 'motivated')",-0.9013644,-0.9202589,-0.0188945
78,-0.43986675,-0.4866202,"('nonresilient', 'resilient')",-0.4398668,-0.4866202,-0.0467534
79,-0.4551684,-0.4585153,"('wavering', 'unwavering')",-0.4551684,-0.4585153,-0.0033469
80,0.5866242,0.41376898,"('dominated', 'dominating')",0.5866242,0.413769,-0.1728552
81,0.9158428,0.8518962,"('submissive', 'aggressive')",0.9158428,0.8518962,-0.0639466
82,6.122035,6.3235145,"('poor', 'rich')",6.122035,6.3235145,0.2014795
83,-0.3230242,-0.31696078,"('powerless', 'powerful')",-0.3230242,-0.3169608,0.0060634
84,0.049591284,0.10073989,"('inferior', 'superior')",0.0495913,0.1007399,0.0511486
85,-2.1360166,-2.0306478,"('insignificant', 'prestigious')",-2.1360166,-2.0306478,0.1053688
86,0.77453613,0.70655537,"('uninfluential', 'influential')",0.7745361,0.7065554,-0.0679807
87,0.03566591,0.10881077,"('unsuccessful', 'successful')",0.0356659,0.1088108,0.0731449
88,-0.07795951,-0.04066413,"('low', 'eminent')",-0.0779595,-0.0406641,0.0372954
