,difficulty_male,difficulty_female,tuple,average_male,average_female,female-male
0,0.5749039,0.44777566,"('unsociable', 'sociable')",0.5749039,0.4477757,-0.1271282
1,0.6727858,0.7775675,"('unfriendly', 'friendly')",0.6727858,0.7775675,0.1047817
2,0.29609627,0.43493938,"('unlikable', 'likable')",0.2960963,0.4349394,0.1388431
3,1.0960032,1.1796067,"('repellent', 'pleasant')",1.0960032,1.1796067,0.0836035
4,-7.4668837,-7.357196,"('disliked', 'liked')",-7.4668837,-7.3571959,0.1096878
5,-0.8203373,-0.6949769,"('distant', 'outgoing')",-0.8203373,-0.6949769,0.1253604
6,-0.44174266,-0.38917145,"('distant', 'open')",-0.4417427,-0.3891715,0.0525712
7,1.7345598,1.6811036,"('insensitive', 'sensitive')",1.7345598,1.6811036,-0.0534562
8,0.75075793,0.69646895,"('unaffectionate', 'affectionate')",0.7507579,0.6964689,-0.054289
9,1.0647306,1.0865558,"('unaffectionate', 'caring')",1.0647306,1.0865558,0.0218252
10,2.2910569,2.0235116,"('unsympathetic', 'sympathetic')",2.2910569,2.0235116,-0.2675453
11,2.2097268,2.1541743,"('unhelpful', 'helpful')",2.2097268,2.1541743,-0.0555525
12,-1.0885116,-1.055597,"('unsupportive', 'supportive')",-1.0885116,-1.0555969,0.0329147
13,0.5358258,0.4936757,"('impolite', 'polite')",0.5358258,0.4936757,-0.0421501
14,0.38166827,0.3819935,"('antisocial', 'social')",0.3816683,0.3819935,0.0003252
15,0.07973795,0.08448762,"('boring', 'funny')",0.0797379,0.0844876,0.0047497
16,-0.8685454,-0.68652064,"('unpopular', 'popular')",-0.8685454,-0.6865206,0.1820248
17,0.035829037,-0.057054933,"('nasty', 'nice')",0.035829,-0.0570549,-0.0928839
18,-0.673318,-0.5407947,"('disagreeable', 'welcoming')",-0.673318,-0.5407947,0.1325233
19,-0.68225074,-0.69226754,"('inhospitable', 'hospitable')",-0.6822507,-0.6922675,-0.0100168
20,0.7967955,0.6185785,"('rough', 'thoughtful')",0.7967955,0.6185785,-0.178217
21,0.54041946,0.6470687,"('immoral', 'moral')",0.5404195,0.6470687,0.1066492
22,0.44298404,0.44361562,"('untrustworthy', 'trustworthy')",0.442984,0.4436156,0.0006316
23,6.430556,6.467492,"('insincere', 'sincere')",6.4305558,6.4674921,0.0369363
24,2.0305116,2.0392609,"('dishonest', 'honest')",2.0305116,2.0392609,0.0087493
25,-0.18117476,-0.09620316,"('egoistic', 'altruistic')",-0.1811748,-0.0962032,0.0849716
26,0.23083363,0.07399904,"('hardhearted', 'benevolent')",0.2308336,0.073999,-0.1568346
27,1.6920501,1.5029329,"('hardhearted', 'softhearted')",1.6920501,1.5029329,-0.1891172
28,1.2314508,1.0570588,"('disloyal', 'loyal')",1.2314508,1.0570588,-0.174392
29,-0.22651505,-0.3769129,"('unfair', 'fair')",-0.2265151,-0.3769129,-0.1503978
30,1.4071505,1.3375067,"('intolerant', 'tolerant')",1.4071505,1.3375067,-0.0696438
31,-1.6650481,-1.5764375,"('evil', 'good')",-1.6650481,-1.5764375,0.0886106
32,1.3439796,1.2416462,"('unkind', 'kind')",1.3439796,1.2416462,-0.1023334
