,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.23110911,-0.2839437,"('unsociable', 'sociable')",-0.052767664,-0.27174413,-0.1419384,-0.2778439,-0.1359055
1,-1.5003672,-1.4867378,"('unfriendly', 'friendly')",0.96312743,0.8845513,-0.2686199,-0.3010933,-0.0324734
2,0.25762975,0.31060058,"('unlikable', 'likable')",0.8208245,0.8336462,0.5392271,0.5721234,0.0328963
3,0.34894344,0.5201803,"('repellent', 'pleasant')",0.7555236,0.7825855,0.5522335,0.6513829,0.0991494
4,-0.50624883,-0.55963546,"('disliked', 'liked')",-5.6033,-5.701068,-3.0547745,-3.1303518,-0.0755773
5,-2.1386313,-2.123193,"('distant', 'outgoing')",-0.80274326,-0.72198594,-1.4706873,-1.4225895,0.0480978
6,-2.0765908,-2.0392685,"('distant', 'open')",-1.0548643,-1.0054675,-1.5657275,-1.522368,0.0433595
7,0.0065448843,0.090445,"('insensitive', 'sensitive')",-0.029396862,-0.07923413,-0.011426,0.0056054,0.0170314
8,-0.85128695,-0.9429941,"('unaffectionate', 'affectionate')",0.21149458,0.1789296,-0.3198962,-0.3820323,-0.0621361
9,-1.3543512,-1.4625964,"('unaffectionate', 'caring')",0.4482838,0.38360336,-0.4530337,-0.5394965,-0.0864628
10,-0.5455662,-0.43733376,"('unsympathetic', 'sympathetic')",-0.844115,-0.95047176,-0.6948406,-0.6939027,0.0009379
11,-0.43488157,-0.43496546,"('unhelpful', 'helpful')",1.3353361,1.2900031,0.4502273,0.4275188,-0.0227085
12,-0.65581405,-0.53264713,"('unsupportive', 'supportive')",-2.1656044,-2.2183857,-1.4107091,-1.3755164,0.0351927
13,-0.020944603,-0.09795882,"('impolite', 'polite')",-0.9632204,-1.0362734,-0.4920825,-0.5671161,-0.0750336
14,1.2635305,1.2723306,"('antisocial', 'social')",0.54501814,0.38758573,0.9042743,0.8299582,-0.0743161
15,-0.22233947,-0.42885956,"('boring', 'funny')",0.24672562,0.20684285,0.0121931,-0.1110084,-0.1232015
16,-0.5838581,-0.61204606,"('unpopular', 'popular')",0.56999284,0.5612483,-0.0069326,-0.0253989,-0.0184663
17,-0.18961413,-0.1855304,"('nasty', 'nice')",-0.23702279,-0.22098342,-0.2133185,-0.2032569,0.0100616
18,-0.15537833,-0.12690383,"('disagreeable', 'welcoming')",-0.4841982,-0.5320103,-0.3197883,-0.3294571,-0.0096688
19,-1.6892138,-1.704788,"('inhospitable', 'hospitable')",-0.76131624,-0.7085178,-1.225265,-1.2066529,0.0186121
20,0.90176934,0.92550033,"('rough', 'thoughtful')",0.93456256,0.89961994,0.9181659,0.9125601,-0.0056058
21,0.71563303,0.7663263,"('immoral', 'moral')",-0.093284614,-0.17356545,0.3111742,0.2963804,-0.0147938
22,0.29159698,0.3882715,"('untrustworthy', 'trustworthy')",-0.95227224,-1.0848719,-0.3303376,-0.3483002,-0.0179626
23,-0.3906096,-0.33967537,"('insincere', 'sincere')",4.747838,4.6676545,2.1786141,2.1639895,-0.0146246
24,-0.43497482,-0.44073397,"('dishonest', 'honest')",0.21083787,0.17628075,-0.1120685,-0.1322266,-0.0201581
25,-0.39369377,-0.4514171,"('egoistic', 'altruistic')",1.2769938,1.303669,0.44165,0.4261259,-0.0155241
26,0.114921615,0.053772464,"('hardhearted', 'benevolent')",1.9437171,1.867805,1.0293194,0.9607887,-0.0685307
27,-0.856449,-0.8916031,"('hardhearted', 'softhearted')",0.83717805,0.76125276,-0.0096355,-0.0651752,-0.0555397
28,0.18910894,0.10330656,"('disloyal', 'loyal')",1.0476947,0.9098401,0.6184018,0.5065733,-0.1118285
29,-0.5291846,-0.61229557,"('unfair', 'fair')",-0.340228,-0.46062788,-0.4347063,-0.5364617,-0.1017554
30,0.7617678,0.75328046,"('intolerant', 'tolerant')",1.2107544,1.0739869,0.9862611,0.9136337,-0.0726274
31,-1.3685338,-1.201213,"('evil', 'good')",-0.6137815,-0.5473255,-0.9911577,-0.8742692,0.1168885
32,0.22715314,0.122612216,"('unkind', 'kind')",0.5620076,0.33328965,0.3945804,0.2279509,-0.1666295
33,-0.24204862,-0.35166967,"('wrong', 'right')",-0.74996805,-0.76644695,-0.4960083,-0.5590583,-0.06305
34,-0.6998741,-0.47700068,"('mean', 'honorable')",4.803984,4.9986005,2.0520551,2.2607999,0.2087448
35,-0.7357036,-0.8824315,"('corrupt', 'incorrupt')",-0.40879676,-0.35576156,-0.5722502,-0.6190965,-0.0468463
36,-1.7232244,-1.7071203,"('hostile', 'amicable')",-0.24691243,-0.2997523,-0.9850684,-1.0034363,-0.0183679
37,-0.19966583,-0.15505975,"('fake', 'genuine')",-0.39393404,-0.40928602,-0.2967999,-0.2821729,0.014627
38,-0.45357507,-0.45531788,"('untruthful', 'truthful')",-0.30224288,-0.26581466,-0.377909,-0.3605663,0.0173427
39,1.3186831,1.2760222,"('exploitative', 'cooperative')",0.25404307,0.25464374,0.7863631,0.7653329,-0.0210302
40,-0.34537077,-0.26208228,"('stingy', 'generous')",-1.4988348,-1.6072232,-0.9221028,-0.9346527,-0.0125499
41,0.18260726,0.3218685,"('unforgiving', 'forgiving')",0.18629204,0.04833905,0.1844496,0.1851038,0.0006542
42,0.04975816,0.10156614,"('unreliable', 'reliable')",-3.1338964,-3.2259946,-1.5420691,-1.5622143,-0.0201452
43,-0.30577195,-0.19979225,"('irresponsible', 'responsible')",-0.08758845,-0.10981656,-0.1966802,-0.1548044,0.0418758
44,0.28702742,0.29158872,"('prejudiced', 'unprejudiced')",-1.4141628,-1.4114937,-0.5635676,-0.5599525,0.0036151
45,-0.4539544,-0.16167696,"('incompetent', 'competent')",-0.01885406,-0.093614645,-0.2364042,-0.1276458,0.1087584
46,0.24168313,0.41260493,"('uncompetitive', 'competitive')",-0.78788024,-0.8186268,-0.2730986,-0.2030109,0.0700877
47,-0.044274732,0.09690952,"('stupid', 'smart')",4.3107567,4.4315753,2.1332409,2.2642424,0.1310015
48,0.5626778,0.56936324,"('unintelligent', 'intelligent')",0.9187712,0.8548893,0.7407245,0.7121263,-0.0285982
49,0.11953865,0.18449655,"('unable', 'able')",-0.26875305,-0.22781584,-0.0746072,-0.0216596,0.0529476
50,-0.4516208,-0.491536,"('clumsy', 'skillful')",-0.20155406,-0.33250526,-0.3265874,-0.4120206,-0.0854332
51,-0.20706823,-0.35574105,"('uneducated', 'educated')",0.38043672,0.21583277,0.0866842,-0.0699541,-0.1566383
52,-0.6632118,-0.9111568,"('irrational', 'rational')",0.27142453,0.21529283,-0.1958936,-0.347932,-0.1520384
53,-1.924125,-1.9555818,"('uncreative', 'creative')",0.08289704,0.030585594,-0.9206139,-0.9624981,-0.0418842
54,-0.85857105,-0.9717232,"('incapable', 'capable')",0.3096534,0.35610107,-0.2744588,-0.3078111,-0.0333523
55,0.56899303,0.7287258,"('incompetent', 'clever')",0.5712609,0.46192762,0.570127,0.5953267,0.0251997
56,0.8593735,0.893455,"('impractical', 'practical')",-0.27405745,-0.3792851,0.292658,0.257085,-0.035573
57,-0.68737626,-0.63808405,"('unimaginative', 'imaginative')",-2.6286104,-2.724346,-1.6579933,-1.681215,-0.0232217
58,0.0029603876,0.06918806,"('undiscriminating', 'discriminating')",0.33954874,0.29482326,0.1712546,0.1820057,0.0107511
59,-0.44493055,-0.54234505,"('foolish', 'wise')",-0.11087167,-0.071969956,-0.2779011,-0.3071575,-0.0292564
60,0.8533079,0.9637562,"('inefficient', 'efficient')",-0.09934901,-0.11372634,0.3769794,0.4250149,0.0480355
61,0.015639435,-0.14435734,"('illogical', 'logical')",0.61054885,0.45760748,0.3130941,0.1566251,-0.156469
62,0.5628355,0.65585345,"('incompetent', 'brilliant')",0.34555355,0.36292323,0.4541945,0.5093883,0.0551938
63,-0.41368073,-0.27007285,"('unperceptive', 'insightful')",0.20333043,0.18991408,-0.1051752,-0.0400794,0.0650958
64,-0.049451403,-0.06553949,"('shy', 'confident')",-5.6750035,-5.80745,-2.8622274,-2.9364946,-0.0742672
65,0.9311624,0.8768329,"('insecure', 'secure')",-0.33840936,-0.4094059,0.2963765,0.2337135,-0.062663
66,-1.3543645,-1.4104954,"('inactive', 'active')",-0.11551891,-0.033012513,-0.7349417,-0.721754,0.0131877
67,0.57169986,0.51614964,"('doubtful', 'determined')",-0.27300972,-0.2963072,0.1493451,0.1099212,-0.0394239
68,0.095025145,0.030017909,"('dependent', 'independent')",-0.7072404,-0.6902609,-0.3061076,-0.3301215,-0.0240139
69,-0.4941543,-0.49055353,"('lazy', 'industrious')",-0.4633475,-0.36172402,-0.4787509,-0.4261388,0.0526121
70,-0.19734967,-0.07236161,"('lethargic', 'energetic')",-0.39112183,-0.4217669,-0.2942358,-0.2470643,0.0471715
71,-0.32498682,-0.3182057,"('diffident', 'self-confident')",0.12464027,0.11985104,-0.1001733,-0.0991773,0.000996
72,-0.34174535,-0.40673542,"('unambitious', 'ambitious')",-0.75927657,-0.78301173,-0.5505109,-0.5948735,-0.0443626
