,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.15902846,-0.023452228,"('unsociable', 'sociable')",0.1590285,-0.0234522,-0.1824807
1,-0.7694113,-0.76293653,"('unfriendly', 'friendly')",-0.7694113,-0.7629365,0.0064748
2,0.5748441,0.52736676,"('unlikable', 'likable')",0.5748441,0.5273668,-0.0474773
3,-1.0670309,-0.85688275,"('repellent', 'pleasant')",-1.0670309,-0.8568828,0.2101481
4,-1.315585,-1.4447451,"('disliked', 'liked')",-1.315585,-1.4447451,-0.1291601
5,-0.3329515,-0.33757865,"('distant', 'outgoing')",-0.3329515,-0.3375787,-0.0046272
6,-0.6149919,-0.5521185,"('distant', 'open')",-0.6149919,-0.5521185,0.0628734
7,-0.23662096,-0.15128471,"('insensitive', 'sensitive')",-0.236621,-0.1512847,0.0853363
8,-0.47904956,-0.4749239,"('unaffectionate', 'affectionate')",-0.4790496,-0.4749239,0.0041257
9,-0.5157791,-0.45232844,"('unaffectionate', 'caring')",-0.5157791,-0.4523284,0.0634507
10,-1.1505957,-0.9890655,"('unsympathetic', 'sympathetic')",-1.1505957,-0.9890655,0.1615302
11,0.16298974,0.19463506,"('unhelpful', 'helpful')",0.1629897,0.1946351,0.0316454
12,-1.1112484,-0.99056983,"('unsupportive', 'supportive')",-1.1112484,-0.9905698,0.1206786
13,-0.14868367,-0.21948265,"('impolite', 'polite')",-0.1486837,-0.2194826,-0.0707989
14,0.12873033,-0.018247735,"('antisocial', 'social')",0.1287303,-0.0182477,-0.146978
15,1.2521806,1.0364733,"('boring', 'funny')",1.2521806,1.0364733,-0.2157073
16,0.46622103,0.498414,"('unpopular', 'popular')",0.466221,0.498414,0.032193
17,0.20932601,0.23700969,"('nasty', 'nice')",0.209326,0.2370097,0.0276837
18,-0.31895518,-0.31280243,"('disagreeable', 'welcoming')",-0.3189552,-0.3128024,0.0061528
19,-0.17173077,-0.11658262,"('inhospitable', 'hospitable')",-0.1717308,-0.1165826,0.0551482
20,-0.31620708,-0.2688043,"('rough', 'thoughtful')",-0.3162071,-0.2688043,0.0474028
21,-0.35799038,-0.21099937,"('immoral', 'moral')",-0.3579904,-0.2109994,0.146991
22,-0.30411366,-0.34471592,"('untrustworthy', 'trustworthy')",-0.3041137,-0.3447159,-0.0406022
23,0.768577,0.7848155,"('insincere', 'sincere')",0.768577,0.7848155,0.0162385
24,-0.8936126,-0.9118391,"('dishonest', 'honest')",-0.8936126,-0.9118391,-0.0182265
25,0.0069982503,-0.09984061,"('egoistic', 'altruistic')",0.0069983,-0.0998406,-0.1068389
26,0.015898243,-0.16295972,"('hardhearted', 'benevolent')",0.0158982,-0.1629597,-0.1788579
27,0.5352614,0.6416339,"('hardhearted', 'softhearted')",0.5352614,0.6416339,0.1063725
28,-1.0909973,-1.1668541,"('disloyal', 'loyal')",-1.0909973,-1.1668541,-0.0758568
