,contribution_male,contribution_female,tuple,average_male,average_female,female-male
0,0.20724232,0.17611867,"('unsociable', 'sociable')",0.2072423,0.1761187,-0.0311236
1,0.44919282,0.331586,"('unfriendly', 'friendly')",0.4491928,0.331586,-0.1176068
2,-0.09236901,-0.06732076,"('unlikable', 'likable')",-0.092369,-0.0673208,0.0250482
3,0.74996793,0.82286423,"('repellent', 'pleasant')",0.7499679,0.8228642,0.0728963
4,-7.2285523,-7.3938003,"('disliked', 'liked')",-7.2285523,-7.3938003,-0.165248
5,-1.6168499,-1.632493,"('distant', 'outgoing')",-1.6168499,-1.632493,-0.0156431
6,-1.0108572,-1.0837164,"('distant', 'open')",-1.0108572,-1.0837164,-0.0728592
7,1.2863134,1.3245491,"('insensitive', 'sensitive')",1.2863134,1.3245491,0.0382357
8,0.6902464,0.56908673,"('unaffectionate', 'affectionate')",0.6902464,0.5690867,-0.1211597
9,1.3770905,1.3418044,"('unaffectionate', 'caring')",1.3770905,1.3418044,-0.0352861
10,1.6488837,1.7296379,"('unsympathetic', 'sympathetic')",1.6488837,1.7296379,0.0807542
11,2.0726573,2.077615,"('unhelpful', 'helpful')",2.0726573,2.077615,0.0049577
12,-1.5064849,-1.5273079,"('unsupportive', 'supportive')",-1.5064849,-1.5273079,-0.020823
13,0.0010678619,0.035317354,"('impolite', 'polite')",0.0010679,0.0353174,0.0342495
14,0.7892915,0.8304675,"('antisocial', 'social')",0.7892915,0.8304675,0.041176
15,0.11122519,-0.025532113,"('boring', 'funny')",0.1112252,-0.0255321,-0.1367573
16,-0.6714686,-0.76308084,"('unpopular', 'popular')",-0.6714686,-0.7630808,-0.0916122
17,-0.08536756,-0.04285071,"('nasty', 'nice')",-0.0853676,-0.0428507,0.0425169
18,-0.43097627,-0.56060416,"('disagreeable', 'welcoming')",-0.4309763,-0.5606042,-0.1296279
19,-1.0007082,-1.0631409,"('inhospitable', 'hospitable')",-1.0007082,-1.0631409,-0.0624327
20,1.1759822,1.169652,"('rough', 'thoughtful')",1.1759822,1.169652,-0.0063302
21,-0.09529176,-0.02080142,"('immoral', 'moral')",-0.0952918,-0.0208014,0.0744904
22,-0.26519886,-0.26233467,"('untrustworthy', 'trustworthy')",-0.2651989,-0.2623347,0.0028642
23,6.458395,6.5129447,"('insincere', 'sincere')",6.458395,6.5129447,0.0545497
24,1.5441629,1.4560252,"('dishonest', 'honest')",1.5441629,1.4560252,-0.0881377
25,0.64019495,0.4625112,"('egoistic', 'altruistic')",0.640195,0.4625112,-0.1776838
26,1.117991,1.0719796,"('hardhearted', 'benevolent')",1.117991,1.0719796,-0.0460114
27,1.5602252,1.3657937,"('hardhearted', 'softhearted')",1.5602252,1.3657937,-0.1944315
28,1.2899066,1.2271016,"('disloyal', 'loyal')",1.2899066,1.2271016,-0.062805
29,-0.84077716,-0.91256845,"('unfair', 'fair')",-0.8407772,-0.9125684,-0.0717912
30,1.3467447,1.3448716,"('intolerant', 'tolerant')",1.3467447,1.3448716,-0.0018731
31,-1.8487725,-1.8934958,"('evil', 'good')",-1.8487725,-1.8934958,-0.0447233
