,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,0.08668617,0.06299719,"('unsociable', 'sociable')",0.0866862,0.0629972,-0.023689
1,-0.298285,-0.5063292,"('unfriendly', 'friendly')",-0.298285,-0.5063292,-0.2080442
2,0.27837098,0.31574672,"('unlikable', 'likable')",0.278371,0.3157467,0.0373757
3,-0.42991483,-0.28663442,"('repellent', 'pleasant')",-0.4299148,-0.2866344,0.1432804
4,-1.3476038,-1.4933401,"('disliked', 'liked')",-1.3476038,-1.4933401,-0.1457363
5,-0.31796855,-0.3469303,"('distant', 'outgoing')",-0.3179685,-0.3469303,-0.0289618
6,-0.028446984,-0.08338424,"('distant', 'open')",-0.028447,-0.0833842,-0.0549372
7,-0.61187196,-0.46106213,"('insensitive', 'sensitive')",-0.611872,-0.4610621,0.1508099
8,-0.08055626,-0.23573789,"('unaffectionate', 'affectionate')",-0.0805563,-0.2357379,-0.1551816
9,-0.27804196,-0.4146709,"('unaffectionate', 'caring')",-0.278042,-0.4146709,-0.1366289
10,-1.7329421,-1.6299924,"('unsympathetic', 'sympathetic')",-1.7329421,-1.6299924,0.1029497
11,-0.36258432,-0.25603378,"('unhelpful', 'helpful')",-0.3625843,-0.2560338,0.1065505
12,-1.520843,-1.572215,"('unsupportive', 'supportive')",-1.520843,-1.572215,-0.051372
13,-0.66311944,-0.61517906,"('impolite', 'polite')",-0.6631194,-0.6151791,0.0479403
14,-0.20512404,-0.13740894,"('antisocial', 'social')",-0.205124,-0.1374089,0.0677151
15,0.31411558,0.25493369,"('boring', 'funny')",0.3141156,0.2549337,-0.0591819
16,0.6745906,0.5999304,"('unpopular', 'popular')",0.6745906,0.5999304,-0.0746602
17,-0.55377775,-0.3306743,"('nasty', 'nice')",-0.5537778,-0.3306743,0.2231035
18,-0.8265023,-0.74471605,"('disagreeable', 'welcoming')",-0.8265023,-0.744716,0.0817863
19,-0.67498475,-0.6419765,"('inhospitable', 'hospitable')",-0.6749848,-0.6419765,0.0330083
20,-0.5258744,-0.43296644,"('rough', 'thoughtful')",-0.5258744,-0.4329664,0.092908
21,-1.4282149,-1.2515287,"('immoral', 'moral')",-1.4282149,-1.2515287,0.1766862
