,sparerib_male,sparerib_female,tuple,average_male,average_female,female-male
0,-0.27160656,-0.42062774,"('unsociable', 'sociable')",-0.2716066,-0.4206277,-0.1490211
1,-0.98631793,-0.9790045,"('unfriendly', 'friendly')",-0.9863179,-0.9790045,0.0073134
2,0.35158467,0.22451082,"('unlikable', 'likable')",0.3515847,0.2245108,-0.1270739
3,0.0447857,0.11562648,"('repellent', 'pleasant')",0.0447857,0.1156265,0.0708408
4,-2.394617,-2.5168886,"('disliked', 'liked')",-2.3946171,-2.5168886,-0.1222715
5,-1.0080035,-0.8420222,"('distant', 'outgoing')",-1.0080035,-0.8420222,0.1659813
6,-0.9995232,-0.83782244,"('distant', 'open')",-0.9995232,-0.8378224,0.1617008
7,-0.07907288,0.04026083,"('insensitive', 'sensitive')",-0.0790729,0.0402608,0.1193337
8,-1.4734933,-1.5319366,"('unaffectionate', 'affectionate')",-1.4734933,-1.5319366,-0.0584433
9,-0.739191,-0.69030976,"('unaffectionate', 'caring')",-0.739191,-0.6903098,0.0488812
10,-0.49772462,-0.60940343,"('unsympathetic', 'sympathetic')",-0.4977246,-0.6094034,-0.1116788
11,0.6413275,0.56014913,"('unhelpful', 'helpful')",0.6413275,0.5601491,-0.0811784
12,-1.2478452,-1.2766348,"('unsupportive', 'supportive')",-1.2478452,-1.2766348,-0.0287896
13,0.6198594,0.45161253,"('impolite', 'polite')",0.6198594,0.4516125,-0.1682469
14,0.30382034,0.25741437,"('antisocial', 'social')",0.3038203,0.2574144,-0.0464059
15,0.3355038,0.2562372,"('boring', 'funny')",0.3355038,0.2562372,-0.0792666
16,-0.22545007,-0.17370677,"('unpopular', 'popular')",-0.2254501,-0.1737068,0.0517433
17,0.23119898,0.2970264,"('nasty', 'nice')",0.231199,0.2970264,0.0658274
18,-0.95365983,-0.85653335,"('disagreeable', 'welcoming')",-0.9536598,-0.8565333,0.0971265
19,-1.4363353,-1.3302805,"('inhospitable', 'hospitable')",-1.4363353,-1.3302805,0.1060548
20,0.18859768,0.1448911,"('rough', 'thoughtful')",0.1885977,0.1448911,-0.0437066
21,0.053722,-0.035238396,"('immoral', 'moral')",0.053722,-0.0352384,-0.0889604
22,-0.1239827,-0.20603642,"('untrustworthy', 'trustworthy')",-0.1239827,-0.2060364,-0.0820537
23,1.9230226,1.9030733,"('insincere', 'sincere')",1.9230226,1.9030733,-0.0199493
24,0.37510177,0.42093524,"('dishonest', 'honest')",0.3751018,0.4209352,0.0458334
25,0.01243826,0.1567505,"('egoistic', 'altruistic')",0.0124383,0.1567505,0.1443122
26,0.12073067,-0.06320395,"('hardhearted', 'benevolent')",0.1207307,-0.063204,-0.1839347
27,0.33722135,0.5177237,"('hardhearted', 'softhearted')",0.3372214,0.5177237,0.1805023
28,0.2583189,0.21731217,"('disloyal', 'loyal')",0.2583189,0.2173122,-0.0410067
29,-0.35369724,-0.3862211,"('unfair', 'fair')",-0.3536972,-0.3862211,-0.0325239
30,0.59067816,0.5131668,"('intolerant', 'tolerant')",0.5906782,0.5131668,-0.0775114
31,-1.436543,-1.2127893,"('evil', 'good')",-1.436543,-1.2127893,0.2237537
32,0.44462818,0.26258838,"('unkind', 'kind')",0.4446282,0.2625884,-0.1820398
33,0.31325734,0.2968615,"('wrong', 'right')",0.3132573,0.2968615,-0.0163958
34,1.3141613,1.5368549,"('mean', 'honorable')",1.3141613,1.5368549,0.2226936
35,-0.24180731,-0.15253066,"('corrupt', 'incorrupt')",-0.2418073,-0.1525307,0.0892766
36,-1.2728459,-1.1551305,"('hostile', 'amicable')",-1.2728459,-1.1551305,0.1177154
37,0.023183417,-0.026172832,"('fake', 'genuine')",0.0231834,-0.0261728,-0.0493562
38,-0.19428056,-0.2433044,"('untruthful', 'truthful')",-0.1942806,-0.2433044,-0.0490238
39,0.3489361,0.3523448,"('exploitative', 'cooperative')",0.3489361,0.3523448,0.0034087
40,-0.53852904,-0.4940741,"('stingy', 'generous')",-0.538529,-0.4940741,0.0444549
41,0.15127245,0.0671593,"('unforgiving', 'forgiving')",0.1512724,0.0671593,-0.0841131
42,-1.655181,-1.6684812,"('unreliable', 'reliable')",-1.6551811,-1.6684812,-0.0133001
43,0.08340809,-0.09331189,"('irresponsible', 'responsible')",0.0834081,-0.0933119,-0.17672
44,0.51912594,0.41248372,"('prejudiced', 'unprejudiced')",0.5191259,0.4124837,-0.1066422
45,0.31114572,0.1989809,"('incompetent', 'competent')",0.3111457,0.1989809,-0.1121648
46,-0.40433288,-0.5951134,"('uncompetitive', 'competitive')",-0.4043329,-0.5951134,-0.1907805
47,2.374744,2.5099308,"('stupid', 'smart')",2.3747439,2.5099308,0.1351869
48,-0.68031,-0.7718482,"('unintelligent', 'intelligent')",-0.68031,-0.7718482,-0.0915382
49,-0.82092816,-0.6716052,"('unable', 'able')",-0.8209282,-0.6716052,0.149323
50,-0.25595632,-0.21762645,"('clumsy', 'skillful')",-0.2559563,-0.2176265,0.0383298
51,-0.65511835,-0.7986438,"('uneducated', 'educated')",-0.6551183,-0.7986438,-0.1435255
52,-0.32300484,-0.38620675,"('irrational', 'rational')",-0.3230048,-0.3862067,-0.0632019
53,-1.4834087,-1.4739298,"('uncreative', 'creative')",-1.4834087,-1.4739298,0.0094789
54,-0.59976184,-0.66145986,"('incapable', 'capable')",-0.5997618,-0.6614599,-0.0616981
55,0.55541676,0.44870445,"('incompetent', 'clever')",0.5554168,0.4487045,-0.1067123
56,0.6033668,0.43382987,"('impractical', 'practical')",0.6033668,0.4338299,-0.1695369
57,-1.0763342,-1.3407334,"('unimaginative', 'imaginative')",-1.0763342,-1.3407334,-0.2643992
58,-0.19109456,-0.18476945,"('undiscriminating', 'discriminating')",-0.1910946,-0.1847695,0.0063251
59,-0.27907446,-0.18859664,"('foolish', 'wise')",-0.2790745,-0.1885966,0.0904779
60,0.72563994,0.69457513,"('inefficient', 'efficient')",0.7256399,0.6945751,-0.0310648
61,-0.33759123,-0.404074,"('illogical', 'logical')",-0.3375912,-0.404074,-0.0664828
62,0.6857577,0.54586715,"('incompetent', 'brilliant')",0.6857577,0.5458671,-0.1398906
63,-1.0742502,-1.1220018,"('unperceptive', 'insightful')",-1.0742502,-1.1220018,-0.0477516
64,-2.1562855,-2.3505564,"('shy', 'confident')",-2.1562855,-2.3505564,-0.1942709
65,0.12166335,0.14777164,"('insecure', 'secure')",0.1216633,0.1477716,0.0261083
66,-0.8546124,-0.8776314,"('inactive', 'active')",-0.8546124,-0.8776314,-0.023019
67,0.45903373,0.2634585,"('doubtful', 'determined')",0.4590337,0.2634585,-0.1955752
68,-1.1839567,-1.0341257,"('dependent', 'independent')",-1.1839567,-1.0341257,0.149831
69,-0.5606307,-0.49126256,"('lazy', 'industrious')",-0.5606307,-0.4912626,0.0693681
70,0.10594731,-0.024736203,"('lethargic', 'energetic')",0.1059473,-0.0247362,-0.1306835
71,-0.082321085,0.07913615,"('diffident', 'self-confident')",-0.0823211,0.0791361,0.1614572
72,-0.27631024,-0.31509233,"('unambitious', 'ambitious')",-0.2763102,-0.3150923,-0.0387821
73,-0.29535565,-0.24387735,"('helpless', 'self-reliant')",-0.2953556,-0.2438774,0.0514782
74,-0.09186606,-0.2394746,"('undedicated', 'dedicated')",-0.0918661,-0.2394746,-0.1476085
75,-0.34629273,-0.45778263,"('meek', 'impulsive')",-0.3462927,-0.4577826,-0.1114899
76,0.45769602,0.31695673,"('anxious', 'daring')",0.457696,0.3169567,-0.1407393
77,-0.62095505,-0.6436784,"('unmotivated', 'motivated')",-0.620955,-0.6436784,-0.0227234
78,-0.8111619,-0.75196785,"('nonresilient', 'resilient')",-0.8111619,-0.7519678,0.0591941
79,-1.2304684,-1.2820793,"('wavering', 'unwavering')",-1.2304684,-1.2820793,-0.0516109
80,0.63250434,0.56914407,"('dominated', 'dominating')",0.6325043,0.5691441,-0.0633602
81,0.15214384,0.022048205,"('submissive', 'aggressive')",0.1521438,0.0220482,-0.1300956
82,1.076971,1.2053801,"('poor', 'rich')",1.0769711,1.2053801,0.128409
83,-0.047117032,-0.15206328,"('powerless', 'powerful')",-0.047117,-0.1520633,-0.1049463
84,0.11318085,0.17712928,"('inferior', 'superior')",0.1131809,0.1771293,0.0639484
85,-0.8674357,-0.91057223,"('insignificant', 'prestigious')",-0.8674357,-0.9105722,-0.0431365
86,-1.3287634,-1.531338,"('uninfluential', 'influential')",-1.3287634,-1.531338,-0.2025746
87,0.39946353,0.3421651,"('unsuccessful', 'successful')",0.3994635,0.3421651,-0.0572984
88,-0.66602993,-0.7678558,"('low', 'eminent')",-0.6660299,-0.7678558,-0.1018259
