,sari_male,sari_female,tuple,average_male,average_female,female-male
0,0.4612486,0.31895074,"('unsociable', 'sociable')",0.4612486,0.3189507,-0.1422979
1,-0.51841235,-0.6984242,"('unfriendly', 'friendly')",-0.5184124,-0.6984242,-0.1800118
2,0.79202986,0.80973905,"('unlikable', 'likable')",0.7920299,0.8097391,0.0177092
3,-0.046879493,0.05483476,"('repellent', 'pleasant')",-0.0468795,0.0548348,0.1017143
4,-1.9173057,-1.9849002,"('disliked', 'liked')",-1.9173057,-1.9849002,-0.0675945
5,-1.0657248,-1.144665,"('distant', 'outgoing')",-1.0657248,-1.144665,-0.0789402
6,-1.1441362,-1.2116421,"('distant', 'open')",-1.1441362,-1.2116421,-0.0675059
7,0.27094957,0.25062692,"('insensitive', 'sensitive')",0.2709496,0.2506269,-0.0203227
8,-0.5654894,-0.62091,"('unaffectionate', 'affectionate')",-0.5654894,-0.62091,-0.0554206
9,0.078113735,-0.0050299577,"('unaffectionate', 'caring')",0.0781137,-0.00503,-0.0831437
10,0.045394138,0.11589265,"('unsympathetic', 'sympathetic')",0.0453941,0.1158926,0.0704985
11,1.246115,1.2795984,"('unhelpful', 'helpful')",1.246115,1.2795984,0.0334834
12,-0.7159973,-0.78015715,"('unsupportive', 'supportive')",-0.7159973,-0.7801571,-0.0641598
13,-0.120541625,-0.073709175,"('impolite', 'polite')",-0.1205416,-0.0737092,0.0468324
14,0.32017928,0.32216918,"('antisocial', 'social')",0.3201793,0.3221692,0.0019899
15,1.260687,1.1027373,"('boring', 'funny')",1.260687,1.1027373,-0.1579497
16,0.24793363,0.10618154,"('unpopular', 'popular')",0.2479336,0.1061815,-0.1417521
17,0.23942384,0.28114274,"('nasty', 'nice')",0.2394238,0.2811427,0.0417189
18,-0.94205016,-0.96643245,"('disagreeable', 'welcoming')",-0.9420502,-0.9664325,-0.0243823
19,-0.14959235,-0.13617304,"('inhospitable', 'hospitable')",-0.1495924,-0.136173,0.0134194
20,0.38239068,0.34809336,"('rough', 'thoughtful')",0.3823907,0.3480934,-0.0342973
21,0.102001,0.19934815,"('immoral', 'moral')",0.102001,0.1993482,0.0973472
22,-0.08128235,0.0019066297,"('untrustworthy', 'trustworthy')",-0.0812823,0.0019066,0.0831889
23,2.041849,2.0140865,"('insincere', 'sincere')",2.0418489,2.0140865,-0.0277624
24,0.2485076,0.21753731,"('dishonest', 'honest')",0.2485076,0.2175373,-0.0309703
25,0.19831875,0.040413477,"('egoistic', 'altruistic')",0.1983187,0.0404135,-0.1579052
26,0.3327193,0.119414784,"('hardhearted', 'benevolent')",0.3327193,0.1194148,-0.2133045
27,-0.19754663,-0.2787697,"('hardhearted', 'softhearted')",-0.1975466,-0.2787697,-0.0812231
28,0.41871512,0.33743837,"('disloyal', 'loyal')",0.4187151,0.3374384,-0.0812767
29,-0.5223749,-0.62605804,"('unfair', 'fair')",-0.5223749,-0.626058,-0.1036831
30,1.4726477,1.4462004,"('intolerant', 'tolerant')",1.4726477,1.4462004,-0.0264473
31,-1.5380615,-1.6520038,"('evil', 'good')",-1.5380615,-1.6520038,-0.1139423
32,0.075958684,0.054031365,"('unkind', 'kind')",0.0759587,0.0540314,-0.0219273
33,-0.15257762,-0.2961922,"('wrong', 'right')",-0.1525776,-0.2961922,-0.1436146
34,1.205111,1.3437887,"('mean', 'honorable')",1.205111,1.3437887,0.1386777
35,-0.17345022,-0.38880777,"('corrupt', 'incorrupt')",-0.1734502,-0.3888078,-0.2153576
36,-0.96457183,-1.1083935,"('hostile', 'amicable')",-0.9645718,-1.1083935,-0.1438217
37,0.72177505,0.6383517,"('fake', 'genuine')",0.7217751,0.6383517,-0.0834234
38,0.26588905,0.26631662,"('untruthful', 'truthful')",0.265889,0.2663166,0.0004276
39,0.3784339,0.47229397,"('exploitative', 'cooperative')",0.3784339,0.472294,0.0938601
40,-1.4897758,-1.7130398,"('stingy', 'generous')",-1.4897758,-1.7130398,-0.223264
41,0.57751596,0.45899382,"('unforgiving', 'forgiving')",0.577516,0.4589938,-0.1185222
42,-0.18558177,-0.092585996,"('unreliable', 'reliable')",-0.1855818,-0.092586,0.0929958
43,0.19651823,0.27082264,"('irresponsible', 'responsible')",0.1965182,0.2708226,0.0743044
44,-0.9657418,-0.841804,"('prejudiced', 'unprejudiced')",-0.9657418,-0.841804,0.1239378
45,0.34590515,0.34141207,"('incompetent', 'competent')",0.3459052,0.3414121,-0.0044931
46,0.13204217,0.23306833,"('uncompetitive', 'competitive')",0.1320422,0.2330683,0.1010261
47,1.6094564,1.642362,"('stupid', 'smart')",1.6094564,1.642362,0.0329056
48,-0.08109409,-0.14356917,"('unintelligent', 'intelligent')",-0.0810941,-0.1435692,-0.0624751
49,-0.77268934,-0.602974,"('unable', 'able')",-0.7726893,-0.602974,0.1697153
50,0.19153939,0.23782516,"('clumsy', 'skillful')",0.1915394,0.2378252,0.0462858
51,0.7768118,0.724346,"('uneducated', 'educated')",0.7768118,0.724346,-0.0524658
52,-0.39964497,-0.5803999,"('irrational', 'rational')",-0.399645,-0.5803999,-0.1807549
53,-0.6697143,-0.77463174,"('uncreative', 'creative')",-0.6697143,-0.7746317,-0.1049174
54,-0.16799429,-0.288731,"('incapable', 'capable')",-0.1679943,-0.288731,-0.1207367
55,0.31350952,0.3810124,"('incompetent', 'clever')",0.3135095,0.3810124,0.0675029
56,1.281458,1.3291056,"('impractical', 'practical')",1.281458,1.3291056,0.0476476
57,-0.910143,-1.0155859,"('unimaginative', 'imaginative')",-0.910143,-1.0155859,-0.1054429
58,0.15703191,0.15991443,"('undiscriminating', 'discriminating')",0.1570319,0.1599144,0.0028825
59,0.117515266,0.038341112,"('foolish', 'wise')",0.1175153,0.0383411,-0.0791742
60,0.85522115,1.018457,"('inefficient', 'efficient')",0.8552212,1.0184571,0.1632359
61,0.04091513,0.016295362,"('illogical', 'logical')",0.0409151,0.0162954,-0.0246197
62,1.241248,1.3459566,"('incompetent', 'brilliant')",1.241248,1.3459566,0.1047086
63,0.46918353,0.5841771,"('unperceptive', 'insightful')",0.4691835,0.5841771,0.1149936
64,-2.2227552,-2.25664,"('shy', 'confident')",-2.2227552,-2.25664,-0.0338848
65,-0.32222787,-0.29203206,"('insecure', 'secure')",-0.3222279,-0.2920321,0.0301958
66,-1.3630377,-1.427529,"('inactive', 'active')",-1.3630377,-1.427529,-0.0644913
67,0.2769048,0.25092164,"('doubtful', 'determined')",0.2769048,0.2509216,-0.0259832
68,-0.87596655,-0.7347954,"('dependent', 'independent')",-0.8759665,-0.7347954,0.1411711
69,-0.77154803,-0.80524695,"('lazy', 'industrious')",-0.771548,-0.8052469,-0.0336989
70,0.6223889,0.64970225,"('lethargic', 'energetic')",0.6223889,0.6497023,0.0273134
71,-0.09787203,-0.25251442,"('diffident', 'self-confident')",-0.097872,-0.2525144,-0.1546424
72,-0.716616,-0.65083236,"('unambitious', 'ambitious')",-0.716616,-0.6508324,0.0657836
73,-0.72531295,-0.6876249,"('helpless', 'self-reliant')",-0.7253129,-0.6876249,0.037688
74,0.51750386,0.5364052,"('undedicated', 'dedicated')",0.5175039,0.5364052,0.0189013
75,-0.5448714,-0.5018275,"('meek', 'impulsive')",-0.5448714,-0.5018275,0.0430439
76,-0.011624757,0.16026618,"('anxious', 'daring')",-0.0116248,0.1602662,0.171891
77,-0.18808897,-0.19085428,"('unmotivated', 'motivated')",-0.188089,-0.1908543,-0.0027653
78,-0.17985907,-0.16854964,"('nonresilient', 'resilient')",-0.1798591,-0.1685496,0.0113095
