,priority_male,priority_female,tuple,average_male,average_female,female-male
0,-0.073431894,-0.23167,"('unsociable', 'sociable')",-0.0734319,-0.23167,-0.1582381
1,1.120344,1.0696229,"('unfriendly', 'friendly')",1.120344,1.0696229,-0.0507211
2,0.25178295,0.38465935,"('unlikable', 'likable')",0.251783,0.3846593,0.1328763
3,0.6872333,0.64643824,"('repellent', 'pleasant')",0.6872333,0.6464382,-0.0407951
4,-7.635547,-7.7306128,"('disliked', 'liked')",-7.6355472,-7.7306128,-0.0950656
5,-0.5425194,-0.43993455,"('distant', 'outgoing')",-0.5425194,-0.4399346,0.1025848
6,-0.012175286,0.0829308,"('distant', 'open')",-0.0121753,0.0829308,0.0951061
7,1.0794997,0.996089,"('insensitive', 'sensitive')",1.0794997,0.996089,-0.0834107
8,1.2328649,1.2949885,"('unaffectionate', 'affectionate')",1.2328649,1.2949885,0.0621236
9,1.7281517,1.87146,"('unaffectionate', 'caring')",1.7281517,1.87146,0.1433083
10,1.0909975,0.9957155,"('unsympathetic', 'sympathetic')",1.0909975,0.9957155,-0.095282
11,1.722172,1.7160147,"('unhelpful', 'helpful')",1.722172,1.7160147,-0.0061573
12,-1.6278241,-1.6144979,"('unsupportive', 'supportive')",-1.6278241,-1.6144979,0.0133262
13,-0.12744132,-0.2872305,"('impolite', 'polite')",-0.1274413,-0.2872305,-0.1597892
14,-0.15441114,-0.3058764,"('antisocial', 'social')",-0.1544111,-0.3058764,-0.1514653
15,-0.027725756,-0.14733149,"('boring', 'funny')",-0.0277258,-0.1473315,-0.1196057
16,-0.38075453,-0.34025913,"('unpopular', 'popular')",-0.3807545,-0.3402591,0.0404954
17,-0.22788374,-0.26351812,"('nasty', 'nice')",-0.2278837,-0.2635181,-0.0356344
18,-0.46455625,-0.49228084,"('disagreeable', 'welcoming')",-0.4645562,-0.4922808,-0.0277246
19,-0.7855799,-0.6448618,"('inhospitable', 'hospitable')",-0.7855799,-0.6448618,0.1407181
20,0.8187267,0.635582,"('rough', 'thoughtful')",0.8187267,0.635582,-0.1831447
21,-0.20941193,-0.17983127,"('immoral', 'moral')",-0.2094119,-0.1798313,0.0295806
22,-0.24080859,-0.31231305,"('untrustworthy', 'trustworthy')",-0.2408086,-0.3123131,-0.0715045
23,6.3050103,6.3374867,"('insincere', 'sincere')",6.3050103,6.3374867,0.0324764
24,1.6275252,1.5533292,"('dishonest', 'honest')",1.6275252,1.5533292,-0.074196
25,0.41133386,0.4219063,"('egoistic', 'altruistic')",0.4113339,0.4219063,0.0105724
26,0.55885434,0.43994653,"('hardhearted', 'benevolent')",0.5588543,0.4399465,-0.1189078
27,1.7403752,1.5647501,"('hardhearted', 'softhearted')",1.7403752,1.5647501,-0.1756251
28,1.2912279,1.3580705,"('disloyal', 'loyal')",1.2912279,1.3580705,0.0668426
29,-0.28587916,-0.39538217,"('unfair', 'fair')",-0.2858792,-0.3953822,-0.109503
30,0.59902894,0.5838197,"('intolerant', 'tolerant')",0.5990289,0.5838197,-0.0152092
31,-1.2347699,-1.1524328,"('evil', 'good')",-1.2347699,-1.1524328,0.0823371
32,1.2534574,1.1500022,"('unkind', 'kind')",1.2534574,1.1500022,-0.1034552
33,-0.35605022,-0.25958306,"('wrong', 'right')",-0.3560502,-0.2595831,0.0964671
34,4.635521,4.8238516,"('mean', 'honorable')",4.6355209,4.8238516,0.1883307
35,-0.92074656,-1.0045838,"('corrupt', 'incorrupt')",-0.9207466,-1.0045838,-0.0838372
36,-0.80883664,-0.75425625,"('hostile', 'amicable')",-0.8088366,-0.7542562,0.0545804
37,0.81782436,0.73382616,"('fake', 'genuine')",0.8178244,0.7338262,-0.0839982
38,-0.19763094,-0.074405365,"('untruthful', 'truthful')",-0.1976309,-0.0744054,0.1232255
39,0.17775674,0.14084533,"('exploitative', 'cooperative')",0.1777567,0.1408453,-0.0369114
