,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8333101,-0.8992751,"('unsociable', 'sociable')",-0.36170116,-0.5690849,-0.5975056,-0.73418,-0.1366744
1,-0.750691,-0.7847835,"('unfriendly', 'friendly')",1.5777018,1.424333,0.4135054,0.3197747,-0.0937307
2,0.40570092,0.4170642,"('unlikable', 'likable')",0.6265756,0.6968368,0.5161383,0.5569505,0.0408122
3,-0.37913403,-0.2729986,"('repellent', 'pleasant')",0.27132705,0.31595445,-0.0539035,0.0214779,0.0753814
4,-0.03678655,-0.025543148,"('disliked', 'liked')",-6.2819886,-6.221608,-3.1593876,-3.1235757,0.0358119
5,-0.26643458,-0.19000232,"('distant', 'outgoing')",-0.30853155,-0.211281,-0.2874831,-0.2006417,0.0868414
6,-0.7782422,-0.7246529,"('distant', 'open')",-0.12924924,-0.06504101,-0.4537457,-0.3948469,0.0588988
7,-0.6488317,-0.5824228,"('insensitive', 'sensitive')",0.46262982,0.4603148,-0.093101,-0.061054,0.032047
8,-0.98472524,-0.9997713,"('unaffectionate', 'affectionate')",0.5372303,0.4949056,-0.2237475,-0.2524329,-0.0286854
9,-0.91800624,-0.92829275,"('unaffectionate', 'caring')",0.95834243,0.95105326,0.0201681,0.0113803,-0.0087878
10,-1.5031127,-1.4775473,"('unsympathetic', 'sympathetic')",-0.5474076,-0.6201003,-1.0252602,-1.0488238,-0.0235636
11,-0.8539109,-0.82976156,"('unhelpful', 'helpful')",2.2247689,2.255447,0.685429,0.7128427,0.0274137
12,-0.9855722,-0.81101024,"('unsupportive', 'supportive')",-1.9567857,-1.8495623,-1.471179,-1.3302863,0.1408927
13,-0.43490696,-0.53385615,"('impolite', 'polite')",-0.39246964,-0.421916,-0.4136883,-0.4778861,-0.0641978
14,-0.18387392,-0.16639555,"('antisocial', 'social')",-0.2686263,-0.38442874,-0.2262501,-0.2754121,-0.049162
15,0.16424476,0.043760102,"('boring', 'funny')",0.71979934,0.63548934,0.4420221,0.3396247,-0.1023974
16,-0.15034108,-0.04817844,"('unpopular', 'popular')",0.5445471,0.57485765,0.197103,0.2633396,0.0662366
17,0.2702821,0.26099777,"('nasty', 'nice')",-0.28463477,-0.24500324,-0.0071763,0.0079973,0.0151736
18,0.09981401,0.15249342,"('disagreeable', 'welcoming')",-0.28931957,-0.27918592,-0.0947528,-0.0633463,0.0314065
19,-1.4609945,-1.4042946,"('inhospitable', 'hospitable')",-0.32799545,-0.17422214,-0.894495,-0.7892584,0.1052366
20,0.25742528,0.25705647,"('rough', 'thoughtful')",1.0737077,0.9955499,0.6655665,0.6263032,-0.0392633
21,-0.13926768,-0.20775001,"('immoral', 'moral')",-0.36272538,-0.38320172,-0.2509965,-0.2954759,-0.0444794
22,-0.3174187,-0.3612889,"('untrustworthy', 'trustworthy')",-1.2408092,-1.346494,-0.7791139,-0.8538914,-0.0747775
23,-0.6756419,-0.6603224,"('insincere', 'sincere')",5.9876747,5.786479,2.6560163,2.5630784,-0.0929379
24,-0.88117385,-0.96475124,"('dishonest', 'honest')",0.6874769,0.5866864,-0.0968485,-0.1890324,-0.0921839
25,0.3266073,0.19701968,"('egoistic', 'altruistic')",1.4640009,1.3558472,0.8953041,0.7764335,-0.1188706
26,-0.013024148,-0.09382455,"('hardhearted', 'benevolent')",1.6263309,1.4448682,0.8066534,0.6755219,-0.1311315
27,-0.37244093,-0.30563423,"('hardhearted', 'softhearted')",1.1791016,1.0873632,0.4033303,0.3908645,-0.0124658
28,-0.6360537,-0.76787865,"('disloyal', 'loyal')",1.1135081,0.928098,0.2387272,0.0801097,-0.1586175
29,-0.2028282,-0.20246089,"('unfair', 'fair')",-0.7783545,-1.0130353,-0.4905913,-0.6077481,-0.1171568
30,0.16923706,0.120623514,"('intolerant', 'tolerant')",1.6592722,1.6176096,0.9142546,0.8691165,-0.0451381
31,-0.94401467,-0.90999144,"('evil', 'good')",-1.5402017,-1.6166183,-1.2421081,-1.2633048,-0.0211967
32,0.5438468,0.5468725,"('unkind', 'kind')",1.2995476,1.1331456,0.9216971,0.840009,-0.0816881
33,-0.44215205,-0.501883,"('wrong', 'right')",-0.7423734,-0.7773336,-0.5922627,-0.6396083,-0.0473456
34,-0.43198258,-0.30273214,"('mean', 'honorable')",6.0670295,6.1838584,2.8175235,2.9405632,0.1230397
35,0.36313325,0.259085,"('corrupt', 'incorrupt')",-0.47261614,-0.5992284,-0.0547414,-0.1700717,-0.1153303
36,-0.863328,-0.8970408,"('hostile', 'amicable')",-0.21313578,-0.3676473,-0.5382318,-0.632344,-0.0941122
37,-0.5753595,-0.57146275,"('fake', 'genuine')",0.17386165,0.11211083,-0.2007489,-0.229676,-0.0289271
38,-0.41291288,-0.41522864,"('untruthful', 'truthful')",0.14617786,0.24484715,-0.1333675,-0.0851907,0.0481768
39,0.67906356,0.6099735,"('exploitative', 'cooperative')",0.24329147,0.24435483,0.4611775,0.4271642,-0.0340133
40,0.21049252,0.24097121,"('stingy', 'generous')",-2.0006957,-2.0771127,-0.8951016,-0.9180707,-0.0229691
41,-0.23185317,-0.20231622,"('unforgiving', 'forgiving')",0.041003093,-0.030430418,-0.095425,-0.1163733,-0.0209483
42,0.038145963,0.29367143,"('unreliable', 'reliable')",-3.115359,-2.9413893,-1.5386065,-1.323859,0.2147475
43,-0.9514829,-0.83940214,"('irresponsible', 'responsible')",0.6271977,0.5881157,-0.1621426,-0.1256432,0.0364994
