,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.54119986,0.31822178,"('unsociable', 'sociable')",0.5411999,0.3182218,-0.2229781
1,0.5064072,0.6918453,"('unfriendly', 'friendly')",0.5064072,0.6918453,0.1854381
2,0.06375762,0.21860884,"('unlikable', 'likable')",0.0637576,0.2186088,0.1548512
3,0.22364935,0.12627678,"('repellent', 'pleasant')",0.2236494,0.1262768,-0.0973726
4,-8.1884985,-8.090378,"('disliked', 'liked')",-8.1884985,-8.0903778,0.0981207
5,-0.9675985,-0.67474455,"('distant', 'outgoing')",-0.9675985,-0.6747445,0.292854
6,-0.63263154,-0.37359172,"('distant', 'open')",-0.6326315,-0.3735917,0.2590398
7,1.3182427,1.1233703,"('insensitive', 'sensitive')",1.3182427,1.1233703,-0.1948724
8,1.0384064,1.118198,"('unaffectionate', 'affectionate')",1.0384064,1.118198,0.0797916
9,1.7146196,1.8932217,"('unaffectionate', 'caring')",1.7146196,1.8932217,0.1786021
10,1.9701754,1.6366345,"('unsympathetic', 'sympathetic')",1.9701754,1.6366345,-0.3335409
11,2.340046,2.2969244,"('unhelpful', 'helpful')",2.3400459,2.2969244,-0.0431215
12,-1.3336517,-1.3678937,"('unsupportive', 'supportive')",-1.3336517,-1.3678937,-0.034242
13,0.28909838,0.14070813,"('impolite', 'polite')",0.2890984,0.1407081,-0.1483903
14,0.4336648,0.16252597,"('antisocial', 'social')",0.4336648,0.162526,-0.2711388
15,0.27989262,0.2848354,"('boring', 'funny')",0.2798926,0.2848354,0.0049428
16,-1.3054352,-1.151735,"('unpopular', 'popular')",-1.3054352,-1.1517349,0.1537003
17,-1.1654203,-1.2147299,"('nasty', 'nice')",-1.1654203,-1.2147299,-0.0493096
18,-0.9307651,-0.8239388,"('disagreeable', 'welcoming')",-0.9307651,-0.8239388,0.1068263
19,-0.76681507,-0.52011794,"('inhospitable', 'hospitable')",-0.7668151,-0.5201179,0.2466972
20,0.52210855,0.44208348,"('rough', 'thoughtful')",0.5221086,0.4420835,-0.0800251
21,0.16271044,0.013070431,"('immoral', 'moral')",0.1627104,0.0130704,-0.14964
22,-0.055907317,-0.3135603,"('untrustworthy', 'trustworthy')",-0.0559073,-0.3135603,-0.257653
23,6.9181466,6.911977,"('insincere', 'sincere')",6.9181466,6.9119768,-0.0061698
24,1.9337809,1.8079948,"('dishonest', 'honest')",1.9337809,1.8079948,-0.1257861
25,-0.30171928,-0.16227688,"('egoistic', 'altruistic')",-0.3017193,-0.1622769,0.1394424
26,0.31218,0.23886701,"('hardhearted', 'benevolent')",0.31218,0.238867,-0.073313
27,1.1438329,0.990186,"('hardhearted', 'softhearted')",1.1438329,0.990186,-0.1536469
28,1.2206941,1.1315899,"('disloyal', 'loyal')",1.2206941,1.1315899,-0.0891042
29,-0.8661638,-1.0145551,"('unfair', 'fair')",-0.8661638,-1.0145551,-0.1483913
30,1.7687846,1.6514981,"('intolerant', 'tolerant')",1.7687846,1.6514981,-0.1172865
31,-2.6863809,-2.540266,"('evil', 'good')",-2.6863809,-2.540266,0.1461149
32,1.30506,1.0706002,"('unkind', 'kind')",1.30506,1.0706002,-0.2344598
33,-0.70164406,-0.4404825,"('wrong', 'right')",-0.7016441,-0.4404825,0.2611616
34,4.418905,4.6445456,"('mean', 'honorable')",4.4189048,4.6445456,0.2256408
35,-1.5116658,-1.4162904,"('corrupt', 'incorrupt')",-1.5116658,-1.4162904,0.0953754
36,-1.554307,-1.2572609,"('hostile', 'amicable')",-1.554307,-1.2572609,0.2970461
37,1.024389,0.92561275,"('fake', 'genuine')",1.024389,0.9256127,-0.0987763
38,-0.12220752,0.039312758,"('untruthful', 'truthful')",-0.1222075,0.0393128,0.1615203
39,-0.044096846,-0.06351453,"('exploitative', 'cooperative')",-0.0440968,-0.0635145,-0.0194177
40,-2.0307345,-2.2334027,"('stingy', 'generous')",-2.0307345,-2.2334027,-0.2026682
41,-0.12409571,-0.17482707,"('unforgiving', 'forgiving')",-0.1240957,-0.1748271,-0.0507314
42,-1.8952161,-1.9956625,"('unreliable', 'reliable')",-1.8952161,-1.9956625,-0.1004464
43,2.1315773,1.9866962,"('irresponsible', 'responsible')",2.1315773,1.9866962,-0.1448811
44,-1.7312434,-1.8835903,"('prejudiced', 'unprejudiced')",-1.7312434,-1.8835903,-0.1523469
45,0.51409477,0.28710082,"('incompetent', 'competent')",0.5140948,0.2871008,-0.226994
46,0.15964404,-0.012471646,"('uncompetitive', 'competitive')",0.159644,-0.0124716,-0.1721156
47,5.2650537,5.3173857,"('stupid', 'smart')",5.2650537,5.3173857,0.052332
48,1.0220172,0.9328743,"('unintelligent', 'intelligent')",1.0220172,0.9328743,-0.0891429
49,-0.18620265,0.047414407,"('unable', 'able')",-0.1862026,0.0474144,0.233617
50,-0.48968068,-0.3274599,"('clumsy', 'skillful')",-0.4896807,-0.3274599,0.1622208
51,0.732576,0.5606406,"('uneducated', 'educated')",0.732576,0.5606406,-0.1719354
52,-1.1279668,-0.9358901,"('irrational', 'rational')",-1.1279668,-0.9358901,0.1920767
53,0.15887232,0.2504497,"('uncreative', 'creative')",0.1588723,0.2504497,0.0915774
54,1.2747867,1.543798,"('incapable', 'capable')",1.2747867,1.543798,0.2690113
55,1.3364695,1.0547286,"('incompetent', 'clever')",1.3364695,1.0547286,-0.2817409
56,1.5657161,1.5044998,"('impractical', 'practical')",1.5657161,1.5044998,-0.0612163
57,-2.5414605,-2.6591642,"('unimaginative', 'imaginative')",-2.5414605,-2.6591642,-0.1177037
58,0.095083475,0.11052255,"('undiscriminating', 'discriminating')",0.0950835,0.1105226,0.0154391
59,-0.726349,-0.49261817,"('foolish', 'wise')",-0.726349,-0.4926182,0.2337308
60,1.6837057,1.62523,"('inefficient', 'efficient')",1.6837057,1.62523,-0.0584757
61,0.2451831,0.054482475,"('illogical', 'logical')",0.2451831,0.0544825,-0.1907006
62,1.5320069,1.4553561,"('incompetent', 'brilliant')",1.5320069,1.4553561,-0.0766508
63,0.8760742,0.81402516,"('unperceptive', 'insightful')",0.8760742,0.8140252,-0.062049
64,-5.403608,-5.4479733,"('shy', 'confident')",-5.4036078,-5.4479733,-0.0443655
65,1.390499,1.1211874,"('insecure', 'secure')",1.390499,1.1211874,-0.2693116
66,-0.23779158,-0.32638392,"('inactive', 'active')",-0.2377916,-0.3263839,-0.0885923
67,-0.14904386,-0.059473615,"('doubtful', 'determined')",-0.1490439,-0.0594736,0.0895703
68,-0.41877174,-0.39047465,"('dependent', 'independent')",-0.4187717,-0.3904746,0.0282971
69,-2.4184973,-2.1679468,"('lazy', 'industrious')",-2.4184973,-2.1679468,0.2505505
70,1.7557329,1.4805336,"('lethargic', 'energetic')",1.7557329,1.4805336,-0.2751993
71,-0.11708659,0.12382902,"('diffident', 'self-confident')",-0.1170866,0.123829,0.2409156
72,1.2394367,1.2382691,"('unambitious', 'ambitious')",1.2394367,1.2382691,-0.0011676
73,-3.6684442,-3.5603063,"('helpless', 'self-reliant')",-3.6684442,-3.5603063,0.1081379
74,0.46467793,0.30504313,"('undedicated', 'dedicated')",0.4646779,0.3050431,-0.1596348
75,-1.3917307,-1.2053878,"('meek', 'impulsive')",-1.3917307,-1.2053878,0.1863429
76,1.6454281,1.3129152,"('anxious', 'daring')",1.6454281,1.3129152,-0.3325129
77,-0.40906847,-0.25946608,"('unmotivated', 'motivated')",-0.4090685,-0.2594661,0.1496024
78,0.01202096,0.17808737,"('nonresilient', 'resilient')",0.012021,0.1780874,0.1660664
79,-0.3799956,-0.28945208,"('wavering', 'unwavering')",-0.3799956,-0.2894521,0.0905435
80,0.28808856,0.019797552,"('dominated', 'dominating')",0.2880886,0.0197976,-0.268291
81,0.7647285,0.5302884,"('submissive', 'aggressive')",0.7647285,0.5302884,-0.2344401
82,6.0919266,6.1309423,"('poor', 'rich')",6.0919266,6.1309423,0.0390157
83,-0.3955069,-0.3765392,"('powerless', 'powerful')",-0.3955069,-0.3765392,0.0189677
84,0.54623806,0.5901216,"('inferior', 'superior')",0.5462381,0.5901216,0.0438835
85,-2.066706,-1.7435403,"('insignificant', 'prestigious')",-2.0667059,-1.7435403,0.3231656
86,1.006958,0.8045053,"('uninfluential', 'influential')",1.006958,0.8045053,-0.2024527
87,-0.052328907,-0.08820762,"('unsuccessful', 'successful')",-0.0523289,-0.0882076,-0.0358787
88,0.2108652,0.24319074,"('low', 'eminent')",0.2108652,0.2431907,0.0323255
