,footstep_male,footstep_female,tuple,average_male,average_female,female-male
0,-0.35772675,-0.45773536,"('unsociable', 'sociable')",-0.3577268,-0.4577354,-0.1000086
1,0.23045778,0.13088378,"('unfriendly', 'friendly')",0.2304578,0.1308838,-0.099574
2,-0.46758536,-0.42918795,"('unlikable', 'likable')",-0.4675854,-0.429188,0.0383974
3,-0.26202393,-0.16206354,"('repellent', 'pleasant')",-0.2620239,-0.1620635,0.0999604
4,-1.1640242,-1.1386024,"('disliked', 'liked')",-1.1640242,-1.1386024,0.0254218
5,0.48487476,0.55990773,"('distant', 'outgoing')",0.4848748,0.5599077,0.0750329
6,0.11576815,0.16668102,"('distant', 'open')",0.1157681,0.166681,0.0509129
7,-0.16252209,-0.2043514,"('insensitive', 'sensitive')",-0.1625221,-0.2043514,-0.0418293
8,-0.7077998,-0.75137055,"('unaffectionate', 'affectionate')",-0.7077998,-0.7513705,-0.0435707
9,-0.4589916,-0.5358502,"('unaffectionate', 'caring')",-0.4589916,-0.5358502,-0.0768586
10,-1.2933614,-1.345292,"('unsympathetic', 'sympathetic')",-1.2933614,-1.345292,-0.0519306
11,0.1913476,0.14750251,"('unhelpful', 'helpful')",0.1913476,0.1475025,-0.0438451
12,-1.1184618,-1.1072034,"('unsupportive', 'supportive')",-1.1184618,-1.1072034,0.0112584
13,0.5084763,0.4094884,"('impolite', 'polite')",0.5084763,0.4094884,-0.0989879
14,-0.24523756,-0.26569122,"('antisocial', 'social')",-0.2452376,-0.2656912,-0.0204536
15,0.11817439,0.072325155,"('boring', 'funny')",0.1181744,0.0723252,-0.0458492
16,0.06112434,0.08716038,"('unpopular', 'popular')",0.0611243,0.0871604,0.0260361
17,-0.21920568,-0.112622,"('nasty', 'nice')",-0.2192057,-0.112622,0.1065837
18,-1.0696368,-1.0424831,"('disagreeable', 'welcoming')",-1.0696368,-1.0424831,0.0271537
19,-0.86077267,-0.77414775,"('inhospitable', 'hospitable')",-0.8607727,-0.7741477,0.086625
20,-0.5221473,-0.4835856,"('rough', 'thoughtful')",-0.5221473,-0.4835856,0.0385617
21,0.2639867,0.28975528,"('immoral', 'moral')",0.2639867,0.2897553,0.0257686
22,-0.56978333,-0.64019024,"('untrustworthy', 'trustworthy')",-0.5697833,-0.6401902,-0.0704069
23,0.87198627,0.7515552,"('insincere', 'sincere')",0.8719863,0.7515552,-0.1204311
24,-0.077372655,-0.14562452,"('dishonest', 'honest')",-0.0773727,-0.1456245,-0.0682518
25,0.58444333,0.56397104,"('egoistic', 'altruistic')",0.5844433,0.563971,-0.0204723
26,0.029564284,-0.07419254,"('hardhearted', 'benevolent')",0.0295643,-0.0741925,-0.1037568
27,0.23904386,0.25296438,"('hardhearted', 'softhearted')",0.2390439,0.2529644,0.0139205
28,-0.24320118,-0.3823945,"('disloyal', 'loyal')",-0.2432012,-0.3823945,-0.1391933
29,-0.3400708,-0.3390762,"('unfair', 'fair')",-0.3400708,-0.3390762,0.0009946
30,-0.20685412,-0.23064658,"('intolerant', 'tolerant')",-0.2068541,-0.2306466,-0.0237925
31,-0.8334487,-0.6910766,"('evil', 'good')",-0.8334487,-0.6910766,0.1423721
32,0.59648526,0.45987898,"('unkind', 'kind')",0.5964853,0.459879,-0.1366063
33,0.53626317,0.5323424,"('wrong', 'right')",0.5362632,0.5323424,-0.0039208
34,1.4492506,1.5704317,"('mean', 'honorable')",1.4492506,1.5704317,0.1211811
35,0.7499063,0.8042386,"('corrupt', 'incorrupt')",0.7499063,0.8042386,0.0543323
36,0.23227802,0.20865117,"('hostile', 'amicable')",0.232278,0.2086512,-0.0236268
37,0.110010564,0.13048694,"('fake', 'genuine')",0.1100106,0.1304869,0.0204763
38,0.347276,0.29818887,"('untruthful', 'truthful')",0.347276,0.2981889,-0.0490871
