,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.577178,-1.6797794,"('unsociable', 'sociable')",-1.577178,-1.6797794,-0.1026014
1,-0.39830506,-0.64975625,"('unfriendly', 'friendly')",-0.3983051,-0.6497563,-0.2514512
2,-0.08319174,-0.0071532577,"('unlikable', 'likable')",-0.0831917,-0.0071533,0.0760384
3,-1.3549323,-1.3470651,"('repellent', 'pleasant')",-1.3549323,-1.3470651,0.0078672
4,-0.11306893,-0.089383185,"('disliked', 'liked')",-0.1130689,-0.0893832,0.0236857
5,0.0547923,0.053679157,"('distant', 'outgoing')",0.0547923,0.0536792,-0.0011131
6,0.40134075,0.33179572,"('distant', 'open')",0.4013408,0.3317957,-0.0695451
7,-0.95915735,-0.9357143,"('insensitive', 'sensitive')",-0.9591573,-0.9357143,0.023443
8,-0.87053376,-1.0788468,"('unaffectionate', 'affectionate')",-0.8705338,-1.0788468,-0.208313
9,-1.5176339,-1.7226717,"('unaffectionate', 'caring')",-1.5176339,-1.7226717,-0.2050378
10,-2.16981,-2.248311,"('unsympathetic', 'sympathetic')",-2.1698101,-2.248311,-0.0785009
11,-2.1129398,-2.0699565,"('unhelpful', 'helpful')",-2.1129398,-2.0699565,0.0429833
12,-2.394136,-2.3686507,"('unsupportive', 'supportive')",-2.394136,-2.3686507,0.0254853
13,-1.3825617,-1.4099072,"('impolite', 'polite')",-1.3825617,-1.4099072,-0.0273455
14,-0.93207604,-0.9157977,"('antisocial', 'social')",-0.932076,-0.9157977,0.0162783
15,0.3019836,0.24779725,"('boring', 'funny')",0.3019836,0.2477973,-0.0541863
16,0.21483949,0.18680589,"('unpopular', 'popular')",0.2148395,0.1868059,-0.0280336
17,-0.080787115,-0.047622465,"('nasty', 'nice')",-0.0807871,-0.0476225,0.0331646
18,-0.81560105,-0.8022675,"('disagreeable', 'welcoming')",-0.8156011,-0.8022675,0.0133336
19,-0.41004413,-0.3575155,"('inhospitable', 'hospitable')",-0.4100441,-0.3575155,0.0525286
20,0.32810554,0.32638562,"('rough', 'thoughtful')",0.3281055,0.3263856,-0.0017199
21,-1.3571318,-1.2862798,"('immoral', 'moral')",-1.3571318,-1.2862798,0.070852
22,0.97465104,0.9542327,"('untrustworthy', 'trustworthy')",0.974651,0.9542327,-0.0204183
23,-1.3277801,-1.419286,"('insincere', 'sincere')",-1.3277801,-1.419286,-0.0915059
24,-1.3447075,-1.3612965,"('dishonest', 'honest')",-1.3447075,-1.3612965,-0.016589
25,0.35206613,0.2885902,"('egoistic', 'altruistic')",0.3520661,0.2885902,-0.0634759
26,0.88696957,0.6688158,"('hardhearted', 'benevolent')",0.8869696,0.6688158,-0.2181538
27,-0.5433287,-0.6646189,"('hardhearted', 'softhearted')",-0.5433287,-0.6646189,-0.1212902
28,-0.8530141,-1.1767465,"('disloyal', 'loyal')",-0.8530141,-1.1767465,-0.3237324
29,-0.09187931,-0.12953497,"('unfair', 'fair')",-0.0918793,-0.129535,-0.0376557
30,-1.5558907,-1.5354499,"('intolerant', 'tolerant')",-1.5558907,-1.5354499,0.0204408
31,0.6870243,0.6597643,"('evil', 'good')",0.6870243,0.6597643,-0.02726
32,-0.79971313,-0.89067775,"('unkind', 'kind')",-0.7997131,-0.8906778,-0.0909647
33,0.6979096,0.6433131,"('wrong', 'right')",0.6979096,0.6433131,-0.0545965
34,0.39537492,0.53103083,"('mean', 'honorable')",0.3953749,0.5310308,0.1356559
35,2.2581136,2.2087934,"('corrupt', 'incorrupt')",2.2581136,2.2087934,-0.0493202
36,2.1480927,1.8842763,"('hostile', 'amicable')",2.1480927,1.8842763,-0.2638164
37,-1.1700137,-1.1236092,"('fake', 'genuine')",-1.1700137,-1.1236092,0.0464045
38,-0.8442113,-0.87825596,"('untruthful', 'truthful')",-0.8442113,-0.878256,-0.0340447
39,-0.08974928,0.036230147,"('exploitative', 'cooperative')",-0.0897493,0.0362301,0.1259794
40,0.6051177,0.45813158,"('stingy', 'generous')",0.6051177,0.4581316,-0.1469861
41,-0.596602,-0.6918541,"('unforgiving', 'forgiving')",-0.596602,-0.6918541,-0.0952521
42,-0.041545056,0.08566543,"('unreliable', 'reliable')",-0.0415451,0.0856654,0.1272105
43,-2.600849,-2.448264,"('irresponsible', 'responsible')",-2.6008489,-2.4482639,0.152585
44,0.7589408,0.9686116,"('prejudiced', 'unprejudiced')",0.7589408,0.9686116,0.2096708
45,-0.4379088,-0.47935152,"('incompetent', 'competent')",-0.4379088,-0.4793515,-0.0414427
46,-1.401654,-1.4667226,"('uncompetitive', 'competitive')",-1.401654,-1.4667226,-0.0650686
47,0.95500255,1.0810035,"('stupid', 'smart')",0.9550025,1.0810035,0.126001
48,-1.7662797,-1.8961099,"('unintelligent', 'intelligent')",-1.7662797,-1.8961099,-0.1298302
49,-0.40299866,-0.29960802,"('unable', 'able')",-0.4029987,-0.299608,0.1033907
50,0.48950213,0.381374,"('clumsy', 'skillful')",0.4895021,0.381374,-0.1081281
51,-0.9080294,-1.0123287,"('uneducated', 'educated')",-0.9080294,-1.0123287,-0.1042993
52,-0.40398902,-0.5020498,"('irrational', 'rational')",-0.403989,-0.5020498,-0.0980608
53,0.28439343,0.10374893,"('uncreative', 'creative')",0.2843934,0.1037489,-0.1806445
54,0.005703613,0.03490725,"('incapable', 'capable')",0.0057036,0.0349073,0.0292037
55,-1.6084354,-1.6135502,"('incompetent', 'clever')",-1.6084354,-1.6135502,-0.0051148
56,-1.1057149,-0.98801357,"('impractical', 'practical')",-1.1057149,-0.9880136,0.1177013
57,-1.0814147,-1.1395622,"('unimaginative', 'imaginative')",-1.0814147,-1.1395622,-0.0581475
58,-0.22611842,-0.2820092,"('undiscriminating', 'discriminating')",-0.2261184,-0.2820092,-0.0558908
59,0.2749595,0.30528647,"('foolish', 'wise')",0.2749595,0.3052865,0.030327
60,-2.2983892,-2.1488814,"('inefficient', 'efficient')",-2.2983892,-2.1488814,0.1495078
61,-0.23761016,-0.40028685,"('illogical', 'logical')",-0.2376102,-0.4002869,-0.1626767
62,-1.8916256,-1.7363976,"('incompetent', 'brilliant')",-1.8916256,-1.7363976,0.155228
63,-0.8883473,-0.8289224,"('unperceptive', 'insightful')",-0.8883473,-0.8289224,0.0594249
64,-1.6824995,-1.5854044,"('shy', 'confident')",-1.6824995,-1.5854044,0.0970951
65,-0.6860759,-0.76330054,"('insecure', 'secure')",-0.6860759,-0.7633005,-0.0772246
66,0.30867264,0.24735868,"('inactive', 'active')",0.3086726,0.2473587,-0.0613139
67,0.07364655,0.23281476,"('doubtful', 'determined')",0.0736466,0.2328148,0.1591682
68,-0.43645987,-0.30365652,"('dependent', 'independent')",-0.4364599,-0.3036565,0.1328034
69,1.8947704,2.003998,"('lazy', 'industrious')",1.8947704,2.003998,0.1092276
70,-0.2983557,-0.33517033,"('lethargic', 'energetic')",-0.2983557,-0.3351703,-0.0368146
71,0.26293197,0.29523984,"('diffident', 'self-confident')",0.262932,0.2952398,0.0323078
72,-1.4475161,-1.4193712,"('unambitious', 'ambitious')",-1.4475161,-1.4193712,0.0281449
73,-0.5947129,-0.38008162,"('helpless', 'self-reliant')",-0.5947129,-0.3800816,0.2146313
74,-1.268193,-1.23482,"('undedicated', 'dedicated')",-1.268193,-1.23482,0.033373
75,0.9594046,1.0284554,"('meek', 'impulsive')",0.9594046,1.0284554,0.0690508
76,-0.50541943,-0.40282658,"('anxious', 'daring')",-0.5054194,-0.4028266,0.1025928
77,-0.76971847,-0.7932693,"('unmotivated', 'motivated')",-0.7697185,-0.7932693,-0.0235508
78,-0.1929268,-0.31292304,"('nonresilient', 'resilient')",-0.1929268,-0.312923,-0.1199962
79,0.66745174,0.6160283,"('wavering', 'unwavering')",0.6674517,0.6160283,-0.0514234
80,-0.14872548,-0.08860063,"('dominated', 'dominating')",-0.1487255,-0.0886006,0.0601249
81,-1.6362733,-1.5418468,"('submissive', 'aggressive')",-1.6362733,-1.5418468,0.0944265
