,action_male,action_female,tuple,average_male,average_female,female-male
0,0.09795576,-0.14762586,"('unsociable', 'sociable')",0.0979558,-0.1476259,-0.2455817
1,0.5716456,0.6474572,"('unfriendly', 'friendly')",0.5716456,0.6474572,0.0758116
2,0.6435265,0.75101817,"('unlikable', 'likable')",0.6435265,0.7510182,0.1074917
3,0.41567615,0.5076531,"('repellent', 'pleasant')",0.4156761,0.5076531,0.091977
4,-7.105678,-7.0002494,"('disliked', 'liked')",-7.1056781,-7.0002494,0.1054287
5,-0.5895951,-0.405916,"('distant', 'outgoing')",-0.5895951,-0.405916,0.1836791
6,-0.3618013,-0.20148706,"('distant', 'open')",-0.3618013,-0.2014871,0.1603142
7,1.0476743,1.0104793,"('insensitive', 'sensitive')",1.0476743,1.0104793,-0.037195
8,0.7866191,0.91349334,"('unaffectionate', 'affectionate')",0.7866191,0.9134933,0.1268742
9,1.6638458,1.7563499,"('unaffectionate', 'caring')",1.6638458,1.7563499,0.0925041
10,1.2637208,1.1878285,"('unsympathetic', 'sympathetic')",1.2637208,1.1878285,-0.0758923
11,2.5845993,2.5241559,"('unhelpful', 'helpful')",2.5845993,2.5241559,-0.0604434
12,-1.525434,-1.4738033,"('unsupportive', 'supportive')",-1.525434,-1.4738033,0.0516307
13,0.14162233,0.009652257,"('impolite', 'polite')",0.1416223,0.0096523,-0.13197
14,0.423123,0.28486866,"('antisocial', 'social')",0.423123,0.2848687,-0.1382543
15,0.9781053,1.007274,"('boring', 'funny')",0.9781053,1.007274,0.0291687
16,-0.9816561,-0.8447461,"('unpopular', 'popular')",-0.9816561,-0.8447461,0.13691
17,-0.62047744,-0.6060789,"('nasty', 'nice')",-0.6204774,-0.6060789,0.0143985
18,-0.7969283,-0.76972044,"('disagreeable', 'welcoming')",-0.7969283,-0.7697204,0.0272079
19,-0.5393679,-0.41704792,"('inhospitable', 'hospitable')",-0.5393679,-0.4170479,0.12232
20,0.6995333,0.5591,"('rough', 'thoughtful')",0.6995333,0.5591,-0.1404333
21,0.6779135,0.5813194,"('immoral', 'moral')",0.6779135,0.5813194,-0.0965941
22,0.08416665,0.0015010005,"('untrustworthy', 'trustworthy')",0.0841667,0.001501,-0.0826657
23,6.7851124,6.699233,"('insincere', 'sincere')",6.7851124,6.6992331,-0.0858793
24,2.0738065,2.0422416,"('dishonest', 'honest')",2.0738065,2.0422416,-0.0315649
25,-0.029525422,-0.028762102,"('egoistic', 'altruistic')",-0.0295254,-0.0287621,0.0007633
