,baseboard_male,baseboard_female,tuple,average_male,average_female,female-male
0,0.24653411,0.20927215,"('unsociable', 'sociable')",0.2465341,0.2092721,-0.037262
1,-0.11525351,-0.3551848,"('unfriendly', 'friendly')",-0.1152535,-0.3551848,-0.2399313
2,0.26650834,0.34232992,"('unlikable', 'likable')",0.2665083,0.3423299,0.0758216
3,0.26252759,0.46549156,"('repellent', 'pleasant')",0.2625276,0.4654916,0.202964
4,-4.3133144,-4.4460187,"('disliked', 'liked')",-4.3133144,-4.4460187,-0.1327043
5,-1.724049,-1.8900156,"('distant', 'outgoing')",-1.724049,-1.8900156,-0.1659666
6,-1.6397378,-1.725494,"('distant', 'open')",-1.6397378,-1.725494,-0.0857562
7,1.0670223,1.2692868,"('insensitive', 'sensitive')",1.0670223,1.2692868,0.2022645
8,-0.547295,-0.56022036,"('unaffectionate', 'affectionate')",-0.547295,-0.5602204,-0.0129254
9,0.16187009,0.11120683,"('unaffectionate', 'caring')",0.1618701,0.1112068,-0.0506633
10,0.77408653,0.8710353,"('unsympathetic', 'sympathetic')",0.7740865,0.8710353,0.0969488
11,1.4201155,1.4239895,"('unhelpful', 'helpful')",1.4201155,1.4239895,0.003874
12,-0.5018344,-0.45334023,"('unsupportive', 'supportive')",-0.5018344,-0.4533402,0.0484942
13,0.3833303,0.2674661,"('impolite', 'polite')",0.3833303,0.2674661,-0.1158642
14,1.2690938,1.3028878,"('antisocial', 'social')",1.2690938,1.3028878,0.033794
15,0.4061828,0.29453632,"('boring', 'funny')",0.4061828,0.2945363,-0.1116465
16,-0.9383129,-0.86982745,"('unpopular', 'popular')",-0.9383129,-0.8698274,0.0684855
17,-0.5908343,-0.5025602,"('nasty', 'nice')",-0.5908343,-0.5025602,0.0882741
18,-0.6841539,-0.60312504,"('disagreeable', 'welcoming')",-0.6841539,-0.603125,0.0810289
19,-1.8518655,-1.9850069,"('inhospitable', 'hospitable')",-1.8518655,-1.9850069,-0.1331414
20,0.49607116,0.5214357,"('rough', 'thoughtful')",0.4960712,0.5214357,0.0253645
21,0.92526424,1.0207725,"('immoral', 'moral')",0.9252642,1.0207725,0.0955083
22,0.7156191,0.67532194,"('untrustworthy', 'trustworthy')",0.7156191,0.6753219,-0.0402972
23,3.8234138,3.929988,"('insincere', 'sincere')",3.8234138,3.9299879,0.1065741
24,1.2637472,1.0972246,"('dishonest', 'honest')",1.2637472,1.0972246,-0.1665226
25,0.24886215,0.25197858,"('egoistic', 'altruistic')",0.2488621,0.2519786,0.0031165
26,0.946537,0.7623936,"('hardhearted', 'benevolent')",0.946537,0.7623936,-0.1841434
27,0.03504909,-0.026538957,"('hardhearted', 'softhearted')",0.0350491,-0.026539,-0.0615881
28,1.3137391,1.212535,"('disloyal', 'loyal')",1.3137391,1.212535,-0.1012041
29,-0.16056669,-0.3221934,"('unfair', 'fair')",-0.1605667,-0.3221934,-0.1616267
30,0.5158587,0.5266565,"('intolerant', 'tolerant')",0.5158587,0.5266565,0.0107978
31,-1.5410641,-1.6277905,"('evil', 'good')",-1.5410641,-1.6277905,-0.0867264
32,1.1306442,1.109238,"('unkind', 'kind')",1.1306442,1.109238,-0.0214062
33,0.103561774,-0.08376565,"('wrong', 'right')",0.1035618,-0.0837656,-0.1873274
34,1.7817836,1.9812202,"('mean', 'honorable')",1.7817836,1.9812202,0.1994366
35,-0.9419119,-1.1775031,"('corrupt', 'incorrupt')",-0.9419119,-1.1775031,-0.2355912
36,-1.7938175,-1.8241724,"('hostile', 'amicable')",-1.7938175,-1.8241724,-0.0303549
37,0.4489701,0.43639234,"('fake', 'genuine')",0.4489701,0.4363923,-0.0125778
38,-0.06372979,-0.21824938,"('untruthful', 'truthful')",-0.0637298,-0.2182494,-0.1545196
39,0.9680029,1.1329312,"('exploitative', 'cooperative')",0.9680029,1.1329312,0.1649283
40,-1.038611,-1.0039109,"('stingy', 'generous')",-1.0386111,-1.0039109,0.0347002
41,0.6563001,0.47633424,"('unforgiving', 'forgiving')",0.6563001,0.4763342,-0.1799659
42,-1.031732,-0.78779876,"('unreliable', 'reliable')",-1.031732,-0.7877988,0.2439332
43,0.93599963,0.9772975,"('irresponsible', 'responsible')",0.9359996,0.9772975,0.0412979
44,-0.9503654,-1.0496196,"('prejudiced', 'unprejudiced')",-0.9503654,-1.0496196,-0.0992542
45,0.75881565,0.6672846,"('incompetent', 'competent')",0.7588156,0.6672846,-0.091531
46,-0.12967356,-0.066817135,"('uncompetitive', 'competitive')",-0.1296736,-0.0668171,0.0628565
47,2.8610291,2.9655914,"('stupid', 'smart')",2.8610291,2.9655914,0.1045623
48,0.20829496,0.29845768,"('unintelligent', 'intelligent')",0.208295,0.2984577,0.0901627
49,-0.910432,-0.73931587,"('unable', 'able')",-0.910432,-0.7393159,0.1711161
50,-0.04225384,0.09880557,"('clumsy', 'skillful')",-0.0422538,0.0988056,0.1410594
51,0.025978267,0.1280312,"('uneducated', 'educated')",0.0259783,0.1280312,0.1020529
52,-0.73054755,-0.8929123,"('irrational', 'rational')",-0.7305475,-0.8929123,-0.1623648
53,-0.807922,-0.7535268,"('uncreative', 'creative')",-0.807922,-0.7535268,0.0543952
54,0.32993084,0.3362149,"('incapable', 'capable')",0.3299308,0.3362149,0.0062841
55,1.0389096,1.2472519,"('incompetent', 'clever')",1.0389096,1.2472519,0.2083423
56,1.321874,1.3197308,"('impractical', 'practical')",1.321874,1.3197308,-0.0021432
57,-1.4010067,-1.3888174,"('unimaginative', 'imaginative')",-1.4010067,-1.3888174,0.0121893
58,-0.022986844,-0.027430825,"('undiscriminating', 'discriminating')",-0.0229868,-0.0274308,-0.004444
59,-0.3842223,-0.42257857,"('foolish', 'wise')",-0.3842223,-0.4225786,-0.0383563
60,1.0425036,1.1640478,"('inefficient', 'efficient')",1.0425036,1.1640478,0.1215442
