,sediment_male,sediment_female,tuple,average_male,average_female,female-male
0,0.045312475,0.06571081,"('unsociable', 'sociable')",0.0453125,0.0657108,0.0203983
1,0.6688803,0.6097298,"('unfriendly', 'friendly')",0.6688803,0.6097298,-0.0591505
2,-0.31082553,-0.2641264,"('unlikable', 'likable')",-0.3108255,-0.2641264,0.0466991
3,0.94285923,0.9902938,"('repellent', 'pleasant')",0.9428592,0.9902938,0.0474346
4,-7.694865,-7.794692,"('disliked', 'liked')",-7.6948652,-7.794692,-0.0998268
5,-1.189065,-1.197464,"('distant', 'outgoing')",-1.189065,-1.197464,-0.008399
6,-0.6523515,-0.746808,"('distant', 'open')",-0.6523515,-0.746808,-0.0944565
7,0.9145637,0.9428762,"('insensitive', 'sensitive')",0.9145637,0.9428762,0.0283125
8,0.8223634,0.6874884,"('unaffectionate', 'affectionate')",0.8223634,0.6874884,-0.134875
9,1.0505382,1.0286235,"('unaffectionate', 'caring')",1.0505382,1.0286235,-0.0219147
10,1.1713054,1.2215797,"('unsympathetic', 'sympathetic')",1.1713054,1.2215797,0.0502743
11,1.4653461,1.5288217,"('unhelpful', 'helpful')",1.4653461,1.5288217,0.0634756
12,-1.9445153,-1.9606639,"('unsupportive', 'supportive')",-1.9445153,-1.9606639,-0.0161486
13,-0.15215278,-0.103691846,"('impolite', 'polite')",-0.1521528,-0.1036918,0.048461
14,0.6432942,0.6325167,"('antisocial', 'social')",0.6432942,0.6325167,-0.0107775
15,-0.11063002,-0.19551194,"('boring', 'funny')",-0.11063,-0.1955119,-0.0848819
16,-0.8930812,-0.8977078,"('unpopular', 'popular')",-0.8930812,-0.8977078,-0.0046266
17,-0.599146,-0.54337204,"('nasty', 'nice')",-0.599146,-0.543372,0.055774
18,-0.5591256,-0.5835964,"('disagreeable', 'welcoming')",-0.5591256,-0.5835964,-0.0244708
19,-1.2132716,-1.3004884,"('inhospitable', 'hospitable')",-1.2132716,-1.3004884,-0.0872168
20,1.0190485,0.96838605,"('rough', 'thoughtful')",1.0190485,0.9683861,-0.0506624
21,-0.19134766,-0.13694619,"('immoral', 'moral')",-0.1913477,-0.1369462,0.0544015
22,-0.42353788,-0.37001452,"('untrustworthy', 'trustworthy')",-0.4235379,-0.3700145,0.0535234
23,6.4551573,6.463373,"('insincere', 'sincere')",6.4551573,6.4633732,0.0082159
24,1.1950687,1.0772303,"('dishonest', 'honest')",1.1950687,1.0772303,-0.1178384
25,0.46029493,0.40915146,"('egoistic', 'altruistic')",0.4602949,0.4091515,-0.0511434
26,0.8686009,0.7614781,"('hardhearted', 'benevolent')",0.8686009,0.7614781,-0.1071228
27,1.5504591,1.3539493,"('hardhearted', 'softhearted')",1.5504591,1.3539493,-0.1965098
28,0.9740631,0.90789807,"('disloyal', 'loyal')",0.9740631,0.9078981,-0.066165
29,-0.701975,-0.8416535,"('unfair', 'fair')",-0.701975,-0.8416535,-0.1396785
30,1.0077053,1.0307782,"('intolerant', 'tolerant')",1.0077053,1.0307782,0.0230729
31,-1.5742285,-1.6097387,"('evil', 'good')",-1.5742285,-1.6097387,-0.0355102
32,0.87702143,0.76960564,"('unkind', 'kind')",0.8770214,0.7696056,-0.1074158
33,-0.86847126,-0.9224151,"('wrong', 'right')",-0.8684713,-0.9224151,-0.0539438
34,4.4980364,4.581324,"('mean', 'honorable')",4.4980364,4.5813241,0.0832877
35,-1.116939,-1.3585515,"('corrupt', 'incorrupt')",-1.1169389,-1.3585515,-0.2416126
36,-1.1648337,-1.2937143,"('hostile', 'amicable')",-1.1648337,-1.2937143,-0.1288806
37,0.9081409,0.85884035,"('fake', 'genuine')",0.9081409,0.8588403,-0.0493006
38,-0.5731849,-0.5300015,"('untruthful', 'truthful')",-0.5731849,-0.5300015,0.0431834
39,0.5352632,0.5543054,"('exploitative', 'cooperative')",0.5352632,0.5543054,0.0190422
40,-1.5374295,-1.6255404,"('stingy', 'generous')",-1.5374295,-1.6255404,-0.0881109
41,0.060898125,0.04874531,"('unforgiving', 'forgiving')",0.0608981,0.0487453,-0.0121528
42,-2.1728947,-2.1716976,"('unreliable', 'reliable')",-2.1728947,-2.1716976,0.0011971
43,0.95694077,1.0237459,"('irresponsible', 'responsible')",0.9569408,1.0237459,0.0668051
44,-0.6976647,-0.6536167,"('prejudiced', 'unprejudiced')",-0.6976647,-0.6536167,0.044048
45,0.23500757,0.20031059,"('incompetent', 'competent')",0.2350076,0.2003106,-0.034697
46,-0.41759163,-0.380451,"('uncompetitive', 'competitive')",-0.4175916,-0.380451,0.0371406
47,5.249505,5.353434,"('stupid', 'smart')",5.249505,5.3534341,0.1039291
48,0.38209096,0.37464425,"('unintelligent', 'intelligent')",0.382091,0.3746442,-0.0074468
49,-0.11515297,-0.109659836,"('unable', 'able')",-0.115153,-0.1096598,0.0054932
50,-0.475262,-0.549935,"('clumsy', 'skillful')",-0.475262,-0.549935,-0.074673
51,0.41517627,0.32493222,"('uneducated', 'educated')",0.4151763,0.3249322,-0.0902441
52,-0.6706174,-0.84160835,"('irrational', 'rational')",-0.6706174,-0.8416083,-0.1709909
53,-0.30223542,-0.39700672,"('uncreative', 'creative')",-0.3022354,-0.3970067,-0.0947713
54,0.83346236,0.8076121,"('incapable', 'capable')",0.8334624,0.8076121,-0.0258503
55,0.9827705,1.0498532,"('incompetent', 'clever')",0.9827705,1.0498532,0.0670827
56,0.66262823,0.6685092,"('impractical', 'practical')",0.6626282,0.6685092,0.005881
57,-2.6970441,-2.6504111,"('unimaginative', 'imaginative')",-2.6970441,-2.6504111,0.046633
58,-0.030386657,-0.031008184,"('undiscriminating', 'discriminating')",-0.0303867,-0.0310082,-0.0006215
59,-0.62503386,-0.65095615,"('foolish', 'wise')",-0.6250339,-0.6509562,-0.0259223
