,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.5212289,0.47788358,"('unsociable', 'sociable')",0.5212289,0.4778836,-0.0433453
1,0.08622813,-0.14624342,"('unfriendly', 'friendly')",0.0862281,-0.1462434,-0.2324715
2,-0.68326825,-0.6261456,"('unlikable', 'likable')",-0.6832682,-0.6261456,0.0571226
3,-1.3442484,-1.4186342,"('repellent', 'pleasant')",-1.3442484,-1.4186342,-0.0743858
4,-3.608101,-3.5923352,"('disliked', 'liked')",-3.6081009,-3.5923352,0.0157657
5,0.6027008,0.6066926,"('distant', 'outgoing')",0.6027008,0.6066926,0.0039918
6,0.45425147,0.40006307,"('distant', 'open')",0.4542515,0.4000631,-0.0541884
7,-0.2685115,-0.22002125,"('insensitive', 'sensitive')",-0.2685115,-0.2200212,0.0484903
8,0.15086988,0.025366195,"('unaffectionate', 'affectionate')",0.1508699,0.0253662,-0.1255037
9,0.87454766,0.84222084,"('unaffectionate', 'caring')",0.8745477,0.8422208,-0.0323269
10,-0.83290386,-0.7814815,"('unsympathetic', 'sympathetic')",-0.8329039,-0.7814815,0.0514224
11,0.67672026,0.7993885,"('unhelpful', 'helpful')",0.6767203,0.7993885,0.1226682
12,-0.9147448,-0.8893486,"('unsupportive', 'supportive')",-0.9147448,-0.8893486,0.0253962
13,-0.5203532,-0.44259396,"('impolite', 'polite')",-0.5203532,-0.442594,0.0777592
14,-0.880517,-0.94193625,"('antisocial', 'social')",-0.880517,-0.9419363,-0.0614193
15,1.2135091,1.2252487,"('boring', 'funny')",1.2135091,1.2252487,0.0117396
16,-0.3088485,-0.29892403,"('unpopular', 'popular')",-0.3088485,-0.298924,0.0099245
17,-0.7120929,-0.6327146,"('nasty', 'nice')",-0.7120929,-0.6327146,0.0793783
18,-1.1191343,-1.2256564,"('disagreeable', 'welcoming')",-1.1191343,-1.2256564,-0.1065221
19,0.49148768,0.5847277,"('inhospitable', 'hospitable')",0.4914877,0.5847277,0.09324
20,-0.2726087,-0.36292017,"('rough', 'thoughtful')",-0.2726087,-0.3629202,-0.0903115
21,0.070990495,0.09672688,"('immoral', 'moral')",0.0709905,0.0967269,0.0257364
22,-1.1660256,-1.2635368,"('untrustworthy', 'trustworthy')",-1.1660256,-1.2635368,-0.0975112
