,panic_male,panic_female,tuple,average_male,average_female,female-male
0,0.44380867,0.317751,"('unsociable', 'sociable')",0.4438087,0.317751,-0.1260577
1,0.75229865,0.8687486,"('unfriendly', 'friendly')",0.7522987,0.8687486,0.1164499
2,0.09065589,0.33529308,"('unlikable', 'likable')",0.0906559,0.3352931,0.2446372
3,1.0350583,1.26582,"('repellent', 'pleasant')",1.0350583,1.26582,0.2307617
4,-7.230909,-7.5284834,"('disliked', 'liked')",-7.2309089,-7.5284834,-0.2975745
5,-0.7811601,-0.711102,"('distant', 'outgoing')",-0.7811601,-0.711102,0.0700581
6,-0.37031636,-0.36796314,"('distant', 'open')",-0.3703164,-0.3679631,0.0023533
7,1.6177888,1.7079798,"('insensitive', 'sensitive')",1.6177888,1.7079798,0.090191
8,0.6469281,0.71695685,"('unaffectionate', 'affectionate')",0.6469281,0.7169569,0.0700288
9,1.0558323,1.1995513,"('unaffectionate', 'caring')",1.0558323,1.1995513,0.143719
10,1.4933721,1.5567037,"('unsympathetic', 'sympathetic')",1.4933721,1.5567037,0.0633316
11,1.8282028,1.9523544,"('unhelpful', 'helpful')",1.8282028,1.9523544,0.1241516
12,-1.4209833,-1.3151275,"('unsupportive', 'supportive')",-1.4209833,-1.3151275,0.1058558
13,0.32205188,0.48567006,"('impolite', 'polite')",0.3220519,0.4856701,0.1636182
14,0.57293653,0.50055194,"('antisocial', 'social')",0.5729365,0.5005519,-0.0723846
15,0.5005602,0.44617647,"('boring', 'funny')",0.5005602,0.4461765,-0.0543837
16,-0.9626049,-0.85711545,"('unpopular', 'popular')",-0.9626049,-0.8571154,0.1054895
17,0.031547274,-0.0652688,"('nasty', 'nice')",0.0315473,-0.0652688,-0.0968161
18,-0.7566333,-0.59811777,"('disagreeable', 'welcoming')",-0.7566333,-0.5981178,0.1585155
19,-0.9464547,-0.8258187,"('inhospitable', 'hospitable')",-0.9464547,-0.8258187,0.120636
20,0.7036282,0.62233174,"('rough', 'thoughtful')",0.7036282,0.6223317,-0.0812965
21,0.28269124,0.54182214,"('immoral', 'moral')",0.2826912,0.5418221,0.2591309
22,0.16427657,0.14893182,"('untrustworthy', 'trustworthy')",0.1642766,0.1489318,-0.0153448
23,6.257939,6.674783,"('insincere', 'sincere')",6.2579389,6.6747832,0.4168443
24,1.4147466,1.5680751,"('dishonest', 'honest')",1.4147466,1.5680751,0.1533285
25,0.38598627,0.45356777,"('egoistic', 'altruistic')",0.3859863,0.4535678,0.0675815
26,1.2467782,0.93281794,"('hardhearted', 'benevolent')",1.2467782,0.9328179,-0.3139603
27,1.7537955,1.662928,"('hardhearted', 'softhearted')",1.7537955,1.662928,-0.0908675
28,1.2253199,1.054551,"('disloyal', 'loyal')",1.2253199,1.054551,-0.1707689
29,-0.38061458,-0.5456105,"('unfair', 'fair')",-0.3806146,-0.5456105,-0.1649959
30,1.0505048,1.1255543,"('intolerant', 'tolerant')",1.0505048,1.1255543,0.0750495
31,-1.6763575,-1.7322618,"('evil', 'good')",-1.6763575,-1.7322618,-0.0559043
32,1.2945698,1.2568806,"('unkind', 'kind')",1.2945698,1.2568806,-0.0376892
33,-0.51779073,-0.50482357,"('wrong', 'right')",-0.5177907,-0.5048236,0.0129671
34,3.9886675,4.4620237,"('mean', 'honorable')",3.9886675,4.4620237,0.4733562
35,-1.2745049,-1.6607744,"('corrupt', 'incorrupt')",-1.2745049,-1.6607744,-0.3862695
36,-1.2202194,-1.4507294,"('hostile', 'amicable')",-1.2202194,-1.4507294,-0.23051
37,1.1395514,1.1499244,"('fake', 'genuine')",1.1395514,1.1499244,0.010373
38,-0.5841372,-0.43319678,"('untruthful', 'truthful')",-0.5841372,-0.4331968,0.1509404
39,0.4018972,0.47341862,"('exploitative', 'cooperative')",0.4018972,0.4734186,0.0715214
40,-1.0558833,-1.0833502,"('stingy', 'generous')",-1.0558833,-1.0833502,-0.0274669
41,0.70180315,0.4509506,"('unforgiving', 'forgiving')",0.7018031,0.4509506,-0.2508525
42,-1.9296519,-1.956121,"('unreliable', 'reliable')",-1.9296519,-1.956121,-0.0264691
43,1.2955931,1.5011684,"('irresponsible', 'responsible')",1.2955931,1.5011684,0.2055753
44,-1.0940357,-1.2124015,"('prejudiced', 'unprejudiced')",-1.0940357,-1.2124015,-0.1183658
45,0.8981669,0.693684,"('incompetent', 'competent')",0.8981669,0.693684,-0.2044829
46,0.039345372,0.031694792,"('uncompetitive', 'competitive')",0.0393454,0.0316948,-0.0076506
47,4.8516984,5.1686025,"('stupid', 'smart')",4.8516984,5.1686025,0.3169041
48,0.51010644,0.7054747,"('unintelligent', 'intelligent')",0.5101064,0.7054747,0.1953683
49,-0.38668525,-0.2060908,"('unable', 'able')",-0.3866853,-0.2060908,0.1805945
50,-0.55290705,-0.45301017,"('clumsy', 'skillful')",-0.552907,-0.4530102,0.0998968
51,0.65193206,0.728692,"('uneducated', 'educated')",0.6519321,0.728692,0.0767599
52,-0.6066676,-0.7086292,"('irrational', 'rational')",-0.6066676,-0.7086292,-0.1019616
53,-0.23658627,-0.23516725,"('uncreative', 'creative')",-0.2365863,-0.2351673,0.001419
54,0.60708725,0.80526954,"('incapable', 'capable')",0.6070873,0.8052695,0.1981822
55,1.2352433,1.4212242,"('incompetent', 'clever')",1.2352433,1.4212242,0.1859809
56,0.62327474,0.6869994,"('impractical', 'practical')",0.6232747,0.6869994,0.0637247
57,-1.382466,-1.6809402,"('unimaginative', 'imaginative')",-1.382466,-1.6809402,-0.2984742
58,0.6373413,0.50408137,"('undiscriminating', 'discriminating')",0.6373413,0.5040814,-0.1332599
59,-0.3570317,-0.28705278,"('foolish', 'wise')",-0.3570317,-0.2870528,0.0699789
60,0.6041964,0.9608222,"('inefficient', 'efficient')",0.6041964,0.9608222,0.3566258
61,0.40300146,0.34664357,"('illogical', 'logical')",0.4030015,0.3466436,-0.0563579
62,0.85726124,1.2190411,"('incompetent', 'brilliant')",0.8572612,1.2190411,0.3617799
63,0.41859666,0.6456224,"('unperceptive', 'insightful')",0.4185967,0.6456224,0.2270257
64,-5.8559523,-5.8412895,"('shy', 'confident')",-5.8559523,-5.8412895,0.0146628
65,0.8436977,1.1105778,"('insecure', 'secure')",0.8436977,1.1105778,0.2668801
66,-0.14098424,-0.40868428,"('inactive', 'active')",-0.1409842,-0.4086843,-0.2677001
67,-0.71484303,-0.7120168,"('doubtful', 'determined')",-0.714843,-0.7120168,0.0028262
68,-0.9818207,-0.7282074,"('dependent', 'independent')",-0.9818207,-0.7282074,0.2536133
69,-2.3414085,-2.4497008,"('lazy', 'industrious')",-2.3414085,-2.4497008,-0.1082923
70,2.1136398,2.0441809,"('lethargic', 'energetic')",2.1136398,2.0441809,-0.0694589
71,0.095897675,0.15604609,"('diffident', 'self-confident')",0.0958977,0.1560461,0.0601484
72,0.91263837,1.2165159,"('unambitious', 'ambitious')",0.9126384,1.2165159,0.3038775
73,-2.9146397,-2.8245382,"('helpless', 'self-reliant')",-2.9146397,-2.8245382,0.0901015
74,0.623572,0.44873977,"('undedicated', 'dedicated')",0.623572,0.4487398,-0.1748322
