,monument_male,monument_female,tuple,average_male,average_female,female-male
0,1.0758543,0.5545685,"('unsociable', 'sociable')",1.0758543,0.5545685,-0.5212858
1,0.46509674,0.58512473,"('unfriendly', 'friendly')",0.4650967,0.5851247,0.120028
2,-0.09735541,0.1474355,"('unlikable', 'likable')",-0.0973554,0.1474355,0.2447909
3,0.46870568,0.7138689,"('repellent', 'pleasant')",0.4687057,0.7138689,0.2451632
4,-7.3388863,-7.633252,"('disliked', 'liked')",-7.3388863,-7.6332521,-0.2943658
5,-2.265277,-1.8477516,"('distant', 'outgoing')",-2.2652769,-1.8477516,0.4175253
6,-1.7706137,-1.375296,"('distant', 'open')",-1.7706137,-1.375296,0.3953177
7,2.0606616,1.8004338,"('insensitive', 'sensitive')",2.0606616,1.8004338,-0.2602278
8,0.42834803,0.57789594,"('unaffectionate', 'affectionate')",0.428348,0.5778959,0.1495479
9,1.0211049,1.2733179,"('unaffectionate', 'caring')",1.0211049,1.2733179,0.252213
10,2.0233269,1.8028835,"('unsympathetic', 'sympathetic')",2.0233269,1.8028835,-0.2204434
11,2.3197875,2.3844662,"('unhelpful', 'helpful')",2.3197875,2.3844662,0.0646787
12,-1.2627512,-1.4110185,"('unsupportive', 'supportive')",-1.2627512,-1.4110185,-0.1482673
13,0.7414329,0.42820394,"('impolite', 'polite')",0.7414329,0.4282039,-0.313229
14,1.2341398,0.94874865,"('antisocial', 'social')",1.2341398,0.9487486,-0.2853912
15,0.7380995,0.5353571,"('boring', 'funny')",0.7380995,0.5353571,-0.2027424
16,-0.35451382,-0.37843674,"('unpopular', 'popular')",-0.3545138,-0.3784367,-0.0239229
17,-0.2725055,-0.2575791,"('nasty', 'nice')",-0.2725055,-0.2575791,0.0149264
18,-1.1880088,-1.0523207,"('disagreeable', 'welcoming')",-1.1880088,-1.0523207,0.1356881
19,-1.3685186,-1.1600673,"('inhospitable', 'hospitable')",-1.3685186,-1.1600673,0.2084513
20,0.9083863,0.94839406,"('rough', 'thoughtful')",0.9083863,0.9483941,0.0400078
21,0.6784658,0.76065224,"('immoral', 'moral')",0.6784658,0.7606522,0.0821864
22,0.1523899,-0.057719614,"('untrustworthy', 'trustworthy')",0.1523899,-0.0577196,-0.2101095
23,6.902631,7.0713744,"('insincere', 'sincere')",6.9026308,7.0713744,0.1687436
24,1.7151127,1.7911776,"('dishonest', 'honest')",1.7151127,1.7911776,0.0760649
25,0.055052973,0.16891266,"('egoistic', 'altruistic')",0.055053,0.1689127,0.1138597
26,1.5903041,1.1128383,"('hardhearted', 'benevolent')",1.5903041,1.1128383,-0.4774658
27,0.6812572,0.79724216,"('hardhearted', 'softhearted')",0.6812572,0.7972422,0.115985
28,1.8009971,1.7028308,"('disloyal', 'loyal')",1.8009971,1.7028308,-0.0981663
29,-0.82499355,-0.9467169,"('unfair', 'fair')",-0.8249936,-0.9467169,-0.1217233
30,1.4131368,1.4099168,"('intolerant', 'tolerant')",1.4131368,1.4099168,-0.00322
31,-2.661423,-2.4954925,"('evil', 'good')",-2.661423,-2.4954925,0.1659305
32,2.164752,1.9584763,"('unkind', 'kind')",2.164752,1.9584763,-0.2062757
33,-0.877094,-0.9245807,"('wrong', 'right')",-0.877094,-0.9245807,-0.0474867
34,4.9373665,5.2022877,"('mean', 'honorable')",4.9373665,5.2022877,0.2649212
35,-1.5107881,-1.6330057,"('corrupt', 'incorrupt')",-1.5107881,-1.6330057,-0.1222176
36,-1.8583506,-1.777423,"('hostile', 'amicable')",-1.8583506,-1.777423,0.0809276
37,0.77402043,0.80503124,"('fake', 'genuine')",0.7740204,0.8050312,0.0310108
38,-0.11593004,-0.035172835,"('untruthful', 'truthful')",-0.11593,-0.0351728,0.0807572
39,0.65301293,0.7648959,"('exploitative', 'cooperative')",0.6530129,0.7648959,0.111883
40,-1.7715394,-2.1290033,"('stingy', 'generous')",-1.7715394,-2.1290033,-0.3574639
41,0.32055992,0.18174219,"('unforgiving', 'forgiving')",0.3205599,0.1817422,-0.1388177
42,-2.2938247,-2.1740232,"('unreliable', 'reliable')",-2.2938247,-2.1740232,0.1198015
43,1.5551214,1.7195092,"('irresponsible', 'responsible')",1.5551214,1.7195092,0.1643878
44,-1.911164,-1.5820425,"('prejudiced', 'unprejudiced')",-1.911164,-1.5820425,0.3291215
45,0.8979136,0.6205391,"('incompetent', 'competent')",0.8979136,0.6205391,-0.2773745
46,-0.044119265,-0.20008728,"('uncompetitive', 'competitive')",-0.0441193,-0.2000873,-0.155968
47,5.221214,5.431859,"('stupid', 'smart')",5.2212138,5.431859,0.2106452
48,1.1490166,1.1022431,"('unintelligent', 'intelligent')",1.1490166,1.1022431,-0.0467735
49,0.06896614,0.3485514,"('unable', 'able')",0.0689661,0.3485514,0.2795853
50,-0.7342919,-0.52491724,"('clumsy', 'skillful')",-0.7342919,-0.5249172,0.2093747
