,mouser_male,mouser_female,tuple,average_male,average_female,female-male
0,0.13995638,-0.15168321,"('unsociable', 'sociable')",0.1399564,-0.1516832,-0.2916396
1,-0.008315711,-0.029161097,"('unfriendly', 'friendly')",-0.0083157,-0.0291611,-0.0208454
2,-0.065353096,0.057088748,"('unlikable', 'likable')",-0.0653531,0.0570887,0.1224418
3,-0.5784512,-0.47951663,"('repellent', 'pleasant')",-0.5784512,-0.4795166,0.0989346
4,-3.7972112,-3.763989,"('disliked', 'liked')",-3.7972112,-3.763989,0.0332222
5,-1.2963616,-1.2066841,"('distant', 'outgoing')",-1.2963616,-1.2066841,0.0896775
6,-1.5828129,-1.4171501,"('distant', 'open')",-1.5828129,-1.4171501,0.1656628
7,0.83565706,0.8380116,"('insensitive', 'sensitive')",0.8356571,0.8380116,0.0023545
8,0.30608493,0.29424143,"('unaffectionate', 'affectionate')",0.3060849,0.2942414,-0.0118435
9,0.46814555,0.46014735,"('unaffectionate', 'caring')",0.4681455,0.4601474,-0.0079981
10,0.24426277,0.0061658174,"('unsympathetic', 'sympathetic')",0.2442628,0.0061658,-0.238097
11,2.0333579,1.9256277,"('unhelpful', 'helpful')",2.0333579,1.9256277,-0.1077302
12,-1.0226864,-1.063148,"('unsupportive', 'supportive')",-1.0226864,-1.063148,-0.0404616
13,0.60757184,0.28822854,"('impolite', 'polite')",0.6075718,0.2882285,-0.3193433
14,0.28563994,0.17381203,"('antisocial', 'social')",0.2856399,0.173812,-0.1118279
15,1.0458128,0.949432,"('boring', 'funny')",1.0458128,0.949432,-0.0963808
16,-0.38377863,-0.31987503,"('unpopular', 'popular')",-0.3837786,-0.319875,0.0639036
17,-0.09963145,-0.12255558,"('nasty', 'nice')",-0.0996315,-0.1225556,-0.0229241
18,-0.9676465,-0.90743023,"('disagreeable', 'welcoming')",-0.9676465,-0.9074302,0.0602163
19,-0.68283796,-0.6730699,"('inhospitable', 'hospitable')",-0.682838,-0.6730699,0.0097681
20,0.7024802,0.63078105,"('rough', 'thoughtful')",0.7024802,0.6307811,-0.0716991
21,0.5922822,0.37527654,"('immoral', 'moral')",0.5922822,0.3752765,-0.2170057
22,-0.35411492,-0.40372375,"('untrustworthy', 'trustworthy')",-0.3541149,-0.4037237,-0.0496088
23,3.3028693,3.0472877,"('insincere', 'sincere')",3.3028693,3.0472877,-0.2555816
24,0.5231191,0.39023244,"('dishonest', 'honest')",0.5231191,0.3902324,-0.1328867
25,-0.13669169,-0.08480608,"('egoistic', 'altruistic')",-0.1366917,-0.0848061,0.0518856
26,0.020619929,0.023073614,"('hardhearted', 'benevolent')",0.0206199,0.0230736,0.0024537
27,0.59787065,0.5102677,"('hardhearted', 'softhearted')",0.5978706,0.5102677,-0.0876029
28,0.82022023,0.69066346,"('disloyal', 'loyal')",0.8202202,0.6906635,-0.1295567
29,-0.11887306,-0.1672394,"('unfair', 'fair')",-0.1188731,-0.1672394,-0.0483663
30,1.0421064,0.86657387,"('intolerant', 'tolerant')",1.0421064,0.8665739,-0.1755325
31,-1.8637838,-1.6288867,"('evil', 'good')",-1.8637838,-1.6288867,0.2348971
32,0.70181,0.47469088,"('unkind', 'kind')",0.70181,0.4746909,-0.2271191
33,-0.26618153,-0.2233583,"('wrong', 'right')",-0.2661815,-0.2233583,0.0428232
34,2.1639032,2.1877456,"('mean', 'honorable')",2.1639032,2.1877456,0.0238424
35,-0.63198096,-0.5090219,"('corrupt', 'incorrupt')",-0.631981,-0.5090219,0.1229591
36,-1.0223553,-0.8480014,"('hostile', 'amicable')",-1.0223553,-0.8480014,0.1743539
37,0.55892,0.41141158,"('fake', 'genuine')",0.55892,0.4114116,-0.1475084
38,0.31550014,0.20492809,"('untruthful', 'truthful')",0.3155001,0.2049281,-0.110572
39,0.33961654,0.321244,"('exploitative', 'cooperative')",0.3396165,0.321244,-0.0183725
40,-2.0407698,-1.8892381,"('stingy', 'generous')",-2.0407698,-1.8892381,0.1515317
41,0.35734862,0.2628619,"('unforgiving', 'forgiving')",0.3573486,0.2628619,-0.0944867
42,-1.1386526,-1.1697422,"('unreliable', 'reliable')",-1.1386526,-1.1697422,-0.0310896
43,0.6679372,0.4236712,"('irresponsible', 'responsible')",0.6679372,0.4236712,-0.244266
44,-1.2804219,-1.2769855,"('prejudiced', 'unprejudiced')",-1.2804219,-1.2769855,0.0034364
45,0.16538177,0.05096673,"('incompetent', 'competent')",0.1653818,0.0509667,-0.1144151
46,-0.36117002,-0.49316528,"('uncompetitive', 'competitive')",-0.36117,-0.4931653,-0.1319953
47,2.7416985,2.7826452,"('stupid', 'smart')",2.7416985,2.7826452,0.0409467
48,1.227328,1.0381352,"('unintelligent', 'intelligent')",1.2273279,1.0381352,-0.1891927
49,0.34475726,0.29235816,"('unable', 'able')",0.3447573,0.2923582,-0.0523991
50,0.3167221,0.33045933,"('clumsy', 'skillful')",0.3167221,0.3304593,0.0137372
51,0.66547185,0.47954565,"('uneducated', 'educated')",0.6654719,0.4795457,-0.1859262
52,-0.603097,-0.4250723,"('irrational', 'rational')",-0.603097,-0.4250723,0.1780247
53,-0.29715863,-0.1905609,"('uncreative', 'creative')",-0.2971586,-0.1905609,0.1065977
54,-0.017464522,0.0100957565,"('incapable', 'capable')",-0.0174645,0.0100958,0.0275603
55,1.5463055,1.3378602,"('incompetent', 'clever')",1.5463055,1.3378602,-0.2084453
56,1.6656003,1.3569845,"('impractical', 'practical')",1.6656003,1.3569845,-0.3086158
57,-1.2999738,-1.4016744,"('unimaginative', 'imaginative')",-1.2999738,-1.4016744,-0.1017006
58,0.38720608,0.3261623,"('undiscriminating', 'discriminating')",0.3872061,0.3261623,-0.0610438
59,0.22041652,0.41670528,"('foolish', 'wise')",0.2204165,0.4167053,0.1962888
60,1.5806162,1.2943046,"('inefficient', 'efficient')",1.5806162,1.2943046,-0.2863116
61,0.42064917,0.33570597,"('illogical', 'logical')",0.4206492,0.335706,-0.0849432
62,0.85220623,0.78926575,"('incompetent', 'brilliant')",0.8522062,0.7892658,-0.0629404
63,0.1903059,0.027268149,"('unperceptive', 'insightful')",0.1903059,0.0272681,-0.1630378
64,-3.059401,-3.0868464,"('shy', 'confident')",-3.059401,-3.0868464,-0.0274454
65,0.92457247,0.7659458,"('insecure', 'secure')",0.9245725,0.7659458,-0.1586267
66,-1.3062187,-1.3452063,"('inactive', 'active')",-1.3062187,-1.3452063,-0.0389876
67,0.19933252,0.08047207,"('doubtful', 'determined')",0.1993325,0.0804721,-0.1188604
68,-0.3049689,-0.43370765,"('dependent', 'independent')",-0.3049689,-0.4337077,-0.1287388
69,-1.524439,-1.2484037,"('lazy', 'industrious')",-1.524439,-1.2484037,0.2760353
70,0.469139,0.30063742,"('lethargic', 'energetic')",0.469139,0.3006374,-0.1685016
71,0.07878318,0.09201592,"('diffident', 'self-confident')",0.0787832,0.0920159,0.0132327
72,-0.2513653,-0.33197305,"('unambitious', 'ambitious')",-0.2513653,-0.331973,-0.0806077
73,-1.6673106,-1.4605438,"('helpless', 'self-reliant')",-1.6673106,-1.4605438,0.2067668
74,0.36386278,0.221559,"('undedicated', 'dedicated')",0.3638628,0.221559,-0.1423038
75,-0.8056726,-0.66565704,"('meek', 'impulsive')",-0.8056726,-0.665657,0.1400156
76,0.6616826,0.48939234,"('anxious', 'daring')",0.6616826,0.4893923,-0.1722903
77,-0.8993194,-0.86918336,"('unmotivated', 'motivated')",-0.8993194,-0.8691834,0.030136
78,-0.042281676,-0.051801227,"('nonresilient', 'resilient')",-0.0422817,-0.0518012,-0.0095195
79,-1.218838,-1.2119982,"('wavering', 'unwavering')",-1.218838,-1.2119982,0.0068398
80,-0.036423482,-0.096970856,"('dominated', 'dominating')",-0.0364235,-0.0969709,-0.0605474
81,0.52312815,0.29835045,"('submissive', 'aggressive')",0.5231282,0.2983505,-0.2247777
82,2.4335132,2.4280157,"('poor', 'rich')",2.4335132,2.4280157,-0.0054975
83,-0.091502875,-0.29504463,"('powerless', 'powerful')",-0.0915029,-0.2950446,-0.2035417
84,0.09698799,0.13364671,"('inferior', 'superior')",0.096988,0.1336467,0.0366587
85,-1.4520743,-1.3164014,"('insignificant', 'prestigious')",-1.4520743,-1.3164014,0.1356729
86,-0.2559574,-0.5234271,"('uninfluential', 'influential')",-0.2559574,-0.5234271,-0.2674697
87,-0.35657287,-0.3387254,"('unsuccessful', 'successful')",-0.3565729,-0.3387254,0.0178475
88,-0.36316195,-0.5181741,"('low', 'eminent')",-0.363162,-0.5181741,-0.1550121
