,gel_male,gel_female,tuple,average_male,average_female,female-male
0,0.23556569,0.13596821,"('unsociable', 'sociable')",0.2355657,0.1359682,-0.0995975
1,1.6846838,1.7271932,"('unfriendly', 'friendly')",1.6846838,1.7271932,0.0425094
2,0.5065166,0.672047,"('unlikable', 'likable')",0.5065166,0.672047,0.1655304
3,0.9993168,1.0555308,"('repellent', 'pleasant')",0.9993168,1.0555308,0.056214
4,-7.0648336,-6.949441,"('disliked', 'liked')",-7.0648336,-6.949441,0.1153926
5,-0.102793805,0.20771989,"('distant', 'outgoing')",-0.1027938,0.2077199,0.3105137
6,0.37729165,0.60636914,"('distant', 'open')",0.3772916,0.6063691,0.2290775
7,1.3454905,1.391005,"('insensitive', 'sensitive')",1.3454905,1.391005,0.0455145
8,1.2026889,1.2162616,"('unaffectionate', 'affectionate')",1.2026889,1.2162616,0.0135727
9,1.6350136,1.7643529,"('unaffectionate', 'caring')",1.6350136,1.7643529,0.1293393
10,1.0700424,0.9932302,"('unsympathetic', 'sympathetic')",1.0700424,0.9932302,-0.0768122
11,1.9870836,2.0629413,"('unhelpful', 'helpful')",1.9870836,2.0629413,0.0758577
12,-1.2999916,-1.0910877,"('unsupportive', 'supportive')",-1.2999916,-1.0910877,0.2089039
13,0.10043831,-0.003626138,"('impolite', 'polite')",0.1004383,-0.0036261,-0.1040644
14,-0.005948417,-0.13316506,"('antisocial', 'social')",-0.0059484,-0.1331651,-0.1272167
15,0.8858053,0.9124868,"('boring', 'funny')",0.8858053,0.9124868,0.0266815
16,-0.28595147,-0.12991285,"('unpopular', 'popular')",-0.2859515,-0.1299129,0.1560386
17,-0.11479314,-0.031490434,"('nasty', 'nice')",-0.1147931,-0.0314904,0.0833027
18,0.06286096,0.10804857,"('disagreeable', 'welcoming')",0.062861,0.1080486,0.0451876
19,-0.067550145,0.17438121,"('inhospitable', 'hospitable')",-0.0675501,0.1743812,0.2419313
20,0.6175252,0.43808088,"('rough', 'thoughtful')",0.6175252,0.4380809,-0.1794443
21,0.006090477,0.16227728,"('immoral', 'moral')",0.0060905,0.1622773,0.1561868
22,-0.24847025,-0.1245355,"('untrustworthy', 'trustworthy')",-0.2484702,-0.1245355,0.1239347
23,7.028546,7.0919476,"('insincere', 'sincere')",7.0285459,7.0919476,0.0634017
24,2.0926814,2.1992624,"('dishonest', 'honest')",2.0926814,2.1992624,0.106581
25,1.0877366,0.9330566,"('egoistic', 'altruistic')",1.0877366,0.9330566,-0.15468
26,0.64281213,0.37139344,"('hardhearted', 'benevolent')",0.6428121,0.3713934,-0.2714187
27,2.0437188,1.8013403,"('hardhearted', 'softhearted')",2.0437188,1.8013403,-0.2423785
28,1.2030121,1.1292377,"('disloyal', 'loyal')",1.2030121,1.1292377,-0.0737744
29,-0.5164499,-0.53175205,"('unfair', 'fair')",-0.5164499,-0.531752,-0.0153021
30,1.1033065,1.0412679,"('intolerant', 'tolerant')",1.1033065,1.0412679,-0.0620386
31,-0.94229174,-0.78467494,"('evil', 'good')",-0.9422917,-0.7846749,0.1576168
32,1.208762,1.0862604,"('unkind', 'kind')",1.208762,1.0862604,-0.1225016
33,-0.025416411,0.11552344,"('wrong', 'right')",-0.0254164,0.1155234,0.1409398
34,4.6830587,5.0081396,"('mean', 'honorable')",4.6830587,5.0081396,0.3250809
35,-0.87000257,-0.96130466,"('corrupt', 'incorrupt')",-0.8700026,-0.9613047,-0.0913021
36,-1.0930007,-1.0929512,"('hostile', 'amicable')",-1.0930007,-1.0929512,4.95e-05
37,1.2824932,1.1549616,"('fake', 'genuine')",1.2824932,1.1549616,-0.1275316
38,0.20523833,0.33345208,"('untruthful', 'truthful')",0.2052383,0.3334521,0.1282138
39,0.34580982,0.29969236,"('exploitative', 'cooperative')",0.3458098,0.2996924,-0.0461174
40,-0.58728063,-0.771455,"('stingy', 'generous')",-0.5872806,-0.771455,-0.1841744
41,0.061414093,-0.14378032,"('unforgiving', 'forgiving')",0.0614141,-0.1437803,-0.2051944
42,-2.2546258,-2.1477075,"('unreliable', 'reliable')",-2.2546258,-2.1477075,0.1069183
43,1.0776999,1.0970165,"('irresponsible', 'responsible')",1.0776999,1.0970165,0.0193166
44,-1.7190566,-1.8831627,"('prejudiced', 'unprejudiced')",-1.7190566,-1.8831627,-0.1641061
45,0.6398643,0.6348991,"('incompetent', 'competent')",0.6398643,0.6348991,-0.0049652
46,-0.48109084,-0.49598253,"('uncompetitive', 'competitive')",-0.4810908,-0.4959825,-0.0148917
47,5.202423,5.2518253,"('stupid', 'smart')",5.2024231,5.2518253,0.0494022
48,0.6401881,0.5926083,"('unintelligent', 'intelligent')",0.6401881,0.5926083,-0.0475798
49,0.28184545,0.5365286,"('unable', 'able')",0.2818455,0.5365286,0.2546831
50,-0.15719551,-0.044355154,"('clumsy', 'skillful')",-0.1571955,-0.0443552,0.1128403
51,1.0680234,1.0397125,"('uneducated', 'educated')",1.0680234,1.0397125,-0.0283109
52,0.035614252,0.1538193,"('irrational', 'rational')",0.0356143,0.1538193,0.118205
53,0.31654355,0.26665527,"('uncreative', 'creative')",0.3165435,0.2666553,-0.0498882
54,0.9527142,1.3389957,"('incapable', 'capable')",0.9527142,1.3389957,0.3862815
55,1.396932,1.3537947,"('incompetent', 'clever')",1.396932,1.3537947,-0.0431373
56,0.29782492,0.4213594,"('impractical', 'practical')",0.2978249,0.4213594,0.1235345
57,-2.499466,-2.5302377,"('unimaginative', 'imaginative')",-2.4994659,-2.5302377,-0.0307718
58,0.47899053,0.43129224,"('undiscriminating', 'discriminating')",0.4789905,0.4312922,-0.0476983
59,0.01904166,0.18851896,"('foolish', 'wise')",0.0190417,0.188519,0.1694773
60,0.6234118,0.55291903,"('inefficient', 'efficient')",0.6234118,0.552919,-0.0704928
61,0.5388767,0.41193533,"('illogical', 'logical')",0.5388767,0.4119353,-0.1269414
62,1.2977947,1.4968687,"('incompetent', 'brilliant')",1.2977947,1.4968687,0.199074
63,0.6853341,0.8553799,"('unperceptive', 'insightful')",0.6853341,0.8553799,0.1700458
64,-6.724379,-6.4716215,"('shy', 'confident')",-6.7243791,-6.4716215,0.2527576
65,0.44531128,0.5035916,"('insecure', 'secure')",0.4453113,0.5035916,0.0582803
66,-0.3268036,-0.29564506,"('inactive', 'active')",-0.3268036,-0.2956451,0.0311585
67,-0.9371922,-1.0064393,"('doubtful', 'determined')",-0.9371922,-1.0064393,-0.0692471
68,-0.31745315,-0.20565343,"('dependent', 'independent')",-0.3174531,-0.2056534,0.1117997
69,-1.9691144,-1.8584572,"('lazy', 'industrious')",-1.9691144,-1.8584572,0.1106572
70,1.5115573,1.52731,"('lethargic', 'energetic')",1.5115573,1.52731,0.0157527
71,0.27335998,0.5446357,"('diffident', 'self-confident')",0.27336,0.5446357,0.2712757
72,0.7782647,0.9292229,"('unambitious', 'ambitious')",0.7782647,0.9292229,0.1509582
73,-2.5642455,-2.3428307,"('helpless', 'self-reliant')",-2.5642455,-2.3428307,0.2214148
74,0.26811472,0.16780064,"('undedicated', 'dedicated')",0.2681147,0.1678006,-0.1003141
75,-1.1209424,-0.88720405,"('meek', 'impulsive')",-1.1209424,-0.8872041,0.2337383
76,0.6098187,0.46498862,"('anxious', 'daring')",0.6098187,0.4649886,-0.1448301
77,-1.468373,-1.3112186,"('unmotivated', 'motivated')",-1.4683729,-1.3112186,0.1571543
78,-0.75640774,-0.624707,"('nonresilient', 'resilient')",-0.7564077,-0.624707,0.1317007
79,-0.15045825,-0.016900348,"('wavering', 'unwavering')",-0.1504582,-0.0169003,0.1335579
80,0.023674134,-0.07782613,"('dominated', 'dominating')",0.0236741,-0.0778261,-0.1015002
81,-0.25721604,-0.36072686,"('submissive', 'aggressive')",-0.257216,-0.3607269,-0.1035109
82,6.696387,6.8921423,"('poor', 'rich')",6.6963868,6.8921423,0.1957555
83,-0.6522219,-0.55153066,"('powerless', 'powerful')",-0.6522219,-0.5515307,0.1006912
84,0.27134225,0.2471112,"('inferior', 'superior')",0.2713422,0.2471112,-0.024231
85,-0.8562307,-0.90301895,"('insignificant', 'prestigious')",-0.8562307,-0.903019,-0.0467883
86,0.4905559,0.4917295,"('uninfluential', 'influential')",0.4905559,0.4917295,0.0011736
87,0.79786915,1.0810599,"('unsuccessful', 'successful')",0.7978691,1.0810599,0.2831908
88,0.10840812,0.23149507,"('low', 'eminent')",0.1084081,0.2314951,0.123087
