,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,-0.108421445,-0.23655958,"('unsociable', 'sociable')",-0.1084214,-0.2365596,-0.1281382
1,1.2588184,1.1229458,"('unfriendly', 'friendly')",1.2588184,1.1229458,-0.1358726
2,0.48391476,0.47365513,"('unlikable', 'likable')",0.4839148,0.4736551,-0.0102597
3,0.061623923,0.14086242,"('repellent', 'pleasant')",0.0616239,0.1408624,0.0792385
4,-6.232628,-6.4981627,"('disliked', 'liked')",-6.2326279,-6.4981627,-0.2655348
5,-0.41436386,-0.4217577,"('distant', 'outgoing')",-0.4143639,-0.4217577,-0.0073938
6,-0.13298237,-0.12657315,"('distant', 'open')",-0.1329824,-0.1265731,0.0064093
7,0.9617754,0.98160356,"('insensitive', 'sensitive')",0.9617754,0.9816036,0.0198282
8,0.745472,0.7054058,"('unaffectionate', 'affectionate')",0.745472,0.7054058,-0.0400662
9,1.566945,1.566546,"('unaffectionate', 'caring')",1.566945,1.566546,-0.000399
10,0.40389812,0.47197136,"('unsympathetic', 'sympathetic')",0.4038981,0.4719714,0.0680733
11,2.836586,2.8181708,"('unhelpful', 'helpful')",2.836586,2.8181708,-0.0184152
12,-0.7111579,-0.7832478,"('unsupportive', 'supportive')",-0.7111579,-0.7832478,-0.0720899
13,-0.519367,-0.61745995,"('impolite', 'polite')",-0.519367,-0.61746,-0.098093
14,0.39393196,0.3615976,"('antisocial', 'social')",0.393932,0.3615976,-0.0323344
15,0.27229023,0.20274714,"('boring', 'funny')",0.2722902,0.2027471,-0.0695431
16,0.24564418,0.16200396,"('unpopular', 'popular')",0.2456442,0.162004,-0.0836402
17,-0.18724586,-0.19179259,"('nasty', 'nice')",-0.1872459,-0.1917926,-0.0045467
18,-0.78852487,-0.8361279,"('disagreeable', 'welcoming')",-0.7885249,-0.8361279,-0.047603
19,-0.31108463,-0.31392884,"('inhospitable', 'hospitable')",-0.3110846,-0.3139288,-0.0028442
20,0.46772665,0.44209072,"('rough', 'thoughtful')",0.4677266,0.4420907,-0.0256359
21,-0.087130174,-0.04461325,"('immoral', 'moral')",-0.0871302,-0.0446132,0.042517
22,-0.8497356,-0.8420347,"('untrustworthy', 'trustworthy')",-0.8497356,-0.8420347,0.0077009
23,6.4305396,6.478691,"('insincere', 'sincere')",6.4305396,6.4786911,0.0481515
24,1.2137907,1.2342603,"('dishonest', 'honest')",1.2137907,1.2342603,0.0204696
25,0.90589046,0.83707976,"('egoistic', 'altruistic')",0.9058905,0.8370798,-0.0688107
26,1.386642,1.3080852,"('hardhearted', 'benevolent')",1.386642,1.3080852,-0.0785568
27,0.922242,0.90906966,"('hardhearted', 'softhearted')",0.922242,0.9090697,-0.0131723
28,1.298575,1.2343844,"('disloyal', 'loyal')",1.298575,1.2343844,-0.0641906
29,-0.9612101,-1.0412285,"('unfair', 'fair')",-0.9612101,-1.0412285,-0.0800184
30,1.661261,1.6029661,"('intolerant', 'tolerant')",1.661261,1.6029661,-0.0582949
31,-1.5505494,-1.5570525,"('evil', 'good')",-1.5505494,-1.5570525,-0.0065031
32,1.179669,1.0847385,"('unkind', 'kind')",1.179669,1.0847385,-0.0949305
33,0.10454088,-0.020203624,"('wrong', 'right')",0.1045409,-0.0202036,-0.1247445
34,5.3734517,5.5637665,"('mean', 'honorable')",5.3734517,5.5637665,0.1903148
35,-0.96278304,-1.0944139,"('corrupt', 'incorrupt')",-0.962783,-1.0944139,-0.1316309
36,-0.26304233,-0.45221946,"('hostile', 'amicable')",-0.2630423,-0.4522195,-0.1891772
37,0.65030074,0.6213175,"('fake', 'genuine')",0.6503007,0.6213175,-0.0289832
38,1.1123767,1.0563104,"('untruthful', 'truthful')",1.1123767,1.0563104,-0.0560663
39,0.29696774,0.35509223,"('exploitative', 'cooperative')",0.2969677,0.3550922,0.0581245
40,-1.8878052,-2.014108,"('stingy', 'generous')",-1.8878052,-2.0141079,-0.1263027
41,0.14021787,0.047360733,"('unforgiving', 'forgiving')",0.1402179,0.0473607,-0.0928572
42,-2.7801378,-2.7925136,"('unreliable', 'reliable')",-2.7801378,-2.7925136,-0.0123758
43,0.94077724,1.0144143,"('irresponsible', 'responsible')",0.9407772,1.0144143,0.0736371
44,-1.3598049,-1.3262016,"('prejudiced', 'unprejudiced')",-1.3598049,-1.3262016,0.0336033
45,0.082088426,0.061475873,"('incompetent', 'competent')",0.0820884,0.0614759,-0.0206125
46,-0.8036915,-0.8353978,"('uncompetitive', 'competitive')",-0.8036915,-0.8353978,-0.0317063
47,5.2388005,5.406336,"('stupid', 'smart')",5.2388005,5.4063358,0.1675353
48,0.1927298,0.13821138,"('unintelligent', 'intelligent')",0.1927298,0.1382114,-0.0545184
49,-0.3097649,-0.17019783,"('unable', 'able')",-0.3097649,-0.1701978,0.1395671
50,-0.4300705,-0.51991117,"('clumsy', 'skillful')",-0.4300705,-0.5199112,-0.0898407
51,0.46062404,0.3052739,"('uneducated', 'educated')",0.460624,0.3052739,-0.1553501
52,-0.27265543,-0.43257278,"('irrational', 'rational')",-0.2726554,-0.4325728,-0.1599174
53,0.23147845,0.14643103,"('uncreative', 'creative')",0.2314785,0.146431,-0.0850475
54,0.9218336,0.944175,"('incapable', 'capable')",0.9218336,0.944175,0.0223414
55,-0.018967282,0.030900914,"('incompetent', 'clever')",-0.0189673,0.0309009,0.0498682
56,0.9390638,0.940076,"('impractical', 'practical')",0.9390638,0.940076,0.0010122
57,-2.3709517,-2.452887,"('unimaginative', 'imaginative')",-2.3709517,-2.4528871,-0.0819354
58,0.17097059,0.19620773,"('undiscriminating', 'discriminating')",0.1709706,0.1962077,0.0252371
59,0.44505152,0.38159555,"('foolish', 'wise')",0.4450515,0.3815956,-0.0634559
60,0.50359,0.5651423,"('inefficient', 'efficient')",0.50359,0.5651423,0.0615523
61,0.46723977,0.36463833,"('illogical', 'logical')",0.4672398,0.3646383,-0.1026015
62,0.6704,0.7414065,"('incompetent', 'brilliant')",0.6704,0.7414065,0.0710065
63,0.9491476,0.95846206,"('unperceptive', 'insightful')",0.9491476,0.9584621,0.0093145
64,-5.954361,-6.109905,"('shy', 'confident')",-5.954361,-6.1099048,-0.1555438
65,-0.46702418,-0.3646031,"('insecure', 'secure')",-0.4670242,-0.3646031,0.1024211
66,-0.011118352,-0.038598426,"('inactive', 'active')",-0.0111184,-0.0385984,-0.02748
67,0.19391729,0.24901201,"('doubtful', 'determined')",0.1939173,0.249012,0.0550947
68,-1.0157323,-1.0152398,"('dependent', 'independent')",-1.0157323,-1.0152398,0.0004925
69,-0.9252229,-1.0050317,"('lazy', 'industrious')",-0.9252229,-1.0050317,-0.0798088
70,0.6348723,0.67952317,"('lethargic', 'energetic')",0.6348723,0.6795232,0.0446509
71,1.3197893,1.2614876,"('diffident', 'self-confident')",1.3197893,1.2614876,-0.0583017
72,0.39494878,0.4222383,"('unambitious', 'ambitious')",0.3949488,0.4222383,0.0272895
73,-3.1117764,-3.1650603,"('helpless', 'self-reliant')",-3.1117764,-3.1650603,-0.0532839
74,0.17121996,0.16178763,"('undedicated', 'dedicated')",0.17122,0.1617876,-0.0094324
75,-0.6325581,-0.61810637,"('meek', 'impulsive')",-0.6325581,-0.6181064,0.0144517
76,-0.36044255,-0.2975666,"('anxious', 'daring')",-0.3604425,-0.2975666,0.0628759
77,-0.9749828,-0.90170693,"('unmotivated', 'motivated')",-0.9749828,-0.9017069,0.0732759
78,-0.12250082,-0.17267665,"('nonresilient', 'resilient')",-0.1225008,-0.1726767,-0.0501759
79,0.5213727,0.48683488,"('wavering', 'unwavering')",0.5213727,0.4868349,-0.0345378
80,-0.18217187,-0.15202369,"('dominated', 'dominating')",-0.1821719,-0.1520237,0.0301482
81,0.060441718,0.14689039,"('submissive', 'aggressive')",0.0604417,0.1468904,0.0864487
82,5.402847,5.4998302,"('poor', 'rich')",5.4028468,5.4998302,0.0969834
83,0.059370484,-0.022767447,"('powerless', 'powerful')",0.0593705,-0.0227674,-0.0821379
84,0.25346178,0.22078213,"('inferior', 'superior')",0.2534618,0.2207821,-0.0326797
85,0.87746584,0.75563216,"('insignificant', 'prestigious')",0.8774658,0.7556322,-0.1218336
86,0.34537727,0.19706845,"('uninfluential', 'influential')",0.3453773,0.1970685,-0.1483088
87,0.19120333,0.23556007,"('unsuccessful', 'successful')",0.1912033,0.2355601,0.0443568
88,1.4100684,1.2472185,"('low', 'eminent')",1.4100684,1.2472185,-0.1628499
