,pressure_male,pressure_female,tuple,average_male,average_female,female-male
0,0.611023,0.48361358,"('unsociable', 'sociable')",0.611023,0.4836136,-0.1274094
1,1.0057137,1.016311,"('unfriendly', 'friendly')",1.0057137,1.016311,0.0105973
2,0.34275836,0.5542584,"('unlikable', 'likable')",0.3427584,0.5542584,0.2115
3,1.1658173,1.1980642,"('repellent', 'pleasant')",1.1658173,1.1980642,0.0322469
4,-7.418815,-7.4035654,"('disliked', 'liked')",-7.4188151,-7.4035654,0.0152497
5,-0.5692655,-0.34320912,"('distant', 'outgoing')",-0.5692655,-0.3432091,0.2260564
6,-0.37478694,-0.19261703,"('distant', 'open')",-0.3747869,-0.192617,0.1821699
7,1.11415,1.0797919,"('insensitive', 'sensitive')",1.11415,1.0797919,-0.0343581
8,0.55409425,0.5884132,"('unaffectionate', 'affectionate')",0.5540943,0.5884132,0.0343189
9,1.5080127,1.5756029,"('unaffectionate', 'caring')",1.5080127,1.5756029,0.0675902
10,1.7297626,1.7515274,"('unsympathetic', 'sympathetic')",1.7297626,1.7515274,0.0217648
11,2.509294,2.4855123,"('unhelpful', 'helpful')",2.509294,2.4855123,-0.0237817
12,-1.2262086,-1.1459277,"('unsupportive', 'supportive')",-1.2262086,-1.1459277,0.0802809
13,1.0018595,0.97204924,"('impolite', 'polite')",1.0018595,0.9720492,-0.0298103
14,0.3498725,0.16287124,"('antisocial', 'social')",0.3498725,0.1628712,-0.1870013
15,0.27182326,0.19346742,"('boring', 'funny')",0.2718233,0.1934674,-0.0783559
16,-0.32102275,-0.28076676,"('unpopular', 'popular')",-0.3210227,-0.2807668,0.0402559
17,-0.25920624,-0.21489787,"('nasty', 'nice')",-0.2592062,-0.2148979,0.0443083
18,-0.62128717,-0.67042875,"('disagreeable', 'welcoming')",-0.6212872,-0.6704288,-0.0491416
19,-1.0853099,-0.8210462,"('inhospitable', 'hospitable')",-1.0853099,-0.8210462,0.2642637
20,0.8554536,0.70039964,"('rough', 'thoughtful')",0.8554536,0.7003996,-0.155054
21,0.5326134,0.6006708,"('immoral', 'moral')",0.5326134,0.6006708,0.0680574
22,0.11601211,0.10155296,"('untrustworthy', 'trustworthy')",0.1160121,0.101553,-0.0144591
23,6.6711683,6.6251054,"('insincere', 'sincere')",6.6711683,6.6251054,-0.0460629
24,1.8221315,1.846326,"('dishonest', 'honest')",1.8221315,1.846326,0.0241945
25,0.049146283,0.017208062,"('egoistic', 'altruistic')",0.0491463,0.0172081,-0.0319382
26,0.23884302,0.089610845,"('hardhearted', 'benevolent')",0.238843,0.0896108,-0.1492322
27,1.2999563,1.1836594,"('hardhearted', 'softhearted')",1.2999563,1.1836594,-0.1162969
28,1.0821637,0.97866184,"('disloyal', 'loyal')",1.0821637,0.9786618,-0.1035019
29,-0.79156625,-0.78806996,"('unfair', 'fair')",-0.7915663,-0.78807,0.0034963
30,1.1393074,1.0939422,"('intolerant', 'tolerant')",1.1393074,1.0939422,-0.0453652
31,-2.0556383,-1.9376053,"('evil', 'good')",-2.0556383,-1.9376053,0.118033
32,1.3907554,1.4037288,"('unkind', 'kind')",1.3907554,1.4037288,0.0129734
33,-0.3982299,-0.2894982,"('wrong', 'right')",-0.3982299,-0.2894982,0.1087317
34,4.595383,4.7520843,"('mean', 'honorable')",4.5953832,4.7520843,0.1567011
35,-1.7766112,-1.8480223,"('corrupt', 'incorrupt')",-1.7766112,-1.8480223,-0.0714111
36,-1.5528427,-1.5249776,"('hostile', 'amicable')",-1.5528427,-1.5249776,0.0278651
37,0.44111502,0.4579462,"('fake', 'genuine')",0.441115,0.4579462,0.0168312
38,-0.10246752,-0.024186395,"('untruthful', 'truthful')",-0.1024675,-0.0241864,0.0782811
