,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.4284699,-1.7088214,"('unsociable', 'sociable')",-1.4284699,-1.7088214,-0.2803515
1,-1.5369432,-1.3253726,"('unfriendly', 'friendly')",-1.5369432,-1.3253726,0.2115706
2,0.23705998,0.3066759,"('unlikable', 'likable')",0.23706,0.3066759,0.0696159
3,0.05888127,0.06382676,"('repellent', 'pleasant')",0.0588813,0.0638268,0.0049455
4,-2.2722352,-1.939863,"('disliked', 'liked')",-2.2722352,-1.939863,0.3323722
5,-2.040993,-1.7731817,"('distant', 'outgoing')",-2.040993,-1.7731817,0.2678113
6,-1.314061,-0.9219244,"('distant', 'open')",-1.314061,-0.9219244,0.3921366
7,0.2098186,0.21461785,"('insensitive', 'sensitive')",0.2098186,0.2146178,0.0047992
8,-0.55522937,-0.44101214,"('unaffectionate', 'affectionate')",-0.5552294,-0.4410121,0.1142173
9,-0.6650102,-0.5689143,"('unaffectionate', 'caring')",-0.6650102,-0.5689143,0.0960959
10,-1.4579078,-1.7155868,"('unsympathetic', 'sympathetic')",-1.4579078,-1.7155868,-0.257679
11,-0.62493145,-0.9383981,"('unhelpful', 'helpful')",-0.6249315,-0.9383981,-0.3134666
12,-1.6170813,-1.4935719,"('unsupportive', 'supportive')",-1.6170813,-1.4935719,0.1235094
13,-1.088578,-1.4152662,"('impolite', 'polite')",-1.088578,-1.4152662,-0.3266882
14,-0.2036994,-0.60922575,"('antisocial', 'social')",-0.2036994,-0.6092257,-0.4055263
15,0.3817965,0.41801894,"('boring', 'funny')",0.3817965,0.4180189,0.0362224
16,0.6068717,0.86420727,"('unpopular', 'popular')",0.6068717,0.8642073,0.2573356
17,-0.45326474,-0.5433354,"('nasty', 'nice')",-0.4532647,-0.5433354,-0.0900707
18,-0.45716688,-0.3014707,"('disagreeable', 'welcoming')",-0.4571669,-0.3014707,0.1556962
19,-0.80538607,-0.5251156,"('inhospitable', 'hospitable')",-0.8053861,-0.5251156,0.2802705
20,-0.019075537,-0.2536359,"('rough', 'thoughtful')",-0.0190755,-0.2536359,-0.2345604
21,-0.73880047,-0.9301887,"('immoral', 'moral')",-0.7388005,-0.9301887,-0.1913882
22,-0.6479074,-0.8089219,"('untrustworthy', 'trustworthy')",-0.6479074,-0.8089219,-0.1610145
23,1.2780956,0.8779096,"('insincere', 'sincere')",1.2780956,0.8779096,-0.400186
24,-0.28498924,-0.27834746,"('dishonest', 'honest')",-0.2849892,-0.2783475,0.0066417
25,0.8233268,0.9014477,"('egoistic', 'altruistic')",0.8233268,0.9014477,0.0781209
26,0.69234174,0.7189502,"('hardhearted', 'benevolent')",0.6923417,0.7189502,0.0266085
27,0.12993681,0.15531865,"('hardhearted', 'softhearted')",0.1299368,0.1553186,0.0253818
28,0.55304015,0.41430256,"('disloyal', 'loyal')",0.5530401,0.4143026,-0.1387375
29,-0.35054106,-0.2798982,"('unfair', 'fair')",-0.3505411,-0.2798982,0.0706429
30,-0.31412318,-0.6344255,"('intolerant', 'tolerant')",-0.3141232,-0.6344255,-0.3203023
31,-0.5813426,-0.1365054,"('evil', 'good')",-0.5813426,-0.1365054,0.4448372
32,-0.059222788,-0.28151953,"('unkind', 'kind')",-0.0592228,-0.2815195,-0.2222967
33,0.22941917,0.42380416,"('wrong', 'right')",0.2294192,0.4238042,0.194385
34,1.4217376,1.4336759,"('mean', 'honorable')",1.4217376,1.4336759,0.0119383
35,0.21828566,0.45362598,"('corrupt', 'incorrupt')",0.2182857,0.453626,0.2353403
36,-0.017814163,0.40189153,"('hostile', 'amicable')",-0.0178142,0.4018915,0.4197057
37,-0.5822007,-0.8323119,"('fake', 'genuine')",-0.5822007,-0.8323119,-0.2501112
38,-0.9718376,-0.91959834,"('untruthful', 'truthful')",-0.9718376,-0.9195983,0.0522393
39,-0.19630246,-0.3344469,"('exploitative', 'cooperative')",-0.1963025,-0.3344469,-0.1381444
40,-0.49965698,-0.34697884,"('stingy', 'generous')",-0.499657,-0.3469788,0.1526782
41,0.004669048,0.017535707,"('unforgiving', 'forgiving')",0.004669,0.0175357,0.0128667
42,-1.5411725,-1.4584444,"('unreliable', 'reliable')",-1.5411725,-1.4584444,0.0827281
43,-1.1631147,-1.3218207,"('irresponsible', 'responsible')",-1.1631147,-1.3218207,-0.158706
44,-1.2460147,-1.3515102,"('prejudiced', 'unprejudiced')",-1.2460147,-1.3515102,-0.1054955
45,-0.8746192,-1.0983338,"('incompetent', 'competent')",-0.8746192,-1.0983338,-0.2237146
46,-1.3285422,-1.4657972,"('uncompetitive', 'competitive')",-1.3285422,-1.4657972,-0.137255
47,1.1790336,0.833175,"('stupid', 'smart')",1.1790336,0.833175,-0.3458586
48,0.181984,0.042589597,"('unintelligent', 'intelligent')",0.181984,0.0425896,-0.1393944
49,0.29575026,0.28068024,"('unable', 'able')",0.2957503,0.2806802,-0.0150701
50,0.7949675,0.9308716,"('clumsy', 'skillful')",0.7949675,0.9308716,0.1359041
51,0.35731697,0.1747696,"('uneducated', 'educated')",0.357317,0.1747696,-0.1825474
52,0.2572955,0.5993972,"('irrational', 'rational')",0.2572955,0.5993972,0.3421017
53,-1.1005805,-0.83413404,"('uncreative', 'creative')",-1.1005805,-0.834134,0.2664465
54,-0.5563726,-0.43970698,"('incapable', 'capable')",-0.5563726,-0.439707,0.1166656
55,-0.31146064,-0.7329926,"('incompetent', 'clever')",-0.3114606,-0.7329926,-0.421532
56,-0.36275196,-0.6513486,"('impractical', 'practical')",-0.362752,-0.6513486,-0.2885966
57,-1.9677092,-1.9158713,"('unimaginative', 'imaginative')",-1.9677092,-1.9158713,0.0518379
58,-0.43626457,-0.3002495,"('undiscriminating', 'discriminating')",-0.4362646,-0.3002495,0.1360151
59,0.062093686,0.25845033,"('foolish', 'wise')",0.0620937,0.2584503,0.1963566
60,-0.76222014,-1.196137,"('inefficient', 'efficient')",-0.7622201,-1.196137,-0.4339169
61,-0.5250735,-0.48103157,"('illogical', 'logical')",-0.5250735,-0.4810316,0.0440419
62,-0.5817396,-0.9276351,"('incompetent', 'brilliant')",-0.5817396,-0.9276351,-0.3458955
63,-0.58569723,-0.6976259,"('unperceptive', 'insightful')",-0.5856972,-0.6976259,-0.1119287
64,-3.3875825,-3.28879,"('shy', 'confident')",-3.3875825,-3.28879,0.0987925
65,0.47671026,0.33130738,"('insecure', 'secure')",0.4767103,0.3313074,-0.1454029
66,-0.7276064,-0.429014,"('inactive', 'active')",-0.7276064,-0.429014,0.2985924
67,-0.975111,-1.192418,"('doubtful', 'determined')",-0.975111,-1.192418,-0.217307
68,-0.6309799,-0.67423844,"('dependent', 'independent')",-0.6309799,-0.6742384,-0.0432585
69,0.38042122,0.7468993,"('lazy', 'industrious')",0.3804212,0.7468993,0.3664781
70,-0.6006331,-0.8418366,"('lethargic', 'energetic')",-0.6006331,-0.8418366,-0.2412035
71,-0.96804714,-0.7265904,"('diffident', 'self-confident')",-0.9680471,-0.7265904,0.2414567
72,0.04768729,0.050293185,"('unambitious', 'ambitious')",0.0476873,0.0502932,0.0026059
73,-0.72565514,-0.42957982,"('helpless', 'self-reliant')",-0.7256551,-0.4295798,0.2960753
74,-0.41290927,-0.3626574,"('undedicated', 'dedicated')",-0.4129093,-0.3626574,0.0502519
75,-0.03809809,0.15570137,"('meek', 'impulsive')",-0.0380981,0.1557014,0.1937995
76,-0.51864684,-0.7932342,"('anxious', 'daring')",-0.5186468,-0.7932342,-0.2745874
77,-1.393518,-1.3603314,"('unmotivated', 'motivated')",-1.393518,-1.3603314,0.0331866
78,-0.1886024,-0.023463584,"('nonresilient', 'resilient')",-0.1886024,-0.0234636,0.1651388
79,-0.13819271,0.0994976,"('wavering', 'unwavering')",-0.1381927,0.0994976,0.2376903
80,-0.19649671,-0.5475304,"('dominated', 'dominating')",-0.1964967,-0.5475304,-0.3510337
81,-0.65540004,-1.1850489,"('submissive', 'aggressive')",-0.6554,-1.1850489,-0.5296489
82,1.9026369,1.7163967,"('poor', 'rich')",1.9026369,1.7163967,-0.1862402
83,-0.5865319,-0.7124599,"('powerless', 'powerful')",-0.5865319,-0.7124599,-0.125928
84,0.01798086,0.043901708,"('inferior', 'superior')",0.0179809,0.0439017,0.0259208
85,0.16795577,0.569402,"('insignificant', 'prestigious')",0.1679558,0.569402,0.4014462
86,-1.3390776,-1.4205687,"('uninfluential', 'influential')",-1.3390776,-1.4205687,-0.0814911
87,-0.018908253,-0.026618,"('unsuccessful', 'successful')",-0.0189083,-0.026618,-0.0077097
88,-0.039875574,0.060788188,"('low', 'eminent')",-0.0398756,0.0607882,0.1006638
