,regulator_male,regulator_female,tuple,average_male,average_female,female-male
0,0.773959,0.6536162,"('unsociable', 'sociable')",0.773959,0.6536162,-0.1203428
1,0.96731025,0.79886025,"('unfriendly', 'friendly')",0.9673102,0.7988603,-0.1684499
2,0.401934,0.46460903,"('unlikable', 'likable')",0.401934,0.464609,0.062675
3,0.80118924,0.81747603,"('repellent', 'pleasant')",0.8011892,0.817476,0.0162868
4,-6.6002436,-6.73504,"('disliked', 'liked')",-6.6002436,-6.7350402,-0.1347966
5,-0.933237,-0.9491738,"('distant', 'outgoing')",-0.933237,-0.9491738,-0.0159368
6,-0.7379414,-0.7470653,"('distant', 'open')",-0.7379414,-0.7470653,-0.0091239
7,1.4951463,1.5209564,"('insensitive', 'sensitive')",1.4951463,1.5209564,0.0258101
8,0.37787464,0.29137155,"('unaffectionate', 'affectionate')",0.3778746,0.2913716,-0.086503
9,1.4266901,1.402124,"('unaffectionate', 'caring')",1.4266901,1.402124,-0.0245661
10,0.8407476,0.93928164,"('unsympathetic', 'sympathetic')",0.8407476,0.9392816,0.098534
11,2.265331,2.3462172,"('unhelpful', 'helpful')",2.265331,2.3462172,0.0808862
12,-0.85084677,-0.8691405,"('unsupportive', 'supportive')",-0.8508468,-0.8691405,-0.0182937
13,0.4997701,0.49503523,"('impolite', 'polite')",0.4997701,0.4950352,-0.0047349
14,1.1009978,1.0337163,"('antisocial', 'social')",1.1009978,1.0337163,-0.0672815
15,-0.06076242,-0.15270261,"('boring', 'funny')",-0.0607624,-0.1527026,-0.0919402
16,-0.41381183,-0.44009453,"('unpopular', 'popular')",-0.4138118,-0.4400945,-0.0262827
17,-0.1940992,-0.20683533,"('nasty', 'nice')",-0.1940992,-0.2068353,-0.0127361
18,-1.2591493,-1.2896935,"('disagreeable', 'welcoming')",-1.2591493,-1.2896935,-0.0305442
19,-1.2590133,-1.2394114,"('inhospitable', 'hospitable')",-1.2590133,-1.2394114,0.0196019
20,0.6627949,0.6296656,"('rough', 'thoughtful')",0.6627949,0.6296656,-0.0331293
21,0.33280024,0.40093198,"('immoral', 'moral')",0.3328002,0.400932,0.0681318
22,0.41189367,0.4092151,"('untrustworthy', 'trustworthy')",0.4118937,0.4092151,-0.0026786
23,6.4248524,6.4639955,"('insincere', 'sincere')",6.4248524,6.4639955,0.0391431
24,1.3814102,1.3894641,"('dishonest', 'honest')",1.3814102,1.3894641,0.0080539
25,-0.0680982,-0.18193674,"('egoistic', 'altruistic')",-0.0680982,-0.1819367,-0.1138385
26,1.7979704,1.603257,"('hardhearted', 'benevolent')",1.7979704,1.6032569,-0.1947135
27,0.56249005,0.4321885,"('hardhearted', 'softhearted')",0.56249,0.4321885,-0.1303015
28,1.3572625,1.422096,"('disloyal', 'loyal')",1.3572625,1.422096,0.0648335
29,-0.40356004,-0.51504934,"('unfair', 'fair')",-0.40356,-0.5150493,-0.1114893
30,1.5611416,1.5364267,"('intolerant', 'tolerant')",1.5611416,1.5364267,-0.0247149
31,-2.0057433,-2.0700767,"('evil', 'good')",-2.0057433,-2.0700767,-0.0643334
32,1.5003014,1.3535634,"('unkind', 'kind')",1.5003014,1.3535634,-0.146738
33,-0.15954436,-0.26501298,"('wrong', 'right')",-0.1595444,-0.265013,-0.1054686
34,4.7553563,4.9263906,"('mean', 'honorable')",4.7553563,4.9263906,0.1710343
35,-2.1596427,-2.270506,"('corrupt', 'incorrupt')",-2.1596427,-2.2705059,-0.1108632
36,-0.85433066,-1.0087432,"('hostile', 'amicable')",-0.8543307,-1.0087432,-0.1544125
37,-0.0063161105,0.019198485,"('fake', 'genuine')",-0.0063161,0.0191985,0.0255146
38,0.97087955,0.97963804,"('untruthful', 'truthful')",0.9708796,0.979638,0.0087584
39,0.13080026,0.11735816,"('exploitative', 'cooperative')",0.1308003,0.1173582,-0.0134421
40,-2.1173067,-2.2104905,"('stingy', 'generous')",-2.1173067,-2.2104905,-0.0931838
41,0.091441095,0.08187823,"('unforgiving', 'forgiving')",0.0914411,0.0818782,-0.0095629
42,-2.1448119,-2.1373909,"('unreliable', 'reliable')",-2.1448119,-2.1373909,0.007421
43,1.9290445,1.9742794,"('irresponsible', 'responsible')",1.9290445,1.9742794,0.0452349
44,-1.8641149,-1.8879746,"('prejudiced', 'unprejudiced')",-1.8641149,-1.8879746,-0.0238597
45,0.89780647,0.9909476,"('incompetent', 'competent')",0.8978065,0.9909476,0.0931411
46,-0.20762073,-0.11416387,"('uncompetitive', 'competitive')",-0.2076207,-0.1141639,0.0934568
47,5.8732543,6.0432286,"('stupid', 'smart')",5.8732543,6.0432286,0.1699743
48,0.6531125,0.6709261,"('unintelligent', 'intelligent')",0.6531125,0.6709261,0.0178136
49,-0.041988187,-0.040302046,"('unable', 'able')",-0.0419882,-0.040302,0.0016862
50,-0.7111205,-0.66954046,"('clumsy', 'skillful')",-0.7111205,-0.6695405,0.04158
51,0.4335244,0.46539652,"('uneducated', 'educated')",0.4335244,0.4653965,0.0318721
52,-0.93783706,-1.1448586,"('irrational', 'rational')",-0.9378371,-1.1448586,-0.2070215
53,-0.24285312,-0.34675273,"('uncreative', 'creative')",-0.2428531,-0.3467527,-0.1038996
54,0.49155596,0.49669582,"('incapable', 'capable')",0.491556,0.4966958,0.0051398
55,1.0109851,1.1240745,"('incompetent', 'clever')",1.0109851,1.1240745,0.1130894
56,2.211706,2.2937632,"('impractical', 'practical')",2.2117059,2.2937632,0.0820573
57,-2.3458643,-2.3771865,"('unimaginative', 'imaginative')",-2.3458643,-2.3771865,-0.0313222
58,0.3924619,0.46908534,"('undiscriminating', 'discriminating')",0.3924619,0.4690853,0.0766234
59,0.12454439,0.034926258,"('foolish', 'wise')",0.1245444,0.0349263,-0.0896181
60,1.5034926,1.6679239,"('inefficient', 'efficient')",1.5034926,1.6679239,0.1644313
61,0.3460129,0.13858531,"('illogical', 'logical')",0.3460129,0.1385853,-0.2074276
62,1.2125409,1.3822047,"('incompetent', 'brilliant')",1.2125409,1.3822047,0.1696638
63,0.8968136,0.9672595,"('unperceptive', 'insightful')",0.8968136,0.9672595,0.0704459
64,-5.0295463,-5.0663114,"('shy', 'confident')",-5.0295463,-5.0663114,-0.0367651
65,1.2143323,1.2705481,"('insecure', 'secure')",1.2143323,1.2705481,0.0562158
66,-0.19919628,-0.2708262,"('inactive', 'active')",-0.1991963,-0.2708262,-0.0716299
67,-0.21817063,-0.13893351,"('doubtful', 'determined')",-0.2181706,-0.1389335,0.0792371
68,-0.7160054,-0.67512554,"('dependent', 'independent')",-0.7160054,-0.6751255,0.0408799
69,-1.5349195,-1.6388327,"('lazy', 'industrious')",-1.5349195,-1.6388327,-0.1039132
70,1.2417092,1.3245384,"('lethargic', 'energetic')",1.2417092,1.3245384,0.0828292
71,0.18063396,0.1165292,"('diffident', 'self-confident')",0.180634,0.1165292,-0.0641048
72,1.2560841,1.3336596,"('unambitious', 'ambitious')",1.2560841,1.3336596,0.0775755
73,-3.2851288,-3.3022463,"('helpless', 'self-reliant')",-3.2851288,-3.3022463,-0.0171175
74,0.4498236,0.46840626,"('undedicated', 'dedicated')",0.4498236,0.4684063,0.0185827
75,-1.1657274,-1.0715414,"('meek', 'impulsive')",-1.1657274,-1.0715414,0.094186
76,-0.3036011,-0.21918428,"('anxious', 'daring')",-0.3036011,-0.2191843,0.0844168
77,-0.13820519,-0.033731394,"('unmotivated', 'motivated')",-0.1382052,-0.0337314,0.1044738
78,-0.28716573,-0.31089184,"('nonresilient', 'resilient')",-0.2871657,-0.3108918,-0.0237261
79,-0.62273854,-0.6052523,"('wavering', 'unwavering')",-0.6227385,-0.6052523,0.0174862
80,0.36212865,0.3969313,"('dominated', 'dominating')",0.3621286,0.3969313,0.0348027
81,0.5250459,0.68636036,"('submissive', 'aggressive')",0.5250459,0.6863604,0.1613145
82,5.74072,5.910182,"('poor', 'rich')",5.7407198,5.910182,0.1694622
