,jellyfish_male,jellyfish_female,tuple,average_male,average_female,female-male
0,0.714861,0.7105176,"('unsociable', 'sociable')",0.714861,0.7105176,-0.0043434
1,-0.5424474,-0.7341727,"('unfriendly', 'friendly')",-0.5424474,-0.7341727,-0.1917253
2,0.28880596,0.26411825,"('unlikable', 'likable')",0.288806,0.2641183,-0.0246877
3,0.04424034,0.14905441,"('repellent', 'pleasant')",0.0442403,0.1490544,0.1048141
4,-2.7215347,-2.724187,"('disliked', 'liked')",-2.7215347,-2.7241869,-0.0026522
5,-1.2398727,-1.2743164,"('distant', 'outgoing')",-1.2398727,-1.2743164,-0.0344437
6,-1.592278,-1.6615093,"('distant', 'open')",-1.592278,-1.6615093,-0.0692313
7,0.63977224,0.6767029,"('insensitive', 'sensitive')",0.6397722,0.6767029,0.0369307
8,-0.21332349,-0.38881004,"('unaffectionate', 'affectionate')",-0.2133235,-0.38881,-0.1754865
9,-0.14433436,-0.29015738,"('unaffectionate', 'caring')",-0.1443344,-0.2901574,-0.145823
10,0.4155008,0.4810569,"('unsympathetic', 'sympathetic')",0.4155008,0.4810569,0.0655561
11,1.385958,1.3990265,"('unhelpful', 'helpful')",1.385958,1.3990265,0.0130685
12,-0.5918447,-0.5497028,"('unsupportive', 'supportive')",-0.5918447,-0.5497028,0.0421419
13,0.66937315,0.70640093,"('impolite', 'polite')",0.6693732,0.7064009,0.0370277
14,1.0092307,0.9985258,"('antisocial', 'social')",1.0092307,0.9985258,-0.0107049
15,0.45015025,0.36137715,"('boring', 'funny')",0.4501503,0.3613771,-0.0887732
16,-0.1272187,-0.09301371,"('unpopular', 'popular')",-0.1272187,-0.0930137,0.034205
17,-0.59914285,-0.550411,"('nasty', 'nice')",-0.5991428,-0.550411,0.0487318
18,-0.53710383,-0.6238478,"('disagreeable', 'welcoming')",-0.5371038,-0.6238478,-0.086744
19,-1.4171782,-1.3501316,"('inhospitable', 'hospitable')",-1.4171782,-1.3501316,0.0670466
20,0.21666847,0.1974749,"('rough', 'thoughtful')",0.2166685,0.1974749,-0.0191936
21,1.1364478,1.1964442,"('immoral', 'moral')",1.1364478,1.1964442,0.0599964
22,-0.036719114,-0.11990629,"('untrustworthy', 'trustworthy')",-0.0367191,-0.1199063,-0.0831872
23,2.4116943,2.3871057,"('insincere', 'sincere')",2.4116943,2.3871057,-0.0245886
24,0.3739252,0.24989702,"('dishonest', 'honest')",0.3739252,0.249897,-0.1240282
25,-0.06062103,-0.14894032,"('egoistic', 'altruistic')",-0.060621,-0.1489403,-0.0883193
26,-0.2524899,-0.44494185,"('hardhearted', 'benevolent')",-0.2524899,-0.4449418,-0.1924519
27,-0.30792284,-0.47699565,"('hardhearted', 'softhearted')",-0.3079228,-0.4769956,-0.1690728
28,0.37287447,0.29901272,"('disloyal', 'loyal')",0.3728745,0.2990127,-0.0738618
29,-0.6951593,-0.7200457,"('unfair', 'fair')",-0.6951593,-0.7200457,-0.0248864
30,0.4364334,0.37407655,"('intolerant', 'tolerant')",0.4364334,0.3740765,-0.0623569
31,-2.2193272,-2.230245,"('evil', 'good')",-2.2193272,-2.2302451,-0.0109179
32,0.8303793,0.69562846,"('unkind', 'kind')",0.8303793,0.6956285,-0.1347508
33,-0.68879503,-0.8052055,"('wrong', 'right')",-0.688795,-0.8052055,-0.1164105
34,0.91394687,1.0648879,"('mean', 'honorable')",0.9139469,1.0648879,0.150941
35,-1.3464061,-1.4404038,"('corrupt', 'incorrupt')",-1.3464061,-1.4404038,-0.0939977
36,-2.1091855,-2.1940763,"('hostile', 'amicable')",-2.1091855,-2.1940763,-0.0848908
37,-0.21660857,-0.23282078,"('fake', 'genuine')",-0.2166086,-0.2328208,-0.0162122
38,0.08501608,0.019441,"('untruthful', 'truthful')",0.0850161,0.019441,-0.0655751
39,1.1585361,1.1105621,"('exploitative', 'cooperative')",1.1585361,1.1105621,-0.047974
40,-1.4007148,-1.443122,"('stingy', 'generous')",-1.4007148,-1.443122,-0.0424072
41,0.032965325,-0.10323279,"('unforgiving', 'forgiving')",0.0329653,-0.1032328,-0.1361981
42,-0.7735826,-0.75032324,"('unreliable', 'reliable')",-0.7735826,-0.7503232,0.0232594
43,0.09312476,0.05547047,"('irresponsible', 'responsible')",0.0931248,0.0554705,-0.0376543
44,-0.39624822,-0.38438007,"('prejudiced', 'unprejudiced')",-0.3962482,-0.3843801,0.0118681
45,0.3038098,0.3338323,"('incompetent', 'competent')",0.3038098,0.3338323,0.0300225
46,0.8199423,0.96171695,"('uncompetitive', 'competitive')",0.8199423,0.9617169,0.1417746
47,1.7351996,1.6953372,"('stupid', 'smart')",1.7351996,1.6953372,-0.0398624
48,0.99588186,0.9952444,"('unintelligent', 'intelligent')",0.9958819,0.9952444,-0.0006375
49,0.093391456,0.21726887,"('unable', 'able')",0.0933915,0.2172689,0.1238774
50,-0.28538096,-0.2991189,"('clumsy', 'skillful')",-0.285381,-0.2991189,-0.0137379
51,0.8478614,0.84483445,"('uneducated', 'educated')",0.8478614,0.8448344,-0.003027
52,-1.1079693,-1.3499635,"('irrational', 'rational')",-1.1079693,-1.3499635,-0.2419942
53,-1.2771997,-1.3924065,"('uncreative', 'creative')",-1.2771997,-1.3924065,-0.1152068
54,-0.07933283,-0.106059544,"('incapable', 'capable')",-0.0793328,-0.1060595,-0.0267267
55,1.7220042,1.7876866,"('incompetent', 'clever')",1.7220042,1.7876866,0.0656824
56,1.1841363,1.220172,"('impractical', 'practical')",1.1841363,1.220172,0.0360357
57,-1.3480549,-1.3397421,"('unimaginative', 'imaginative')",-1.3480549,-1.3397421,0.0083128
58,-0.73265666,-0.80515444,"('undiscriminating', 'discriminating')",-0.7326567,-0.8051544,-0.0724977
59,-0.9439029,-1.0853875,"('foolish', 'wise')",-0.9439029,-1.0853875,-0.1414846
60,1.984349,2.0399606,"('inefficient', 'efficient')",1.984349,2.0399606,0.0556116
61,0.19458094,0.051626857,"('illogical', 'logical')",0.1945809,0.0516269,-0.142954
62,1.455102,1.5551896,"('incompetent', 'brilliant')",1.455102,1.5551896,0.1000876
63,0.6572532,0.67124724,"('unperceptive', 'insightful')",0.6572532,0.6712472,0.013994
64,-1.6598996,-1.6913095,"('shy', 'confident')",-1.6598996,-1.6913095,-0.0314099
65,0.4770999,0.48729858,"('insecure', 'secure')",0.4770999,0.4872986,0.0101987
66,-1.840703,-1.8229498,"('inactive', 'active')",-1.840703,-1.8229498,0.0177532
67,0.16829197,0.19849887,"('doubtful', 'determined')",0.168292,0.1984989,0.0302069
68,-0.3725357,-0.3647612,"('dependent', 'independent')",-0.3725357,-0.3647612,0.0077745
69,-1.587364,-1.5985001,"('lazy', 'industrious')",-1.587364,-1.5985001,-0.0111361
70,0.5985095,0.61909676,"('lethargic', 'energetic')",0.5985095,0.6190968,0.0205873
