,theater_male,theater_female,tuple,average_male,average_female,female-male
0,0.44667804,0.39096722,"('unsociable', 'sociable')",0.446678,0.3909672,-0.0557108
1,1.3720992,1.4461522,"('unfriendly', 'friendly')",1.3720992,1.4461522,0.074053
2,0.48699868,0.5680468,"('unlikable', 'likable')",0.4869987,0.5680468,0.0810481
3,0.5232914,0.4778903,"('repellent', 'pleasant')",0.5232914,0.4778903,-0.0454011
4,-7.496678,-7.3354716,"('disliked', 'liked')",-7.4966779,-7.3354716,0.1612063
5,-0.54261523,-0.43048772,"('distant', 'outgoing')",-0.5426152,-0.4304877,0.1121275
6,-0.34163007,-0.2241786,"('distant', 'open')",-0.3416301,-0.2241786,0.1174515
7,0.9405317,1.031715,"('insensitive', 'sensitive')",0.9405317,1.031715,0.0911833
8,0.96474975,1.000342,"('unaffectionate', 'affectionate')",0.9647498,1.000342,0.0355922
9,1.544181,1.6692117,"('unaffectionate', 'caring')",1.544181,1.6692117,0.1250307
10,0.6544405,0.71409535,"('unsympathetic', 'sympathetic')",0.6544405,0.7140954,0.0596549
11,2.1777122,2.2426918,"('unhelpful', 'helpful')",2.1777122,2.2426918,0.0649796
12,-1.2894031,-1.077795,"('unsupportive', 'supportive')",-1.2894031,-1.077795,0.2116081
13,0.274101,0.23250377,"('impolite', 'polite')",0.274101,0.2325038,-0.0415972
14,0.38337886,0.26725945,"('antisocial', 'social')",0.3833789,0.2672594,-0.1161195
15,0.64616936,0.6851662,"('boring', 'funny')",0.6461694,0.6851662,0.0389968
16,0.24788801,0.21079618,"('unpopular', 'popular')",0.247888,0.2107962,-0.0370918
17,-0.17403312,-0.14431529,"('nasty', 'nice')",-0.1740331,-0.1443153,0.0297178
18,-0.24733736,-0.16944157,"('disagreeable', 'welcoming')",-0.2473374,-0.1694416,0.0778958
19,-0.27089456,-0.11959268,"('inhospitable', 'hospitable')",-0.2708946,-0.1195927,0.1513019
20,0.61379486,0.50092626,"('rough', 'thoughtful')",0.6137949,0.5009263,-0.1128686
21,0.34913436,0.40744537,"('immoral', 'moral')",0.3491344,0.4074454,0.058311
22,-0.5432357,-0.5177224,"('untrustworthy', 'trustworthy')",-0.5432357,-0.5177224,0.0255133
23,6.6230288,6.4657607,"('insincere', 'sincere')",6.6230288,6.4657607,-0.1572681
24,1.498227,1.4004718,"('dishonest', 'honest')",1.498227,1.4004718,-0.0977552
25,0.4519767,0.38987178,"('egoistic', 'altruistic')",0.4519767,0.3898718,-0.0621049
26,0.90636975,0.9592449,"('hardhearted', 'benevolent')",0.9063697,0.9592449,0.0528752
27,1.6787815,1.6531429,"('hardhearted', 'softhearted')",1.6787815,1.6531429,-0.0256386
28,1.2609686,1.2446179,"('disloyal', 'loyal')",1.2609686,1.2446179,-0.0163507
29,-0.6023201,-0.8089807,"('unfair', 'fair')",-0.6023201,-0.8089807,-0.2066606
30,0.7905923,0.79451805,"('intolerant', 'tolerant')",0.7905923,0.7945181,0.0039258
31,-1.6669075,-1.5949061,"('evil', 'good')",-1.6669075,-1.5949061,0.0720014
32,1.5116743,1.3684592,"('unkind', 'kind')",1.5116743,1.3684592,-0.1432151
33,-0.28802678,-0.31776392,"('wrong', 'right')",-0.2880268,-0.3177639,-0.0297371
34,5.0612063,5.106256,"('mean', 'honorable')",5.0612063,5.106256,0.0450497
35,-1.2491021,-1.3556858,"('corrupt', 'incorrupt')",-1.2491021,-1.3556858,-0.1065837
36,-1.0447993,-1.0982138,"('hostile', 'amicable')",-1.0447993,-1.0982138,-0.0534145
37,0.6484153,0.67511725,"('fake', 'genuine')",0.6484153,0.6751173,0.026702
38,-0.03381772,-0.03979881,"('untruthful', 'truthful')",-0.0338177,-0.0397988,-0.0059811
39,0.03486131,-0.012551758,"('exploitative', 'cooperative')",0.0348613,-0.0125518,-0.0474131
40,-1.9511656,-1.8891215,"('stingy', 'generous')",-1.9511656,-1.8891215,0.0620441
41,0.43793115,0.4764825,"('unforgiving', 'forgiving')",0.4379312,0.4764825,0.0385513
42,-2.68123,-2.4875002,"('unreliable', 'reliable')",-2.6812301,-2.4875002,0.1937299
43,1.3506848,1.3974291,"('irresponsible', 'responsible')",1.3506848,1.3974291,0.0467443
44,-1.2226694,-1.3101034,"('prejudiced', 'unprejudiced')",-1.2226694,-1.3101034,-0.087434
45,0.47924826,0.49222234,"('incompetent', 'competent')",0.4792483,0.4922223,0.012974
46,-0.56515574,-0.50959104,"('uncompetitive', 'competitive')",-0.5651557,-0.509591,0.0555647
47,5.596912,5.4715137,"('stupid', 'smart')",5.5969119,5.4715137,-0.1253982
48,1.1110127,1.0859617,"('unintelligent', 'intelligent')",1.1110127,1.0859617,-0.025051
49,0.3617741,0.41550878,"('unable', 'able')",0.3617741,0.4155088,0.0537347
50,-0.5207032,-0.59888864,"('clumsy', 'skillful')",-0.5207032,-0.5988886,-0.0781854
51,0.5208172,0.41790062,"('uneducated', 'educated')",0.5208172,0.4179006,-0.1029166
52,0.0075051673,-0.11839523,"('irrational', 'rational')",0.0075052,-0.1183952,-0.1259004
53,0.6863252,0.85596424,"('uncreative', 'creative')",0.6863252,0.8559642,0.169639
54,0.79997015,0.8270141,"('incapable', 'capable')",0.7999701,0.8270141,0.027044
55,1.0224324,1.0114521,"('incompetent', 'clever')",1.0224324,1.0114521,-0.0109803
56,1.0806255,1.1130767,"('impractical', 'practical')",1.0806255,1.1130767,0.0324512
57,-2.3874032,-2.139106,"('unimaginative', 'imaginative')",-2.3874032,-2.139106,0.2482972
58,0.113852456,0.16687828,"('undiscriminating', 'discriminating')",0.1138525,0.1668783,0.0530258
59,-0.15929753,-0.24768452,"('foolish', 'wise')",-0.1592975,-0.2476845,-0.088387
60,0.71454424,0.70803046,"('inefficient', 'efficient')",0.7145442,0.7080305,-0.0065137
61,0.8503727,0.71504074,"('illogical', 'logical')",0.8503727,0.7150407,-0.135332
62,0.9378418,1.0223647,"('incompetent', 'brilliant')",0.9378418,1.0223647,0.0845229
63,0.7526705,0.8951466,"('unperceptive', 'insightful')",0.7526705,0.8951466,0.1424761
64,-6.3307996,-6.1324096,"('shy', 'confident')",-6.3307996,-6.1324096,0.19839
65,0.41636497,0.32547978,"('insecure', 'secure')",0.416365,0.3254798,-0.0908852
66,-0.17149638,-0.15772986,"('inactive', 'active')",-0.1714964,-0.1577299,0.0137665
67,-0.1302664,-0.22179739,"('doubtful', 'determined')",-0.1302664,-0.2217974,-0.091531
68,-0.45993516,-0.5516615,"('dependent', 'independent')",-0.4599352,-0.5516615,-0.0917263
69,-1.8619902,-1.7768455,"('lazy', 'industrious')",-1.8619902,-1.7768455,0.0851447
70,0.77710515,0.84495884,"('lethargic', 'energetic')",0.7771052,0.8449588,0.0678536
71,0.8064325,0.9663118,"('diffident', 'self-confident')",0.8064325,0.9663118,0.1598793
72,0.56059015,0.58437884,"('unambitious', 'ambitious')",0.5605901,0.5843788,0.0237887
73,-3.3677278,-3.26676,"('helpless', 'self-reliant')",-3.3677278,-3.2667601,0.1009677
74,0.07468998,0.0892688,"('undedicated', 'dedicated')",0.07469,0.0892688,0.0145788
75,-1.1983972,-1.1231679,"('meek', 'impulsive')",-1.1983972,-1.1231679,0.0752293
76,0.47521377,0.40743205,"('anxious', 'daring')",0.4752138,0.407432,-0.0677818
77,-1.1938438,-1.0578108,"('unmotivated', 'motivated')",-1.1938438,-1.0578108,0.136033
78,-0.4471481,-0.27040958,"('nonresilient', 'resilient')",-0.4471481,-0.2704096,0.1767385
79,-0.5617078,-0.46537685,"('wavering', 'unwavering')",-0.5617078,-0.4653769,0.0963309
80,-0.32904086,-0.44020608,"('dominated', 'dominating')",-0.3290409,-0.4402061,-0.1111652
81,-0.19314156,-0.23092964,"('submissive', 'aggressive')",-0.1931416,-0.2309296,-0.037788
82,6.9334974,6.888036,"('poor', 'rich')",6.9334974,6.8880358,-0.0454616
83,-0.1999193,-0.313074,"('powerless', 'powerful')",-0.1999193,-0.313074,-0.1131547
84,0.1221726,0.020092212,"('inferior', 'superior')",0.1221726,0.0200922,-0.1020804
85,-0.44468355,-0.43735322,"('insignificant', 'prestigious')",-0.4446836,-0.4373532,0.0073304
86,0.86101526,0.829608,"('uninfluential', 'influential')",0.8610153,0.829608,-0.0314073
87,0.61827534,0.6304355,"('unsuccessful', 'successful')",0.6182753,0.6304355,0.0121602
88,0.14327666,0.1406412,"('low', 'eminent')",0.1432767,0.1406412,-0.0026355
