,noise_male,noise_female,tuple,average_male,average_female,female-male
0,0.21681102,0.24207924,"('unsociable', 'sociable')",0.216811,0.2420792,0.0252682
1,1.5320063,1.434508,"('unfriendly', 'friendly')",1.5320063,1.434508,-0.0974983
2,-0.036538206,0.104318246,"('unlikable', 'likable')",-0.0365382,0.1043182,0.1408564
3,0.9937476,1.1842561,"('repellent', 'pleasant')",0.9937476,1.1842561,0.1905085
4,-7.3591523,-7.2323756,"('disliked', 'liked')",-7.3591523,-7.2323756,0.1267767
5,-0.59236866,-0.36222935,"('distant', 'outgoing')",-0.5923687,-0.3622293,0.2301394
6,-0.42445648,-0.22571212,"('distant', 'open')",-0.4244565,-0.2257121,0.1987444
7,1.42422,1.5870912,"('insensitive', 'sensitive')",1.42422,1.5870912,0.1628712
8,0.88771826,0.7954483,"('unaffectionate', 'affectionate')",0.8877183,0.7954483,-0.09227
9,1.8567797,1.8751564,"('unaffectionate', 'caring')",1.8567797,1.8751564,0.0183767
10,1.1637812,1.2341473,"('unsympathetic', 'sympathetic')",1.1637812,1.2341473,0.0703661
11,2.380628,2.3948133,"('unhelpful', 'helpful')",2.3806281,2.3948133,0.0141852
12,-1.1694821,-1.0354941,"('unsupportive', 'supportive')",-1.1694821,-1.0354941,0.133988
13,0.49510834,0.39288393,"('impolite', 'polite')",0.4951083,0.3928839,-0.1022244
14,0.18055631,0.13850132,"('antisocial', 'social')",0.1805563,0.1385013,-0.042055
15,0.17851123,0.1990899,"('boring', 'funny')",0.1785112,0.1990899,0.0205787
16,-0.6983267,-0.55751276,"('unpopular', 'popular')",-0.6983267,-0.5575128,0.1408139
17,-0.4062614,-0.38968384,"('nasty', 'nice')",-0.4062614,-0.3896838,0.0165776
18,-0.80239284,-0.7892007,"('disagreeable', 'welcoming')",-0.8023928,-0.7892007,0.0131921
19,-0.6649049,-0.49994597,"('inhospitable', 'hospitable')",-0.6649049,-0.499946,0.1649589
20,0.58600396,0.38650084,"('rough', 'thoughtful')",0.586004,0.3865008,-0.1995032
21,0.07469567,0.21658388,"('immoral', 'moral')",0.0746957,0.2165839,0.1418882
22,-0.56277937,-0.3560578,"('untrustworthy', 'trustworthy')",-0.5627794,-0.3560578,0.2067216
23,6.865261,6.8725924,"('insincere', 'sincere')",6.8652611,6.8725924,0.0073313
24,1.8280716,1.9684763,"('dishonest', 'honest')",1.8280716,1.9684763,0.1404047
25,0.8267415,0.67901945,"('egoistic', 'altruistic')",0.8267415,0.6790195,-0.147722
26,0.65591437,0.33456874,"('hardhearted', 'benevolent')",0.6559144,0.3345687,-0.3213457
27,1.8753389,1.651464,"('hardhearted', 'softhearted')",1.8753389,1.651464,-0.2238749
28,1.1057044,1.0240699,"('disloyal', 'loyal')",1.1057044,1.0240699,-0.0816345
29,-0.9522536,-1.033451,"('unfair', 'fair')",-0.9522536,-1.033451,-0.0811974
