,objection_male,objection_female,tuple,average_male,average_female,female-male
0,0.5575309,0.42765895,"('unsociable', 'sociable')",0.5575309,0.4276589,-0.129872
1,0.23091604,0.18413872,"('unfriendly', 'friendly')",0.230916,0.1841387,-0.0467773
2,-0.39005432,-0.22435269,"('unlikable', 'likable')",-0.3900543,-0.2243527,0.1657016
3,0.9050555,1.025217,"('repellent', 'pleasant')",0.9050555,1.0252171,0.1201616
4,-7.6091537,-7.7033033,"('disliked', 'liked')",-7.6091537,-7.7033033,-0.0941496
5,-1.3783536,-1.3635391,"('distant', 'outgoing')",-1.3783536,-1.3635391,0.0148145
6,-0.81428003,-0.89906496,"('distant', 'open')",-0.81428,-0.899065,-0.084785
7,1.6124701,1.6345036,"('insensitive', 'sensitive')",1.6124701,1.6345036,0.0220335
8,0.3998475,0.42075568,"('unaffectionate', 'affectionate')",0.3998475,0.4207557,0.0209082
9,0.92352486,0.9916258,"('unaffectionate', 'caring')",0.9235249,0.9916258,0.0681009
10,1.733636,1.7887934,"('unsympathetic', 'sympathetic')",1.733636,1.7887934,0.0551574
11,2.0316677,2.0871727,"('unhelpful', 'helpful')",2.0316677,2.0871727,0.055505
12,-1.730065,-1.6940004,"('unsupportive', 'supportive')",-1.730065,-1.6940004,0.0360646
13,0.21051548,0.3426284,"('impolite', 'polite')",0.2105155,0.3426284,0.1321129
14,0.4205693,0.45654088,"('antisocial', 'social')",0.4205693,0.4565409,0.0359716
15,0.37649602,0.31910753,"('boring', 'funny')",0.376496,0.3191075,-0.0573885
16,-1.0669926,-1.1287763,"('unpopular', 'popular')",-1.0669926,-1.1287763,-0.0617837
17,0.031929757,0.07037628,"('nasty', 'nice')",0.0319298,0.0703763,0.0384465
18,-1.0997313,-1.0140417,"('disagreeable', 'welcoming')",-1.0997313,-1.0140417,0.0856896
19,-1.2716348,-1.224718,"('inhospitable', 'hospitable')",-1.2716348,-1.224718,0.0469168
20,0.6269494,0.51942754,"('rough', 'thoughtful')",0.6269494,0.5194275,-0.1075219
21,0.26054323,0.44641763,"('immoral', 'moral')",0.2605432,0.4464176,0.1858744
22,0.092976615,0.08791053,"('untrustworthy', 'trustworthy')",0.0929766,0.0879105,-0.0050661
23,6.085928,6.2306256,"('insincere', 'sincere')",6.085928,6.2306256,0.1446976
24,1.4993984,1.5510767,"('dishonest', 'honest')",1.4993984,1.5510767,0.0516783
25,0.07669121,0.042644843,"('egoistic', 'altruistic')",0.0766912,0.0426448,-0.0340464
26,1.3779683,1.1639893,"('hardhearted', 'benevolent')",1.3779683,1.1639893,-0.213979
27,1.6626792,1.4805591,"('hardhearted', 'softhearted')",1.6626792,1.4805591,-0.1821201
28,1.4430152,1.2794392,"('disloyal', 'loyal')",1.4430152,1.2794392,-0.163576
29,-0.43481562,-0.5525401,"('unfair', 'fair')",-0.4348156,-0.5525401,-0.1177245
